company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
MOLEX INC,MOLX,,67472,2011.0,Q3YTD,2010-07-01,2011-03-31,,1.27,1.27,0.5,1.27,,99462000.0,221532000.0,221532000.0,221532000.0,1866933000.0,2673668000.0,5766000.0,11110000.0,,475548000.0,1866933000.0,806735000.0,4849000.0,486658000.0,320077000.0,917000.0,320994000.0,2673668000.0,174700000.0,174957000.0,176449000.0
MOLEX INC,MOLX,,67472,2011.0,Q3TTM,2010-04-01,2011-03-31,,1.5,1.5,0.04,1.5,,120842000.0,261311000.0,261311000.0,261311000.0,2461299000.0,3520972000.0,4807000.0,15879000.0,26542000.0,634225000.0,2461299000.0,1059673000.0,5681000.0,676646000.0,383027000.0,-874000.0,382153000.0,3520972000.0,174700000.0,174957000.0,176449000.0
MOLEX INC,MOLX,,67472,2011.0,Q3,2011-01-01,2011-03-31,2012-04-26 08:58:09+00:00,0.39,0.39,0.175,0.39,,29765000.0,68145000.0,68145000.0,68145000.0,613917000.0,874531000.0,1325000.0,2855000.0,,159448000.0,613917000.0,260614000.0,1726000.0,162303000.0,98311000.0,-401000.0,97910000.0,874531000.0,174700000.0,174957000.0,176449000.0
MOLEX INC,MOLX,,67472,2011.0,Q2YTD,2010-07-01,2010-12-31,,0.88,0.88,0.33,0.88,,69697000.0,153387000.0,153387000.0,153387000.0,1253016000.0,1799137000.0,4441000.0,8255000.0,,316100000.0,1253016000.0,546121000.0,3123000.0,324355000.0,221766000.0,1318000.0,223084000.0,1799137000.0,174000000.0,174664000.0,175556000.0
MOLEX INC,MOLX,,67472,2011.0,Q2TTM,2010-01-01,2010-12-31,,1.33,1.33,0.02,1.33,,109867000.0,231613000.0,231613000.0,231613000.0,2367946000.0,3402735000.0,761000.0,21056000.0,35610000.0,631151000.0,2367946000.0,1034789000.0,6253000.0,687817000.0,346972000.0,-5492000.0,341480000.0,3402735000.0,174000000.0,174664000.0,175556000.0
MOLEX INC,MOLX,,67472,2011.0,Q2,2010-10-01,2010-12-31,2012-01-26 11:04:50+00:00,0.45,0.45,0.175,0.45,,34009000.0,78283000.0,78283000.0,78283000.0,630420000.0,901465000.0,4792000.0,2713000.0,,159044000.0,630420000.0,271045000.0,1788000.0,161757000.0,109288000.0,3004000.0,112292000.0,901465000.0,174000000.0,174664000.0,175556000.0
MOLEX INC,MOLX,,67472,2011.0,Q1TTM,2009-10-01,2010-09-30,,0.96,0.96,,0.96,,88284000.0,167170000.0,167170000.0,167170000.0,2254566000.0,3230846000.0,-4732000.0,26886000.0,61245000.0,622212000.0,2254566000.0,976280000.0,5751000.0,710343000.0,265937000.0,-10483000.0,255454000.0,3230846000.0,174700000.0,174370000.0,175156000.0
MOLEX INC,MOLX,,67472,2011.0,Q1,2010-07-01,2010-09-30,2011-10-27 12:54:46+00:00,0.43,0.43,0.1525,0.43,,35688000.0,75104000.0,75104000.0,75104000.0,622596000.0,897672000.0,-351000.0,5542000.0,,157056000.0,622596000.0,275076000.0,1335000.0,162598000.0,112478000.0,-1686000.0,110792000.0,897672000.0,174700000.0,174370000.0,175156000.0
MOLEX INC,MOLX,,67472,2012.0,Q4,2012-04-01,2012-06-30,,0.41,0.41,-0.6,0.41,,23160000.0,71961000.0,71961000.0,71961000.0,600904000.0,858526000.0,2836000.0,3093000.0,,161581000.0,600904000.0,257622000.0,663000.0,164674000.0,92948000.0,2173000.0,95121000.0,858526000.0,175900000.0,175980000.0,177382000.0
MOLEX INC,MOLX,,67472,2012.0,FY,2011-07-01,2012-06-30,2013-08-08 12:50:03+00:00,1.6,1.6,,1.59,,118890000.0,281377000.0,281377000.0,281377000.0,2420726000.0,3489189000.0,6155000.0,11259000.0,,657732000.0,2420726000.0,1068463000.0,5360000.0,668991000.0,399472000.0,795000.0,400267000.0,3489189000.0,175900000.0,175980000.0,177382000.0
MOLEX INC,MOLX,,67472,2012.0,Q3YTD,2011-07-01,2012-03-31,,1.19,1.19,0.6,1.18,,95730000.0,209416000.0,209416000.0,209416000.0,1819822000.0,2630663000.0,3319000.0,8166000.0,,496151000.0,1819822000.0,810841000.0,4697000.0,504317000.0,306524000.0,-1378000.0,305146000.0,2630663000.0,175400000.0,176164000.0,178134000.0
MOLEX INC,MOLX,,67472,2012.0,Q3TTM,2011-04-01,2012-03-31,,1.63,1.63,0.1,1.61,,127399000.0,286692000.0,286692000.0,286692000.0,2452086000.0,3544329000.0,3001000.0,11532000.0,,664065000.0,2452086000.0,1092243000.0,5556000.0,675597000.0,416646000.0,-2555000.0,414091000.0,3544329000.0,175400000.0,176164000.0,178134000.0
MOLEX INC,MOLX,,67472,2012.0,Q3,2012-01-01,2012-03-31,2013-04-25 16:09:40+00:00,0.37,0.37,0.2,0.36,,24268000.0,64883000.0,64883000.0,64883000.0,581904000.0,837080000.0,1561000.0,2521000.0,,163853000.0,581904000.0,255176000.0,1212000.0,166374000.0,88802000.0,349000.0,89151000.0,837080000.0,175400000.0,176164000.0,178134000.0
MOLEX INC,MOLX,,67472,2012.0,Q2YTD,2011-07-01,2011-12-31,,0.82,0.82,0.4,0.82,,71462000.0,144533000.0,144533000.0,144533000.0,1237918000.0,1793583000.0,1758000.0,5645000.0,,332298000.0,1237918000.0,555665000.0,3485000.0,337943000.0,217722000.0,-1727000.0,215995000.0,1793583000.0,177800000.0,175830000.0,176985000.0
MOLEX INC,MOLX,,67472,2012.0,Q2TTM,2011-01-01,2011-12-31,,1.65,1.65,0.07,1.64,,132896000.0,289954000.0,289954000.0,289954000.0,2484099000.0,3581780000.0,2765000.0,11866000.0,,659660000.0,2484099000.0,1097681000.0,6070000.0,671526000.0,426155000.0,-3305000.0,422850000.0,3581780000.0,177800000.0,175830000.0,176985000.0
MOLEX INC,MOLX,,67472,2012.0,Q2,2011-10-01,2011-12-31,2013-01-24 13:20:19+00:00,0.36,0.36,0.2,0.36,,32513000.0,64016000.0,64016000.0,64016000.0,594661000.0,857598000.0,1482000.0,2723000.0,,163073000.0,594661000.0,262937000.0,2094000.0,165796000.0,97141000.0,-612000.0,96529000.0,857598000.0,177800000.0,175830000.0,176985000.0
MOLEX INC,MOLX,,67472,2012.0,Q1TTM,2010-10-01,2011-09-30,,1.74,1.74,0.05,1.73,,134392000.0,304221000.0,304221000.0,304221000.0,2519858000.0,3625647000.0,6075000.0,11856000.0,,655631000.0,2519858000.0,1105789000.0,5764000.0,667487000.0,438302000.0,311000.0,438613000.0,3625647000.0,175000000.0,175466000.0,176585000.0
MOLEX INC,MOLX,,67472,2012.0,Q1,2011-07-01,2011-09-30,2012-10-25 14:22:00+00:00,0.46,0.46,0.2,0.46,,38949000.0,80517000.0,80517000.0,80517000.0,643257000.0,935985000.0,276000.0,2922000.0,,169225000.0,643257000.0,292728000.0,1391000.0,172147000.0,120581000.0,-1115000.0,119466000.0,935985000.0,175000000.0,175466000.0,176585000.0
MOLEX INC,MOLX,,67472,2013.0,Q4,2013-04-01,2013-06-30,,0.32,0.32,-0.66,0.32,,27354000.0,57148000.0,57148000.0,57148000.0,625938000.0,882933000.0,2591000.0,,,174049000.0,625938000.0,256995000.0,1035000.0,174049000.0,82946000.0,1556000.0,84502000.0,882933000.0,177800000.0,177290000.0,179328000.0
MOLEX INC,MOLX,,67472,2013.0,FY,2012-07-01,2013-06-30,2013-08-08 12:50:03+00:00,1.37,1.37,,1.36,,104852000.0,243623000.0,243623000.0,243623000.0,2557333000.0,3620447000.0,901000.0,25398000.0,,685582000.0,2557333000.0,1063114000.0,4560000.0,710980000.0,352134000.0,-3659000.0,348475000.0,3620447000.0,177800000.0,177290000.0,179328000.0
MOLEX INC,MOLX,,67472,2013.0,Q3YTD,2012-07-01,2013-03-31,,1.05,1.05,0.66,1.04,,77498000.0,186475000.0,186475000.0,186475000.0,1931395000.0,2737514000.0,-1690000.0,25398000.0,,511533000.0,1931395000.0,806119000.0,3525000.0,536931000.0,269188000.0,-5215000.0,263973000.0,2737514000.0,179100000.0,177527000.0,179652000.0
MOLEX INC,MOLX,,67472,2013.0,Q3TTM,2012-04-01,2013-03-31,,1.46,1.46,0.06,1.45,,100658000.0,258436000.0,258436000.0,258436000.0,2532299000.0,3596040000.0,1146000.0,28491000.0,,673114000.0,2532299000.0,1063741000.0,4188000.0,701605000.0,362136000.0,-3042000.0,359094000.0,3596040000.0,179100000.0,177527000.0,179652000.0
MOLEX INC,MOLX,,67472,2013.0,Q3,2013-01-01,2013-03-31,2013-04-25 16:09:40+00:00,0.25,0.25,0.22,0.25,,13854000.0,44767000.0,44767000.0,44767000.0,604326000.0,852858000.0,265000.0,21210000.0,,167384000.0,604326000.0,248532000.0,1582000.0,188594000.0,59938000.0,-1317000.0,58621000.0,852858000.0,179100000.0,177527000.0,179652000.0
MOLEX INC,MOLX,,67472,2013.0,Q2YTD,2012-07-01,2012-12-31,,0.8,0.8,0.44,0.79,,63644000.0,141708000.0,141708000.0,141708000.0,1327069000.0,1884656000.0,-1955000.0,4188000.0,,344149000.0,1327069000.0,557587000.0,1943000.0,348337000.0,209250000.0,-3898000.0,205352000.0,1884656000.0,176000000.0,177123000.0,178854000.0
MOLEX INC,MOLX,,67472,2013.0,Q2TTM,2012-01-01,2012-12-31,,1.58,1.58,0.04,1.56,,111072000.0,278552000.0,278552000.0,278552000.0,2509877000.0,3580262000.0,2442000.0,9802000.0,,669583000.0,2509877000.0,1070385000.0,3818000.0,679385000.0,391000000.0,-1376000.0,389624000.0,3580262000.0,176000000.0,177123000.0,178854000.0
MOLEX INC,MOLX,,67472,2013.0,Q2,2012-10-01,2012-12-31,2013-01-24 13:20:19+00:00,0.4,0.4,0.22,0.39,,31837000.0,70394000.0,70394000.0,70394000.0,678565000.0,967735000.0,-3151000.0,1627000.0,,181028000.0,678565000.0,289170000.0,1133000.0,182655000.0,106515000.0,-4284000.0,102231000.0,967735000.0,176000000.0,177123000.0,178854000.0
MOLEX INC,MOLX,,67472,2013.0,Q1TTM,2011-10-01,2012-09-30,,1.54,1.54,0.02,1.53,,111748000.0,272174000.0,272174000.0,272174000.0,2425973000.0,3470125000.0,7075000.0,10898000.0,,651628000.0,2425973000.0,1044152000.0,4779000.0,662526000.0,381626000.0,2296000.0,383922000.0,3470125000.0,178300000.0,176621000.0,178564000.0
MOLEX INC,MOLX,,67472,2013.0,Q1,2012-07-01,2012-09-30,2013-10-24 15:22:50+00:00,0.4,0.4,0.22,0.4,,31807000.0,71314000.0,71314000.0,71314000.0,648504000.0,916921000.0,1196000.0,2561000.0,,163121000.0,648504000.0,268417000.0,810000.0,165682000.0,102735000.0,386000.0,103121000.0,916921000.0,178300000.0,176621000.0,178564000.0
MOLEX INC,MOLX,,67472,2014.0,Q1TTM,2012-10-01,2013-09-30,,1.44,1.44,0.02,1.42,,107343000.0,256388000.0,256388000.0,256388000.0,2542645000.0,3639893000.0,-3213000.0,22837000.0,,701890000.0,2542645000.0,1097248000.0,5577000.0,724727000.0,372521000.0,-8790000.0,363731000.0,3639893000.0,178900000.0,178247000.0,181545000.0
MOLEX INC,MOLX,,67472,2014.0,Q1,2013-07-01,2013-09-30,2013-10-24 15:22:50+00:00,0.47,0.47,0.24,0.46,,34298000.0,84079000.0,84079000.0,84079000.0,633816000.0,936367000.0,-2918000.0,0.0,,179429000.0,633816000.0,302551000.0,1827000.0,179429000.0,123122000.0,-4745000.0,118377000.0,936367000.0,178900000.0,178247000.0,181545000.0
