company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:55:06+00:00,-75000000.0,1376000000.0,,29000000.0,-615000000.0,159000000.0,5245000000.0,-3831000000.0,-582000000.0,5258000000.0,-3831000000.0,-582000000.0,5258000000.0,874000000.0,5234000000.0,5234000000.0,-737000000.0,311000000.0,-11000000.0,-271000000.0,-209000000.0,-2778000000.0,-3487000000.0,-5788000000.0,,2491000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 10:32:13+00:00,0.0,1476000000.0,463000000.0,-47000000.0,-1100000000.0,16000000.0,5000000.0,-1607000000.0,-2965000000.0,3095000000.0,-1607000000.0,-2965000000.0,3095000000.0,-1524000000.0,-1131000000.0,-1131000000.0,3850000000.0,,17000000.0,-299000000.0,,-3445000000.0,-374000000.0,-955000000.0,0.0,
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2008.0,Q4,2008-10-01,2008-12-31,,25000000.0,370000000.0,463000000.0,-24000000.0,-1593000000.0,2000000.0,-291000000.0,-265000000.0,-1113000000.0,-425000000.0,-265000000.0,-1113000000.0,-425000000.0,-1827000000.0,-3278000000.0,-3278000000.0,4076000000.0,-15000000.0,1000000.0,-78000000.0,,-1128000000.0,298000000.0,-181000000.0,-11000000.0,-463000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2008.0,Q3,2008-07-01,2008-09-30,,,370000000.0,,-16000000.0,446000000.0,3000000.0,,-147000000.0,-432000000.0,1718000000.0,-147000000.0,-432000000.0,1718000000.0,1123000000.0,1152000000.0,1152000000.0,-250000000.0,2000000.0,-15000000.0,-78000000.0,,-879000000.0,,-74000000.0,-1000000.0,463000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 17:03:36+00:00,-25000000.0,1106000000.0,,-23000000.0,493000000.0,14000000.0,296000000.0,-1342000000.0,-1852000000.0,3520000000.0,-1342000000.0,-1852000000.0,3520000000.0,303000000.0,2147000000.0,2147000000.0,-226000000.0,15000000.0,16000000.0,-221000000.0,,-2317000000.0,-672000000.0,-774000000.0,11000000.0,463000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 13:15:54+00:00,-25000000.0,736000000.0,,-7000000.0,47000000.0,11000000.0,296000000.0,-1195000000.0,-1420000000.0,1802000000.0,-1195000000.0,-1420000000.0,1802000000.0,-820000000.0,995000000.0,995000000.0,24000000.0,13000000.0,31000000.0,-143000000.0,,-1438000000.0,-672000000.0,-700000000.0,12000000.0,
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 09:40:24+00:00,-577000000.0,1527000000.0,,65000000.0,-263000000.0,799000000.0,1987000000.0,1289000000.0,-3292000000.0,1823000000.0,1289000000.0,-3292000000.0,1823000000.0,-115000000.0,-1982000000.0,-1982000000.0,2541000000.0,11000000.0,35000000.0,-324000000.0,,-2750000000.0,-1180000000.0,-4000000.0,0.0,
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,Q4,2009-10-01,2009-12-31,,-21000000.0,371000000.0,,,-985000000.0,-7000000.0,489000000.0,-54000000.0,-609000000.0,-117000000.0,-54000000.0,-609000000.0,-117000000.0,-780000000.0,-1408000000.0,-1408000000.0,1905000000.0,11000000.0,12000000.0,-85000000.0,,-600000000.0,-458000000.0,-4000000.0,,
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 16:44:00+00:00,-556000000.0,1156000000.0,,65000000.0,722000000.0,806000000.0,1498000000.0,1343000000.0,-2683000000.0,1940000000.0,1343000000.0,-2683000000.0,1940000000.0,665000000.0,-574000000.0,-574000000.0,636000000.0,,23000000.0,-239000000.0,,-2150000000.0,-722000000.0,,,
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,Q3TTM,2008-10-01,2009-09-30,,-531000000.0,1526000000.0,463000000.0,41000000.0,-871000000.0,808000000.0,1207000000.0,1078000000.0,-3796000000.0,1515000000.0,1078000000.0,-3796000000.0,1515000000.0,-1162000000.0,-3852000000.0,-3852000000.0,4712000000.0,-15000000.0,24000000.0,-317000000.0,,-3278000000.0,-424000000.0,-181000000.0,-11000000.0,-463000000.0
