company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2008.0,FY,,2008-12-31,2010-02-26 15:55:06+00:00,4323000000.0,2895000000.0,370000000.0,4698000000.0,-176000000.0,940000000.0,,7196000000.0,295000000.0,1077000000.0,26119000000.0,224000000.0,6264000000.0,4620000000.0,21421000000.0,,3829000000.0,19000000.0,127000000.0,1436000000.0,2158000000.0,1886000000.0,337000000.0,,550000000.0,131000000.0,15484000000.0,312000000.0,34417000000.0,15620000000.0,9450000000.0,6209000000.0,15620000000.0,15620000000.0,18797000000.0,34417000000.0,3546000000.0,12588000000.0,-6884000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,FY,,2009-12-31,2011-02-25 10:32:13+00:00,5825000000.0,3779000000.0,641000000.0,5270000000.0,365000000.0,825000000.0,,7903000000.0,1067000000.0,1073000000.0,26885000000.0,227000000.0,7163000000.0,4578000000.0,21615000000.0,,4006000000.0,289000000.0,33000000.0,1347000000.0,1869000000.0,1461000000.0,,,384000000.0,,13178000000.0,237000000.0,35572000000.0,14725000000.0,10922000000.0,7809000000.0,14725000000.0,14725000000.0,20847000000.0,35572000000.0,3035000000.0,13038000000.0,-6721000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,Q3,,2009-09-30,2009-11-05 17:03:36+00:00,5756000000.0,3923000000.0,633000000.0,5632000000.0,68000000.0,1605000000.0,,7982000000.0,231000000.0,1155000000.0,29863000000.0,229000000.0,7162000000.0,4576000000.0,24231000000.0,,3872000000.0,,,1480000000.0,2124000000.0,,,,386000000.0,144000000.0,14670000000.0,213000000.0,36805000000.0,15890000000.0,10865000000.0,7757000000.0,15890000000.0,15890000000.0,20915000000.0,36805000000.0,1709000000.0,13158000000.0,-6830000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2009.0,Q2,,2009-06-30,2009-08-07 13:15:54+00:00,5840000000.0,4217000000.0,350000000.0,5404000000.0,-115000000.0,1623000000.0,,7994000000.0,159000000.0,997000000.0,29688000000.0,221000000.0,7231000000.0,4561000000.0,24284000000.0,,4105000000.0,,,1543000000.0,2154000000.0,,,,472000000.0,141000000.0,15384000000.0,137000000.0,37221000000.0,16407000000.0,11173000000.0,7324000000.0,16407000000.0,16407000000.0,20814000000.0,37221000000.0,1764000000.0,13490000000.0,-6856000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2010.0,FY,,2010-12-31,2012-02-24 09:40:24+00:00,6441000000.0,4583000000.0,590000000.0,6252000000.0,388000000.0,3334000000.0,0.0,7711000000.0,533000000.0,931000000.0,28921000000.0,224000000.0,7515000000.0,4947000000.0,22669000000.0,0.0,4530000000.0,,,1210000000.0,1767000000.0,,,,121000000.0,,13388000000.0,822000000.0,37621000000.0,15025000000.0,13518000000.0,8784000000.0,15025000000.0,15025000000.0,22596000000.0,37621000000.0,1434000000.0,13812000000.0,-6462000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2010.0,Q3,,2010-09-30,2010-11-03 16:44:00+00:00,6096000000.0,4240000000.0,548000000.0,6340000000.0,314000000.0,2352000000.0,,7846000000.0,284000000.0,957000000.0,29930000000.0,224000000.0,7513000000.0,4804000000.0,23590000000.0,,4430000000.0,25000000.0,89000000.0,1585000000.0,1720000000.0,,,,172000000.0,,13855000000.0,523000000.0,37276000000.0,15400000000.0,11877000000.0,8213000000.0,15400000000.0,15400000000.0,21876000000.0,37276000000.0,1809000000.0,13663000000.0,-6615000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2010.0,Q2,,2010-06-30,2010-08-06 09:50:33+00:00,5856000000.0,4122000000.0,440000000.0,6076000000.0,240000000.0,2001000000.0,,7840000000.0,250000000.0,993000000.0,29439000000.0,223000000.0,7511000000.0,4767000000.0,23363000000.0,,4270000000.0,25000000.0,102000000.0,1543000000.0,1731000000.0,,,,170000000.0,13000000.0,13591000000.0,523000000.0,36477000000.0,15051000000.0,11348000000.0,7914000000.0,15051000000.0,15051000000.0,21426000000.0,36477000000.0,1766000000.0,13512000000.0,-6620000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2010.0,Q1,,2010-03-31,2010-05-07 14:03:48+00:00,5986000000.0,3947000000.0,502000000.0,5851000000.0,432000000.0,1887000000.0,,7886000000.0,233000000.0,812000000.0,29186000000.0,226000000.0,7718000000.0,4724000000.0,23335000000.0,,4131000000.0,219000000.0,160000000.0,1584000000.0,1855000000.0,,,,181000000.0,129000000.0,13036000000.0,635000000.0,36465000000.0,14666000000.0,11320000000.0,8095000000.0,14666000000.0,14666000000.0,21799000000.0,36465000000.0,1810000000.0,13704000000.0,-6688000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2011.0,FY,,2011-12-31,2013-02-28 14:42:22+00:00,9472000000.0,8706000000.0,595000000.0,7076000000.0,96000000.0,1024000000.0,,7493000000.0,495000000.0,1632000000.0,32253000000.0,227000000.0,6732000000.0,5623000000.0,25177000000.0,22000000.0,5017000000.0,,,1407000000.0,1881000000.0,,,,124000000.0,,15309000000.0,1009000000.0,42783000000.0,16423000000.0,15972000000.0,12708000000.0,16423000000.0,16445000000.0,26338000000.0,42783000000.0,1634000000.0,13630000000.0,-6475000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2011.0,Q3,,2011-09-30,2011-11-09 10:18:02+00:00,8520000000.0,7509000000.0,785000000.0,6847000000.0,232000000.0,2829000000.0,0.0,7566000000.0,259000000.0,1511000000.0,31066000000.0,251000000.0,6781000000.0,5164000000.0,24219000000.0,16000000.0,4942000000.0,,,1343000000.0,1607000000.0,,,,109000000.0,,15347000000.0,867000000.0,41683000000.0,16654000000.0,15870000000.0,11683000000.0,16654000000.0,16670000000.0,25013000000.0,41683000000.0,1594000000.0,13330000000.0,-6491000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2011.0,Q2,,2011-06-30,2011-08-09 08:46:56+00:00,7642000000.0,6027000000.0,765000000.0,6660000000.0,498000000.0,4107000000.0,0.0,7623000000.0,403000000.0,963000000.0,29866000000.0,222000000.0,6762000000.0,3988000000.0,23206000000.0,10000000.0,4801000000.0,,,1411000000.0,1740000000.0,,,,162000000.0,,14173000000.0,861000000.0,39526000000.0,15982000000.0,14687000000.0,10231000000.0,15982000000.0,15992000000.0,23534000000.0,39526000000.0,1633000000.0,13303000000.0,-6312000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2011.0,Q1,,2011-03-31,2011-05-09 16:53:31+00:00,8653000000.0,5858000000.0,729000000.0,6509000000.0,479000000.0,4133000000.0,,7648000000.0,578000000.0,712000000.0,29404000000.0,225000000.0,7517000000.0,4338000000.0,22895000000.0,,4693000000.0,,,1416000000.0,1752000000.0,,,,149000000.0,,13458000000.0,312000000.0,39592000000.0,15224000000.0,15056000000.0,10406000000.0,15224000000.0,15224000000.0,24368000000.0,39592000000.0,1641000000.0,13962000000.0,-6361000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2012.0,FY,,2012-12-31,2014-02-27 15:12:04+00:00,9348000000.0,8167000000.0,590000000.0,7832000000.0,108000000.0,1723000000.0,0.0,7329000000.0,443000000.0,1405000000.0,34132000000.0,213000000.0,6463000000.0,5973000000.0,26300000000.0,63000000.0,5860000000.0,,,1504000000.0,2130000000.0,,,,154000000.0,,17032000000.0,586000000.0,44477000000.0,18032000000.0,16460000000.0,11929000000.0,18032000000.0,18095000000.0,26382000000.0,44477000000.0,1717000000.0,14453000000.0,-6437000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2012.0,Q3,,2012-09-30,2012-11-06 10:18:03+00:00,9286000000.0,7451000000.0,612000000.0,7581000000.0,252000000.0,2549000000.0,0.0,7416000000.0,332000000.0,1768000000.0,33454000000.0,216000000.0,6463000000.0,5787000000.0,25873000000.0,54000000.0,5758000000.0,,,1436000000.0,1934000000.0,,,,148000000.0,,16119000000.0,585000000.0,43792000000.0,17332000000.0,16267000000.0,12251000000.0,17332000000.0,17386000000.0,26406000000.0,43792000000.0,1652000000.0,14155000000.0,-6455000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2012.0,Q2,,2012-06-30,2012-08-08 09:22:45+00:00,7998000000.0,6624000000.0,527000000.0,7311000000.0,119000000.0,1295000000.0,0.0,7484000000.0,533000000.0,1691000000.0,32832000000.0,218000000.0,6460000000.0,5443000000.0,25521000000.0,46000000.0,5411000000.0,,,1416000000.0,1896000000.0,,,,138000000.0,,15542000000.0,582000000.0,41188000000.0,16577000000.0,14033000000.0,10798000000.0,16577000000.0,16623000000.0,24565000000.0,41188000000.0,1634000000.0,13767000000.0,-6568000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2012.0,Q1,,2012-03-31,2012-05-08 09:38:21+00:00,9941000000.0,7418000000.0,483000000.0,7098000000.0,221000000.0,1559000000.0,0.0,7486000000.0,584000000.0,1509000000.0,32253000000.0,227000000.0,6460000000.0,6145000000.0,25155000000.0,33000000.0,5210000000.0,,,1428000000.0,1896000000.0,,,,118000000.0,,14794000000.0,1143000000.0,42634000000.0,15959000000.0,15824000000.0,13076000000.0,15959000000.0,15992000000.0,26642000000.0,42634000000.0,1655000000.0,13566000000.0,-6542000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2013.0,FY,,2013-12-31,2015-02-26 14:18:54+00:00,9931000000.0,8751000000.0,522000000.0,8226000000.0,350000000.0,4292000000.0,0.0,7194000000.0,338000000.0,1022000000.0,33933000000.0,,6261000000.0,5758000000.0,25707000000.0,486000000.0,6601000000.0,,,2276000000.0,1329000000.0,,,1345000000.0,138000000.0,,18970000000.0,303000000.0,47260000000.0,19460000000.0,19277000000.0,13123000000.0,19460000000.0,19946000000.0,27314000000.0,47260000000.0,2276000000.0,14191000000.0,-7054000000.0
Valero Energy Corp,VLO,549300XTO5VR8SKV1V74,1035002,2013.0,Q3,,2013-09-30,2013-11-05 16:12:19+00:00,10998000000.0,9126000000.0,598000000.0,8010000000.0,83000000.0,1908000000.0,0.0,7239000000.0,365000000.0,1769000000.0,33652000000.0,160000000.0,6261000000.0,7063000000.0,25642000000.0,117000000.0,6312000000.0,,,1898000000.0,1665000000.0,,,,131000000.0,,17804000000.0,303000000.0,46293000000.0,18270000000.0,18593000000.0,13668000000.0,18270000000.0,18387000000.0,27906000000.0,46293000000.0,2058000000.0,14238000000.0,-6856000000.0
