company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Norfolk Southern Corp,NSC,,702165,2007.0,FY,2007-01-01,2007-12-31,2010-02-17 17:16:32+00:00,603000000.0,441000000.0,786000000.0,151000000.0,250000000.0,-1629000000.0,-1025000000.0,2333000000.0,-1629000000.0,-1025000000.0,2333000000.0,-321000000.0,1464000000.0,1464000000.0,-68000000.0,183000000.0,827000000.0,-377000000.0,-635000000.0,-1341000000.0,-489000000.0,-1196000000.0,124000000.0
Norfolk Southern Corp,NSC,,702165,2008.0,Q4,2008-10-01,2008-12-31,,214000000.0,167000000.0,209000000.0,48000000.0,200000000.0,-161000000.0,-418000000.0,640000000.0,-161000000.0,-418000000.0,640000000.0,61000000.0,452000000.0,452000000.0,-69000000.0,5000000.0,53000000.0,-118000000.0,-52000000.0,-454000000.0,-19000000.0,-229000000.0,35000000.0
Norfolk Southern Corp,NSC,,702165,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 20:44:39+00:00,615000000.0,421000000.0,815000000.0,271000000.0,1425000000.0,-1075000000.0,-1228000000.0,2715000000.0,-1075000000.0,-1228000000.0,2715000000.0,412000000.0,1716000000.0,1716000000.0,-87000000.0,229000000.0,307000000.0,-456000000.0,-86000000.0,-1558000000.0,-1145000000.0,-1128000000.0,109000000.0
Norfolk Southern Corp,NSC,,702165,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 11:37:44+00:00,401000000.0,254000000.0,606000000.0,223000000.0,1225000000.0,-914000000.0,-810000000.0,2075000000.0,-914000000.0,-810000000.0,2075000000.0,351000000.0,1264000000.0,1264000000.0,-18000000.0,224000000.0,254000000.0,-338000000.0,-34000000.0,-1104000000.0,-1126000000.0,-899000000.0,74000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,Q4,2009-10-01,2009-12-31,,147000000.0,170000000.0,215000000.0,-97000000.0,100000000.0,-4000000.0,-484000000.0,485000000.0,-4000000.0,-484000000.0,485000000.0,-3000000.0,307000000.0,307000000.0,60000000.0,34000000.0,20000000.0,-126000000.0,-147000000.0,-380000000.0,-12000000.0,,23000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 10:12:15+00:00,381000000.0,458000000.0,845000000.0,-1000000.0,1090000000.0,-31000000.0,-1451000000.0,1860000000.0,-31000000.0,-1451000000.0,1860000000.0,378000000.0,1034000000.0,1034000000.0,-18000000.0,66000000.0,30000000.0,-500000000.0,-266000000.0,-1299000000.0,-687000000.0,0.0,84000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,Q3TTM,2008-10-01,2009-09-30,,448000000.0,455000000.0,839000000.0,144000000.0,1190000000.0,-188000000.0,-1385000000.0,2015000000.0,-188000000.0,-1385000000.0,2015000000.0,442000000.0,1179000000.0,1179000000.0,-147000000.0,37000000.0,63000000.0,-492000000.0,-171000000.0,-1373000000.0,-694000000.0,-229000000.0,96000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,Q3,2009-07-01,2009-09-30,,12000000.0,64000000.0,212000000.0,230000000.0,,-137000000.0,-318000000.0,732000000.0,-137000000.0,-318000000.0,732000000.0,277000000.0,303000000.0,303000000.0,-13000000.0,8000000.0,1000000.0,-124000000.0,,-353000000.0,-21000000.0,,34000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 12:54:27+00:00,234000000.0,288000000.0,630000000.0,96000000.0,990000000.0,-27000000.0,-967000000.0,1375000000.0,-27000000.0,-967000000.0,1375000000.0,381000000.0,727000000.0,727000000.0,-78000000.0,32000000.0,10000000.0,-374000000.0,-119000000.0,-919000000.0,-675000000.0,0.0,61000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,Q2,2009-04-01,2009-06-30,,199000000.0,175000000.0,209000000.0,-120000000.0,490000000.0,-46000000.0,-405000000.0,289000000.0,-46000000.0,-405000000.0,289000000.0,-162000000.0,247000000.0,247000000.0,-47000000.0,18000000.0,11000000.0,-125000000.0,-119000000.0,-323000000.0,-429000000.0,,26000000.0
