company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Norfolk Southern Corp,NSC,,702165,2008.0,FY,,2008-12-31,2010-02-17 17:16:32+00:00,1140000000.0,870000000.0,-942000000.0,618000000.0,2048000000.0,149000000.0,261000000.0,6183000000.0,1779000000.0,194000000.0,22247000000.0,6372000000.0,168000000.0,220000000.0,272000000.0,2030000000.0,8501000000.0,484000000.0,0.0,26297000000.0,9607000000.0,1999000000.0,2105000000.0,9607000000.0,9607000000.0,16690000000.0,26297000000.0,2051000000.0,14585000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,FY,,2009-12-31,2011-02-16 20:44:39+00:00,974000000.0,766000000.0,-853000000.0,996000000.0,2179000000.0,142000000.0,109000000.0,6679000000.0,2164000000.0,164000000.0,22643000000.0,6747000000.0,88000000.0,232000000.0,316000000.0,1801000000.0,9027000000.0,474000000.0,90000000.0,27369000000.0,10353000000.0,2246000000.0,1789000000.0,10353000000.0,10353000000.0,17016000000.0,27369000000.0,2480000000.0,15227000000.0
Norfolk Southern Corp,NSC,,702165,2009.0,Q3,,2009-09-30,2009-10-30 11:37:44+00:00,980000000.0,855000000.0,-912000000.0,999000000.0,2130000000.0,152000000.0,219000000.0,6685000000.0,2067000000.0,172000000.0,22490000000.0,6566000000.0,55000000.0,287000000.0,285000000.0,1892000000.0,8848000000.0,380000000.0,,27075000000.0,10066000000.0,2233000000.0,1866000000.0,10066000000.0,10066000000.0,17009000000.0,27075000000.0,2352000000.0,15143000000.0
Norfolk Southern Corp,NSC,,702165,2010.0,FY,,2010-12-31,2012-02-15 10:12:15+00:00,1181000000.0,807000000.0,-805000000.0,827000000.0,2250000000.0,145000000.0,199000000.0,6567000000.0,2193000000.0,169000000.0,23231000000.0,7088000000.0,240000000.0,244000000.0,304000000.0,1793000000.0,9224000000.0,458000000.0,283000000.0,28199000000.0,10669000000.0,2471000000.0,2082000000.0,10669000000.0,10669000000.0,17530000000.0,28199000000.0,2497000000.0,15448000000.0
Norfolk Southern Corp,NSC,,702165,2010.0,Q3,,2010-09-30,2010-10-29 12:54:27+00:00,1131000000.0,908000000.0,-804000000.0,1129000000.0,2254000000.0,153000000.0,116000000.0,6574000000.0,2307000000.0,179000000.0,22893000000.0,6960000000.0,35000000.0,347000000.0,229000000.0,1784000000.0,9339000000.0,361000000.0,229000000.0,28062000000.0,10789000000.0,2633000000.0,1955000000.0,10789000000.0,10789000000.0,17273000000.0,28062000000.0,2536000000.0,15318000000.0
Norfolk Southern Corp,NSC,,702165,2010.0,Q2,,2010-06-30,2010-07-30 11:53:02+00:00,1064000000.0,892000000.0,-820000000.0,855000000.0,2264000000.0,148000000.0,226000000.0,6326000000.0,2293000000.0,179000000.0,22786000000.0,6818000000.0,49000000.0,284000000.0,226000000.0,1791000000.0,9317000000.0,363000000.0,205000000.0,27633000000.0,10761000000.0,2328000000.0,1937000000.0,10761000000.0,10761000000.0,16872000000.0,27633000000.0,2519000000.0,14935000000.0
Norfolk Southern Corp,NSC,,702165,2010.0,Q1,,2010-03-31,2010-04-30 11:19:56+00:00,987000000.0,867000000.0,-834000000.0,1161000000.0,2242000000.0,145000000.0,252000000.0,6379000000.0,2166000000.0,180000000.0,22697000000.0,6800000000.0,68000000.0,306000000.0,221000000.0,1794000000.0,9156000000.0,648000000.0,225000000.0,27730000000.0,10564000000.0,2646000000.0,2193000000.0,10564000000.0,10564000000.0,17166000000.0,27730000000.0,2387000000.0,14973000000.0
Norfolk Southern Corp,NSC,,702165,2011.0,FY,,2011-12-31,2013-02-15 11:49:47+00:00,1092000000.0,1022000000.0,-1026000000.0,276000000.0,2244000000.0,143000000.0,207000000.0,7390000000.0,2234000000.0,209000000.0,24469000000.0,7486000000.0,76000000.0,252000000.0,84000000.0,2050000000.0,8693000000.0,150000000.0,25000000.0,28538000000.0,9911000000.0,1751000000.0,1701000000.0,9911000000.0,9911000000.0,18627000000.0,28538000000.0,2318000000.0,16926000000.0
Norfolk Southern Corp,NSC,,702165,2011.0,Q3,,2011-09-30,2011-10-28 09:07:38+00:00,1329000000.0,1029000000.0,-753000000.0,242000000.0,2249000000.0,160000000.0,221000000.0,6782000000.0,2240000000.0,212000000.0,23978000000.0,7550000000.0,30000000.0,331000000.0,268000000.0,1788000000.0,8759000000.0,55000000.0,152000000.0,28311000000.0,10255000000.0,1825000000.0,1936000000.0,10255000000.0,10255000000.0,18056000000.0,28311000000.0,2508000000.0,16120000000.0
Norfolk Southern Corp,NSC,,702165,2011.0,Q2,,2011-06-30,2011-07-29 08:38:02+00:00,1254000000.0,991000000.0,-770000000.0,678000000.0,2300000000.0,163000000.0,160000000.0,6931000000.0,2235000000.0,201000000.0,23671000000.0,7372000000.0,54000000.0,284000000.0,257000000.0,1795000000.0,9097000000.0,55000000.0,228000000.0,28478000000.0,10627000000.0,2315000000.0,1753000000.0,10627000000.0,10627000000.0,17851000000.0,28478000000.0,2492000000.0,16098000000.0
Norfolk Southern Corp,NSC,,702165,2011.0,Q1,,2011-03-31,2011-04-29 09:34:04+00:00,1093000000.0,934000000.0,-786000000.0,236000000.0,2293000000.0,148000000.0,102000000.0,6554000000.0,2199000000.0,190000000.0,23451000000.0,7212000000.0,72000000.0,309000000.0,246000000.0,1794000000.0,9094000000.0,63000000.0,252000000.0,27728000000.0,10601000000.0,1832000000.0,1567000000.0,10601000000.0,10601000000.0,17127000000.0,27728000000.0,2445000000.0,15560000000.0
Norfolk Southern Corp,NSC,,702165,2012.0,FY,,2012-12-31,2014-02-14 10:35:57+00:00,1362000000.0,1109000000.0,-1109000000.0,653000000.0,2226000000.0,167000000.0,206000000.0,8432000000.0,2300000000.0,216000000.0,25736000000.0,7832000000.0,82000000.0,263000000.0,64000000.0,2237000000.0,8643000000.0,250000000.0,15000000.0,30342000000.0,9760000000.0,2242000000.0,2081000000.0,9760000000.0,9760000000.0,20582000000.0,30342000000.0,2364000000.0,18501000000.0
Norfolk Southern Corp,NSC,,702165,2012.0,Q3,,2012-09-30,2012-10-25 12:22:51+00:00,1260000000.0,1078000000.0,-971000000.0,693000000.0,2226000000.0,144000000.0,150000000.0,8428000000.0,2315000000.0,236000000.0,25260000000.0,7803000000.0,33000000.0,362000000.0,66000000.0,2018000000.0,8512000000.0,52000000.0,15000000.0,29840000000.0,9767000000.0,2199000000.0,1824000000.0,9767000000.0,9767000000.0,20073000000.0,29840000000.0,2381000000.0,18249000000.0
Norfolk Southern Corp,NSC,,702165,2012.0,Q2,,2012-06-30,2012-07-27 10:10:31+00:00,1126000000.0,1086000000.0,-991000000.0,356000000.0,2225000000.0,133000000.0,322000000.0,7972000000.0,2278000000.0,242000000.0,24968000000.0,7639000000.0,52000000.0,299000000.0,61000000.0,2028000000.0,8544000000.0,27000000.0,15000000.0,29191000000.0,9778000000.0,1884000000.0,1774000000.0,9778000000.0,9778000000.0,19413000000.0,29191000000.0,2339000000.0,17639000000.0
Norfolk Southern Corp,NSC,,702165,2012.0,Q1,,2012-03-31,2012-04-27 09:18:36+00:00,1243000000.0,1056000000.0,-1010000000.0,829000000.0,2244000000.0,146000000.0,320000000.0,7985000000.0,2263000000.0,228000000.0,24703000000.0,7590000000.0,71000000.0,337000000.0,77000000.0,2053000000.0,8581000000.0,32000000.0,2000000.0,29375000000.0,9815000000.0,2332000000.0,1932000000.0,9815000000.0,9815000000.0,19560000000.0,29375000000.0,2340000000.0,17628000000.0
Norfolk Southern Corp,NSC,,702165,2013.0,FY,,2013-12-31,2015-02-11 13:03:35+00:00,1265000000.0,1024000000.0,-381000000.0,1443000000.0,2331000000.0,180000000.0,225000000.0,8903000000.0,2439000000.0,223000000.0,26645000000.0,8542000000.0,87000000.0,270000000.0,324000000.0,1444000000.0,9339000000.0,545000000.0,118000000.0,32483000000.0,11289000000.0,3075000000.0,2305000000.0,11289000000.0,11289000000.0,21194000000.0,32483000000.0,2763000000.0,18889000000.0
Norfolk Southern Corp,NSC,,702165,2013.0,Q3,,2013-09-30,2013-10-23 10:33:27+00:00,1267000000.0,1083000000.0,-1040000000.0,984000000.0,2289000000.0,149000000.0,241000000.0,8499000000.0,2395000000.0,224000000.0,26413000000.0,8074000000.0,34000000.0,377000000.0,63000000.0,2166000000.0,9045000000.0,447000000.0,20000000.0,31365000000.0,10294000000.0,2494000000.0,2332000000.0,10294000000.0,10294000000.0,21071000000.0,31365000000.0,2458000000.0,18739000000.0
Norfolk Southern Corp,NSC,,702165,2013.0,Q2,,2013-06-30,2013-07-24 12:46:47+00:00,1180000000.0,1072000000.0,-1063000000.0,587000000.0,2297000000.0,137000000.0,284000000.0,8430000000.0,2366000000.0,228000000.0,26098000000.0,7974000000.0,54000000.0,304000000.0,63000000.0,2198000000.0,8954000000.0,47000000.0,0.0,30605000000.0,10188000000.0,2078000000.0,1815000000.0,10188000000.0,10188000000.0,20417000000.0,30605000000.0,2429000000.0,18602000000.0
Norfolk Southern Corp,NSC,,702165,2013.0,Q1,,2013-03-31,2013-04-24 11:55:23+00:00,1188000000.0,1158000000.0,-1086000000.0,672000000.0,2292000000.0,167000000.0,319000000.0,8438000000.0,2341000000.0,246000000.0,25870000000.0,7921000000.0,65000000.0,350000000.0,65000000.0,2226000000.0,8904000000.0,47000000.0,15000000.0,30599000000.0,10110000000.0,2323000000.0,1904000000.0,10110000000.0,10110000000.0,20489000000.0,30599000000.0,2406000000.0,18585000000.0
Norfolk Southern Corp,NSC,,702165,2014.0,FY,,2014-12-31,2016-02-08 17:11:14+00:00,1233000000.0,1055000000.0,-398000000.0,973000000.0,2458000000.0,167000000.0,217000000.0,8883000000.0,2679000000.0,236000000.0,27694000000.0,8817000000.0,347000000.0,228000000.0,49000000.0,1312000000.0,10348000000.0,102000000.0,,33200000000.0,12408000000.0,2778000000.0,1780000000.0,12408000000.0,12408000000.0,20792000000.0,33200000000.0,2728000000.0,19012000000.0
Norfolk Southern Corp,NSC,,702165,2014.0,Q3,,2014-09-30,2014-10-22 11:52:11+00:00,1387000000.0,1103000000.0,-178000000.0,1432000000.0,2461000000.0,178000000.0,301000000.0,8919000000.0,2610000000.0,249000000.0,27230000000.0,8682000000.0,50000000.0,392000000.0,354000000.0,1084000000.0,10156000000.0,2000000.0,0.0,33206000000.0,12439000000.0,3012000000.0,2082000000.0,12439000000.0,12439000000.0,20767000000.0,33206000000.0,2964000000.0,18685000000.0
