company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Norfolk Southern Corp,NSC,,702165,2014.0,Q2,,2014-06-30,2014-07-23 14:27:39+00:00,1245000000.0,1122000000.0,-183000000.0,1667000000.0,2424000000.0,161000000.0,359000000.0,8814000000.0,2505000000.0,251000000.0,26927000000.0,8659000000.0,65000000.0,331000000.0,342000000.0,1122000000.0,9836000000.0,433000000.0,0.0,33040000000.0,12077000000.0,3266000000.0,2368000000.0,12077000000.0,12077000000.0,20963000000.0,33040000000.0,2847000000.0,18595000000.0
Norfolk Southern Corp,NSC,,702165,2014.0,Q1,,2014-03-31,2014-04-23 17:19:13+00:00,1194000000.0,1109000000.0,-193000000.0,1522000000.0,2396000000.0,179000000.0,323000000.0,8909000000.0,2466000000.0,240000000.0,26768000000.0,8647000000.0,70000000.0,359000000.0,336000000.0,1130000000.0,9490000000.0,445000000.0,10000000.0,32700000000.0,11693000000.0,3130000000.0,2321000000.0,11693000000.0,11693000000.0,21007000000.0,32700000000.0,2802000000.0,18686000000.0
Norfolk Southern Corp,NSC,,702165,2015.0,FY,,2015-12-31,2017-02-06 12:30:52+00:00,1091000000.0,946000000.0,-445000000.0,1101000000.0,2442000000.0,,203000000.0,9393000000.0,2572000000.0,271000000.0,28992000000.0,8942000000.0,194000000.0,237000000.0,63000000.0,1385000000.0,10191000000.0,700000000.0,,34139000000.0,12188000000.0,2512000000.0,2231000000.0,12188000000.0,12188000000.0,21951000000.0,34139000000.0,2635000000.0,19720000000.0
Norfolk Southern Corp,NSC,,702165,2015.0,Q3,,2015-09-30,2015-10-28 11:53:09+00:00,1160000000.0,1103000000.0,-382000000.0,433000000.0,2432000000.0,123000000.0,273000000.0,8896000000.0,2740000000.0,288000000.0,28682000000.0,8840000000.0,55000000.0,334000000.0,103000000.0,1295000000.0,10079000000.0,600000000.0,,33527000000.0,12129000000.0,2002000000.0,2367000000.0,12129000000.0,12129000000.0,21398000000.0,33527000000.0,2843000000.0,19031000000.0
Norfolk Southern Corp,NSC,,702165,2015.0,Q2,,2015-06-30,2015-07-27 13:07:17+00:00,1144000000.0,1055000000.0,-389000000.0,889000000.0,2449000000.0,125000000.0,295000000.0,8890000000.0,2724000000.0,277000000.0,28075000000.0,8818000000.0,67000000.0,264000000.0,98000000.0,1322000000.0,10017000000.0,500000000.0,,33310000000.0,12077000000.0,2413000000.0,2203000000.0,12077000000.0,12077000000.0,21233000000.0,33310000000.0,2822000000.0,19030000000.0
Norfolk Southern Corp,NSC,,702165,2015.0,Q1,,2015-03-31,2015-04-29 13:05:18+00:00,1094000000.0,1032000000.0,-395000000.0,524000000.0,2466000000.0,118000000.0,210000000.0,8429000000.0,2701000000.0,268000000.0,27829000000.0,8783000000.0,173000000.0,298000000.0,130000000.0,1302000000.0,10087000000.0,501000000.0,,32775000000.0,12158000000.0,2115000000.0,2103000000.0,12158000000.0,12158000000.0,20617000000.0,32775000000.0,2831000000.0,18514000000.0
Norfolk Southern Corp,NSC,,702165,2016.0,FY,,2016-12-31,2018-02-05 11:35:19+00:00,1215000000.0,945000000.0,-487000000.0,956000000.0,2471000000.0,,245000000.0,9562000000.0,2777000000.0,257000000.0,29751000000.0,9140000000.0,133000000.0,229000000.0,73000000.0,1442000000.0,10425000000.0,650000000.0,,34892000000.0,12409000000.0,2291000000.0,2339000000.0,12409000000.0,12409000000.0,22483000000.0,34892000000.0,2850000000.0,20144000000.0
Norfolk Southern Corp,NSC,,702165,2016.0,Q3,,2016-09-30,2016-10-26 11:18:57+00:00,1131000000.0,960000000.0,-433000000.0,984000000.0,2462000000.0,,218000000.0,9555000000.0,2779000000.0,301000000.0,29467000000.0,9127000000.0,72000000.0,333000000.0,69000000.0,1322000000.0,10367000000.0,550000000.0,,34632000000.0,12396000000.0,2317000000.0,2232000000.0,12396000000.0,12396000000.0,22236000000.0,34632000000.0,2848000000.0,20004000000.0
Norfolk Southern Corp,NSC,,702165,2016.0,Q2,,2016-06-30,2016-07-27 12:04:49+00:00,1085000000.0,985000000.0,-437000000.0,866000000.0,2441000000.0,,205000000.0,9549000000.0,2639000000.0,306000000.0,29387000000.0,9047000000.0,82000000.0,267000000.0,69000000.0,1358000000.0,10269000000.0,550000000.0,,34334000000.0,12273000000.0,2239000000.0,2107000000.0,12273000000.0,12273000000.0,22061000000.0,34334000000.0,2708000000.0,19954000000.0
Norfolk Southern Corp,NSC,,702165,2016.0,Q1,,2016-03-31,2016-04-22 10:04:18+00:00,1119000000.0,961000000.0,-442000000.0,589000000.0,2444000000.0,,299000000.0,9398000000.0,2617000000.0,315000000.0,29135000000.0,8989000000.0,101000000.0,313000000.0,67000000.0,1344000000.0,10221000000.0,100000000.0,,33785000000.0,12223000000.0,1966000000.0,1831000000.0,12223000000.0,12223000000.0,21562000000.0,33785000000.0,2684000000.0,19731000000.0
Norfolk Southern Corp,NSC,,702165,2017.0,FY,,2017-12-31,2019-02-08 16:58:07+00:00,1401000000.0,955000000.0,-356000000.0,690000000.0,2539000000.0,,211000000.0,9136000000.0,2981000000.0,222000000.0,30330000000.0,6324000000.0,282000000.0,233000000.0,251000000.0,1347000000.0,14176000000.0,700000000.0,,35711000000.0,16359000000.0,2149000000.0,2545000000.0,16359000000.0,16359000000.0,19352000000.0,35711000000.0,3232000000.0,16807000000.0
Norfolk Southern Corp,NSC,,702165,2017.0,Q3,,2017-09-30,2017-10-25 11:46:31+00:00,1287000000.0,973000000.0,-475000000.0,724000000.0,2537000000.0,,206000000.0,9280000000.0,2888000000.0,245000000.0,30163000000.0,9367000000.0,57000000.0,320000000.0,103000000.0,1366000000.0,10665000000.0,600000000.0,,35153000000.0,12727000000.0,1999000000.0,2413000000.0,12727000000.0,12727000000.0,22426000000.0,35153000000.0,2991000000.0,20013000000.0
Norfolk Southern Corp,NSC,,702165,2017.0,Q2,,2017-06-30,2017-07-26 11:09:06+00:00,1223000000.0,926000000.0,-480000000.0,642000000.0,2518000000.0,,268000000.0,9273000000.0,2848000000.0,289000000.0,30033000000.0,9259000000.0,79000000.0,252000000.0,105000000.0,1385000000.0,10624000000.0,600000000.0,,34922000000.0,12662000000.0,1936000000.0,2343000000.0,12662000000.0,12662000000.0,22260000000.0,34922000000.0,2953000000.0,19917000000.0
Norfolk Southern Corp,NSC,,702165,2017.0,Q1,,2017-03-31,2017-04-26 13:49:36+00:00,1211000000.0,998000000.0,-485000000.0,955000000.0,2519000000.0,,379000000.0,9569000000.0,2809000000.0,281000000.0,29927000000.0,9199000000.0,93000000.0,303000000.0,82000000.0,1407000000.0,10493000000.0,550000000.0,,35145000000.0,12527000000.0,2327000000.0,2443000000.0,12527000000.0,12527000000.0,22618000000.0,35145000000.0,2891000000.0,20175000000.0
Norfolk Southern Corp,NSC,,702165,2018.0,FY,,2018-12-31,2020-02-06 10:46:09+00:00,1505000000.0,1009000000.0,-563000000.0,358000000.0,2485000000.0,,255000000.0,10560000000.0,3109000000.0,207000000.0,31091000000.0,6460000000.0,288000000.0,246000000.0,177000000.0,1266000000.0,13440000000.0,585000000.0,,36239000000.0,15362000000.0,1862000000.0,2591000000.0,15362000000.0,15362000000.0,20877000000.0,36239000000.0,3286000000.0,18286000000.0
Norfolk Southern Corp,NSC,,702165,2018.0,Q3,,2018-09-30,2018-10-24 11:14:21+00:00,1394000000.0,1043000000.0,-435000000.0,729000000.0,2270000000.0,,230000000.0,10635000000.0,3109000000.0,267000000.0,30712000000.0,6464000000.0,70000000.0,317000000.0,392000000.0,1302000000.0,13645000000.0,500000000.0,,36322000000.0,15480000000.0,2109000000.0,2441000000.0,15480000000.0,15480000000.0,20842000000.0,36322000000.0,3501000000.0,18401000000.0
Norfolk Southern Corp,NSC,,702165,2018.0,Q2,,2018-06-30,2018-07-25 11:40:55+00:00,1323000000.0,1035000000.0,-441000000.0,430000000.0,2544000000.0,,269000000.0,9146000000.0,3058000000.0,260000000.0,30540000000.0,6414000000.0,179000000.0,260000000.0,286000000.0,1317000000.0,14456000000.0,500000000.0,,35788000000.0,16559000000.0,1904000000.0,2352000000.0,16559000000.0,16559000000.0,19229000000.0,35788000000.0,3344000000.0,16877000000.0
Norfolk Southern Corp,NSC,,702165,2018.0,Q1,,2018-03-31,2018-04-25 11:07:01+00:00,1217000000.0,973000000.0,-448000000.0,1072000000.0,2539000000.0,,217000000.0,9637000000.0,3020000000.0,245000000.0,30396000000.0,6367000000.0,189000000.0,304000000.0,267000000.0,1352000000.0,14327000000.0,650000000.0,,36162000000.0,16418000000.0,2479000000.0,2388000000.0,16418000000.0,16418000000.0,19744000000.0,36162000000.0,3287000000.0,17356000000.0
Norfolk Southern Corp,NSC,,702165,2019.0,FY,,2019-12-31,2020-04-29 15:17:59+00:00,1428000000.0,920000000.0,-491000000.0,580000000.0,2468000000.0,,229000000.0,11880000000.0,3428000000.0,244000000.0,31614000000.0,6815000000.0,337000000.0,327000000.0,800000000.0,1744000000.0,13207000000.0,316000000.0,,37923000000.0,15184000000.0,2081000000.0,2300000000.0,15184000000.0,15184000000.0,22739000000.0,37923000000.0,4228000000.0,20439000000.0
Norfolk Southern Corp,NSC,,702165,2019.0,Q3,,2019-09-30,2019-10-23 12:52:09+00:00,1407000000.0,973000000.0,-553000000.0,452000000.0,2481000000.0,,202000000.0,11085000000.0,3376000000.0,266000000.0,31394000000.0,6689000000.0,325000000.0,401000000.0,714000000.0,1727000000.0,13310000000.0,751000000.0,,37500000000.0,15238000000.0,2016000000.0,2761000000.0,15238000000.0,15238000000.0,22262000000.0,37500000000.0,4090000000.0,19501000000.0
Norfolk Southern Corp,NSC,,702165,2019.0,Q1,,2019-03-31,2019-04-24 14:39:04+00:00,1334000000.0,1048000000.0,-560000000.0,411000000.0,2480000000.0,,338000000.0,10569000000.0,3198000000.0,228000000.0,31158000000.0,6518000000.0,235000000.0,378000000.0,784000000.0,1759000000.0,13411000000.0,835000000.0,,37062000000.0,15331000000.0,1922000000.0,2885000000.0,15331000000.0,15331000000.0,21731000000.0,37062000000.0,3982000000.0,18846000000.0
Norfolk Southern Corp,NSC,,702165,2020.0,Q1,,2020-03-31,2020-04-29 15:17:59+00:00,1284000000.0,889000000.0,-481000000.0,608000000.0,2463000000.0,,200000000.0,11807000000.0,3470000000.0,265000000.0,31179000000.0,6828000000.0,240000000.0,352000000.0,787000000.0,1683000000.0,12902000000.0,400000000.0,,37438000000.0,14884000000.0,2002000000.0,2236000000.0,14884000000.0,14884000000.0,22554000000.0,37438000000.0,4257000000.0,20318000000.0
