company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2008.0,FY,2008-01-01,2008-12-31,2011-02-07 13:16:12+00:00,43700000.0,0.83,0.83,1.28,30000000.0,0.82,52200000.0,28600000.0,77300000.0,111400000.0,-34100000.0,77300000.0,,-28600000.0,41500000.0,,382400000.0,-7700000.0,,996700000.0,28600000.0,1452800000.0,1645000000.0,163600000.0,1616400000.0,1611200000.0,93100000.0,93100000.0,94300000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 17:08:58+00:00,55000000.0,1.28,1.28,1.28,30600000.0,1.28,78000000.0,28500000.0,128600000.0,133100000.0,-4500000.0,128600000.0,,-28500000.0,17700000.0,500000.0,331300000.0,-600000.0,4100000.0,1068700000.0,28500000.0,1489700000.0,1729300000.0,211100000.0,1700800000.0,1711700000.0,100500000.0,100500000.0,100500000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 14:22:47+00:00,13800000.0,0.41,0.41,0.32,7700000.0,0.41,21500000.0,6800000.0,41600000.0,41600000.0,,41600000.0,,-6800000.0,3100000.0,,83700000.0,200000.0,1200000.0,263200000.0,6800000.0,369600000.0,439500000.0,63100000.0,432700000.0,436200000.0,101500000.0,101500000.0,101500000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 16:52:41+00:00,14100000.0,0.44,0.44,0.32,7500000.0,0.44,30300000.0,7000000.0,43800000.0,43800000.0,,43800000.0,,-7000000.0,5000000.0,,79100000.0,200000.0,1400000.0,270400000.0,7000000.0,372500000.0,453600000.0,74100000.0,446600000.0,448400000.0,99500000.0,99500000.0,99500000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q4,2010-10-01,2010-12-31,,15800000.0,0.52,0.52,0.32,8300000.0,0.52,-20200000.0,8700000.0,54700000.0,46000000.0,8700000.0,54700000.0,,-8700000.0,2400000.0,-500000.0,101200000.0,-7100000.0,300000.0,299000000.0,8700000.0,424600000.0,459100000.0,25800000.0,450400000.0,464300000.0,104800000.0,104800000.0,104800000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,FY,2010-01-01,2010-12-31,2013-02-08 16:09:24+00:00,60800000.0,1.66,1.66,1.28,32300000.0,1.66,39700000.0,34600000.0,174100000.0,163300000.0,10800000.0,174100000.0,,-34600000.0,12800000.0,65600000.0,418600000.0,-4100000.0,-2600000.0,1117500000.0,34600000.0,1626600000.0,1864200000.0,203000000.0,1829600000.0,1789900000.0,104800000.0,104800000.0,104800000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q3YTD,2010-01-01,2010-09-30,,45000000.0,1.14,1.14,0.96,24000000.0,1.14,59900000.0,25900000.0,119400000.0,117300000.0,2100000.0,119400000.0,,-25900000.0,10400000.0,66100000.0,317400000.0,3000000.0,-2900000.0,818500000.0,25900000.0,1202000000.0,1405100000.0,177200000.0,1379200000.0,1325600000.0,105500000.0,105500000.0,105500000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 14:33:50+00:00,14500000.0,0.44,0.44,0.32,8300000.0,0.44,24200000.0,8600000.0,46200000.0,46200000.0,,46200000.0,,-8600000.0,5400000.0,1000000.0,84800000.0,-500000.0,-3900000.0,280500000.0,8600000.0,384200000.0,463200000.0,70400000.0,454600000.0,457300000.0,105500000.0,105500000.0,105500000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q2YTD,2010-01-01,2010-06-30,,30500000.0,0.7,0.7,0.64,15700000.0,0.7,35700000.0,17300000.0,73200000.0,71100000.0,2100000.0,73200000.0,,-17300000.0,5000000.0,65100000.0,232600000.0,3500000.0,1000000.0,538000000.0,17300000.0,817800000.0,941900000.0,106800000.0,924600000.0,868300000.0,104400000.0,104400000.0,104400000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 19:50:32+00:00,16600000.0,0.42,0.42,0.32,8000000.0,0.42,22000000.0,8700000.0,44000000.0,41900000.0,2100000.0,44000000.0,,-8700000.0,2700000.0,2400000.0,87400000.0,-1300000.0,-900000.0,275800000.0,8700000.0,386900000.0,459500000.0,63900000.0,450800000.0,455700000.0,104400000.0,104400000.0,104400000.0
