company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,unearnedpremiumsdebit
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,FY,,2009-12-31,2011-02-07 13:16:12+00:00,214700000.0,-9000000.0,205900000.0,451600000.0,742300000.0,438400000.0,550000000.0,80700000.0,,566700000.0,333000000.0,93200000.0,522600000.0,450300000.0,1166500000.0,3250300000.0,892900000.0,892900000.0,892900000.0,2357400000.0,3250300000.0,693700000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,FY,,2010-12-31,2012-02-14 17:08:58+00:00,226500000.0,2200000.0,249800000.0,616200000.0,883700000.0,483500000.0,550000000.0,75800000.0,,553400000.0,362000000.0,100500000.0,599700000.0,488300000.0,1250300000.0,3596000000.0,1106700000.0,1106700000.0,1106700000.0,2489300000.0,3596000000.0,750100000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q3,,2010-09-30,2010-10-29 14:22:47+00:00,190900000.0,-2600000.0,296300000.0,545600000.0,824400000.0,435600000.0,550000000.0,75800000.0,,558300000.0,367000000.0,83000000.0,565400000.0,468400000.0,1258400000.0,3460700000.0,1011400000.0,1011400000.0,1011400000.0,2449300000.0,3460700000.0,704900000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q2,,2010-06-30,2010-07-30 16:52:41+00:00,188500000.0,-13300000.0,230000000.0,522400000.0,780400000.0,431000000.0,550000000.0,79000000.0,,553400000.0,350500000.0,87000000.0,566000000.0,456300000.0,1414400000.0,3555800000.0,965400000.0,965400000.0,965400000.0,2590400000.0,3555800000.0,916000000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2011.0,FY,,2011-12-31,2013-02-08 16:09:24+00:00,304100000.0,-47200000.0,291200000.0,807900000.0,1155300000.0,561500000.0,675000000.0,91300000.0,,664600000.0,491300000.0,137600000.0,692500000.0,482900000.0,1631900000.0,4483500000.0,1243600000.0,1243600000.0,1243600000.0,3239900000.0,4483500000.0,1027100000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2011.0,Q3,,2011-09-30,2011-10-28 14:33:50+00:00,246200000.0,-12100000.0,241400000.0,751000000.0,1092900000.0,556000000.0,675000000.0,90500000.0,,566000000.0,409300000.0,97000000.0,718400000.0,480400000.0,1600400000.0,4247200000.0,1219300000.0,1219300000.0,1219300000.0,3027900000.0,4247200000.0,982000000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2011.0,Q2,,2011-06-30,2011-08-02 19:50:32+00:00,216100000.0,3700000.0,263200000.0,727800000.0,1072900000.0,562400000.0,675000000.0,87700000.0,,569900000.0,417000000.0,108200000.0,732900000.0,471300000.0,1962800000.0,4581900000.0,1202800000.0,1202800000.0,1202800000.0,3379100000.0,4581900000.0,1292900000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2011.0,Q1,,2011-03-31,2011-04-29 15:32:02+00:00,165300000.0,6500000.0,333200000.0,673800000.0,925500000.0,489900000.0,675000000.0,79400000.0,,564200000.0,383700000.0,106600000.0,580100000.0,466800000.0,1213400000.0,3691100000.0,1147100000.0,1147100000.0,1147100000.0,2544000000.0,3691100000.0,718800000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2012.0,FY,,2012-12-31,2014-02-07 16:39:18+00:00,306700000.0,-32800000.0,302100000.0,1181000000.0,1472700000.0,809600000.0,725000000.0,105400000.0,,714800000.0,605800000.0,107500000.0,851600000.0,510400000.0,1948700000.0,5352300000.0,1658600000.0,1658600000.0,1658600000.0,3693700000.0,5352300000.0,1096100000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2012.0,Q3,,2012-09-30,2012-10-31 16:53:53+00:00,285100000.0,-25800000.0,305200000.0,1142300000.0,1373900000.0,722700000.0,725000000.0,101000000.0,,669300000.0,557800000.0,101600000.0,805500000.0,519700000.0,1703600000.0,5009300000.0,1636200000.0,1636200000.0,1636200000.0,3373100000.0,5009300000.0,1031700000.0
