company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 17:08:58+00:00,,6200000.0,27700000.0,27900000.0,85600000.0,,-9500000.0,8300000.0,304000000.0,-105400000.0,-94600000.0,208800000.0,2700000.0,-105400000.0,-94600000.0,211500000.0,11500000.0,133100000.0,133100000.0,,-6600000.0,,-127900000.0,-72000000.0,-23500000.0,-286000000.0,-3800000.0,900000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,Q3,2009-07-01,2009-09-30,,,1400000.0,7700000.0,13200000.0,21500000.0,,47200000.0,2100000.0,27000000.0,-92700000.0,-13500000.0,118000000.0,,-92700000.0,-13500000.0,118000000.0,11800000.0,41600000.0,41600000.0,,6300000.0,,-32400000.0,-9100000.0,-4100000.0,-89000000.0,-400000.0,-300000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 14:22:47+00:00,,4500000.0,23100000.0,27500000.0,63200000.0,,30500000.0,6600000.0,132000000.0,-93500000.0,-58600000.0,194600000.0,1200000.0,-93500000.0,-58600000.0,195600000.0,43500000.0,113700000.0,113700000.0,,-17300000.0,,-95300000.0,-41000000.0,-17600000.0,-133000000.0,-3800000.0,
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-30 16:52:41+00:00,,3100000.0,15400000.0,14300000.0,41700000.0,,-16700000.0,4500000.0,105000000.0,-800000.0,-45100000.0,76600000.0,1200000.0,-800000.0,-45100000.0,77600000.0,31700000.0,72100000.0,72100000.0,,-23600000.0,,-62900000.0,-31900000.0,-13500000.0,-44000000.0,-3400000.0,300000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q3TTM,2009-10-01,2010-09-30,,,6500000.0,25800000.0,30600000.0,91400000.0,,-4200000.0,29200000.0,220000000.0,-84700000.0,-85200000.0,227600000.0,1500000.0,-84700000.0,-85200000.0,228300000.0,58400000.0,136700000.0,138800000.0,2100000.0,-5900000.0,,-132300000.0,-75200000.0,-24000000.0,-201000000.0,-600000.0,14000000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q3,2010-07-01,2010-09-30,,,,8400000.0,12900000.0,,,,2000000.0,,-32100000.0,-24400000.0,122800000.0,,-32100000.0,-24400000.0,122800000.0,66300000.0,0.0,,0.0,,,-33800000.0,-19200000.0,-5100000.0,,-300000.0,-100000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-28 14:33:50+00:00,,4800000.0,21200000.0,30200000.0,69000000.0,,35800000.0,27500000.0,48000000.0,-72800000.0,-49200000.0,213400000.0,,-72800000.0,-49200000.0,212400000.0,90400000.0,117300000.0,119400000.0,2100000.0,-16600000.0,,-99700000.0,-44200000.0,-18100000.0,-48000000.0,-600000.0,13100000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q2TTM,2009-07-01,2010-06-30,,,6400000.0,25100000.0,30900000.0,90100000.0,,-17100000.0,29300000.0,247000000.0,-145300000.0,-74300000.0,222800000.0,500000.0,-145300000.0,-74300000.0,223500000.0,3900000.0,132100000.0,132100000.0,,11300000.0,,-130900000.0,-65100000.0,-23000000.0,-290000000.0,-700000.0,13800000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q2,2010-04-01,2010-06-30,,,1900000.0,8900000.0,4500000.0,24600000.0,,21900000.0,12400000.0,13000000.0,-55800000.0,-27400000.0,87100000.0,-1000000.0,-55800000.0,-27400000.0,86100000.0,2900000.0,41900000.0,41900000.0,,-3200000.0,,-33100000.0,-20700000.0,-7000000.0,-48000000.0,-100000.0,300000.0
Arthur J Gallagher & Co,AJG,54930049QLLMPART6V29,354190,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-02 19:50:32+00:00,,3300000.0,12800000.0,17300000.0,46200000.0,,-24300000.0,25500000.0,48000000.0,-40700000.0,-24800000.0,90600000.0,-1000000.0,-40700000.0,-24800000.0,89600000.0,24100000.0,71100000.0,71100000.0,,-5700000.0,,-65900000.0,-25000000.0,-13000000.0,-48000000.0,-300000.0,13200000.0
