company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,fedfundssold,goodwill,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,restrictedcash,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2008.0,FY,,2008-12-31,2010-02-26 17:19:27+00:00,676398000.0,4523960000.0,-1221796000.0,2047839000.0,,17282486000.0,,636752000.0,11964487000.0,97326937000.0,4806752000.0,101017771000.0,68462000.0,23178491000.0,96493811000.0,2313106000.0,11293852000.0,16578972000.0,6825341000.0,,10621164000.0,165913452000.0,23515967000.0,26612433000.0,26612433000.0,139301019000.0,165913452000.0,3096466000.0,31003271000.0,-3165887000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,FY,,2009-12-31,2011-03-07 16:13:08+00:00,509000000.0,4127000000.0,83000000.0,3100000000.0,,18960000000.0,1140000000.0,542000000.0,13596000000.0,102370000000.0,5043000000.0,90619000000.0,268000000.0,19874000000.0,86492000000.0,2736000000.0,13439000000.0,18458000000.0,5724000000.0,501000000.0,10727000000.0,169646000000.0,26590000000.0,26590000000.0,26590000000.0,143056000000.0,169646000000.0,,38910000000.0,-3180000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q3,,2009-09-30,2009-11-06 19:03:35+00:00,582969000.0,4513493000.0,56524000.0,2719100000.0,,18933740000.0,,544793000.0,13524978000.0,101768522000.0,863310000.0,96783165000.0,141158000.0,21334950000.0,92269672000.0,2773173000.0,12734589000.0,17891128000.0,5860739000.0,,10404255000.0,168503921000.0,26222152000.0,26222152000.0,26222152000.0,142281769000.0,168503921000.0,0.0,37776609000.0,-3172367000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q2,,2009-06-30,2009-08-10 16:51:31+00:00,659784000.0,4481827000.0,-398779000.0,3001944000.0,,18896353000.0,,603564000.0,13381056000.0,104120642000.0,1166419000.0,101073629000.0,319975000.0,23353208000.0,96591802000.0,2824785000.0,12603548000.0,16267052000.0,5844549000.0,,10001299000.0,171911307000.0,25329576000.0,25329576000.0,25329576000.0,146581731000.0,171911307000.0,0.0,37754710000.0,-3169297000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2010.0,FY,,2010-12-31,2012-02-28 18:55:20+00:00,488000000.0,5628000000.0,248000000.0,2067000000.0,,19089000000.0,1517000000.0,406000000.0,13591000000.0,107162000000.0,2776000000.0,125947000000.0,228000000.0,40279000000.0,120319000000.0,2749000000.0,15048000000.0,12228000000.0,6468000000.0,1602000000.0,10406000000.0,197503000000.0,26541000000.0,26541000000.0,26541000000.0,170962000000.0,197503000000.0,0.0,41537000000.0,-3202000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2010.0,Q3,,2010-09-30,2010-11-08 15:10:31+00:00,464000000.0,6175000000.0,469000000.0,2015000000.0,,19064000000.0,947000000.0,536000000.0,13593000000.0,,2391000000.0,126334000000.0,197000000.0,43386000000.0,120159000000.0,2722000000.0,119212000000.0,12708000000.0,6863000000.0,2686000000.0,9730000000.0,196933000000.0,26061000000.0,26061000000.0,26061000000.0,170872000000.0,196933000000.0,,39926000000.0,-3202000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2010.0,Q2,,2010-06-30,2010-08-09 13:14:36+00:00,543000000.0,6799000000.0,467000000.0,2668000000.0,,19034000000.0,728000000.0,384000000.0,13588000000.0,,2147000000.0,127140000000.0,249000000.0,47290000000.0,120341000000.0,2730000000.0,117331000000.0,12512000000.0,6327000000.0,3446000000.0,8969000000.0,197489000000.0,25270000000.0,25270000000.0,25270000000.0,172219000000.0,197489000000.0,,39424000000.0,-3200000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2010.0,Q1,,2010-03-31,2010-05-07 15:26:57+00:00,521875000.0,7751745000.0,158916000.0,2928702000.0,,18995904000.0,,477108000.0,13589339000.0,104013477000.0,4092556000.0,130114521000.0,247445000.0,52672098000.0,122362776000.0,2735192000.0,13773082000.0,12737450000.0,5352673000.0,3286002000.0,8417819000.0,200707587000.0,24374382000.0,24374382000.0,24374382000.0,176333205000.0,200707587000.0,,38251017000.0,-3198257000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2011.0,FY,,2011-12-31,2013-02-28 16:19:23+00:00,466000000.0,4250000000.0,169000000.0,2097000000.0,0.0,19279000000.0,1464000000.0,342000000.0,13592000000.0,109945000000.0,3399000000.0,135892000000.0,201000000.0,38097000000.0,131642000000.0,2748000000.0,18281000000.0,12448000000.0,8100000000.0,791000000.0,13462000000.0,206019000000.0,29666000000.0,29666000000.0,29666000000.0,176353000000.0,206019000000.0,,38759000000.0,-3244000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2011.0,Q3,,2011-09-30,2011-11-07 17:24:51+00:00,401000000.0,4280000000.0,291000000.0,1794000000.0,,19239000000.0,1441000000.0,1326000000.0,13593000000.0,110777000000.0,3238000000.0,129952000000.0,312000000.0,32874000000.0,125672000000.0,2785000000.0,17541000000.0,12044000000.0,7736000000.0,984000000.0,13091000000.0,200148000000.0,29378000000.0,29378000000.0,29378000000.0,170770000000.0,200148000000.0,0.0,38400000000.0,-3243000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2011.0,Q2,,2011-06-30,2011-08-05 17:11:39+00:00,469000000.0,4488000000.0,442000000.0,1954000000.0,,19193000000.0,2575000000.0,652000000.0,13596000000.0,109278000000.0,4037000000.0,128965000000.0,80000000.0,35160000000.0,124477000000.0,2754000000.0,16839000000.0,11401000000.0,6751000000.0,1328000000.0,12287000000.0,199753000000.0,28681000000.0,28681000000.0,28681000000.0,171072000000.0,199753000000.0,0.0,39474000000.0,-3241000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2011.0,Q1,,2011-03-31,2011-05-10 10:43:36+00:00,411000000.0,5067000000.0,245000000.0,2028000000.0,,19146000000.0,1970000000.0,546000000.0,13597000000.0,109097000000.0,5397000000.0,124092000000.0,117000000.0,37827000000.0,119025000000.0,2739000000.0,16349000000.0,11729000000.0,6096000000.0,2556000000.0,11399000000.0,199300000000.0,27550000000.0,27550000000.0,27550000000.0,171750000000.0,199300000000.0,,41566000000.0,-3240000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2012.0,FY,,2012-12-31,2014-02-27 17:30:41+00:00,450000000.0,5156000000.0,739000000.0,3440000000.0,0.0,26194000000.0,1248000000.0,1000000.0,13904000000.0,190018000000.0,7617000000.0,205889000000.0,201000000.0,48662000000.0,200733000000.0,3587000000.0,22467000000.0,19447000000.0,9574000000.0,,16853000000.0,312918000000.0,40499000000.0,40499000000.0,40499000000.0,272419000000.0,312918000000.0,0.0,63988000000.0,-3287000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2012.0,Q3,,2012-09-30,2012-11-08 12:23:25+00:00,368000000.0,5154000000.0,781000000.0,1855000000.0,0.0,25271000000.0,967000000.0,254000000.0,13901000000.0,192488000000.0,3860000000.0,203132000000.0,187000000.0,37410000000.0,197978000000.0,3519000000.0,20767000000.0,18211000000.0,10317000000.0,760000000.0,16054000000.0,301989000000.0,38819000000.0,39672000000.0,39672000000.0,262317000000.0,301989000000.0,853000000.0,61464000000.0,-3287000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2012.0,Q2,,2012-06-30,2012-08-09 13:24:21+00:00,462000000.0,4998000000.0,350000000.0,2297000000.0,,25223000000.0,1101000000.0,330000000.0,13864000000.0,193859000000.0,3352000000.0,202749000000.0,1047000000.0,34773000000.0,197751000000.0,3556000000.0,20072000000.0,18716000000.0,9113000000.0,370000000.0,14905000000.0,296572000000.0,37192000000.0,37192000000.0,37192000000.0,259380000000.0,296572000000.0,,55289000000.0,-3286000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2012.0,Q1,,2012-03-31,2012-05-08 08:30:43+00:00,384000000.0,4060000000.0,253000000.0,2183000000.0,,25142000000.0,770000000.0,308000000.0,13595000000.0,197254000000.0,28165000000.0,173822000000.0,627000000.0,32115000000.0,169762000000.0,3062000000.0,19274000000.0,14879000000.0,7734000000.0,1090000000.0,14841000000.0,294481000000.0,36950000000.0,36950000000.0,36950000000.0,257531000000.0,294481000000.0,0.0,60810000000.0,-3286000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2013.0,FY,,2013-12-31,2015-02-24 17:18:28+00:00,307000000.0,4315000000.0,-872000000.0,2821000000.0,0.0,26532000000.0,915000000.0,339000000.0,13978000000.0,181880000000.0,3131000000.0,197199000000.0,218000000.0,39739000000.0,192884000000.0,3839000000.0,22643000000.0,17917000000.0,9817000000.0,874000000.0,20292000000.0,296933000000.0,41632000000.0,41632000000.0,41632000000.0,255301000000.0,296933000000.0,0.0,60932000000.0,-4320000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2013.0,Q3,,2013-09-30,2013-11-06 17:30:02+00:00,276000000.0,4333000000.0,-839000000.0,2855000000.0,0.0,26432000000.0,1686000000.0,382000000.0,13906000000.0,184553000000.0,2481000000.0,191814000000.0,180000000.0,30159000000.0,187481000000.0,3792000000.0,22281000000.0,17403000000.0,9183000000.0,,19731000000.0,289888000000.0,41750000000.0,41750000000.0,41750000000.0,248138000000.0,289888000000.0,0.0,61408000000.0,-3574000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2013.0,Q2,,2013-06-30,2013-08-08 15:19:55+00:00,324000000.0,4407000000.0,-792000000.0,2176000000.0,0.0,26345000000.0,1766000000.0,198000000.0,13900000000.0,187768000000.0,2279000000.0,191512000000.0,6248000000.0,34465000000.0,187105000000.0,3766000000.0,22097000000.0,17891000000.0,9081000000.0,377000000.0,18804000000.0,296542000000.0,41041000000.0,41041000000.0,41041000000.0,255501000000.0,296542000000.0,0.0,62602000000.0,-3316000000.0
