company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,fedfundssold,goodwill,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,restrictedcash,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2013.0,Q1,,2013-03-31,2013-05-09 14:59:12+00:00,310000000.0,4606000000.0,473000000.0,1947000000.0,0.0,26262000000.0,855000000.0,236000000.0,13900000000.0,191093000000.0,4563000000.0,191333000000.0,6410000000.0,36637000000.0,186727000000.0,3736000000.0,21317000000.0,17658000000.0,8655000000.0,1018000000.0,17876000000.0,300163000000.0,41296000000.0,41296000000.0,41296000000.0,258867000000.0,300163000000.0,0.0,63968000000.0,-3315000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2014.0,FY,,2014-12-31,2016-02-25 16:59:23+00:00,254000000.0,4383000000.0,-430000000.0,3147000000.0,,27875000000.0,880000000.0,0.0,13978000000.0,180467000000.0,4095000000.0,208316000000.0,,47577000000.0,203933000000.0,3685000000.0,25081000000.0,16461000000.0,8855000000.0,234000000.0,23973000000.0,308167000000.0,45053000000.0,45053000000.0,45053000000.0,263114000000.0,308167000000.0,0.0,62634000000.0,-6365000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2014.0,Q3,,2014-09-30,2014-11-03 17:21:48+00:00,249000000.0,4212000000.0,-559000000.0,2652000000.0,0.0,27278000000.0,2330000000.0,284000000.0,13970000000.0,178876000000.0,3212000000.0,201592000000.0,427000000.0,39913000000.0,197380000000.0,3752000000.0,25388000000.0,16273000000.0,9428000000.0,405000000.0,23162000000.0,300202000000.0,44018000000.0,44018000000.0,44018000000.0,256184000000.0,300202000000.0,0.0,61847000000.0,-5863000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2014.0,Q2,,2014-06-30,2014-08-05 16:40:52+00:00,309000000.0,3998000000.0,-371000000.0,3598000000.0,0.0,27216000000.0,2030000000.0,180000000.0,13977000000.0,180970000000.0,2954000000.0,198528000000.0,709000000.0,37084000000.0,194530000000.0,3764000000.0,24920000000.0,16443000000.0,9189000000.0,361000000.0,22270000000.0,298317000000.0,43815000000.0,43815000000.0,43815000000.0,254502000000.0,298317000000.0,0.0,61801000000.0,-5300000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2014.0,Q1,,2014-03-31,2014-05-06 17:17:47+00:00,259000000.0,4098000000.0,-710000000.0,3373000000.0,0.0,26611000000.0,1544000000.0,168000000.0,13974000000.0,184214000000.0,2641000000.0,192941000000.0,259000000.0,28574000000.0,188843000000.0,3807000000.0,24110000000.0,16564000000.0,8998000000.0,,21259000000.0,290500000000.0,42801000000.0,42801000000.0,42801000000.0,247699000000.0,290500000000.0,0.0,60871000000.0,-4359000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2015.0,FY,,2015-12-31,2017-02-23 16:30:02+00:00,299000000.0,5130000000.0,-616000000.0,3407000000.0,,29661000000.0,981000000.0,,14480000000.0,191874000000.0,4616000000.0,229851000000.0,,58134000000.0,224721000000.0,3584000000.0,25847000000.0,17639000000.0,9629000000.0,1017000000.0,27045000000.0,334048000000.0,47284000000.0,47284000000.0,47284000000.0,286764000000.0,334048000000.0,0.0,64584000000.0,-8806000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2015.0,Q3,,2015-09-30,2015-11-02 17:09:03+00:00,198000000.0,4847000000.0,-142000000.0,2701000000.0,0.0,29600000000.0,1021000000.0,184000000.0,13983000000.0,187848000000.0,3952000000.0,213329000000.0,,41757000000.0,208482000000.0,3629000000.0,25055000000.0,16475000000.0,10136000000.0,586000000.0,26407000000.0,313700000000.0,47685000000.0,47685000000.0,47685000000.0,266015000000.0,313700000000.0,0.0,63708000000.0,-8180000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2015.0,Q2,,2015-06-30,2015-08-03 16:32:14+00:00,262000000.0,4676000000.0,-397000000.0,2879000000.0,0.0,29069000000.0,1888000000.0,2000000.0,13984000000.0,183657000000.0,4275000000.0,209705000000.0,,43878000000.0,205029000000.0,3602000000.0,25123000000.0,16616000000.0,9043000000.0,253000000.0,25540000000.0,310510000000.0,46659000000.0,46659000000.0,46659000000.0,263851000000.0,310510000000.0,0.0,63870000000.0,-7553000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2015.0,Q1,,2015-03-31,2015-05-05 15:40:39+00:00,195000000.0,4405000000.0,-212000000.0,2853000000.0,0.0,27945000000.0,933000000.0,,13978000000.0,185208000000.0,6038000000.0,203978000000.0,1331000000.0,40096000000.0,199573000000.0,3684000000.0,25232000000.0,15971000000.0,8830000000.0,234000000.0,24925000000.0,306224000000.0,45730000000.0,45730000000.0,45730000000.0,260494000000.0,306224000000.0,0.0,62562000000.0,-6928000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,FY,,2016-12-31,2018-02-21 17:01:17+00:00,327000000.0,6503000000.0,-949000000.0,4185000000.0,,31164000000.0,992000000.0,,14519000000.0,211266000000.0,5791000000.0,245586000000.0,,59468000000.0,239083000000.0,3675000000.0,25502000000.0,19771000000.0,11964000000.0,2517000000.0,29766000000.0,357033000000.0,47514000000.0,47514000000.0,47514000000.0,309519000000.0,357033000000.0,0.0,67492000000.0,-12467000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,Q3,,2016-09-30,2016-11-02 17:36:57+00:00,237000000.0,6258000000.0,121000000.0,3350000000.0,,30446000000.0,1079000000.0,,14493000000.0,200416000000.0,5744000000.0,238019000000.0,,58741000000.0,231761000000.0,3561000000.0,25565000000.0,18341000000.0,10810000000.0,287000000.0,29245000000.0,345061000000.0,48213000000.0,48213000000.0,48213000000.0,296848000000.0,345061000000.0,0.0,67524000000.0,-11599000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,Q2,,2016-06-30,2016-07-29 17:38:18+00:00,301000000.0,5881000000.0,241000000.0,3253000000.0,,29793000000.0,999000000.0,56000000.0,14495000000.0,195635000000.0,3840000000.0,234603000000.0,,58182000000.0,228722000000.0,3556000000.0,25424000000.0,18630000000.0,10468000000.0,265000000.0,28479000000.0,339117000000.0,48108000000.0,48108000000.0,48108000000.0,291009000000.0,339117000000.0,0.0,66300000000.0,-10405000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,Q1,,2016-03-31,2016-05-04 15:59:16+00:00,217000000.0,5416000000.0,-41000000.0,3241000000.0,,29716000000.0,917000000.0,85000000.0,14492000000.0,196597000000.0,1909000000.0,227613000000.0,,49580000000.0,222197000000.0,3542000000.0,25182000000.0,17497000000.0,10146000000.0,960000000.0,27808000000.0,330346000000.0,47707000000.0,47707000000.0,47707000000.0,282639000000.0,330346000000.0,0.0,66423000000.0,-9776000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,FY,,2017-12-31,2019-02-20 15:52:42+00:00,413000000.0,7502000000.0,-926000000.0,4458000000.0,,31663000000.0,576000000.0,,14533000000.0,217298000000.0,9582000000.0,254473000000.0,,59705000000.0,246971000000.0,4033000000.0,26404000000.0,18194000000.0,12567000000.0,312000000.0,30700000000.0,365693000000.0,48730000000.0,48730000000.0,48730000000.0,316963000000.0,365693000000.0,0.0,67610000000.0,-12707000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q3,,2017-09-30,2017-11-01 16:55:15+00:00,301000000.0,7418000000.0,-622000000.0,4154000000.0,,31533000000.0,767000000.0,,14532000000.0,212956000000.0,4330000000.0,252422000000.0,,58691000000.0,245004000000.0,3955000000.0,26106000000.0,19165000000.0,12427000000.0,304000000.0,31946000000.0,361402000000.0,50154000000.0,50154000000.0,50154000000.0,311248000000.0,361402000000.0,0.0,69958000000.0,-12703000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q2,,2017-06-30,2017-07-28 16:06:12+00:00,376000000.0,7170000000.0,-683000000.0,3352000000.0,,31420000000.0,958000000.0,,14524000000.0,213810000000.0,3363000000.0,244302000000.0,,48996000000.0,237132000000.0,3825000000.0,25953000000.0,18480000000.0,11363000000.0,300000000.0,31086000000.0,350593000000.0,49137000000.0,49137000000.0,49137000000.0,301456000000.0,350593000000.0,0.0,69617000000.0,-12686000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q1,,2017-03-31,2017-05-03 16:50:22+00:00,260000000.0,6984000000.0,-934000000.0,3489000000.0,,31333000000.0,1046000000.0,,14521000000.0,214818000000.0,5826000000.0,240588000000.0,,47393000000.0,233604000000.0,3727000000.0,26364000000.0,18731000000.0,10628000000.0,486000000.0,30326000000.0,348549000000.0,48040000000.0,48040000000.0,48040000000.0,300509000000.0,348549000000.0,0.0,68165000000.0,-12685000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,FY,,2018-12-31,2020-02-20 16:17:55+00:00,458000000.0,7220000000.0,-1263000000.0,4768000000.0,,32047000000.0,352000000.0,,14544000000.0,226281000000.0,8418000000.0,245899000000.0,,58553000000.0,238679000000.0,4191000000.0,23483000000.0,17522000000.0,11743000000.0,303000000.0,35875000000.0,372538000000.0,51668000000.0,51668000000.0,51668000000.0,320870000000.0,372538000000.0,0.0,84113000000.0,-14991000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q3,,2018-09-30,2018-10-31 17:56:39+00:00,391000000.0,7219000000.0,-1877000000.0,4547000000.0,,31985000000.0,384000000.0,,14513000000.0,222356000000.0,6335000000.0,238761000000.0,,51821000000.0,231542000000.0,4149000000.0,24839000000.0,17660000000.0,12480000000.0,746000000.0,34883000000.0,362909000000.0,50638000000.0,50638000000.0,50638000000.0,312271000000.0,362909000000.0,0.0,83417000000.0,-14353000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q2,,2018-06-30,2018-07-27 16:40:02+00:00,450000000.0,7368000000.0,-1793000000.0,4499000000.0,,31875000000.0,553000000.0,,14531000000.0,222605000000.0,7774000000.0,236124000000.0,,52757000000.0,228756000000.0,4095000000.0,25620000000.0,17676000000.0,12078000000.0,1023000000.0,33626000000.0,363989000000.0,49926000000.0,49926000000.0,49926000000.0,314063000000.0,363989000000.0,0.0,85635000000.0,-13782000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q1,,2018-03-31,2018-05-02 16:37:58+00:00,353000000.0,7567000000.0,-1599000000.0,4220000000.0,,31786000000.0,656000000.0,,14536000000.0,224671000000.0,9788000000.0,248256000000.0,,50037000000.0,240689000000.0,4055000000.0,26176000000.0,17532000000.0,11761000000.0,309000000.0,31996000000.0,362857000000.0,49203000000.0,49203000000.0,49203000000.0,313654000000.0,362857000000.0,0.0,71728000000.0,-12980000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,FY,,2019-12-31,2020-05-01 14:51:53+00:00,439000000.0,7208000000.0,1156000000.0,4129000000.0,0.0,32987000000.0,314000000.0,,14653000000.0,239209000000.0,9278000000.0,265809000000.0,,55383000000.0,258601000000.0,4378000000.0,23488000000.0,19371000000.0,13521000000.0,342000000.0,40340000000.0,390365000000.0,58011000000.0,58011000000.0,58011000000.0,332354000000.0,390365000000.0,0.0,79613000000.0,-16472000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q3,,2019-09-30,2019-10-31 15:18:02+00:00,370000000.0,7037000000.0,453000000.0,4452000000.0,,33833000000.0,464000000.0,,14624000000.0,234084000000.0,12668000000.0,249355000000.0,,49685000000.0,242318000000.0,4311000000.0,23064000000.0,18713000000.0,12908000000.0,417000000.0,39476000000.0,378810000000.0,58235000000.0,58235000000.0,58235000000.0,320575000000.0,378810000000.0,0.0,81307000000.0,-15527000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q2,,2019-06-30,2019-07-30 20:58:59+00:00,437000000.0,7133000000.0,170000000.0,5184000000.0,,32269000000.0,359000000.0,,14545000000.0,231161000000.0,9927000000.0,244460000000.0,,48874000000.0,237327000000.0,4243000000.0,23374000000.0,18721000000.0,13647000000.0,710000000.0,38386000000.0,373619000000.0,55767000000.0,55767000000.0,55767000000.0,317852000000.0,373619000000.0,0.0,82962000000.0,-15058000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q1,,2019-03-31,2019-05-01 16:02:08+00:00,382000000.0,7313000000.0,-660000000.0,4572000000.0,,32167000000.0,335000000.0,,14546000000.0,230199000000.0,12897000000.0,240273000000.0,,50023000000.0,232960000000.0,4205000000.0,24908000000.0,18746000000.0,13863000000.0,1969000000.0,37030000000.0,373191000000.0,53481000000.0,53481000000.0,53481000000.0,319710000000.0,373191000000.0,0.0,83296000000.0,-15056000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2020.0,Q1,,2020-03-31,2020-05-01 14:51:53+00:00,359000000.0,14073000000.0,3679000000.0,4545000000.0,0.0,33457000000.0,399000000.0,,14645000000.0,245142000000.0,20391000000.0,262990000000.0,,55282000000.0,248917000000.0,4336000000.0,24547000000.0,21201000000.0,14319000000.0,364000000.0,36552000000.0,396878000000.0,56830000000.0,56830000000.0,56830000000.0,340048000000.0,396878000000.0,0.0,82479000000.0,-16858000000.0
