company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:19:27+00:00,,4.02,4.02,0.11,2906351000.0,3.97,0.0,1277837000.0,950972000.0,9500128000.0,1641960000.0,1347836000.0,1570332000.0,2591719000.0,-1021387000.0,1570332000.0,,6529845000.0,1612568000.0,0.0,,627056000.0,500484000.0,2386835000.0,2713062000.0,,2636502000.0,138237000.0,2592534000.0,4840677000.0,4548311000.0,11078156000.0,8078010000.0,8054223000.0,3869556000.0,14584068000.0,390600000.0,390600000.0,395500000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2008.0,FY,2008-01-01,2008-12-31,2011-03-07 16:13:08+00:00,,-0.21,-0.21,1.5,2512000000.0,-0.21,,497000000.0,1224000000.0,9460000000.0,1451000000.0,1118000000.0,-46000000.0,85000000.0,-131000000.0,-79000000.0,,7149000000.0,1653000000.0,0.0,,428000000.0,562000000.0,2969000000.0,2808000000.0,33000000.0,5101000000.0,134000000.0,2336000000.0,3385000000.0,3963000000.0,11112000000.0,8210000000.0,6744000000.0,582000000.0,13893000000.0,376000000.0,376000000.0,376000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 19:03:35+00:00,,1.0,1.0,0.375,624319000.0,1.0,,213624000.0,317268000.0,2347480000.0,340832000.0,267372000.0,374139000.0,385789000.0,-11650000.0,374139000.0,,1806645000.0,399984000.0,0.0,,107048000.0,148076000.0,555858000.0,673097000.0,,1093917000.0,15306000.0,571686000.0,875718000.0,965151000.0,2771796000.0,1810206000.0,1696891000.0,599413000.0,3503536000.0,374100000.0,374100000.0,374100000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 16:51:31+00:00,,1.21,1.21,0.375,592576000.0,1.21,,238843000.0,281084000.0,2297709000.0,371525000.0,288100000.0,452905000.0,462498000.0,-9593000.0,452905000.0,,1727756000.0,407176000.0,0.0,,113064000.0,132730000.0,532193000.0,654846000.0,,829130000.0,13560000.0,578572000.0,834740000.0,964101000.0,2691857000.0,1819601000.0,1622316000.0,701341000.0,3350072000.0,374300000.0,374300000.0,374300000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q4,2009-10-01,2009-12-31,,,0.97,0.97,0.05,426608000.0,0.97,,169490000.0,403726000.0,2108382000.0,214371000.0,187288000.0,375062000.0,404104000.0,-29042000.0,375252000.0,,1954012000.0,421811000.0,-265637000.0,-564190000.0,82883000.0,112910000.0,664670000.0,821027000.0,564000000.0,843863000.0,32373000.0,641569000.0,742856000.0,640979000.0,2594991000.0,1947711000.0,1411156000.0,573594000.0,3365168000.0,428000000.0,428000000.0,428000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 18:55:20+00:00,,0.75,0.75,0.53,2093000000.0,0.74,,349000000.0,1610000000.0,8757000000.0,874000000.0,588000000.0,884000000.0,987000000.0,-103000000.0,320000000.0,,7697000000.0,1691000000.0,-287000000.0,,297000000.0,502000000.0,2541000000.0,2791000000.0,564000000.0,4230000000.0,119000000.0,2478000000.0,2280000000.0,2967000000.0,10664000000.0,7417000000.0,5286000000.0,1336000000.0,12983000000.0,428000000.0,428000000.0,428000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q3YTD,2009-01-01,2009-09-30,,,-0.22,-0.22,0.48,1666392000.0,-0.23,,179510000.0,1206274000.0,6648618000.0,659629000.0,400712000.0,508938000.0,582896000.0,-73958000.0,-55252000.0,,5742988000.0,1269189000.0,-21363000.0,564190000.0,214117000.0,389090000.0,1876330000.0,1969973000.0,,3386137000.0,86627000.0,1836431000.0,1537144000.0,2326021000.0,8069009000.0,5469289000.0,3874844000.0,762406000.0,9617832000.0,449000000.0,449000000.0,449000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 15:10:31+00:00,,0.88,0.88,0.05,479000000.0,0.87,,146000000.0,399000000.0,2220000000.0,218000000.0,104000000.0,394000000.0,437000000.0,-43000000.0,394000000.0,,2005000000.0,413000000.0,-11000000.0,,83000000.0,123000000.0,611000000.0,720000000.0,,1173000000.0,26000000.0,648000000.0,721000000.0,697000000.0,2702000000.0,1802000000.0,1553000000.0,583000000.0,3558000000.0,449000000.0,449000000.0,449000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q2YTD,2009-01-01,2009-06-30,,,-1.1,-1.1,0.43,1187392000.0,-1.1,,33510000.0,807274000.0,4428618000.0,441629000.0,296712000.0,114938000.0,145896000.0,-30958000.0,-449252000.0,,3737988000.0,856189000.0,-10363000.0,564190000.0,131117000.0,266090000.0,1265330000.0,1249973000.0,,2213137000.0,60627000.0,1188431000.0,816144000.0,1629021000.0,5367009000.0,3667289000.0,2321844000.0,179406000.0,6059832000.0,422000000.0,422000000.0,422000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 13:14:36+00:00,,-0.66,-0.66,0.05,560000000.0,-0.66,,92000000.0,412000000.0,2237000000.0,212000000.0,134000000.0,223000000.0,229000000.0,-6000000.0,-277000000.0,,1945000000.0,438000000.0,-10000000.0,500000000.0,68000000.0,126000000.0,673000000.0,753000000.0,,934000000.0,43000000.0,634000000.0,363000000.0,772000000.0,2717000000.0,1922000000.0,1232000000.0,321000000.0,3177000000.0,422000000.0,422000000.0,422000000.0
