company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2008.0,FY,,2008-12-31,2010-02-23 14:25:33+00:00,324000000.0,913000000.0,1034000000.0,4017000000.0,-790000000.0,1046000000.0,2762000000.0,695000000.0,40000000.0,134000000.0,17000000.0,840000000.0,7321000000.0,273000000.0,,653000000.0,1375000000.0,3304000000.0,366000000.0,990000000.0,59000000.0,640000000.0,,,56000000.0,,267000000.0,21168000000.0,,1494000000.0,11923000000.0,9326000000.0,5790000000.0,1532000000.0,9326000000.0,9326000000.0,2597000000.0,11923000000.0,2829000000.0,1065000000.0,0.0,-13814000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2009.0,FY,,2009-12-31,2011-02-25 17:10:14+00:00,503000000.0,1277000000.0,570000000.0,3547000000.0,-621000000.0,1182000000.0,2826000000.0,546000000.0,128000000.0,386000000.0,64000000.0,926000000.0,6705000000.0,243000000.0,,637000000.0,1202000000.0,3158000000.0,318000000.0,926000000.0,67000000.0,425000000.0,,,51000000.0,,164000000.0,22066000000.0,,1743000000.0,12119000000.0,9722000000.0,6114000000.0,1587000000.0,9722000000.0,9722000000.0,2397000000.0,12119000000.0,2847000000.0,810000000.0,0.0,-14549000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2009.0,Q3,,2009-09-30,2009-10-30 17:21:15+00:00,467000000.0,1435000000.0,959000000.0,3654000000.0,-678000000.0,1294000000.0,2811000000.0,592000000.0,148000000.0,88000000.0,20000000.0,926000000.0,6599000000.0,262000000.0,,627000000.0,1116000000.0,2945000000.0,,928000000.0,60000000.0,464000000.0,168000000.0,,57000000.0,279000000.0,,21562000000.0,,1533000000.0,11903000000.0,9438000000.0,6138000000.0,1662000000.0,9438000000.0,9438000000.0,2465000000.0,11903000000.0,2820000000.0,803000000.0,0.0,-14257000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2009.0,Q2,,2009-06-30,2009-07-29 17:24:22+00:00,421000000.0,1244000000.0,931000000.0,3799000000.0,-674000000.0,1765000000.0,2785000000.0,668000000.0,56000000.0,60000000.0,20000000.0,926000000.0,6739000000.0,290000000.0,,632000000.0,1063000000.0,2940000000.0,,909000000.0,54000000.0,502000000.0,208000000.0,,53000000.0,273000000.0,,21163000000.0,,792000000.0,11510000000.0,9213000000.0,5740000000.0,1468000000.0,9213000000.0,9213000000.0,2297000000.0,11510000000.0,2830000000.0,829000000.0,0.0,-14061000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,FY,,2010-12-31,2012-02-24 12:13:07+00:00,621000000.0,1518000000.0,622000000.0,3227000000.0,-701000000.0,1319000000.0,2854000000.0,770000000.0,109000000.0,629000000.0,31000000.0,924000000.0,6907000000.0,281000000.0,0.0,453000000.0,1520000000.0,3680000000.0,378000000.0,927000000.0,86000000.0,519000000.0,,,45000000.0,,180000000.0,24695000000.0,0.0,1753000000.0,13401000000.0,10437000000.0,7060000000.0,1981000000.0,10437000000.0,10437000000.0,2964000000.0,13401000000.0,2661000000.0,983000000.0,0.0,-16411000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q3,,2010-09-30,2010-11-04 13:17:35+00:00,623000000.0,1754000000.0,965000000.0,3441000000.0,-644000000.0,1093000000.0,2868000000.0,601000000.0,31000000.0,219000000.0,23000000.0,926000000.0,6897000000.0,299000000.0,,523000000.0,1424000000.0,3456000000.0,320000000.0,907000000.0,82000000.0,447000000.0,,,47000000.0,,179000000.0,23907000000.0,,1417000000.0,12649000000.0,9962000000.0,6468000000.0,1838000000.0,9962000000.0,9962000000.0,2687000000.0,12649000000.0,2725000000.0,849000000.0,0.0,-16169000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q2,,2010-06-30,2010-07-30 15:21:21+00:00,542000000.0,1715000000.0,823000000.0,3591000000.0,-654000000.0,1138000000.0,2867000000.0,566000000.0,18000000.0,155000000.0,22000000.0,926000000.0,6831000000.0,326000000.0,,557000000.0,1349000000.0,3240000000.0,331000000.0,915000000.0,70000000.0,470000000.0,,,48000000.0,,195000000.0,23194000000.0,,1167000000.0,12164000000.0,9755000000.0,6130000000.0,1538000000.0,9755000000.0,9755000000.0,2409000000.0,12164000000.0,2794000000.0,871000000.0,0.0,-15652000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q1,,2010-03-31,2010-04-30 15:44:08+00:00,556000000.0,1526000000.0,756000000.0,3601000000.0,-627000000.0,1217000000.0,2835000000.0,556000000.0,317000000.0,90000000.0,54000000.0,926000000.0,6763000000.0,330000000.0,,641000000.0,1276000000.0,3162000000.0,353000000.0,893000000.0,68000000.0,425000000.0,,,41000000.0,,174000000.0,22573000000.0,,1574000000.0,12370000000.0,9805000000.0,6323000000.0,1719000000.0,9805000000.0,9805000000.0,2565000000.0,12370000000.0,2885000000.0,846000000.0,0.0,-14976000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,FY,,2011-12-31,2013-02-22 11:49:48+00:00,625000000.0,1545000000.0,795000000.0,2705000000.0,-776000000.0,992000000.0,2935000000.0,1174000000.0,101000000.0,597000000.0,40000000.0,4452000000.0,7133000000.0,3106000000.0,4211000000.0,265000000.0,1788000000.0,4428000000.0,527000000.0,321000000.0,607000000.0,701000000.0,,,57000000.0,,386000000.0,26278000000.0,1381000000.0,1943000000.0,20497000000.0,10952000000.0,7828000000.0,3499000000.0,10952000000.0,10952000000.0,9545000000.0,20497000000.0,8241000000.0,6046000000.0,0.0,-17485000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q3,,2011-09-30,2011-11-04 13:18:14+00:00,627000000.0,1784000000.0,863000000.0,2667000000.0,-690000000.0,1581000000.0,2913000000.0,1046000000.0,60000000.0,532000000.0,28000000.0,4451000000.0,7239000000.0,3223000000.0,4215000000.0,350000000.0,1965000000.0,4572000000.0,559000000.0,497000000.0,822000000.0,617000000.0,,,70000000.0,,303000000.0,26175000000.0,1586000000.0,1037000000.0,20907000000.0,11026000000.0,7716000000.0,3668000000.0,11026000000.0,11026000000.0,9881000000.0,20907000000.0,8619000000.0,6213000000.0,0.0,-17372000000.0
