company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 15:44:08+00:00,0.01,0.01,0.11,0.01,-2000000.0,17000000.0,17000000.0,,17000000.0,1280000000.0,2086000000.0,5000000.0,,,386000000.0,105000000.0,305000000.0,1280000000.0,806000000.0,,796000000.0,10000000.0,5000000.0,15000000.0,2086000000.0,1700000000.0,1275000000.0,1277000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q4,2010-10-01,2010-12-31,,0.79,0.79,0.13,0.77,306000000.0,942000000.0,942000000.0,,942000000.0,1655000000.0,3525000000.0,18000000.0,,,391000000.0,-142000000.0,391000000.0,1655000000.0,1870000000.0,,640000000.0,1230000000.0,18000000.0,1248000000.0,3525000000.0,1213500000.0,1199000000.0,1213000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:49:48+00:00,2.66,2.66,0.49,2.62,1323000000.0,3228000000.0,3228000000.0,,3228000000.0,6474000000.0,13966000000.0,37000000.0,,,1570000000.0,-111000000.0,1519000000.0,6474000000.0,7492000000.0,0.0,2978000000.0,4514000000.0,37000000.0,4551000000.0,13966000000.0,1213500000.0,1199000000.0,1213000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q3,2010-07-01,2010-09-30,2010-11-04 13:17:35+00:00,0.71,0.71,0.12,0.71,376000000.0,859000000.0,859000000.0,,859000000.0,1701000000.0,3740000000.0,8000000.0,,,417000000.0,4000000.0,391000000.0,1701000000.0,2039000000.0,,812000000.0,1227000000.0,8000000.0,1235000000.0,3740000000.0,1209900000.0,1184000000.0,1196000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.87,1.87,0.36,1.85,1017000000.0,2286000000.0,2286000000.0,,2286000000.0,4819000000.0,10441000000.0,19000000.0,,,1179000000.0,31000000.0,1128000000.0,4819000000.0,5622000000.0,,2338000000.0,3284000000.0,19000000.0,3303000000.0,10441000000.0,1209900000.0,1184000000.0,1196000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.4,2.4,0.48,2.37,1243000000.0,2941000000.0,2941000000.0,,2941000000.0,6235000000.0,13445000000.0,25000000.0,,,1532000000.0,43000000.0,1476000000.0,6235000000.0,7210000000.0,,3051000000.0,4159000000.0,25000000.0,4184000000.0,13445000000.0,1209900000.0,1184000000.0,1196000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q2,2010-04-01,2010-06-30,2010-07-30 15:21:21+00:00,0.63,0.63,0.12,0.62,342000000.0,769000000.0,769000000.0,,769000000.0,1602000000.0,3496000000.0,4000000.0,,,392000000.0,17000000.0,378000000.0,1602000000.0,1894000000.0,,787000000.0,1107000000.0,4000000.0,1111000000.0,3496000000.0,1220600000.0,1208000000.0,1221000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.16,1.16,0.24,1.14,641000000.0,1427000000.0,1427000000.0,,1427000000.0,3118000000.0,6701000000.0,11000000.0,,,762000000.0,27000000.0,737000000.0,3118000000.0,3583000000.0,,1526000000.0,2057000000.0,11000000.0,2068000000.0,6701000000.0,1220600000.0,1208000000.0,1221000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.11,2.11,0.47,2.08,1094000000.0,2620000000.0,2620000000.0,,2620000000.0,5933000000.0,12585000000.0,19000000.0,,,1483000000.0,49000000.0,1425000000.0,5933000000.0,6652000000.0,,2957000000.0,3695000000.0,19000000.0,3714000000.0,12585000000.0,1220600000.0,1208000000.0,1221000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q1,2010-01-01,2010-03-31,2010-04-30 15:44:08+00:00,0.53,0.53,0.12,0.52,299000000.0,658000000.0,658000000.0,,658000000.0,1516000000.0,3205000000.0,7000000.0,,,370000000.0,10000000.0,359000000.0,1516000000.0,1689000000.0,,739000000.0,950000000.0,7000000.0,957000000.0,3205000000.0,1241500000.0,1233000000.0,1246000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.68,1.68,0.46,1.66,848000000.0,2111000000.0,2111000000.0,,2111000000.0,5664000000.0,11546000000.0,28000000.0,,,1460000000.0,117000000.0,1374000000.0,5664000000.0,5882000000.0,,2951000000.0,2931000000.0,28000000.0,2959000000.0,11546000000.0,1241500000.0,1233000000.0,1246000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q4,2011-10-01,2011-12-31,,0.26,0.26,0.17,0.26,51000000.0,297000000.0,297000000.0,,297000000.0,1872000000.0,3419000000.0,4000000.0,,,474000000.0,265000000.0,443000000.0,1872000000.0,1547000000.0,21000000.0,1182000000.0,365000000.0,-17000000.0,348000000.0,3419000000.0,1170700000.0,1151000000.0,1171000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 11:05:47+00:00,1.91,1.91,0.56,1.88,719000000.0,2236000000.0,2236000000.0,,2236000000.0,6963000000.0,13735000000.0,5000000.0,,,1715000000.0,427000000.0,1638000000.0,6963000000.0,6772000000.0,42000000.0,3780000000.0,2992000000.0,-37000000.0,2955000000.0,13735000000.0,1170700000.0,1151000000.0,1171000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q3,2011-07-01,2011-09-30,2011-11-04 13:18:14+00:00,0.52,0.52,0.13,0.51,179000000.0,601000000.0,601000000.0,,601000000.0,1722000000.0,3466000000.0,-19000000.0,,,395000000.0,147000000.0,388000000.0,1722000000.0,1744000000.0,15000000.0,930000000.0,814000000.0,-34000000.0,780000000.0,3466000000.0,1155800000.0,1144000000.0,1157000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.65,1.65,0.39,1.62,668000000.0,1939000000.0,1939000000.0,,1939000000.0,5091000000.0,10316000000.0,1000000.0,,,1241000000.0,162000000.0,1195000000.0,5091000000.0,5225000000.0,21000000.0,2598000000.0,2627000000.0,-20000000.0,2607000000.0,10316000000.0,1155800000.0,1144000000.0,1157000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.44,2.44,0.52,2.39,974000000.0,2881000000.0,2881000000.0,,2881000000.0,6746000000.0,13841000000.0,19000000.0,,,1632000000.0,20000000.0,1586000000.0,6746000000.0,7095000000.0,21000000.0,3238000000.0,3857000000.0,-2000000.0,3855000000.0,13841000000.0,1155800000.0,1144000000.0,1157000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q2,2011-04-01,2011-06-30,2011-08-05 12:59:03+00:00,0.57,0.57,0.13,0.56,237000000.0,672000000.0,672000000.0,,672000000.0,1705000000.0,3458000000.0,10000000.0,,,424000000.0,13000000.0,411000000.0,1705000000.0,1753000000.0,6000000.0,848000000.0,905000000.0,4000000.0,909000000.0,3458000000.0,1178900000.0,1156000000.0,1180000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.13,1.13,0.26,1.11,489000000.0,1338000000.0,1338000000.0,,1338000000.0,3369000000.0,6850000000.0,20000000.0,,,846000000.0,15000000.0,807000000.0,3369000000.0,3481000000.0,6000000.0,1668000000.0,1813000000.0,14000000.0,1827000000.0,6850000000.0,1178900000.0,1156000000.0,1180000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.63,2.63,0.51,2.59,1171000000.0,3139000000.0,3139000000.0,,3139000000.0,6725000000.0,14115000000.0,46000000.0,,,1654000000.0,-123000000.0,1589000000.0,6725000000.0,7390000000.0,6000000.0,3120000000.0,4270000000.0,40000000.0,4310000000.0,14115000000.0,1178900000.0,1156000000.0,1180000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 12:58:58+00:00,0.56,0.56,0.13,0.55,252000000.0,666000000.0,666000000.0,,666000000.0,1664000000.0,3392000000.0,10000000.0,,,422000000.0,2000000.0,396000000.0,1664000000.0,1728000000.0,,820000000.0,908000000.0,10000000.0,918000000.0,3392000000.0,1189300000.0,1167000000.0,1194000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.69,2.69,0.5,2.65,1276000000.0,3236000000.0,3236000000.0,,3236000000.0,6622000000.0,14153000000.0,40000000.0,,,1622000000.0,-119000000.0,1556000000.0,6622000000.0,7531000000.0,,3059000000.0,4472000000.0,40000000.0,4512000000.0,14153000000.0,1189300000.0,1167000000.0,1194000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 16:24:05+00:00,1.53,1.53,0.72,1.51,176000000.0,1759000000.0,1759000000.0,,1728000000.0,6457000000.0,12825000000.0,47000000.0,,31000000.0,1877000000.0,714000000.0,1804000000.0,6457000000.0,6368000000.0,85000000.0,4395000000.0,1973000000.0,-38000000.0,1935000000.0,12825000000.0,1129400000.0,1132000000.0,1146000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q4,2012-10-01,2012-12-31,,0.24,0.24,0.21,0.24,-110000000.0,264000000.0,264000000.0,,233000000.0,1533000000.0,2979000000.0,39000000.0,,31000000.0,425000000.0,450000000.0,433000000.0,1533000000.0,1446000000.0,23000000.0,1308000000.0,138000000.0,16000000.0,154000000.0,2979000000.0,1129400000.0,1132000000.0,1146000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q3,2012-07-01,2012-09-30,2012-11-02 13:03:30+00:00,0.68,0.68,0.17,0.67,59000000.0,784000000.0,784000000.0,,784000000.0,1650000000.0,3390000000.0,24000000.0,,,463000000.0,-16000000.0,453000000.0,1650000000.0,1740000000.0,21000000.0,900000000.0,840000000.0,3000000.0,843000000.0,3390000000.0,1152900000.0,1130000000.0,1141000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.29,1.29,0.51,1.27,286000000.0,1495000000.0,1495000000.0,,1495000000.0,4924000000.0,9846000000.0,8000000.0,,,1452000000.0,264000000.0,1371000000.0,4924000000.0,4922000000.0,62000000.0,3087000000.0,1835000000.0,-54000000.0,1781000000.0,9846000000.0,1152900000.0,1130000000.0,1141000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.55,1.55,0.68,1.53,337000000.0,1792000000.0,1792000000.0,,1792000000.0,6796000000.0,13265000000.0,12000000.0,,,1926000000.0,529000000.0,1814000000.0,6796000000.0,6469000000.0,83000000.0,4269000000.0,2200000000.0,-71000000.0,2129000000.0,13265000000.0,1152900000.0,1130000000.0,1141000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q2,2012-04-01,2012-06-30,2012-08-03 11:54:45+00:00,0.38,0.38,0.17,0.38,130000000.0,446000000.0,446000000.0,,446000000.0,1684000000.0,3335000000.0,-2000000.0,,,480000000.0,117000000.0,456000000.0,1684000000.0,1651000000.0,20000000.0,1053000000.0,598000000.0,-22000000.0,576000000.0,3335000000.0,1173700000.0,1140000000.0,1154000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.61,0.61,0.34,0.6,227000000.0,711000000.0,711000000.0,,711000000.0,3274000000.0,6456000000.0,-16000000.0,,,989000000.0,280000000.0,918000000.0,3274000000.0,3182000000.0,41000000.0,2187000000.0,995000000.0,-57000000.0,938000000.0,6456000000.0,1173700000.0,1140000000.0,1154000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.39,1.39,0.64,1.37,457000000.0,1609000000.0,1609000000.0,,1609000000.0,6868000000.0,13341000000.0,-31000000.0,,,1858000000.0,692000000.0,1749000000.0,6868000000.0,6473000000.0,77000000.0,4299000000.0,2174000000.0,-108000000.0,2066000000.0,13341000000.0,1173700000.0,1140000000.0,1154000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q1,2012-01-01,2012-03-31,2012-05-04 12:35:07+00:00,0.23,0.23,0.17,0.22,97000000.0,265000000.0,265000000.0,,265000000.0,1590000000.0,3121000000.0,-14000000.0,,,509000000.0,163000000.0,462000000.0,1590000000.0,1531000000.0,21000000.0,1134000000.0,397000000.0,-35000000.0,362000000.0,3121000000.0,1152200000.0,1143000000.0,1165000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.58,1.58,0.6,1.55,564000000.0,1835000000.0,1835000000.0,,1835000000.0,6889000000.0,13464000000.0,-19000000.0,,,1802000000.0,588000000.0,1704000000.0,6889000000.0,6575000000.0,63000000.0,4094000000.0,2481000000.0,-82000000.0,2399000000.0,13464000000.0,1152200000.0,1143000000.0,1165000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,FY,2013-01-01,2013-12-31,2015-02-24 16:24:05+00:00,1.94,1.94,1.07,1.91,592000000.0,2162000000.0,2162000000.0,,2126000000.0,5841000000.0,12205000000.0,17000000.0,,36000000.0,1522000000.0,152000000.0,1858000000.0,5841000000.0,6364000000.0,95000000.0,3532000000.0,2832000000.0,-78000000.0,2754000000.0,12205000000.0,1095900000.0,1098000000.0,1113000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q4,2013-10-01,2013-12-31,,0.47,0.47,0.3,0.45,171000000.0,511000000.0,511000000.0,,475000000.0,1388000000.0,3029000000.0,19000000.0,,36000000.0,346000000.0,145000000.0,463000000.0,1388000000.0,1641000000.0,24000000.0,954000000.0,687000000.0,-5000000.0,682000000.0,3029000000.0,1095900000.0,1098000000.0,1113000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q3,2013-07-01,2013-09-30,2013-11-01 11:22:09+00:00,0.56,0.56,0.28,0.56,187000000.0,629000000.0,629000000.0,,629000000.0,1465000000.0,3244000000.0,-4000000.0,,,368000000.0,102000000.0,465000000.0,1465000000.0,1779000000.0,24000000.0,935000000.0,844000000.0,-28000000.0,816000000.0,3244000000.0,1123200000.0,1096000000.0,1111000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.47,1.47,0.77,1.46,421000000.0,1651000000.0,1651000000.0,,1651000000.0,4453000000.0,9176000000.0,-2000000.0,,,1176000000.0,7000000.0,1395000000.0,4453000000.0,4723000000.0,71000000.0,2578000000.0,2145000000.0,-73000000.0,2072000000.0,9176000000.0,1123200000.0,1096000000.0,1111000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.71,1.71,0.98,1.7,311000000.0,1915000000.0,1915000000.0,,1884000000.0,5986000000.0,12155000000.0,37000000.0,,31000000.0,1601000000.0,457000000.0,1828000000.0,5986000000.0,6169000000.0,94000000.0,3886000000.0,2283000000.0,-57000000.0,2226000000.0,12155000000.0,1123200000.0,1096000000.0,1111000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q2,2013-04-01,2013-06-30,2013-08-02 10:58:35+00:00,0.59,0.59,0.28,0.58,222000000.0,660000000.0,660000000.0,,660000000.0,1477000000.0,3047000000.0,0.0,,,389000000.0,-196000000.0,471000000.0,1477000000.0,1570000000.0,24000000.0,664000000.0,906000000.0,-24000000.0,882000000.0,3047000000.0,1118600000.0,1103000000.0,1117000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.91,0.91,0.49,0.9,234000000.0,1022000000.0,1022000000.0,,1022000000.0,2988000000.0,5932000000.0,2000000.0,,,808000000.0,-95000000.0,930000000.0,2988000000.0,2944000000.0,47000000.0,1643000000.0,1301000000.0,-45000000.0,1256000000.0,5932000000.0,1118600000.0,1103000000.0,1117000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.83,1.83,0.87,1.81,183000000.0,2070000000.0,2070000000.0,,2039000000.0,6171000000.0,12301000000.0,65000000.0,,31000000.0,1696000000.0,339000000.0,1816000000.0,6171000000.0,6130000000.0,91000000.0,3851000000.0,2279000000.0,-26000000.0,2253000000.0,12301000000.0,1118600000.0,1103000000.0,1117000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q1,2013-01-01,2013-03-31,2013-05-03 09:27:09+00:00,0.32,0.32,0.21,0.32,12000000.0,362000000.0,362000000.0,,362000000.0,1511000000.0,2885000000.0,2000000.0,,,419000000.0,101000000.0,459000000.0,1511000000.0,1374000000.0,23000000.0,979000000.0,395000000.0,-21000000.0,374000000.0,2885000000.0,1131300000.0,1107000000.0,1123000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.62,1.62,0.76,1.61,91000000.0,1856000000.0,1856000000.0,,1825000000.0,6378000000.0,12589000000.0,63000000.0,,31000000.0,1787000000.0,652000000.0,1801000000.0,6378000000.0,6211000000.0,87000000.0,4240000000.0,1971000000.0,-24000000.0,1947000000.0,12589000000.0,1131300000.0,1107000000.0,1123000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 13:00:41+00:00,2.61,2.61,1.24,2.57,1053000000.0,2821000000.0,2821000000.0,,2778000000.0,5618000000.0,13045000000.0,21000000.0,,43000000.0,1358000000.0,279000000.0,1843000000.0,5618000000.0,7427000000.0,94000000.0,3480000000.0,3947000000.0,-73000000.0,3874000000.0,13045000000.0,1064400000.0,1065000000.0,1080000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q4,2014-10-01,2014-12-31,,0.77,0.77,0.34,0.75,262000000.0,825000000.0,825000000.0,,805000000.0,1374000000.0,3269000000.0,9000000.0,,20000000.0,311000000.0,55000000.0,429000000.0,1374000000.0,1895000000.0,22000000.0,795000000.0,1100000000.0,-13000000.0,1087000000.0,3269000000.0,1064400000.0,1065000000.0,1080000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 10:41:32+00:00,0.77,0.77,0.3,0.76,329000000.0,826000000.0,826000000.0,,813000000.0,1457000000.0,3501000000.0,3000000.0,,13000000.0,332000000.0,74000000.0,463000000.0,1457000000.0,2044000000.0,23000000.0,869000000.0,1175000000.0,-20000000.0,1155000000.0,3501000000.0,1055800000.0,1060000000.0,1074000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.84,1.84,0.9,1.82,791000000.0,1996000000.0,1996000000.0,,1973000000.0,4244000000.0,9776000000.0,12000000.0,,23000000.0,1047000000.0,224000000.0,1414000000.0,4244000000.0,5532000000.0,72000000.0,2685000000.0,2847000000.0,-60000000.0,2787000000.0,9776000000.0,1055800000.0,1060000000.0,1074000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.31,2.31,1.2,2.27,962000000.0,2507000000.0,2507000000.0,,2448000000.0,5632000000.0,12805000000.0,31000000.0,,59000000.0,1393000000.0,369000000.0,1877000000.0,5632000000.0,7173000000.0,96000000.0,3639000000.0,3534000000.0,-65000000.0,3469000000.0,12805000000.0,1055800000.0,1060000000.0,1074000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 10:40:29+00:00,0.63,0.63,0.3,0.62,278000000.0,683000000.0,683000000.0,,673000000.0,1411000000.0,3292000000.0,3000000.0,,10000000.0,349000000.0,78000000.0,472000000.0,1411000000.0,1881000000.0,24000000.0,899000000.0,982000000.0,-21000000.0,961000000.0,3292000000.0,1068300000.0,1071000000.0,1086000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.07,1.07,0.6,1.06,462000000.0,1170000000.0,1170000000.0,,1160000000.0,2787000000.0,6275000000.0,9000000.0,,10000000.0,715000000.0,150000000.0,951000000.0,2787000000.0,3488000000.0,49000000.0,1816000000.0,1672000000.0,-40000000.0,1632000000.0,6275000000.0,1068300000.0,1071000000.0,1086000000.0
Texas Instruments Inc,TXN,WDJNR2L6D8RWOEB8T652,97476,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.1,2.1,1.18,2.07,820000000.0,2310000000.0,2310000000.0,,2264000000.0,5640000000.0,12548000000.0,24000000.0,,46000000.0,1429000000.0,397000000.0,1879000000.0,5640000000.0,6908000000.0,97000000.0,3705000000.0,3203000000.0,-73000000.0,3130000000.0,12548000000.0,1068300000.0,1071000000.0,1086000000.0
