company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2010.0,FY,,2010-12-31,2012-02-23 17:15:44+00:00,-438640000.0,2374346000.0,0.0,6642923000.0,5120575000.0,1939976000.0,325403000.0,15121919000.0,,4877595000.0,15121919000.0,302658000.0,25240297000.0,3248054000.0,1294329000.0,609510000.0,-2151838000.0,10908335000.0,46373001000.0,4052445000.0,4052445000.0,4052445000.0,42320556000.0,46373001000.0,,17330560000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2010.0,Q3,,2010-09-30,2010-11-03 16:05:26+00:00,-346286000.0,3130401000.0,,6638480000.0,4559946000.0,1939976000.0,332430000.0,16108601000.0,,4901372000.0,16108601000.0,308147000.0,24167459000.0,2975742000.0,1498105000.0,636391000.0,-2127723000.0,10537206000.0,45268613000.0,4164471000.0,4164471000.0,4164471000.0,41104142000.0,45268613000.0,,15276979000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,FY,,2011-12-31,2013-02-26 17:09:59+00:00,-386629000.0,2099839000.0,0.0,7309716000.0,4826256000.0,1934232000.0,285805000.0,12332807000.0,,4230487000.0,12332807000.0,299693000.0,26459985000.0,3100856000.0,1715673000.0,1275587000.0,-1995137000.0,10606357000.0,47940452000.0,4927950000.0,4927950000.0,4927950000.0,43012502000.0,47940452000.0,,21785377000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,Q3,,2011-09-30,2011-11-04 16:01:40+00:00,-375727000.0,1678897000.0,0.0,7310733000.0,5167910000.0,1934232000.0,292342000.0,13002990000.0,,4251568000.0,13002990000.0,305825000.0,25238897000.0,2951644000.0,1648552000.0,1205425000.0,-1988791000.0,10439426000.0,46524658000.0,4946215000.0,4946215000.0,4946215000.0,41578443000.0,46524658000.0,,19985393000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,Q2,,2011-06-30,2011-08-04 16:06:08+00:00,-378859000.0,1369711000.0,0.0,7250691000.0,5661002000.0,1934232000.0,298880000.0,13679679000.0,,4274252000.0,13679679000.0,301153000.0,25998073000.0,3124688000.0,1373759000.0,668004000.0,-2059487000.0,10525883000.0,46984312000.0,4812345000.0,4812345000.0,4812345000.0,42171967000.0,46984312000.0,,19946963000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,Q1,,2011-03-31,2011-05-04 16:07:32+00:00,-418897000.0,1864328000.0,0.0,6923294000.0,5707702000.0,1934232000.0,305418000.0,14340566000.0,,4596754000.0,14340566000.0,300140000.0,25971630000.0,3235600000.0,1410638000.0,319667000.0,-2106605000.0,11219729000.0,47596543000.0,4397792000.0,4397792000.0,4397792000.0,43198751000.0,47596543000.0,,19588890000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2012.0,FY,,2012-12-31,2013-11-07 16:06:30+00:00,-309928000.0,2761494000.0,0.0,7322118000.0,5804041000.0,1934232000.0,260622000.0,,10098723000.0,3025898000.0,,288170000.0,28392552000.0,2778321000.0,1644236000.0,376898000.0,-2107720000.0,9419583000.0,47386739000.0,4904470000.0,4904470000.0,4904470000.0,42482269000.0,47386739000.0,,23084238000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2012.0,Q3,,2012-09-30,2012-11-01 16:50:20+00:00,-303403000.0,2825012000.0,0.0,7318918000.0,5608253000.0,1934232000.0,266918000.0,10627434000.0,,3831312000.0,10627434000.0,294517000.0,29127826000.0,2647504000.0,1679856000.0,1434330000.0,-1921661000.0,10622757000.0,50355605000.0,5093854000.0,5093854000.0,5093854000.0,45261751000.0,50355605000.0,,24717405000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2012.0,Q2,,2012-06-30,2012-08-03 16:06:18+00:00,-340699000.0,1378454000.0,0.0,7313344000.0,5804350000.0,1934232000.0,273213000.0,11225848000.0,,4242661000.0,11225848000.0,297344000.0,27911100000.0,2834393000.0,2076151000.0,761485000.0,-1893036000.0,9846309000.0,49155830000.0,5079609000.0,5079609000.0,5079609000.0,44076221000.0,49155830000.0,,24646511000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2012.0,Q1,,2012-03-31,2012-05-04 16:06:54+00:00,-341617000.0,2018438000.0,0.0,7310064000.0,5285791000.0,1934232000.0,279509000.0,11796468000.0,,4230276000.0,11796468000.0,298425000.0,29581388000.0,3071522000.0,1715713000.0,1411678000.0,-1932546000.0,10728466000.0,51291744000.0,5035901000.0,5035901000.0,5035901000.0,46255843000.0,51291744000.0,,25195681000.0
