company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 16:15:15+00:00,35746000.0,-10.04,-10.04,,82483000.0,-10.04,,-469535000.0,2469940000.0,1201934000.0,175250000.0,-511790000.0,-809384000.0,297594000.0,-511790000.0,1268006000.0,85766000.0,-195483000.0,-330634000.0,,,,84882000.0,466825000.0,252640000.0,,,31258000.0,1583666000.0,29502000.0,383385000.0,1201934000.0,2469940000.0,1290215000.0,657590000.0,-1278919000.0,1925596000.0,515551000.0,51000000.0,50986000.0,50986000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 17:15:44+00:00,29737000.0,-11.85,-11.85,,83337000.0,-11.85,,-537669000.0,1832558000.0,571956000.0,114399000.0,-1297762000.0,-1297762000.0,,-1297762000.0,1260602000.0,78360000.0,80011000.0,-1311006000.0,,,,88053000.0,456354000.0,240357000.0,,,94258000.0,1498112000.0,20652000.0,366232000.0,571956000.0,1832558000.0,1243329000.0,956414000.0,-1835431000.0,2217016000.0,547993000.0,109500000.0,109544000.0,109544000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 16:05:26+00:00,7433000.0,-6.74,-6.74,,21149000.0,-6.74,,-296658000.0,440038000.0,118660000.0,19438000.0,-854691000.0,-854691000.0,,-854691000.0,321378000.0,19569000.0,22750000.0,-1077740000.0,,,,24888000.0,113651000.0,61778000.0,,,19993000.0,347222000.0,2497000.0,97984000.0,118660000.0,440038000.0,301714000.0,253949000.0,-1151349000.0,575327000.0,144533000.0,126800000.0,126849000.0,126849000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:09:59+00:00,28475000.0,-0.13,-0.13,,87931000.0,-0.13,,25331000.0,1546713000.0,320430000.0,132150000.0,-28472000.0,-28472000.0,,-28472000.0,1226283000.0,70915000.0,128542000.0,-159027000.0,,,,103346000.0,405988000.0,188704000.0,,,77728000.0,779412000.0,14346000.0,325044000.0,320430000.0,1546713000.0,1142577000.0,851592000.0,-3141000.0,2077875000.0,431000000.0,219000000.0,211302000.0,211302000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2010.0,Q4,2010-10-01,2010-12-31,,14217000.0,0.05,0.05,,44089000.0,0.05,,16283000.0,763681000.0,156730000.0,68425000.0,10961000.0,-36876000.0,,10961000.0,606951000.0,34852000.0,52592000.0,-84047000.0,47837000.0,-47837000.0,,55623000.0,225144000.0,92600000.0,,,38642000.0,359450000.0,8019000.0,162050000.0,156730000.0,763681000.0,580347000.0,429046000.0,27244000.0,1035997000.0,228231000.0,219000000.0,211302000.0,211302000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2010.0,Q3YTD,2010-01-01,2010-09-30,,14258000.0,-0.18,-0.18,,43842000.0,-0.18,,9048000.0,783032000.0,163700000.0,63725000.0,-39433000.0,8404000.0,,-39433000.0,619332000.0,36063000.0,75950000.0,-74980000.0,-47837000.0,47837000.0,,47723000.0,180844000.0,96104000.0,,,39086000.0,419962000.0,6327000.0,162994000.0,163700000.0,783032000.0,562230000.0,422546000.0,-30385000.0,1041878000.0,202769000.0,210100000.0,220415000.0,289271000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2010.0,Q2YTD,2010-01-01,2010-06-30,,14283000.0,-0.06,-0.06,,42647000.0,-0.06,,-909000.0,788746000.0,166322000.0,67912000.0,-12761000.0,35076000.0,,-12761000.0,622424000.0,35821000.0,77954000.0,-82059000.0,-47837000.0,47837000.0,,54917000.0,202089000.0,103213000.0,,,38575000.0,433645000.0,1520000.0,168150000.0,166322000.0,788746000.0,570997000.0,468890000.0,-13670000.0,1091314000.0,232806000.0,206300000.0,211642000.0,289150000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,Q4,2011-10-01,2011-12-31,,6538000.0,-0.02,-0.02,,21939000.0,-0.02,,7164000.0,366519000.0,77261000.0,36530000.0,-6346000.0,-6346000.0,,-6346000.0,289258000.0,17842000.0,20524000.0,-47894000.0,,,,24682000.0,116190000.0,36735000.0,,,25154000.0,123036000.0,1650000.0,88673000.0,77261000.0,366519000.0,304260000.0,176494000.0,818000.0,465752000.0,94553000.0,265600000.0,267291000.0,289822000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:13:07+00:00,26151000.0,0.59,0.59,,89583000.0,0.54,0.0,28629000.0,1532339000.0,312380000.0,145172000.0,156701000.0,156701000.0,,156701000.0,1219959000.0,68840000.0,105326000.0,-175751000.0,,,,105359000.0,458364000.0,169712000.0,,,105442000.0,440614000.0,7706000.0,333646000.0,312380000.0,1532339000.0,1234904000.0,816640000.0,185330000.0,2036599000.0,436243000.0,265600000.0,267291000.0,289822000.0
E*TRADE Financial Corp,ETFC,549300LYE2HSVYJFJD24,1015780,2011.0,Q3YTD,2011-01-01,2011-09-30,,19613000.0,0.57,0.57,,67644000.0,0.57,,21465000.0,1165820000.0,235119000.0,108642000.0,163047000.0,163047000.0,,163047000.0,930701000.0,50998000.0,84802000.0,-127857000.0,,,,80677000.0,342174000.0,132977000.0,,,80288000.0,317578000.0,6056000.0,244973000.0,235119000.0,1165820000.0,930644000.0,640146000.0,184512000.0,1570847000.0,341690000.0,282800000.0,283807000.0,289706000.0
