company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,premiumsearned,propertyliabilityinsuranceclaims,restructuringcharge,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cincinnati Financial Corp,CINF,,20286,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:54:26+00:00,2.63,2.63,,2.62,111000000.0,53000000.0,429000000.0,429000000.0,429000000.0,-53000000.0,675000000.0,,,,22000000.0,13000000.0,3136000000.0,2193000000.0,1016000000.0,53000000.0,3231000000.0,3824000000.0,540000000.0,3771000000.0,163100000.0,163100000.0,163700000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:04:13+00:00,2.66,2.66,1.57,2.65,150000000.0,55000000.0,432000000.0,432000000.0,432000000.0,-55000000.0,837000000.0,,,,20000000.0,12000000.0,3054000000.0,2242000000.0,1004000000.0,55000000.0,3266000000.0,3903000000.0,582000000.0,3848000000.0,162595041.0,162595041.0,162595041.0
Cincinnati Financial Corp,CINF,,20286,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 16:51:28+00:00,1.05,1.05,,1.05,73000000.0,14000000.0,171000000.0,171000000.0,171000000.0,-14000000.0,237000000.0,,,,4000000.0,4000000.0,766000000.0,498000000.0,247000000.0,14000000.0,749000000.0,1007000000.0,244000000.0,993000000.0,162900000.0,162900000.0,162900000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,Q2,2009-04-01,2009-06-30,2010-07-28 19:05:51+00:00,-0.12,-0.12,,-0.12,-31000000.0,14000000.0,-19000000.0,-19000000.0,-19000000.0,-14000000.0,101000000.0,,,,4000000.0,3000000.0,770000000.0,658000000.0,248000000.0,14000000.0,910000000.0,874000000.0,-50000000.0,860000000.0,158300000.0,158300000.0,158300000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q4,2010-10-01,2010-12-31,,0.78,0.76,1.59,0.76,47000000.0,14000000.0,124000000.0,124000000.0,124000000.0,-14000000.0,149000000.0,,,,5000000.0,3000000.0,784000000.0,494000000.0,252000000.0,14000000.0,751000000.0,936000000.0,171000000.0,922000000.0,162778000.0,162778000.0,162778000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:19:15+00:00,2.32,2.3,1.59,2.3,123000000.0,54000000.0,375000000.0,375000000.0,375000000.0,-54000000.0,677000000.0,,,,16000000.0,13000000.0,3082000000.0,2180000000.0,1024000000.0,54000000.0,3220000000.0,3772000000.0,498000000.0,3718000000.0,162778000.0,162778000.0,162778000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q3,2010-07-01,2010-09-30,2010-10-27 16:51:28+00:00,0.95,0.95,,0.95,65000000.0,13000000.0,156000000.0,156000000.0,156000000.0,-13000000.0,283000000.0,,,,4000000.0,4000000.0,784000000.0,575000000.0,258000000.0,13000000.0,837000000.0,1071000000.0,221000000.0,1058000000.0,164200000.0,164200000.0,164200000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.54,1.54,,1.54,76000000.0,40000000.0,251000000.0,251000000.0,251000000.0,-40000000.0,528000000.0,,,,11000000.0,10000000.0,2298000000.0,1686000000.0,772000000.0,40000000.0,2469000000.0,2836000000.0,327000000.0,2796000000.0,164200000.0,164200000.0,164200000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q2,2010-04-01,2010-06-30,2010-07-28 19:05:51+00:00,0.17,0.17,,0.17,-6000000.0,13000000.0,27000000.0,27000000.0,27000000.0,-13000000.0,107000000.0,,,,3000000.0,3000000.0,768000000.0,595000000.0,246000000.0,13000000.0,844000000.0,878000000.0,21000000.0,865000000.0,158800000.0,158800000.0,158800000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.59,0.59,,0.59,11000000.0,27000000.0,95000000.0,95000000.0,95000000.0,-27000000.0,245000000.0,,,,7000000.0,6000000.0,1514000000.0,1111000000.0,514000000.0,27000000.0,1632000000.0,1765000000.0,106000000.0,1738000000.0,158800000.0,158800000.0,158800000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 16:56:00+00:00,0.42,0.42,,0.42,17000000.0,14000000.0,68000000.0,68000000.0,68000000.0,-14000000.0,138000000.0,,,,4000000.0,3000000.0,746000000.0,516000000.0,268000000.0,14000000.0,788000000.0,887000000.0,85000000.0,873000000.0,161900000.0,161900000.0,161900000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 15:43:26+00:00,1.01,1.01,,1.01,9000000.0,54000000.0,164000000.0,164000000.0,164000000.0,-54000000.0,595000000.0,,,,13000000.0,14000000.0,3194000000.0,2524000000.0,1039000000.0,54000000.0,3576000000.0,3803000000.0,173000000.0,3749000000.0,162400000.0,162400000.0,162400000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q4,2011-10-01,2011-12-31,,0.81,0.81,,0.81,51000000.0,14000000.0,132000000.0,132000000.0,132000000.0,-14000000.0,125000000.0,,,,-1000000.0,3000000.0,827000000.0,492000000.0,267000000.0,14000000.0,758000000.0,955000000.0,183000000.0,941000000.0,162400000.0,162400000.0,162400000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 16:39:03+00:00,0.12,0.12,,0.12,-8000000.0,13000000.0,19000000.0,19000000.0,19000000.0,-13000000.0,128000000.0,,,,4000000.0,4000000.0,812000000.0,656000000.0,260000000.0,13000000.0,920000000.0,944000000.0,11000000.0,931000000.0,158300000.0,158300000.0,158300000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.2,0.2,,0.2,-42000000.0,40000000.0,32000000.0,32000000.0,32000000.0,-40000000.0,470000000.0,,,,14000000.0,11000000.0,2367000000.0,2032000000.0,772000000.0,40000000.0,2818000000.0,2848000000.0,-10000000.0,2808000000.0,158300000.0,158300000.0,158300000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.98,0.96,1.59,0.96,5000000.0,54000000.0,156000000.0,156000000.0,156000000.0,-54000000.0,619000000.0,,,,19000000.0,14000000.0,3151000000.0,2526000000.0,1024000000.0,54000000.0,3569000000.0,3784000000.0,161000000.0,3730000000.0,158300000.0,158300000.0,158300000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q2,2011-04-01,2011-06-30,2011-07-27 16:31:03+00:00,-0.3,-0.3,,-0.3,-48000000.0,14000000.0,-49000000.0,-49000000.0,-49000000.0,-14000000.0,199000000.0,,,,6000000.0,3000000.0,773000000.0,801000000.0,251000000.0,14000000.0,1058000000.0,975000000.0,-97000000.0,961000000.0,163300000.0,163300000.0,163300000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.08,0.08,,0.08,-34000000.0,27000000.0,13000000.0,13000000.0,13000000.0,-27000000.0,342000000.0,,,,10000000.0,7000000.0,1555000000.0,1376000000.0,512000000.0,27000000.0,1898000000.0,1904000000.0,-21000000.0,1877000000.0,163300000.0,163300000.0,163300000.0
