company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Cincinnati Financial Corp,CINF,,20286,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:54:26+00:00,197000000.0,53000000.0,32000000.0,120000000.0,,,-1210000000.0,1509000000.0,484000000.0,-1210000000.0,1509000000.0,484000000.0,783000000.0,429000000.0,429000000.0,-97000000.0,-801000000.0,741000000.0,-250000000.0,-2500000000.0,-36000000.0,-20000000.0,-139000000.0,3304000000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,Q4,2009-10-01,2009-12-31,,17000000.0,-83000000.0,17000000.0,95000000.0,,,-23000000.0,-31000000.0,163000000.0,-23000000.0,-31000000.0,163000000.0,109000000.0,245000000.0,245000000.0,-194000000.0,40000000.0,,-63000000.0,-517000000.0,-11000000.0,,,497000000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:04:13+00:00,74000000.0,-55000000.0,38000000.0,267000000.0,,,-162000000.0,-815000000.0,525000000.0,-162000000.0,-815000000.0,525000000.0,-452000000.0,432000000.0,432000000.0,-212000000.0,87000000.0,,-249000000.0,-2974000000.0,-42000000.0,,,2201000000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-27 16:51:28+00:00,57000000.0,28000000.0,21000000.0,172000000.0,,,-139000000.0,-784000000.0,362000000.0,-139000000.0,-784000000.0,362000000.0,-561000000.0,187000000.0,187000000.0,-18000000.0,47000000.0,,-186000000.0,-2457000000.0,-31000000.0,,0.0,1704000000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,Q3,2009-07-01,2009-09-30,,-27000000.0,,7000000.0,110000000.0,,,-12000000.0,1000000.0,205000000.0,-12000000.0,1000000.0,205000000.0,194000000.0,170000000.0,170000000.0,-82000000.0,50000000.0,,-62000000.0,-372000000.0,-11000000.0,,,384000000.0
Cincinnati Financial Corp,CINF,,20286,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-28 19:05:51+00:00,84000000.0,28000000.0,14000000.0,62000000.0,,,-127000000.0,-785000000.0,157000000.0,-127000000.0,-785000000.0,157000000.0,-755000000.0,17000000.0,17000000.0,64000000.0,-3000000.0,,-124000000.0,-2085000000.0,-20000000.0,,0.0,1320000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q4,2010-10-01,2010-12-31,,54000000.0,26000000.0,11000000.0,-56000000.0,,,-47000000.0,-127000000.0,114000000.0,-47000000.0,-127000000.0,114000000.0,-60000000.0,124000000.0,124000000.0,35000000.0,16000000.0,,-63000000.0,-468000000.0,-3000000.0,,,344000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:19:15+00:00,167000000.0,53000000.0,41000000.0,186000000.0,,,-174000000.0,-529000000.0,531000000.0,-174000000.0,-529000000.0,531000000.0,-172000000.0,375000000.0,375000000.0,-71000000.0,88000000.0,,-252000000.0,-1906000000.0,-17000000.0,,-10000000.0,1394000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 16:31:51+00:00,113000000.0,27000000.0,30000000.0,242000000.0,,0.0,-127000000.0,-402000000.0,417000000.0,-127000000.0,-402000000.0,417000000.0,-112000000.0,251000000.0,251000000.0,-106000000.0,72000000.0,,-189000000.0,-1438000000.0,-14000000.0,,-10000000.0,1050000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q3TTM,2009-10-01,2010-09-30,,130000000.0,-56000000.0,47000000.0,337000000.0,,,-150000000.0,-433000000.0,580000000.0,-150000000.0,-433000000.0,580000000.0,-3000000.0,496000000.0,496000000.0,-300000000.0,112000000.0,,-252000000.0,-1955000000.0,-25000000.0,,-10000000.0,1547000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q3,2010-07-01,2010-09-30,,1000000.0,,13000000.0,130000000.0,,,-57000000.0,13000000.0,164000000.0,-57000000.0,13000000.0,164000000.0,120000000.0,156000000.0,156000000.0,-135000000.0,6000000.0,,-63000000.0,-512000000.0,-3000000.0,,,528000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-28 19:05:51+00:00,112000000.0,27000000.0,17000000.0,112000000.0,,,-70000000.0,-415000000.0,253000000.0,-70000000.0,-415000000.0,253000000.0,-232000000.0,95000000.0,95000000.0,29000000.0,66000000.0,,-126000000.0,-926000000.0,-11000000.0,,-10000000.0,522000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q2TTM,2009-07-01,2010-06-30,,102000000.0,-56000000.0,41000000.0,317000000.0,,,-105000000.0,-445000000.0,621000000.0,-105000000.0,-445000000.0,621000000.0,71000000.0,510000000.0,510000000.0,-247000000.0,156000000.0,,-251000000.0,-1815000000.0,-33000000.0,,-10000000.0,1403000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q2,2010-04-01,2010-06-30,,45000000.0,27000000.0,7000000.0,90000000.0,,,-44000000.0,-176000000.0,143000000.0,-44000000.0,-176000000.0,143000000.0,-77000000.0,27000000.0,27000000.0,19000000.0,29000000.0,,-63000000.0,-400000000.0,-3000000.0,,-10000000.0,227000000.0
Cincinnati Financial Corp,CINF,,20286,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 16:56:00+00:00,67000000.0,0.0,10000000.0,22000000.0,,,-26000000.0,-239000000.0,110000000.0,-26000000.0,-239000000.0,110000000.0,-155000000.0,68000000.0,68000000.0,10000000.0,37000000.0,,-63000000.0,-526000000.0,-8000000.0,,,295000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 15:43:26+00:00,51000000.0,53000000.0,42000000.0,65000000.0,,55000000.0,-186000000.0,-8000000.0,247000000.0,-186000000.0,-8000000.0,247000000.0,53000000.0,164000000.0,164000000.0,-24000000.0,46000000.0,,-255000000.0,-1456000000.0,-7000000.0,,-32000000.0,1455000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q4,2011-10-01,2011-12-31,,-2000000.0,26000000.0,4000000.0,-78000000.0,,,-32000000.0,63000000.0,99000000.0,-32000000.0,63000000.0,99000000.0,130000000.0,134000000.0,134000000.0,39000000.0,34000000.0,,-64000000.0,-320000000.0,5000000.0,,-2000000.0,378000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 16:39:03+00:00,53000000.0,27000000.0,38000000.0,143000000.0,,55000000.0,-154000000.0,-71000000.0,148000000.0,-154000000.0,-71000000.0,148000000.0,-77000000.0,30000000.0,30000000.0,-63000000.0,12000000.0,,-191000000.0,-1136000000.0,-12000000.0,,-30000000.0,1077000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q3TTM,2010-10-01,2011-09-30,,107000000.0,53000000.0,49000000.0,87000000.0,,55000000.0,-201000000.0,-198000000.0,262000000.0,-201000000.0,-198000000.0,262000000.0,-137000000.0,154000000.0,154000000.0,-28000000.0,28000000.0,,-254000000.0,-1604000000.0,-15000000.0,,-30000000.0,1421000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q3,2011-07-01,2011-09-30,,-2000000.0,,15000000.0,122000000.0,,55000000.0,-52000000.0,-97000000.0,144000000.0,-52000000.0,-97000000.0,144000000.0,-5000000.0,17000000.0,17000000.0,-10000000.0,-13000000.0,,-64000000.0,-375000000.0,-8000000.0,,-30000000.0,286000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-27 16:31:03+00:00,55000000.0,27000000.0,23000000.0,21000000.0,,,-102000000.0,26000000.0,4000000.0,-102000000.0,26000000.0,4000000.0,-72000000.0,13000000.0,13000000.0,-53000000.0,25000000.0,,-127000000.0,-761000000.0,-4000000.0,,0.0,791000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q2TTM,2010-07-01,2011-06-30,,110000000.0,53000000.0,47000000.0,95000000.0,,,-206000000.0,-88000000.0,282000000.0,-206000000.0,-88000000.0,282000000.0,-12000000.0,293000000.0,293000000.0,-153000000.0,47000000.0,,-253000000.0,-1741000000.0,-10000000.0,,,1663000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q2,2011-04-01,2011-06-30,,54000000.0,27000000.0,12000000.0,31000000.0,,,-69000000.0,56000000.0,-53000000.0,-69000000.0,56000000.0,-53000000.0,-66000000.0,-48000000.0,-48000000.0,-48000000.0,-6000000.0,,-63000000.0,-417000000.0,-2000000.0,,,475000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 16:45:32+00:00,1000000.0,0.0,11000000.0,-10000000.0,,,-33000000.0,-30000000.0,57000000.0,-33000000.0,-30000000.0,57000000.0,-6000000.0,61000000.0,61000000.0,-5000000.0,31000000.0,,-64000000.0,-344000000.0,-2000000.0,,,316000000.0
Cincinnati Financial Corp,CINF,,20286,2011.0,Q1TTM,2010-04-01,2011-03-31,,101000000.0,53000000.0,42000000.0,154000000.0,,,-181000000.0,-320000000.0,478000000.0,-181000000.0,-320000000.0,478000000.0,-23000000.0,368000000.0,368000000.0,-86000000.0,82000000.0,,-253000000.0,-1724000000.0,-11000000.0,,-10000000.0,1415000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q4,2012-10-01,2012-12-31,,30000000.0,26000000.0,12000000.0,-31000000.0,,,-87000000.0,-47000000.0,205000000.0,-87000000.0,-47000000.0,205000000.0,71000000.0,192000000.0,192000000.0,32000000.0,-22000000.0,,-65000000.0,-361000000.0,-1000000.0,,,315000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 08:07:25+00:00,38000000.0,54000000.0,44000000.0,129000000.0,,0.0,-285000000.0,-304000000.0,638000000.0,-285000000.0,-304000000.0,638000000.0,49000000.0,421000000.0,421000000.0,44000000.0,-29000000.0,,-256000000.0,-1624000000.0,-6000000.0,,0.0,1326000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-24 16:12:39+00:00,8000000.0,28000000.0,32000000.0,160000000.0,,,-198000000.0,-257000000.0,433000000.0,-198000000.0,-257000000.0,433000000.0,-22000000.0,229000000.0,229000000.0,12000000.0,-7000000.0,,-191000000.0,-1263000000.0,-5000000.0,,,1011000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q3TTM,2011-10-01,2012-09-30,,6000000.0,54000000.0,36000000.0,82000000.0,,,-230000000.0,-194000000.0,532000000.0,-230000000.0,-194000000.0,532000000.0,108000000.0,363000000.0,363000000.0,51000000.0,27000000.0,,-255000000.0,-1583000000.0,,,-2000000.0,1389000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q3,2012-07-01,2012-09-30,,-11000000.0,1000000.0,10000000.0,39000000.0,,,-62000000.0,47000000.0,168000000.0,-62000000.0,47000000.0,168000000.0,153000000.0,111000000.0,111000000.0,8000000.0,1000000.0,,-63000000.0,-432000000.0,-1000000.0,,,480000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-25 16:17:51+00:00,19000000.0,27000000.0,22000000.0,121000000.0,,,-136000000.0,-304000000.0,265000000.0,-136000000.0,-304000000.0,265000000.0,-175000000.0,118000000.0,118000000.0,4000000.0,-8000000.0,,-128000000.0,-831000000.0,-4000000.0,,,531000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q2TTM,2011-07-01,2012-06-30,,15000000.0,53000000.0,41000000.0,165000000.0,,55000000.0,-220000000.0,-338000000.0,508000000.0,-220000000.0,-338000000.0,508000000.0,-50000000.0,269000000.0,269000000.0,33000000.0,13000000.0,,-256000000.0,-1526000000.0,-7000000.0,,-32000000.0,1195000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q2,2012-04-01,2012-06-30,,19000000.0,27000000.0,11000000.0,76000000.0,,,-74000000.0,-204000000.0,117000000.0,-74000000.0,-204000000.0,117000000.0,-161000000.0,32000000.0,32000000.0,-2000000.0,-10000000.0,,-64000000.0,-422000000.0,-2000000.0,,,220000000.0
