company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2007.0,FY,2006-10-01,2007-09-30,2009-11-18 15:33:39+00:00,9.37,9.37,1.16,9.23,219300000.0,1487800000.0,569300000.0,918500000.0,1487800000.0,,2906600000.0,5003900000.0,,,33300000.0,1278600000.0,2906600000.0,2130600000.0,63400000.0,,1278600000.0,852000000.0,-63400000.0,788600000.0,5037200000.0,158800000.0,158700000.0,161200000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2008.0,FY,2007-10-01,2008-09-30,2010-11-18 11:39:32+00:00,3.94,3.94,1.16,3.89,231300000.0,577600000.0,577600000.0,,577600000.0,,3357100000.0,5697800000.0,,-18500000.0,,1482100000.0,3357100000.0,2340700000.0,68200000.0,,1463600000.0,877100000.0,-68200000.0,808900000.0,5697800000.0,146600000.0,146500000.0,148100000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2008.0,Q3,2008-04-01,2008-06-30,2009-08-04 10:40:25+00:00,1.04,1.04,0.58,1.03,60900000.0,152600000.0,152600000.0,0.0,152600000.0,,869400000.0,1475000000.0,,,2100000.0,377600000.0,869400000.0,607700000.0,16600000.0,,377600000.0,230100000.0,-16600000.0,213500000.0,1477100000.0,146700000.0,146300000.0,148100000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q4,2009-07-01,2009-09-30,,0.21,0.21,,0.2,-100000.0,28900000.0,28900000.0,,28900000.0,,709100000.0,1074400000.0,,7000000.0,2500000.0,316800000.0,709100000.0,367800000.0,15200000.0,,323800000.0,44000000.0,-15200000.0,28800000.0,1076900000.0,141500000.0,141600000.0,142400000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,FY,2008-10-01,2009-09-30,2011-11-14 13:43:57+00:00,1.56,1.56,1.16,1.55,56000000.0,220700000.0,217900000.0,2800000.0,220700000.0,,2763000000.0,4332500000.0,,6700000.0,,1228000000.0,2763000000.0,1569500000.0,60900000.0,,1234700000.0,334800000.0,-60900000.0,273900000.0,4332500000.0,141500000.0,141600000.0,142400000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q3,2009-04-01,2009-06-30,2010-08-05 11:47:35+00:00,0.23,0.23,0.58,0.23,17400000.0,32800000.0,32800000.0,,32800000.0,,640600000.0,1010800000.0,,-400000.0,,305000000.0,640600000.0,370200000.0,15400000.0,,304600000.0,65600000.0,-15400000.0,50200000.0,1010800000.0,142600000.0,141700000.0,142300000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q3YTD,2008-10-01,2009-06-30,,1.35,1.35,1.16,1.35,56100000.0,191800000.0,189000000.0,2800000.0,191800000.0,,2053900000.0,3258100000.0,,-300000.0,-2500000.0,911200000.0,2053900000.0,1201700000.0,45700000.0,,910900000.0,290800000.0,-45700000.0,245100000.0,3255600000.0,142600000.0,141700000.0,142300000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q2YTD,2008-10-01,2009-03-31,,1.12,1.12,0.58,1.12,38700000.0,159000000.0,156200000.0,2800000.0,159000000.0,,1413300000.0,2247300000.0,,100000.0,-2500000.0,606200000.0,1413300000.0,831500000.0,30300000.0,,606300000.0,225200000.0,-30300000.0,194900000.0,2244800000.0,140000000.0,141500000.0,142000000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q2,2009-01-01,2009-03-31,2010-05-05 15:17:20+00:00,0.29,0.29,0.29,0.29,14800000.0,40600000.0,40600000.0,,40600000.0,,694500000.0,1058100000.0,,100000.0,,292800000.0,694500000.0,363600000.0,15300000.0,,292900000.0,70700000.0,-15300000.0,55400000.0,1058100000.0,140000000.0,141500000.0,142000000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q1,2008-10-01,2008-12-31,2010-02-08 16:05:40+00:00,0.83,0.83,0.29,0.83,23900000.0,118400000.0,115600000.0,2800000.0,118400000.0,,718800000.0,1189200000.0,,,-2500000.0,313400000.0,718800000.0,467900000.0,15000000.0,,313400000.0,154500000.0,-15000000.0,139500000.0,1186700000.0,142700000.0,141600000.0,142100000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q4,2010-07-01,2010-09-30,,0.92,0.92,,0.91,26500000.0,131300000.0,131300000.0,,131300000.0,,827700000.0,1356900000.0,,1900000.0,,354300000.0,827700000.0,529200000.0,15200000.0,,356200000.0,173000000.0,-15200000.0,157800000.0,1356900000.0,142400000.0,142000000.0,144000000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,FY,2009-10-01,2010-09-30,2012-11-19 16:14:47+00:00,3.26,3.26,1.22,3.22,103800000.0,464300000.0,440400000.0,23900000.0,464300000.0,,2920600000.0,4857000000.0,,8400000.0,,1323300000.0,2920600000.0,1936400000.0,60500000.0,,1331700000.0,604700000.0,-60500000.0,544200000.0,4857000000.0,142400000.0,142000000.0,144000000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q3YTD,2009-10-01,2010-06-30,,2.34,2.34,1.22,2.31,77300000.0,333000000.0,309100000.0,23900000.0,333000000.0,,2092900000.0,3500100000.0,,6500000.0,,969000000.0,2092900000.0,1407200000.0,45300000.0,,975500000.0,431700000.0,-45300000.0,386400000.0,3500100000.0,142100000.0,142000000.0,144300000.0
