company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2007.0,FY,2006-10-01,2007-09-30,2009-11-18 15:33:39+00:00,-249500000.0,24400000.0,93500000.0,,38800000.0,-299400000.0,0.0,-1673100000.0,1398900000.0,444900000.0,-1673100000.0,1398900000.0,444900000.0,216100000.0,1487800000.0,569300000.0,918500000.0,57100000.0,92000000.0,-3200000.0,6600000.0,-184700000.0,0.0,-131000000.0,-61100000.0,-1519300000.0,32100000.0,1750500000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2008.0,Q4,2008-07-01,2008-09-30,,1600000.0,8400000.0,27200000.0,,-16100000.0,64800000.0,-160900000.0,-406400000.0,-45800000.0,244500000.0,-406400000.0,-45800000.0,244500000.0,-223700000.0,125600000.0,125600000.0,,18500000.0,1700000.0,,100000.0,-41800000.0,,-48200000.0,-73200000.0,-132200000.0,,800000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2008.0,FY,2007-10-01,2008-09-30,2010-11-18 11:39:32+00:00,-110800000.0,35200000.0,101300000.0,,30700000.0,-184400000.0,493500000.0,-442800000.0,-220700000.0,596800000.0,-442800000.0,-220700000.0,596800000.0,-42000000.0,577600000.0,577600000.0,,67100000.0,17800000.0,-2900000.0,-6000000.0,-170200000.0,,-151000000.0,-424800000.0,-359100000.0,36300000.0,7700000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2008.0,Q3YTD,2007-10-01,2008-06-30,2009-08-04 10:40:25+00:00,-112400000.0,26800000.0,74100000.0,,46800000.0,-249200000.0,654400000.0,-36400000.0,-174900000.0,352300000.0,-36400000.0,-174900000.0,352300000.0,181700000.0,452000000.0,452000000.0,0.0,48600000.0,16100000.0,-2900000.0,-6100000.0,-128400000.0,0.0,-102800000.0,-351600000.0,-226900000.0,36300000.0,6900000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q4,2009-07-01,2009-09-30,,-600000.0,8000000.0,27300000.0,,7100000.0,31800000.0,,-36300000.0,-25300000.0,117800000.0,-36300000.0,-25300000.0,117800000.0,63300000.0,28900000.0,28900000.0,,21800000.0,5000000.0,,,-41200000.0,,-30500000.0,-100000.0,,,5800000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,FY,2008-10-01,2009-09-30,2011-11-14 13:43:57+00:00,-30700000.0,32400000.0,101700000.0,,-24500000.0,96000000.0,,-307400000.0,-132400000.0,526400000.0,-307400000.0,-132400000.0,526400000.0,61600000.0,220700000.0,217900000.0,2800000.0,78400000.0,13700000.0,-4100000.0,-500000.0,-164500000.0,-8400000.0,-98000000.0,-103100000.0,-53500000.0,,8800000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q3YTD,2008-10-01,2009-06-30,2010-08-05 11:47:35+00:00,-30100000.0,24400000.0,74400000.0,,-31600000.0,64200000.0,,-271100000.0,-107100000.0,408600000.0,-271100000.0,-107100000.0,408600000.0,-1700000.0,191800000.0,189000000.0,2800000.0,56600000.0,8700000.0,-4100000.0,-500000.0,-123300000.0,-8400000.0,-67500000.0,-103000000.0,-53500000.0,,3000000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q3TTM,2008-07-01,2009-06-30,,-28500000.0,32800000.0,101600000.0,,-47700000.0,129000000.0,-160900000.0,-677500000.0,-152900000.0,653100000.0,-677500000.0,-152900000.0,653100000.0,-225400000.0,317400000.0,314600000.0,2800000.0,75100000.0,10400000.0,-4100000.0,-400000.0,-165100000.0,-8400000.0,-115700000.0,-176200000.0,-185700000.0,,3800000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q3,2009-04-01,2009-06-30,,-600000.0,8100000.0,26300000.0,,15200000.0,100700000.0,,-113200000.0,-30700000.0,189900000.0,-113200000.0,-30700000.0,189900000.0,61000000.0,32800000.0,32800000.0,,22000000.0,3000000.0,,-200000.0,-41100000.0,-8400000.0,-21800000.0,-75100000.0,,,100000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q2,2009-01-01,2009-03-31,,-29500000.0,7900000.0,24200000.0,,-10500000.0,79000000.0,-75000000.0,-142500000.0,-51100000.0,169900000.0,-142500000.0,-51100000.0,169900000.0,-34500000.0,40600000.0,40600000.0,,18200000.0,1400000.0,-4900000.0,-300000.0,-41200000.0,,-18300000.0,-27700000.0,,,1600000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q2YTD,2008-10-01,2009-03-31,2010-05-05 15:17:20+00:00,-29500000.0,16300000.0,48100000.0,,-46800000.0,-36500000.0,,-157900000.0,-76400000.0,218700000.0,-157900000.0,-76400000.0,218700000.0,-62700000.0,159000000.0,156200000.0,2800000.0,34600000.0,5700000.0,-4100000.0,-300000.0,-82200000.0,,-45700000.0,-27900000.0,-53500000.0,,2900000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2009.0,Q1,2008-10-01,2008-12-31,2010-02-08 16:05:40+00:00,,8400000.0,23900000.0,,-36300000.0,-115500000.0,75000000.0,-15400000.0,-25300000.0,48800000.0,-15400000.0,-25300000.0,48800000.0,-28200000.0,118400000.0,115600000.0,2800000.0,16400000.0,4300000.0,800000.0,0.0,-41000000.0,,-27400000.0,-200000.0,-53500000.0,,1300000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q4,2010-07-01,2010-09-30,,,8400000.0,24700000.0,,34400000.0,-135600000.0,,-67700000.0,-39300000.0,60600000.0,-67700000.0,-39300000.0,60600000.0,-12600000.0,131300000.0,131300000.0,,31800000.0,10300000.0,,-600000.0,-49600000.0,,-45200000.0,,-28400000.0,,5900000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,FY,2009-10-01,2010-09-30,2012-11-19 16:14:47+00:00,0.0,31600000.0,95700000.0,,6800000.0,-189100000.0,0.0,-241400000.0,-89000000.0,494000000.0,-241400000.0,-89000000.0,494000000.0,169600000.0,464300000.0,440400000.0,23900000.0,115400000.0,51300000.0,,-800000.0,-173600000.0,0.0,-99400000.0,-300000.0,-118800000.0,0.0,10400000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q3TTM,2009-07-01,2010-06-30,,-600000.0,31200000.0,98300000.0,,-20500000.0,-21700000.0,,-210000000.0,-75000000.0,551200000.0,-210000000.0,-75000000.0,551200000.0,245500000.0,361900000.0,338000000.0,23900000.0,105400000.0,46000000.0,,-200000.0,-165200000.0,,-84700000.0,-400000.0,-90400000.0,,10300000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q3,2010-04-01,2010-06-30,,,8400000.0,22200000.0,,-11300000.0,-44000000.0,,-91700000.0,-23700000.0,135500000.0,-91700000.0,-23700000.0,135500000.0,8800000.0,119400000.0,119400000.0,,29500000.0,17400000.0,,,-41300000.0,,-23700000.0,,-67800000.0,,
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q3YTD,2009-10-01,2010-06-30,2011-08-04 11:34:53+00:00,,23200000.0,71000000.0,,-27600000.0,-53500000.0,,-173700000.0,-49700000.0,433400000.0,-173700000.0,-49700000.0,433400000.0,182200000.0,333000000.0,309100000.0,23900000.0,83600000.0,41000000.0,,-200000.0,-124000000.0,,-54200000.0,-300000.0,-90400000.0,,4500000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q2TTM,2009-04-01,2010-03-31,,-1200000.0,30900000.0,102400000.0,,6000000.0,123000000.0,,-231500000.0,-82000000.0,605600000.0,-231500000.0,-82000000.0,605600000.0,297700000.0,275300000.0,251400000.0,23900000.0,97900000.0,31600000.0,,-400000.0,-165000000.0,-8400000.0,-82800000.0,-75500000.0,-22600000.0,,10400000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q2,2010-01-01,2010-03-31,,,7800000.0,24100000.0,,-15400000.0,9000000.0,,-49300000.0,-12500000.0,178500000.0,-49300000.0,-12500000.0,178500000.0,100900000.0,137000000.0,111900000.0,25100000.0,25700000.0,14800000.0,,-400000.0,-41400000.0,,-17000000.0,-100000.0,-22600000.0,,4500000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q2YTD,2009-10-01,2010-03-31,2011-05-05 12:01:08+00:00,,14800000.0,48800000.0,,-16300000.0,-9500000.0,,-82000000.0,-26000000.0,297900000.0,-82000000.0,-26000000.0,297900000.0,173400000.0,213600000.0,189700000.0,23900000.0,54100000.0,23600000.0,,-200000.0,-82700000.0,,-30500000.0,-300000.0,-22600000.0,,4500000.0
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q1,2009-10-01,2009-12-31,2011-02-03 11:47:45+00:00,,7000000.0,24700000.0,,-900000.0,-18500000.0,,-32700000.0,-13500000.0,119400000.0,-32700000.0,-13500000.0,119400000.0,72500000.0,76600000.0,77800000.0,-1200000.0,28400000.0,8800000.0,,200000.0,-41300000.0,,-13500000.0,-200000.0,,,
Rockwell Automation Inc,ROK,VH3R4HHBHH12O0EXZJ88,1024478,2010.0,Q1TTM,2009-01-01,2009-12-31,,-30700000.0,31000000.0,102500000.0,,10900000.0,193000000.0,-75000000.0,-324700000.0,-120600000.0,597000000.0,-324700000.0,-120600000.0,597000000.0,162300000.0,178900000.0,180100000.0,-1200000.0,90400000.0,18200000.0,-4900000.0,-300000.0,-164800000.0,-8400000.0,-84100000.0,-103100000.0,,,7500000.0
