company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ocean Thermal Energy Corp,CPWR,,859014,2009.0,FY,2008-04-01,2009-03-31,2011-05-27 16:22:39+00:00,0.56,0.56,,0.55,,73074000.0,226408000.0,139647000.0,139647000.0,,139647000.0,,66368000.0,1090455000.0,16805000.0,368030000.0,,,86453000.0,10037000.0,148019000.0,66368000.0,1024087000.0,,10776000.0,838947000.0,185140000.0,27581000.0,212721000.0,1090455000.0,249400000.0,249400000.0,253900000.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,Q3YTD,2009-04-01,2010-09-30,,0.33,0.33,,0.33,,42836000.0,103948332.0,78945965.0,78945965.0,,78945965.0,,25253664.0,432485442.0,2753000.0,110671000.0,,-52351000.0,43158807.0,3818000.0,78938421.0,25253664.0,407231778.0,19265.0,12.0,288183560.0,119048218.0,2733747.0,121781965.0,432485442.0,,21881863.0,21881863.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,Q3,2010-07-01,2010-09-30,2011-11-14 14:49:51+00:00,0.0,0.0,,0.0,,0.0,44332.0,-87035.0,-87035.0,,-87035.0,,106664.0,168442.0,,,,,43807.0,,41421.0,106664.0,61778.0,19265.0,12.0,129560.0,-67782.0,-19253.0,-87035.0,168442.0,,21881863.0,21881863.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,Q4,2010-10-01,2010-03-31,,0.28,0.28,,0.27,,25478000.0,118498668.0,61860035.0,61860035.0,,61860035.0,,32731336.0,459693558.0,17998000.0,106190000.0,,,48086193.0,4142000.0,85694579.0,32731336.0,426962222.0,-19265.0,4969988.0,362611440.0,64350782.0,22987253.0,87338035.0,459693558.0,230800000.0,230800000.0,234700000.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,FY,2009-04-01,2010-03-31,2011-05-27 16:22:39+00:00,0.61,0.61,,0.6,,68314000.0,222447000.0,140806000.0,140806000.0,,140806000.0,,57985000.0,892179000.0,20751000.0,216861000.0,,-52351000.0,91245000.0,7960000.0,164633000.0,57985000.0,834194000.0,,4970000.0,650795000.0,183399000.0,25721000.0,209120000.0,892179000.0,230800000.0,230800000.0,234700000.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,Q2YTD,2009-04-01,2009-09-30,,0.33,0.33,,0.33,,42836000.0,103904000.0,79033000.0,79033000.0,,79033000.0,,25147000.0,432317000.0,2753000.0,110671000.0,,-52351000.0,43115000.0,3818000.0,78897000.0,25147000.0,407170000.0,,,288054000.0,119116000.0,2753000.0,121869000.0,432317000.0,233200000.0,233200000.0,233200000.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,Q2,2009-07-01,2009-09-30,2010-11-04 16:48:24+00:00,0.12,0.12,,0.12,,14780000.0,50756000.0,27986000.0,27986000.0,,27986000.0,,12242000.0,217929000.0,1333000.0,51770000.0,,0.0,21633000.0,1328000.0,38767000.0,12242000.0,205687000.0,,,164254000.0,41433000.0,1333000.0,42766000.0,217929000.0,233200000.0,233200000.0,233200000.0
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,Q1,2009-04-01,2009-06-30,2010-08-06 12:08:40+00:00,0.21,0.21,,0.21,,28056000.0,53148000.0,51047000.0,51047000.0,,51047000.0,,12905000.0,214388000.0,1420000.0,58901000.0,,-52351000.0,21482000.0,2490000.0,40130000.0,12905000.0,201483000.0,,,123800000.0,77683000.0,1420000.0,79103000.0,214388000.0,243100000.0,243100000.0,243100000.0
Ocean Thermal Energy Corp,CPWR,,859014,2011.0,Q4,2011-10-01,2011-12-31,,-0.08,-0.08,,-0.08,,-10607000.0,-57653739.0,-12835710.0,-12835710.0,,-12835710.0,,-16504729.0,-206199630.0,-865000.0,-50713000.0,,,-21471291.0,,-37320503.0,-16504729.0,-189694901.0,41342.0,,-167158533.0,-22536368.0,-906342.0,-23442710.0,-206199630.0,22561971.0,17900000.0,17900000.0
Ocean Thermal Energy Corp,CPWR,,859014,2011.0,FY,2011-01-01,2011-12-31,2015-08-31 13:04:53+00:00,-0.02,-0.02,,-0.02,,0.0,75823.0,-357251.0,-357251.0,,-357251.0,,352754.0,569845.0,,,,,159196.0,,254282.0,352754.0,217091.0,85041.0,,489301.0,-272210.0,-85041.0,-357251.0,569845.0,22561971.0,17900000.0,17900000.0
