company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Ocean Thermal Energy Corp,CPWR,,859014,2010.0,FY,,2010-03-31,2011-05-27 16:22:39+00:00,15713000.0,456504000.0,68497000.0,-362000.0,149897000.0,,608734000.0,469834000.0,52446000.0,16314000.0,42235000.0,,591870000.0,,84755000.0,,,341696000.0,398515000.0,38969000.0,55211000.0,222344000.0,46434000.0,,28410000.0,33193000.0,,305441000.0,,2013325000.0,913813000.0,705281000.0,612593000.0,913813000.0,913813000.0,1099512000.0,2013325000.0,966348000.0,486919000.0,
Ocean Thermal Energy Corp,CPWR,,859014,2011.0,FY,,2011-12-31,2015-08-31 13:04:53+00:00,388298.0,2563.0,159591.0,,18609.0,0.0,2919383.0,,,,,24663.0,,,,484667.0,,22319.0,,,,,11888.0,,,,,-4022037.0,99614.0,55379.0,-1102654.0,33060.0,672166.0,-1101454.0,-1101454.0,1156833.0,55379.0,,484667.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2011.0,Q2,,2011-06-30,2011-09-06 15:23:46+00:00,334340.0,29214.0,118681.0,,11727.0,,2919382.0,,,,,14261.0,,,,506262.0,63432.0,29912.0,,,,,5488.0,,,,,-3843999.0,89646.0,139773.0,-924617.0,109861.0,556928.0,-923417.0,-923417.0,1063190.0,139773.0,,506262.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2011.0,Q3,,2010-12-31,2012-03-29 15:45:59+00:00,365624.0,21673.0,61789.0,,65007.0,,2916967.0,,,,,30943.0,,,,388350.0,63432.0,37654.0,,,,,16483.0,,,,,-3664786.0,104162.0,204249.0,-747819.0,166595.0,562518.0,-746619.0,-746619.0,950868.0,204249.0,,388350.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2011.0,Q1,,2010-06-30,2010-08-06 12:08:40+00:00,14339000.0,399976000.0,70944000.0,3328000.0,138670000.0,,611485000.0,441068000.0,54375000.0,23211000.0,,,591455000.0,,83640000.0,,,338739000.0,342273000.0,35293000.0,48989000.0,200309000.0,25645000.0,,28305000.0,33376000.0,,307394000.0,,1896407000.0,922207000.0,618666000.0,549562000.0,922207000.0,922207000.0,974200000.0,1896407000.0,939002000.0,424638000.0,
Ocean Thermal Energy Corp,CPWR,,859014,2012.0,FY,,2012-12-31,2015-08-31 13:27:02+00:00,405259.0,17713.0,293744.0,,857.0,0.0,2922283.0,,,,,14887.0,,,,337056.0,,8329.0,,,,,1403.0,,,,,-4229826.0,283699.0,28302.0,-1307543.0,19973.0,997589.0,-1306343.0,-1306343.0,1334645.0,28302.0,,337056.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2012.0,Q3,,2012-09-30,2015-08-31 12:59:11+00:00,397389.0,16873.0,252354.0,,1745.0,0.0,2919383.0,,,,,19333.0,,,,493803.0,,11382.0,,,,,1317.0,,,,,-4180558.0,128413.0,31317.0,-1261175.0,19935.0,797489.0,-1259975.0,-1259975.0,1291292.0,31317.0,,493803.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2012.0,Q2,,2012-06-30,2012-08-21 15:02:48+00:00,387827.0,11638.0,214080.0,,3826.0,,2919383.0,,,,,26627.0,,,,498193.0,,14851.0,,,,,4099.0,,,,,-4133849.0,120953.0,34414.0,-1214466.0,19563.0,749487.0,-1213266.0,-1213266.0,1247680.0,34414.0,,498193.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2012.0,Q1,,2012-03-31,2012-05-15 12:41:50+00:00,393878.0,13806.0,177833.0,,1048.0,,2919383.0,,,,,20106.0,,,,515866.0,,18522.0,,,,,7932.0,,,,,-4092635.0,105677.0,41308.0,-1173252.0,22786.0,697494.0,-1172052.0,-1172052.0,1213360.0,41308.0,,515866.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2013.0,FY,,2013-12-31,2015-08-31 13:48:20+00:00,448438.0,1960.0,315310.0,,11458.0,,3025784.0,,,,,8487.0,,,,25790.0,,2701.0,,,,,,,,,,-4402958.0,594068.0,16119.0,-1377174.0,13418.0,1366303.0,-1375974.0,-1375974.0,1392093.0,16119.0,,25790.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2013.0,Q3,,2013-09-30,2015-08-31 13:22:41+00:00,431783.0,3820.0,305971.0,,957.0,,3009040.0,,,,,9052.0,,,,315078.0,,3849.0,,,,,80.0,,,,,-4368198.0,304780.0,8706.0,-1359158.0,4857.0,1051586.0,-1357958.0,-1357958.0,1366664.0,8706.0,,315078.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2013.0,Q2,,2013-06-30,2015-08-31 13:18:41+00:00,425006.0,5840.0,302009.0,,603.0,0.0,2992296.0,,,,,9876.0,,,,322308.0,,5246.0,,,,,386.0,,,,,-4338170.0,297550.0,12075.0,-1345874.0,6829.0,1034441.0,-1344674.0,-1344674.0,1356749.0,12075.0,,322308.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2013.0,Q1,,2013-03-31,2015-08-31 13:12:58+00:00,409960.0,10893.0,295735.0,,4567.0,,2971421.0,,,,,12797.0,,,,329538.0,,6736.0,,,,,2977.0,,,,,-4285796.0,290318.0,25173.0,-1314375.0,18437.0,1008810.0,-1313175.0,-1313175.0,1338348.0,25173.0,,329538.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2014.0,FY,,2014-12-31,2016-03-30 13:25:14+00:00,406705.0,,353749.0,,178.0,0.0,3042528.0,,,,,3445.0,,,,,,,,,,,,,,,,-4427307.0,619858.0,178.0,-1384779.0,178.0,1383757.0,-1383579.0,-1383579.0,1383757.0,178.0,,,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2014.0,Q3,,2014-09-30,2015-08-31 13:43:44+00:00,422326.0,0.0,344128.0,,44056.0,0.0,3042528.0,,,,,5063.0,,,,0.0,,0.0,,,,,,,,,,-4391047.0,619858.0,44056.0,-1348519.0,44056.0,1391375.0,-1347319.0,-1347319.0,1391375.0,44056.0,,,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2014.0,Q2,,2014-06-30,2015-08-31 13:38:04+00:00,444633.0,0.0,334659.0,,220.0,0.0,3042529.0,,,,,6473.0,,,,16788.0,,0.0,,,,,,,,,,-4449132.0,603070.0,220.0,-1406603.0,220.0,1388835.0,-1405403.0,-1405403.0,1405623.0,220.0,,16788.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2014.0,Q1,,2014-03-31,2015-08-31 13:30:54+00:00,440291.0,0.0,324932.0,,608.0,0.0,3042528.0,,,,,6957.0,,,,21272.0,,1758.0,,,,,,,,,,-4433400.0,598586.0,2366.0,-1390872.0,608.0,1370766.0,-1389672.0,-1389672.0,1392038.0,2366.0,,21272.0,1200.0
Ocean Thermal Energy Corp,CPWR,,859014,2015.0,FY,,2015-12-31,2017-04-03 19:51:11+00:00,473732.0,0.0,321827.0,,4667.0,0.0,3218395.0,,,,,,,,,,,,,,,,,,,,2478.0,-4774049.0,767240.0,7145.0,-1555654.0,7145.0,1562799.0,-1555654.0,-1555654.0,1562799.0,7145.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2015.0,Q3,,2015-09-30,2015-11-16 11:35:07+00:00,489413.0,,305762.0,,4236.0,0.0,3193728.0,,,,,0.0,,,,0.0,,0.0,,,,,,,,,2500.0,-4705048.0,722881.0,6736.0,-1511320.0,6736.0,1518056.0,-1511320.0,-1511320.0,1518056.0,6736.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2015.0,Q2,,2015-06-30,2015-10-02 10:36:43+00:00,416564.0,,293539.0,,6417.0,0.0,3143728.0,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,-4541406.0,693992.0,6417.0,-1397678.0,6417.0,1404095.0,-1397678.0,-1397678.0,1404095.0,6417.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2015.0,Q1,,2015-03-31,2015-08-31 13:54:11+00:00,446920.0,,286707.0,,91417.0,,3143728.0,,,,,1890.0,,,,,,,,,,,,,,,,-4481820.0,693992.0,91417.0,-1338092.0,91417.0,1429509.0,-1338092.0,-1338092.0,1429509.0,91417.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2016.0,FY,,2016-12-31,2018-04-02 13:01:55+00:00,5668092.0,,,,7495.0,0.0,44447306.0,,,,,,,848651.0,,1647711.0,,848651.0,,,,,,,,,30549.0,-53111543.0,2235129.0,886695.0,-8664237.0,38044.0,7903221.0,-8664237.0,-8664237.0,9550932.0,886695.0,,1647711.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2016.0,Q3,,2016-09-30,2016-11-07 14:00:10+00:00,186330.0,,372277.0,,1110.0,0.0,3723856.0,,,,,,,,,,,0.0,,,,,,,,,0.0,-5181632.0,900279.0,1110.0,-1457776.0,1110.0,1458886.0,-1457776.0,-1457776.0,1458886.0,1110.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2016.0,Q2,,2016-06-30,2016-07-27 14:06:26+00:00,453078.0,,357025.0,,148.0,0.0,3431728.0,,,,,,,,,,,,,,,,,,,,0.0,-5120675.0,878992.0,148.0,-1688947.0,148.0,1689095.0,-1688947.0,-1688947.0,1689095.0,148.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2016.0,Q1,,2016-03-31,2016-05-16 16:31:51+00:00,443525.0,,338340.0,,365.0,0.0,3221728.0,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,-4851740.0,848512.0,365.0,-1630012.0,365.0,1630377.0,-1630012.0,-1630012.0,1630377.0,365.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2017.0,FY,,2017-12-31,2019-03-22 10:03:48+00:00,6846010.0,,,,425015.0,,57193664.0,,,,,,,893991.0,,687290.0,,893991.0,,,,,,0.0,,,25000.0,-67703218.0,4320260.0,1344006.0,-10509554.0,450015.0,11166270.0,-10509554.0,-10509554.0,11853560.0,1344006.0,,687290.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2017.0,Q3,,2017-09-30,2017-11-14 14:14:18+00:00,7441617.0,,,,21438.0,0.0,52940751.0,,,,,,,920660.0,,288334.0,,920660.0,,,,,,87500.0,,,1741.0,-63725661.0,3911298.0,943839.0,-10784910.0,23179.0,11440415.0,-10784910.0,-10784910.0,11728749.0,943839.0,,288334.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2017.0,Q2,,2017-06-30,2017-08-14 15:12:30+00:00,6757865.0,,,,26583.0,0.0,50540737.0,,,,,,,890831.0,,691800.0,,890831.0,,,,,,137500.0,,,0.0,-61474720.0,4264232.0,917414.0,-10933983.0,26583.0,11159597.0,-10933983.0,-10933983.0,11851397.0,917414.0,,691800.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2017.0,Q1,,2017-03-31,2017-05-08 13:45:29+00:00,202867.0,0.0,414765.0,,1784.0,0.0,3723855.0,,,,,,,,,,,,,,,,,,,,0.0,-5345587.0,1005884.0,1784.0,-1621732.0,1784.0,1623516.0,-1621732.0,-1621732.0,1623516.0,1784.0,,,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2018.0,FY,,2018-12-31,2019-03-22 10:03:48+00:00,8876222.0,,,,8398.0,,57814054.0,,,,,,,672.0,,168334.0,,672.0,,,,,,2292254.0,,,0.0,-75583231.0,6441437.0,9070.0,-17769177.0,8398.0,17609913.0,-17769177.0,-17769177.0,17778247.0,9070.0,,168334.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2018.0,Q3,,2018-09-30,2018-11-13 07:16:29+00:00,8017640.0,,,,18174.0,0.0,57529845.0,,,,,,,923481.0,,168334.0,,923481.0,,,,,,2223630.0,,,20000.0,-70988628.0,4010834.0,961655.0,-13458783.0,38174.0,14252104.0,-13458783.0,-13458783.0,14420438.0,961655.0,,168334.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2018.0,Q2,,2018-06-30,2018-08-13 13:33:02+00:00,7533934.0,,,,75270.0,0.0,57368700.0,,,,,,,923652.0,,1170909.0,,923652.0,,,,,,587096.0,,,26197.0,-69987657.0,4352137.0,1025119.0,-12618957.0,101467.0,12473167.0,-12618957.0,-12618957.0,13644076.0,1025119.0,,1170909.0,0.0
Ocean Thermal Energy Corp,CPWR,,859014,2018.0,Q1,,2018-03-31,2018-05-14 15:42:28+00:00,6912814.0,,,,141940.0,0.0,57257991.0,,,,,,,916322.0,,1116974.0,,916322.0,,,,,,87500.0,,,25000.0,-68655028.0,4363011.0,1083262.0,-11397037.0,166940.0,11363325.0,-11397037.0,-11397037.0,12480299.0,1083262.0,,1116974.0,0.0
