company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,FY,,2008-12-31,2010-02-16 15:07:30+00:00,1301000000.0,3195000000.0,11926000000.0,-3646000000.0,1849000000.0,,3015000000.0,350000000.0,644000000.0,36000000.0,5753000000.0,18812000000.0,1398000000.0,5166000000.0,463000000.0,3013000000.0,6886000000.0,424000000.0,2847000000.0,1168000000.0,1992000000.0,-40000000.0,1659000000.0,1637000000.0,,22227000000.0,1552000000.0,373000000.0,25793000000.0,9880000000.0,9598000000.0,5839000000.0,9880000000.0,10304000000.0,15489000000.0,25793000000.0,9309000000.0,9650000000.0,-11676000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,FY,,2009-12-31,2011-02-16 17:18:34+00:00,1453000000.0,3250000000.0,12440000000.0,-3754000000.0,3040000000.0,,3162000000.0,252000000.0,680000000.0,78000000.0,5832000000.0,19440000000.0,1342000000.0,5097000000.0,928000000.0,2639000000.0,7000000000.0,538000000.0,2227000000.0,1122000000.0,1899000000.0,,1275000000.0,1727000000.0,,23753000000.0,613000000.0,744000000.0,27250000000.0,12764000000.0,10795000000.0,4897000000.0,12764000000.0,13302000000.0,13948000000.0,27250000000.0,9455000000.0,9051000000.0,-10397000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q3,,2009-09-30,2009-10-30 15:12:41+00:00,1404000000.0,3638000000.0,12528000000.0,-3368000000.0,3239000000.0,,3098000000.0,540000000.0,685000000.0,41000000.0,5861000000.0,19451000000.0,1392000000.0,5204000000.0,625000000.0,2635000000.0,6923000000.0,559000000.0,2058000000.0,987000000.0,2216000000.0,,1595000000.0,1686000000.0,,23252000000.0,921000000.0,697000000.0,27633000000.0,12360000000.0,11196000000.0,5766000000.0,12360000000.0,12919000000.0,14714000000.0,27633000000.0,9514000000.0,8948000000.0,-10622000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q2,,2009-06-30,2009-07-31 16:21:10+00:00,1243000000.0,3456000000.0,12288000000.0,-3683000000.0,2596000000.0,,3142000000.0,501000000.0,615000000.0,39000000.0,5734000000.0,19187000000.0,1386000000.0,5172000000.0,413000000.0,2601000000.0,6899000000.0,418000000.0,2763000000.0,867000000.0,2051000000.0,-22000000.0,1726000000.0,1621000000.0,,22707000000.0,908000000.0,378000000.0,26095000000.0,10803000000.0,9898000000.0,5318000000.0,10803000000.0,11221000000.0,14874000000.0,26095000000.0,9298000000.0,9556000000.0,-11341000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2010.0,FY,,2010-12-31,2012-02-16 15:42:31+00:00,1662000000.0,3615000000.0,12974000000.0,-3543000000.0,3377000000.0,0.0,3477000000.0,358000000.0,778000000.0,74000000.0,6820000000.0,20253000000.0,1820000000.0,4183000000.0,686000000.0,3155000000.0,7279000000.0,354000000.0,2013000000.0,967000000.0,2022000000.0,,1262000000.0,1854000000.0,,25995000000.0,1269000000.0,1101000000.0,30156000000.0,15663000000.0,12215000000.0,6089000000.0,15663000000.0,16017000000.0,14139000000.0,30156000000.0,10662000000.0,8050000000.0,-10266000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2010.0,Q3,,2010-09-30,2010-11-05 14:05:57+00:00,1649000000.0,3869000000.0,12823000000.0,-3366000000.0,4466000000.0,,3390000000.0,316000000.0,738000000.0,104000000.0,5899000000.0,19738000000.0,1279000000.0,5105000000.0,579000000.0,3215000000.0,6915000000.0,329000000.0,1853000000.0,1111000000.0,2039000000.0,,1241000000.0,1879000000.0,,25493000000.0,653000000.0,1387000000.0,30065000000.0,15504000000.0,14048000000.0,5395000000.0,15504000000.0,15833000000.0,14232000000.0,30065000000.0,9102000000.0,8837000000.0,-10013000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2010.0,Q2,,2010-06-30,2010-08-04 16:54:03+00:00,1756000000.0,3745000000.0,12330000000.0,-4016000000.0,3022000000.0,,3345000000.0,386000000.0,616000000.0,99000000.0,5620000000.0,19045000000.0,1268000000.0,4949000000.0,717000000.0,2980000000.0,6715000000.0,292000000.0,2137000000.0,1235000000.0,1951000000.0,,1186000000.0,1710000000.0,,24788000000.0,728000000.0,1909000000.0,28496000000.0,13971000000.0,12891000000.0,5437000000.0,13971000000.0,14263000000.0,14233000000.0,28496000000.0,8890000000.0,8796000000.0,-10146000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2010.0,Q1,,2010-03-31,2010-05-05 16:12:10+00:00,1582000000.0,3569000000.0,12375000000.0,-3747000000.0,2848000000.0,,3269000000.0,550000000.0,498000000.0,83000000.0,5734000000.0,19234000000.0,1287000000.0,5080000000.0,698000000.0,2798000000.0,6859000000.0,285000000.0,2164000000.0,1132000000.0,1820000000.0,,1255000000.0,1779000000.0,,24231000000.0,698000000.0,1759000000.0,28022000000.0,13566000000.0,12106000000.0,5148000000.0,13566000000.0,13851000000.0,14171000000.0,28022000000.0,9057000000.0,9023000000.0,-10187000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2011.0,FY,,2011-12-31,2013-02-14 16:28:05+00:00,1643000000.0,3867000000.0,13500000000.0,-5025000000.0,2219000000.0,0.0,3776000000.0,355000000.0,676000000.0,40000000.0,7047000000.0,21166000000.0,1916000000.0,4484000000.0,1051000000.0,3416000000.0,7666000000.0,442000000.0,3972000000.0,1277000000.0,2085000000.0,,1656000000.0,1857000000.0,,28348000000.0,682000000.0,1461000000.0,31616000000.0,15420000000.0,12240000000.0,5441000000.0,15420000000.0,15862000000.0,15754000000.0,31616000000.0,11710000000.0,10313000000.0,-11679000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2011.0,Q3,,2011-09-30,2011-11-03 15:42:31+00:00,1689000000.0,4259000000.0,13529000000.0,-3339000000.0,3376000000.0,0.0,3734000000.0,421000000.0,654000000.0,87000000.0,7140000000.0,21038000000.0,1952000000.0,4955000000.0,605000000.0,3604000000.0,7509000000.0,444000000.0,1704000000.0,944000000.0,2197000000.0,,1153000000.0,1879000000.0,,27784000000.0,1204000000.0,1486000000.0,32115000000.0,16968000000.0,13669000000.0,6165000000.0,16968000000.0,17412000000.0,14703000000.0,32115000000.0,10937000000.0,8538000000.0,-11211000000.0
