company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 15:07:30+00:00,-539000000.0,1072000000.0,897000000.0,88000000.0,-158000000.0,796000000.0,4024000000.0,-2518000000.0,-1367000000.0,4246000000.0,-2518000000.0,-1367000000.0,4246000000.0,449000000.0,4151000000.0,4151000000.0,-819000000.0,74000000.0,,,-1400000000.0,-8194000000.0,-1422000000.0,-2773000000.0,-3239000000.0,7788000000.0,103000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,FY,2008-01-01,2008-12-31,2010-02-16 15:07:30+00:00,-1394000000.0,1153000000.0,88000000.0,-415000000.0,-128000000.0,289000000.0,2117000000.0,-1766000000.0,-2399000000.0,4533000000.0,-1766000000.0,-2399000000.0,4533000000.0,-47000000.0,3520000000.0,3520000000.0,-12000000.0,-40000000.0,1810000000.0,,-1421000000.0,-2211000000.0,-1471000000.0,-1080000000.0,-1631000000.0,692000000.0,87000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,Q4,2008-10-01,2008-12-31,,-560000000.0,307000000.0,,-263000000.0,190000000.0,32000000.0,-307000000.0,-863000000.0,-390000000.0,1125000000.0,-863000000.0,-390000000.0,1125000000.0,-391000000.0,541000000.0,541000000.0,87000000.0,-61000000.0,1810000000.0,,-346000000.0,-120000000.0,-463000000.0,-147000000.0,-34000000.0,-1064000000.0,7000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,Q3,2008-07-01,2008-09-30,,-285000000.0,293000000.0,3000000.0,-147000000.0,46000000.0,40000000.0,1173000000.0,214000000.0,-542000000.0,1168000000.0,214000000.0,-542000000.0,1168000000.0,693000000.0,1010000000.0,1010000000.0,-181000000.0,1000000.0,57000000.0,,-359000000.0,-612000000.0,-376000000.0,-126000000.0,-515000000.0,597000000.0,74000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 15:12:41+00:00,-834000000.0,846000000.0,88000000.0,-152000000.0,-318000000.0,257000000.0,2424000000.0,-903000000.0,-2009000000.0,3408000000.0,-903000000.0,-2009000000.0,3408000000.0,344000000.0,2979000000.0,2979000000.0,-99000000.0,21000000.0,,,-1075000000.0,-2091000000.0,-1008000000.0,-933000000.0,-1597000000.0,1756000000.0,80000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-31 16:21:10+00:00,-549000000.0,553000000.0,85000000.0,-5000000.0,-364000000.0,217000000.0,1251000000.0,-1117000000.0,-1467000000.0,2240000000.0,-1117000000.0,-1467000000.0,2240000000.0,-349000000.0,1969000000.0,1969000000.0,82000000.0,20000000.0,-57000000.0,,-716000000.0,-1479000000.0,-632000000.0,-807000000.0,-1082000000.0,1159000000.0,6000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q4,2009-10-01,2009-12-31,,-2000000.0,298000000.0,-7000000.0,10000000.0,210000000.0,140000000.0,42000000.0,-597000000.0,-656000000.0,1044000000.0,-597000000.0,-656000000.0,1044000000.0,-199000000.0,951000000.0,951000000.0,-415000000.0,10000000.0,-521000000.0,,-361000000.0,-926000000.0,-274000000.0,-421000000.0,-7000000.0,1062000000.0,12000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 15:42:31+00:00,-69000000.0,1157000000.0,,-4000000.0,906000000.0,431000000.0,44000000.0,-2014000000.0,-1732000000.0,4941000000.0,-2014000000.0,-1732000000.0,4941000000.0,1191000000.0,3244000000.0,3244000000.0,-366000000.0,14000000.0,5000000.0,,-1431000000.0,-2240000000.0,-903000000.0,-1055000000.0,-17000000.0,1401000000.0,74000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-30 15:12:41+00:00,-67000000.0,859000000.0,7000000.0,-14000000.0,696000000.0,291000000.0,2000000.0,-1417000000.0,-1076000000.0,3897000000.0,-1417000000.0,-1076000000.0,3897000000.0,1390000000.0,2293000000.0,2293000000.0,49000000.0,4000000.0,526000000.0,,-1070000000.0,-1314000000.0,-629000000.0,-634000000.0,-10000000.0,339000000.0,62000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q3TTM,2008-10-01,2009-09-30,,-627000000.0,1166000000.0,7000000.0,-277000000.0,886000000.0,323000000.0,-305000000.0,-2280000000.0,-1466000000.0,5022000000.0,-2280000000.0,-1466000000.0,5022000000.0,999000000.0,2834000000.0,2834000000.0,136000000.0,-57000000.0,2336000000.0,,-1416000000.0,-1434000000.0,-1092000000.0,-781000000.0,-44000000.0,-725000000.0,69000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q3,2009-07-01,2009-09-30,,-55000000.0,290000000.0,7000000.0,-102000000.0,496000000.0,66000000.0,-1000000.0,-290000000.0,-701000000.0,1736000000.0,-290000000.0,-701000000.0,1736000000.0,643000000.0,971000000.0,971000000.0,-21000000.0,4000000.0,202000000.0,,-361000000.0,-829000000.0,-175000000.0,6000000.0,-4000000.0,144000000.0,5000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-07-31 16:21:10+00:00,-12000000.0,569000000.0,,88000000.0,200000000.0,225000000.0,3000000.0,-1127000000.0,-375000000.0,2161000000.0,-1127000000.0,-375000000.0,2161000000.0,747000000.0,1322000000.0,1322000000.0,70000000.0,,324000000.0,,-709000000.0,-485000000.0,-454000000.0,-640000000.0,-6000000.0,195000000.0,57000000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q2TTM,2008-07-01,2009-06-30,,-857000000.0,1169000000.0,3000000.0,-322000000.0,436000000.0,297000000.0,869000000.0,-1776000000.0,-1307000000.0,4454000000.0,-1776000000.0,-1307000000.0,4454000000.0,1049000000.0,2873000000.0,2873000000.0,-24000000.0,-60000000.0,2191000000.0,,-1414000000.0,-1217000000.0,-1293000000.0,-913000000.0,-555000000.0,-272000000.0,138000000.0
