company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 15:07:30+00:00,5.7,5.7,1.92,5.6,1964000000.0,4151000000.0,4151000000.0,4096000000.0,55000000.0,12735000000.0,24462000000.0,132000000.0,,-849000000.0,1368000000.0,5015000000.0,12735000000.0,11727000000.0,210000000.0,,5534000000.0,6193000000.0,-78000000.0,6115000000.0,24462000000.0,718300000.0,718300000.0,718300000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,FY,2008-01-01,2008-12-31,2010-02-16 15:07:30+00:00,4.95,4.95,2.0,4.89,1588000000.0,3520000000.0,3520000000.0,3460000000.0,60000000.0,13379000000.0,25269000000.0,105000000.0,,23000000.0,1404000000.0,5245000000.0,13379000000.0,11890000000.0,215000000.0,,6672000000.0,5218000000.0,-110000000.0,5108000000.0,25269000000.0,699200000.0,699200000.0,699200000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 15:12:41+00:00,1.43,1.43,0.5,1.41,479000000.0,1010000000.0,1010000000.0,991000000.0,19000000.0,3432000000.0,6558000000.0,28000000.0,,,344000000.0,1269000000.0,3432000000.0,3126000000.0,52000000.0,,1613000000.0,1513000000.0,-24000000.0,1489000000.0,6558000000.0,695500000.0,695500000.0,695500000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2008.0,Q2,2008-04-01,2008-06-30,2009-07-31 16:21:10+00:00,1.35,1.35,0.5,1.33,453000000.0,963000000.0,963000000.0,945000000.0,18000000.0,3510000000.0,6739000000.0,18000000.0,,23000000.0,363000000.0,1394000000.0,3510000000.0,3229000000.0,51000000.0,,1780000000.0,1449000000.0,-33000000.0,1416000000.0,6739000000.0,702100000.0,702100000.0,702100000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q4,2009-10-01,2009-12-31,,1.33,1.33,0.51,1.31,348000000.0,951000000.0,951000000.0,935000000.0,16000000.0,3189000000.0,6122000000.0,11000000.0,,,326000000.0,1265000000.0,3189000000.0,2933000000.0,54000000.0,,1591000000.0,1342000000.0,-43000000.0,1299000000.0,6122000000.0,700500000.0,700500000.0,700500000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 15:42:31+00:00,4.56,4.56,2.04,4.52,1388000000.0,3244000000.0,3244000000.0,3193000000.0,51000000.0,12109000000.0,23123000000.0,37000000.0,,,1293000000.0,4907000000.0,12109000000.0,11014000000.0,219000000.0,,6200000000.0,4814000000.0,-182000000.0,4632000000.0,23123000000.0,700500000.0,700500000.0,700500000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q3,2009-07-01,2009-09-30,2009-10-30 15:12:41+00:00,1.36,1.36,0.51,1.35,460000000.0,971000000.0,971000000.0,957000000.0,14000000.0,3171000000.0,6193000000.0,8000000.0,,,335000000.0,1209000000.0,3171000000.0,3022000000.0,55000000.0,,1544000000.0,1478000000.0,-47000000.0,1431000000.0,6193000000.0,702800000.0,702800000.0,702800000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q3YTD,2009-01-01,2009-09-30,,3.23,3.23,1.53,3.21,1040000000.0,2293000000.0,2293000000.0,2258000000.0,35000000.0,8920000000.0,17001000000.0,26000000.0,,,967000000.0,3642000000.0,8920000000.0,8081000000.0,165000000.0,,4609000000.0,3472000000.0,-139000000.0,3333000000.0,17001000000.0,702800000.0,702800000.0,702800000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q2,2009-04-01,2009-06-30,2009-07-31 16:21:10+00:00,1.12,1.12,0.51,1.12,351000000.0,792000000.0,792000000.0,783000000.0,9000000.0,2977000000.0,5719000000.0,7000000.0,,,309000000.0,1242000000.0,2977000000.0,2742000000.0,55000000.0,,1551000000.0,1191000000.0,-48000000.0,1143000000.0,5719000000.0,696800000.0,696800000.0,696800000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.87,1.87,1.02,1.86,580000000.0,1322000000.0,1322000000.0,1301000000.0,21000000.0,5749000000.0,10808000000.0,18000000.0,,,632000000.0,2433000000.0,5749000000.0,5059000000.0,110000000.0,,3065000000.0,1994000000.0,-92000000.0,1902000000.0,10808000000.0,696800000.0,696800000.0,696800000.0
3M Co,MMM,LUZQVYP4VS22CLWDAR65,66740,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 16:12:10+00:00,0.75,0.75,0.51,0.74,229000000.0,530000000.0,530000000.0,518000000.0,12000000.0,2772000000.0,5089000000.0,11000000.0,,,323000000.0,1191000000.0,2772000000.0,2317000000.0,55000000.0,,1514000000.0,803000000.0,-44000000.0,759000000.0,5089000000.0,693500000.0,693500000.0,693500000.0
