company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,notereceivable,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2011.0,Q2,,2011-06-30,2011-08-04 15:03:42+00:00,3035000000.0,3340000000.0,-466000000.0,3956000000.0,0.0,52677000000.0,165000000.0,,359000000.0,22234000000.0,16278000000.0,2393000000.0,1160000000.0,14379000000.0,,6913000000.0,3082000000.0,,496000000.0,3895000000.0,504000000.0,,-38885000000.0,2256000000.0,315000000.0,49043000000.0,13326000000.0,9182000000.0,8631000000.0,13326000000.0,13326000000.0,35717000000.0,49043000000.0,25482000000.0,27086000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2011.0,Q1,,2011-03-31,2011-05-05 12:29:23+00:00,2738000000.0,3278000000.0,-481000000.0,3658000000.0,,52659000000.0,179000000.0,,359000000.0,22287000000.0,16282000000.0,2982000000.0,728000000.0,14754000000.0,,6830000000.0,2932000000.0,,491000000.0,3796000000.0,610000000.0,,-38038000000.0,2256000000.0,340000000.0,49320000000.0,14140000000.0,8447000000.0,8272000000.0,14140000000.0,14140000000.0,35180000000.0,49320000000.0,26119000000.0,26908000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2012.0,FY,,2012-12-31,2014-05-23 21:36:32+00:00,3487000000.0,5012000000.0,-1133000000.0,6356000000.0,0.0,56172000000.0,1000000.0,,359000000.0,22012000000.0,23962000000.0,4157000000.0,1200000000.0,13607000000.0,,7048000000.0,3664000000.0,,780000000.0,4600000000.0,700000000.0,,-44842000000.0,379000000.0,1849000000.0,54685000000.0,10197000000.0,13770000000.0,8878000000.0,10197000000.0,10197000000.0,44488000000.0,54685000000.0,27308000000.0,35610000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2012.0,Q3,,2012-09-30,2012-11-07 10:40:52+00:00,3210000000.0,4427000000.0,-766000000.0,5645000000.0,0.0,52759000000.0,75000000.0,,359000000.0,22032000000.0,20994000000.0,1141000000.0,996000000.0,13108000000.0,,7089000000.0,3440000000.0,,721000000.0,4443000000.0,771000000.0,,-43494000000.0,310000000.0,684000000.0,48972000000.0,8499000000.0,11611000000.0,7947000000.0,8499000000.0,8499000000.0,40473000000.0,48972000000.0,24253000000.0,32526000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2012.0,Q2,,2012-06-30,2012-08-02 13:05:16+00:00,3387000000.0,3669000000.0,-781000000.0,5860000000.0,0.0,52734000000.0,87000000.0,,359000000.0,22058000000.0,20957000000.0,1344000000.0,766000000.0,12961000000.0,,7038000000.0,3320000000.0,,698000000.0,4439000000.0,669000000.0,,-42726000000.0,307000000.0,902000000.0,49024000000.0,9227000000.0,11604000000.0,7363000000.0,9227000000.0,9227000000.0,39797000000.0,49024000000.0,24459000000.0,32434000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2012.0,Q1,,2012-03-31,2012-05-03 12:06:17+00:00,2847000000.0,3584000000.0,-775000000.0,7095000000.0,0.0,52718000000.0,115000000.0,,359000000.0,22081000000.0,22260000000.0,1780000000.0,693000000.0,13500000000.0,,7013000000.0,3216000000.0,,673000000.0,4314000000.0,628000000.0,,-41352000000.0,8000000.0,477000000.0,50617000000.0,10591000000.0,12224000000.0,6439000000.0,10591000000.0,10591000000.0,40026000000.0,50617000000.0,24893000000.0,33587000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2013.0,Q3,,2013-09-30,2013-11-06 15:21:09+00:00,3777000000.0,6042000000.0,4000000.0,6058000000.0,0.0,27328000000.0,167000000.0,,6819000000.0,49942000000.0,32420000000.0,137000000.0,1028000000.0,15312000000.0,,14263000000.0,3193000000.0,,337000000.0,3861000000.0,498000000.0,3050000000.0,-849000000.0,1131000000.0,1436000000.0,87977000000.0,26483000000.0,15430000000.0,10950000000.0,26483000000.0,26483000000.0,61494000000.0,87977000000.0,57235000000.0,50544000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2013.0,Q2,,2013-06-30,2013-08-02 18:48:11+00:00,3560000000.0,5588000000.0,-1068000000.0,5596000000.0,0.0,53104000000.0,,36000000.0,368000000.0,22611000000.0,23903000000.0,833000000.0,899000000.0,14403000000.0,,7176000000.0,3413000000.0,,747000000.0,4813000000.0,651000000.0,,-47056000000.0,305000000.0,840000000.0,50361000000.0,4980000000.0,11399000000.0,9489000000.0,4980000000.0,4980000000.0,45381000000.0,50361000000.0,24559000000.0,35892000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2013.0,Q1,,2013-03-31,2013-05-06 14:08:40+00:00,2963000000.0,5176000000.0,-1119000000.0,6275000000.0,0.0,53052000000.0,,,359000000.0,21993000000.0,24072000000.0,866000000.0,843000000.0,14025000000.0,,7131000000.0,3352000000.0,,745000000.0,4513000000.0,805000000.0,,-45459000000.0,428000000.0,1494000000.0,50757000000.0,6474000000.0,12769000000.0,8567000000.0,6474000000.0,6474000000.0,44283000000.0,50757000000.0,23963000000.0,35716000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2014.0,FY,,2015-03-31,2016-05-17 17:21:00+00:00,4347000000.0,5293000000.0,-408000000.0,4010000000.0,0.0,27508000000.0,62000000.0,,6575000000.0,45880000000.0,32342000000.0,,1359000000.0,19721000000.0,,13898000000.0,2290000000.0,,888000000.0,3951000000.0,1890000000.0,,-5383000000.0,1300000000.0,166000000.0,82841000000.0,21710000000.0,9777000000.0,10940000000.0,21710000000.0,21710000000.0,61131000000.0,82841000000.0,53343000000.0,50191000000.0,-7000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2014.0,Q3,,2014-12-31,2015-02-05 16:44:33+00:00,5220000000.0,5722000000.0,-270000000.0,3455000000.0,0.0,27518000000.0,101000000.0,,6343000000.0,46230000000.0,31160000000.0,1154000000.0,1513000000.0,18853000000.0,,13681000000.0,4362000000.0,,,3864000000.0,773000000.0,,-5159000000.0,1302000000.0,254000000.0,83038000000.0,22089000000.0,10458000000.0,12244000000.0,22089000000.0,22089000000.0,60949000000.0,83038000000.0,53727000000.0,48705000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2014.0,Q2,,2014-09-30,2014-11-06 17:14:51+00:00,4351000000.0,5439000000.0,-50000000.0,4135000000.0,0.0,27493000000.0,90000000.0,,6343000000.0,48496000000.0,31458000000.0,1044000000.0,1124000000.0,17557000000.0,,14331000000.0,3942000000.0,,,3660000000.0,812000000.0,,-2780000000.0,808000000.0,1167000000.0,84710000000.0,24663000000.0,11270000000.0,10598000000.0,24663000000.0,24663000000.0,60047000000.0,84710000000.0,55883000000.0,49449000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2014.0,Q1,,2014-06-30,2014-08-08 13:34:50+00:00,3492000000.0,5137000000.0,-43000000.0,4171000000.0,0.0,27422000000.0,78000000.0,,6343000000.0,48883000000.0,31687000000.0,967000000.0,1116000000.0,16852000000.0,,14268000000.0,3751000000.0,,,3664000000.0,936000000.0,,-2015000000.0,807000000.0,1322000000.0,84419000000.0,25364000000.0,11374000000.0,9436000000.0,25364000000.0,25364000000.0,59055000000.0,84419000000.0,56193000000.0,49619000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2015.0,FY,,2016-03-31,2017-05-26 11:20:30+00:00,2899000000.0,4374000000.0,-439000000.0,2641000000.0,0.0,27603000000.0,,,6575000000.0,44542000000.0,29268000000.0,,1173000000.0,20297000000.0,,13959000000.0,1099000000.0,,728000000.0,4002000000.0,1920000000.0,,-7378000000.0,4690000000.0,0.0,78975000000.0,19783000000.0,6833000000.0,11963000000.0,19783000000.0,19783000000.0,59192000000.0,78975000000.0,51845000000.0,47229000000.0,-3000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2015.0,Q3,,2015-12-31,2016-02-04 17:29:45+00:00,3078000000.0,4474000000.0,-419000000.0,2175000000.0,0.0,27576000000.0,0.0,186000000.0,6575000000.0,44859000000.0,30429000000.0,,995000000.0,20645000000.0,,13773000000.0,1033000000.0,,911000000.0,3954000000.0,2317000000.0,,-6824000000.0,3324000000.0,41000000.0,79551000000.0,20333000000.0,6561000000.0,11062000000.0,20333000000.0,20333000000.0,59218000000.0,79551000000.0,52345000000.0,48156000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2015.0,Q2,,2015-09-30,2015-11-09 08:01:26+00:00,3527000000.0,4333000000.0,-412000000.0,1972000000.0,0.0,27557000000.0,63000000.0,,6575000000.0,45180000000.0,32570000000.0,,889000000.0,21061000000.0,,13929000000.0,1980000000.0,,939000000.0,3940000000.0,2089000000.0,,-5988000000.0,1395000000.0,103000000.0,80851000000.0,21157000000.0,7096000000.0,9255000000.0,21157000000.0,21157000000.0,59694000000.0,80851000000.0,52694000000.0,50439000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2015.0,Q1,,2015-06-30,2015-08-07 15:21:50+00:00,3272000000.0,4458000000.0,-404000000.0,2060000000.0,0.0,27532000000.0,87000000.0,,6575000000.0,45529000000.0,32746000000.0,,949000000.0,20563000000.0,,13913000000.0,3813000000.0,,987000000.0,3941000000.0,673000000.0,,-5403000000.0,1384000000.0,203000000.0,81439000000.0,21725000000.0,7785000000.0,9114000000.0,21725000000.0,21725000000.0,59714000000.0,81439000000.0,53091000000.0,50600000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2016.0,FY,,2017-03-31,2018-05-24 16:09:16+00:00,3281000000.0,4141000000.0,-404000000.0,2870000000.0,0.0,27796000000.0,,,6579000000.0,43905000000.0,35878000000.0,,1064000000.0,19209000000.0,0.0,14416000000.0,4138000000.0,,1313000000.0,3563000000.0,601000000.0,,-8584000000.0,5036000000.0,5444000000.0,85123000000.0,18808000000.0,14117000000.0,12458000000.0,18808000000.0,18808000000.0,66315000000.0,85123000000.0,51797000000.0,53857000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2016.0,Q3,,2016-12-31,2017-02-06 16:56:11+00:00,2894000000.0,4189000000.0,-437000000.0,3707000000.0,0.0,27734000000.0,,,6579000000.0,44138000000.0,30759000000.0,,1296000000.0,19333000000.0,,14238000000.0,1236000000.0,,673000000.0,3665000000.0,1984000000.0,,-8301000000.0,6554000000.0,2349000000.0,81295000000.0,18996000000.0,10572000000.0,13637000000.0,18996000000.0,18996000000.0,62299000000.0,81295000000.0,51390000000.0,48662000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2016.0,Q2,,2016-09-30,2016-11-01 15:06:23+00:00,2649000000.0,4285000000.0,-432000000.0,4006000000.0,0.0,27677000000.0,,,6575000000.0,44402000000.0,29541000000.0,,981000000.0,19176000000.0,,14120000000.0,1004000000.0,,819000000.0,3796000000.0,2215000000.0,,-7822000000.0,7014000000.0,1650000000.0,80828000000.0,19423000000.0,9856000000.0,13948000000.0,19423000000.0,19423000000.0,61405000000.0,80828000000.0,51796000000.0,47457000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2016.0,Q1,,2016-06-30,2016-08-09 13:37:32+00:00,1841000000.0,4245000000.0,-440000000.0,3780000000.0,0.0,27622000000.0,,,6575000000.0,44332000000.0,31354000000.0,,816000000.0,19715000000.0,,14006000000.0,1113000000.0,,811000000.0,3844000000.0,1949000000.0,,-7680000000.0,5603000000.0,1304000000.0,80395000000.0,19502000000.0,8962000000.0,11689000000.0,19502000000.0,19502000000.0,60893000000.0,80395000000.0,51718000000.0,49204000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2017.0,FY,,2018-03-31,2019-11-12 15:39:21+00:00,3409000000.0,3962000000.0,-313000000.0,6610000000.0,0.0,27924000000.0,,,6586000000.0,43774000000.0,37463000000.0,,1003000000.0,19925000000.0,63000000.0,7294000000.0,3711000000.0,,921000000.0,3483000000.0,575000000.0,,-1255000000.0,3429000000.0,2354000000.0,85459000000.0,26356000000.0,14253000000.0,10800000000.0,26356000000.0,26419000000.0,59040000000.0,85459000000.0,51281000000.0,48240000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2017.0,Q3,,2017-12-31,2018-02-05 20:35:57+00:00,3176000000.0,3859000000.0,-366000000.0,4440000000.0,0.0,27865000000.0,,,6586000000.0,43889000000.0,32825000000.0,,1009000000.0,19712000000.0,70000000.0,7709000000.0,3917000000.0,,1067000000.0,3509000000.0,626000000.0,,-1264000000.0,4036000000.0,173000000.0,81419000000.0,26235000000.0,10165000000.0,11071000000.0,26235000000.0,26305000000.0,55114000000.0,81419000000.0,51542000000.0,44043000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2017.0,Q2,,2017-09-30,2017-11-02 17:02:04+00:00,2947000000.0,3808000000.0,-392000000.0,4802000000.0,0.0,27847000000.0,,,6578000000.0,43920000000.0,34236000000.0,,751000000.0,18901000000.0,,14780000000.0,4118000000.0,,1132000000.0,3533000000.0,654000000.0,,-8426000000.0,4142000000.0,1610000000.0,82466000000.0,19020000000.0,11935000000.0,10897000000.0,19020000000.0,19020000000.0,63446000000.0,82466000000.0,51630000000.0,52549000000.0,-9000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2017.0,Q1,,2017-06-30,2017-08-03 12:22:43+00:00,2616000000.0,3830000000.0,-408000000.0,2478000000.0,0.0,27801000000.0,,,6578000000.0,44149000000.0,34459000000.0,,979000000.0,18866000000.0,,14701000000.0,4089000000.0,,1235000000.0,3578000000.0,601000000.0,,-8378000000.0,5125000000.0,4349000000.0,83324000000.0,19015000000.0,12496000000.0,11571000000.0,19015000000.0,19015000000.0,64309000000.0,83324000000.0,51962000000.0,52738000000.0,
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2018.0,FY,,2019-03-31,2020-01-27 17:08:33+00:00,3961000000.0,3597000000.0,-392000000.0,6982000000.0,0.0,28347000000.0,,,4598000000.0,43234000000.0,35366000000.0,,999000000.0,21201000000.0,55000000.0,7556000000.0,3554000000.0,,2677000000.0,3437000000.0,1289000000.0,,-1883000000.0,4557000000.0,67000000.0,84601000000.0,26072000000.0,12891000000.0,12115000000.0,26072000000.0,26127000000.0,58474000000.0,84601000000.0,50509000000.0,46359000000.0,0.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2018.0,Q3,,2018-12-31,2019-01-31 16:06:06+00:00,3637000000.0,3467000000.0,-333000000.0,6191000000.0,0.0,28319000000.0,,,6598000000.0,43363000000.0,36288000000.0,,919000000.0,21422000000.0,59000000.0,7684000000.0,3455000000.0,,2625000000.0,3403000000.0,1199000000.0,,291000000.0,3596000000.0,632000000.0,86404000000.0,28270000000.0,12396000000.0,10700000000.0,28270000000.0,28329000000.0,58075000000.0,86404000000.0,52586000000.0,47375000000.0,-7000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2018.0,Q2,,2018-09-30,2018-11-07 15:44:40+00:00,4210000000.0,3370000000.0,-308000000.0,5726000000.0,0.0,28292000000.0,,,6598000000.0,43448000000.0,35329000000.0,,859000000.0,20816000000.0,63000000.0,7704000000.0,3555000000.0,,2542000000.0,3428000000.0,1121000000.0,,432000000.0,5346000000.0,3186000000.0,87851000000.0,28401000000.0,14447000000.0,12926000000.0,28401000000.0,28464000000.0,59387000000.0,87851000000.0,52588000000.0,46461000000.0,-15000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2018.0,Q1,,2018-06-30,2018-08-07 15:27:50+00:00,3143000000.0,3658000000.0,-317000000.0,4378000000.0,0.0,27978000000.0,,,6586000000.0,43613000000.0,35771000000.0,,622000000.0,20538000000.0,52000000.0,7704000000.0,3492000000.0,,2317000000.0,3382000000.0,895000000.0,,236000000.0,4846000000.0,4008000000.0,86449000000.0,27893000000.0,13395000000.0,11647000000.0,27893000000.0,27945000000.0,58504000000.0,86449000000.0,52516000000.0,46857000000.0,-4000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2019.0,Q3,,2019-12-31,2020-01-27 17:08:33+00:00,3396000000.0,3335000000.0,-453000000.0,3179000000.0,0.0,28443000000.0,,,4598000000.0,42410000000.0,33507000000.0,,1117000000.0,20827000000.0,0.0,7038000000.0,3873000000.0,1860000000.0,9612000000.0,8131000000.0,1224000000.0,,-2226000000.0,3880000000.0,62000000.0,86902000000.0,25755000000.0,9455000000.0,12471000000.0,25755000000.0,25755000000.0,61147000000.0,86902000000.0,56620000000.0,48676000000.0,-9000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2019.0,Q2,,2019-09-30,2019-11-12 15:55:15+00:00,3918000000.0,3198000000.0,-418000000.0,4262000000.0,0.0,28390000000.0,,,4598000000.0,42894000000.0,33268000000.0,,963000000.0,20562000000.0,47000000.0,7489000000.0,3723000000.0,1835000000.0,9668000000.0,8222000000.0,1197000000.0,,-2106000000.0,4101000000.0,61000000.0,87928000000.0,25850000000.0,10206000000.0,13052000000.0,25850000000.0,25897000000.0,62031000000.0,87928000000.0,57160000000.0,48979000000.0,-16000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2019.0,Q1,,2019-06-30,2019-08-07 17:33:27+00:00,3672000000.0,3048000000.0,-414000000.0,4869000000.0,0.0,28364000000.0,,,4598000000.0,42999000000.0,35073000000.0,,726000000.0,20556000000.0,52000000.0,7563000000.0,3558000000.0,1680000000.0,9804000000.0,8453000000.0,1436000000.0,,-1832000000.0,2889000000.0,0.0,88546000000.0,26116000000.0,10589000000.0,11289000000.0,26116000000.0,26168000000.0,62378000000.0,88546000000.0,57401000000.0,51089000000.0,-2000000.0
