company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 14:05:08+00:00,3312000000.0,-10.24,-10.24,5621000000.0,-10.24,30089000000.0,-331000000.0,-29444000000.0,-29444000000.0,-29444000000.0,,17191000000.0,40146000000.0,401000000.0,0.0,,,12673000000.0,17191000000.0,22955000000.0,1433000000.0,-3000000.0,51695000000.0,-28740000000.0,-1035000000.0,-29775000000.0,40146000000.0,2874000000.0,2875400000.0,2875400000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 10:39:51+00:00,2443000000.0,-0.98,-0.98,5964000000.0,-0.98,1798000000.0,-1264000000.0,-2796000000.0,-2796000000.0,-2796000000.0,,16746000000.0,35635000000.0,89000000.0,-29000000.0,,,11355000000.0,16746000000.0,18889000000.0,1362000000.0,-145000000.0,21531000000.0,-2642000000.0,-1418000000.0,-4060000000.0,35635000000.0,2863000000.0,2853100000.0,2853100000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 14:47:35+00:00,569000000.0,-0.11,-0.11,1488000000.0,-0.11,,-189000000.0,-326000000.0,-326000000.0,-326000000.0,,4224000000.0,8816000000.0,,-28000000.0,,,2768000000.0,4224000000.0,4592000000.0,318000000.0,8000000.0,4797000000.0,-205000000.0,-310000000.0,-515000000.0,8816000000.0,2855000000.0,2963600000.0,2963600000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 15:55:36+00:00,689000000.0,-0.12,-0.12,1467000000.0,-0.12,,-207000000.0,-344000000.0,-344000000.0,-344000000.0,,4177000000.0,9055000000.0,,,,106000000.0,2826000000.0,4177000000.0,4878000000.0,320000000.0,-21000000.0,5088000000.0,-210000000.0,-341000000.0,-551000000.0,9055000000.0,2852000000.0,2866700000.0,2866700000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,Q4,2009-10-01,2009-12-31,,321000000.0,-0.33,-0.33,1481000000.0,-0.33,447000000.0,-16000000.0,-980000000.0,-980000000.0,-980000000.0,,4079000000.0,7868000000.0,157000000.0,-33000000.0,,-298000000.0,2415000000.0,4079000000.0,3789000000.0,393000000.0,-216000000.0,4333000000.0,-544000000.0,-452000000.0,-996000000.0,7868000000.0,2886000000.0,2900000000.0,2900000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 07:13:04+00:00,1589000000.0,-0.84,-0.84,5827000000.0,-0.84,447000000.0,-1058000000.0,-2436000000.0,-2436000000.0,-2436000000.0,,16435000000.0,32260000000.0,157000000.0,-93000000.0,,,9453000000.0,16435000000.0,15825000000.0,1450000000.0,-803000000.0,17223000000.0,-1398000000.0,-2096000000.0,-3494000000.0,32260000000.0,2886000000.0,2900000000.0,2900000000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,Q3YTD,2009-01-01,2009-09-30,,1268000000.0,-0.51,-0.51,4346000000.0,-0.51,,-1042000000.0,-1456000000.0,-1456000000.0,-1456000000.0,,12356000000.0,24392000000.0,,-89000000.0,,327000000.0,7038000000.0,12356000000.0,12036000000.0,1057000000.0,-587000000.0,12890000000.0,-854000000.0,-1644000000.0,-2498000000.0,24392000000.0,2881000000.0,2811800000.0,2811800000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 09:06:54+00:00,344000000.0,-0.17,-0.17,1476000000.0,-0.17,,-287000000.0,-478000000.0,-478000000.0,-478000000.0,,4269000000.0,8042000000.0,,-60000000.0,,,2267000000.0,4269000000.0,3773000000.0,355000000.0,-156000000.0,4027000000.0,-254000000.0,-511000000.0,-765000000.0,8042000000.0,2881000000.0,2811800000.0,2811800000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,Q2YTD,2009-01-01,2009-06-30,,924000000.0,-0.34,-0.34,2870000000.0,-0.34,,-755000000.0,-978000000.0,-978000000.0,-978000000.0,,8087000000.0,16350000000.0,,-29000000.0,,327000000.0,4771000000.0,8087000000.0,8263000000.0,702000000.0,-431000000.0,8863000000.0,-600000000.0,-1133000000.0,-1733000000.0,16350000000.0,2882000000.0,2953800000.0,2953800000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 12:40:46+00:00,458000000.0,-0.13,-0.13,1453000000.0,-0.13,,-225000000.0,-384000000.0,-384000000.0,-384000000.0,,4061000000.0,8141000000.0,,-29000000.0,,,2311000000.0,4061000000.0,4080000000.0,350000000.0,-146000000.0,4193000000.0,-113000000.0,-496000000.0,-609000000.0,8141000000.0,2882000000.0,2953800000.0,2953800000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 16:39:46+00:00,466000000.0,-0.21,-0.21,1417000000.0,-0.21,,-530000000.0,-594000000.0,-594000000.0,-594000000.0,,4026000000.0,8209000000.0,,,,327000000.0,2460000000.0,4026000000.0,4183000000.0,352000000.0,-285000000.0,4670000000.0,-487000000.0,-637000000.0,-1124000000.0,8209000000.0,2882000000.0,2828600000.0,2828600000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2010.0,Q4,2010-10-01,2010-12-31,,-1022000000.0,-0.32,-0.32,2408000000.0,-0.32,,-5000000.0,-929000000.0,-929000000.0,-929000000.0,,4568000000.0,8301000000.0,46000000.0,-82000000.0,,150000000.0,2418000000.0,4568000000.0,3733000000.0,376000000.0,-465000000.0,3872000000.0,-139000000.0,-795000000.0,-934000000.0,8301000000.0,2988000000.0,2987100000.0,2987100000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:32:26+00:00,,-1.16,-1.16,6248000000.0,-1.16,,166000000.0,-3465000000.0,-3465000000.0,-3465000000.0,,17492000000.0,32563000000.0,46000000.0,-153000000.0,,133000000.0,9438000000.0,17492000000.0,15071000000.0,1464000000.0,-1286000000.0,15666000000.0,-595000000.0,-2704000000.0,-3299000000.0,32563000000.0,2988000000.0,2987100000.0,2987100000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2010.0,Q3TTM,2009-10-01,2010-09-30,,1343000000.0,-1.17,-1.17,5321000000.0,-1.17,447000000.0,155000000.0,-3516000000.0,-3516000000.0,-3516000000.0,,17003000000.0,32130000000.0,157000000.0,-4000000.0,,-327000000.0,9347000000.0,17003000000.0,15127000000.0,1507000000.0,-1011000000.0,16127000000.0,-1000000000.0,-2361000000.0,-3361000000.0,32130000000.0,2990000000.0,3036700000.0,3036700000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2010.0,Q3YTD,2010-01-01,2010-09-30,,1022000000.0,-0.84,-0.84,3840000000.0,-0.84,,171000000.0,-2536000000.0,-2536000000.0,-2536000000.0,,12924000000.0,24262000000.0,,,,,6932000000.0,12924000000.0,11338000000.0,1114000000.0,-795000000.0,11794000000.0,-456000000.0,-1909000000.0,-2365000000.0,24262000000.0,2990000000.0,3036700000.0,3036700000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 15:03:19+00:00,248000000.0,-0.3,-0.3,1304000000.0,-0.3,,53000000.0,-911000000.0,-911000000.0,-911000000.0,,4496000000.0,8152000000.0,,,,,2317000000.0,4496000000.0,3656000000.0,361000000.0,-284000000.0,3869000000.0,-213000000.0,-645000000.0,-858000000.0,8152000000.0,2990000000.0,3036700000.0,3036700000.0
Sprint Corp,S,549300ZTTY7CXOLJ6539,101830,2010.0,Q2TTM,2009-07-01,2010-06-30,,1439000000.0,-1.04,-1.04,5493000000.0,-1.04,447000000.0,-185000000.0,-3083000000.0,-3083000000.0,-3083000000.0,,16776000000.0,32020000000.0,157000000.0,-64000000.0,,-327000000.0,9297000000.0,16776000000.0,15244000000.0,1501000000.0,-883000000.0,16285000000.0,-1041000000.0,-2227000000.0,-3268000000.0,32020000000.0,2988000000.0,3040000000.0,3040000000.0
