company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Tyson Foods Inc,TSN,,100493,2009.0,FY,,2009-10-03,2010-11-22 07:59:49+00:00,1013000000.0,1100000000.0,-34000000.0,1004000000.0,,2275000000.0,1917000000.0,187000000.0,3258000000.0,2009000000.0,3576000000.0,33000000.0,309000000.0,122000000.0,761000000.0,,,497000000.0,539000000.0,43000000.0,65000000.0,140000000.0,2399000000.0,219000000.0,10595000000.0,4398000000.0,4375000000.0,1993000000.0,4398000000.0,4431000000.0,6099000000.0,10595000000.0,2644000000.0,4106000000.0,-242000000.0
Tyson Foods Inc,TSN,,100493,2010.0,FY,,2010-10-02,2011-11-21 07:47:25+00:00,1110000000.0,1198000000.0,0.0,978000000.0,,2282000000.0,1893000000.0,166000000.0,2135000000.0,2274000000.0,3674000000.0,35000000.0,321000000.0,168000000.0,1034000000.0,,,401000000.0,486000000.0,,64000000.0,,3113000000.0,401000000.0,10752000000.0,5166000000.0,4618000000.0,2545000000.0,5166000000.0,5201000000.0,5487000000.0,10752000000.0,2460000000.0,2942000000.0,-229000000.0
Tyson Foods Inc,TSN,,100493,2010.0,Q3,,2010-07-03,2010-08-09 08:01:49+00:00,996000000.0,1229000000.0,-37000000.0,834000000.0,,2271000000.0,1916000000.0,168000000.0,2489000000.0,2132000000.0,3631000000.0,32000000.0,284000000.0,169000000.0,1073000000.0,,,388000000.0,513000000.0,0.0,63000000.0,0.0,2916000000.0,93000000.0,10467000000.0,4924000000.0,4364000000.0,2162000000.0,4924000000.0,4956000000.0,5448000000.0,10467000000.0,2472000000.0,3286000000.0,-226000000.0
Tyson Foods Inc,TSN,,100493,2011.0,FY,,2011-10-01,2012-11-19 07:38:14+00:00,1264000000.0,1321000000.0,-79000000.0,716000000.0,0.0,2300000000.0,1892000000.0,149000000.0,2112000000.0,2587000000.0,3823000000.0,28000000.0,424000000.0,156000000.0,1040000000.0,,,427000000.0,476000000.0,,,,3801000000.0,70000000.0,11071000000.0,5657000000.0,4780000000.0,2374000000.0,5657000000.0,5685000000.0,5386000000.0,11071000000.0,2468000000.0,3012000000.0,-365000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3,,2011-07-02,2011-08-08 07:43:04+00:00,1193000000.0,1334000000.0,13000000.0,981000000.0,,2296000000.0,1895000000.0,158000000.0,2094000000.0,2711000000.0,3802000000.0,31000000.0,393000000.0,146000000.0,1206000000.0,,,461000000.0,457000000.0,,0.0,,3719000000.0,362000000.0,11488000000.0,5752000000.0,5172000000.0,2761000000.0,5752000000.0,5783000000.0,5705000000.0,11488000000.0,2514000000.0,2944000000.0,-276000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2,,2011-04-02,2011-05-09 07:46:22+00:00,1126000000.0,1256000000.0,17000000.0,794000000.0,,2291000000.0,1895000000.0,161000000.0,2105000000.0,2730000000.0,3762000000.0,39000000.0,389000000.0,157000000.0,963000000.0,,,471000000.0,500000000.0,,65000000.0,,3538000000.0,390000000.0,11226000000.0,5649000000.0,4937000000.0,2479000000.0,5649000000.0,5688000000.0,5473000000.0,11226000000.0,2527000000.0,2994000000.0,-197000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q1,,2011-01-01,2011-02-04 11:26:12+00:00,1212000000.0,1180000000.0,-8000000.0,1122000000.0,,2284000000.0,1894000000.0,163000000.0,2124000000.0,2489000000.0,3714000000.0,39000000.0,354000000.0,162000000.0,1009000000.0,,,466000000.0,520000000.0,,63000000.0,,3395000000.0,424000000.0,11190000000.0,5445000000.0,4953000000.0,2645000000.0,5445000000.0,5484000000.0,5643000000.0,11190000000.0,2523000000.0,2998000000.0,-226000000.0
Tyson Foods Inc,TSN,,100493,2012.0,FY,,2012-09-29,2013-11-18 08:05:19+00:00,1372000000.0,1378000000.0,-63000000.0,1071000000.0,0.0,2317000000.0,1891000000.0,129000000.0,1917000000.0,2809000000.0,4022000000.0,30000000.0,558000000.0,145000000.0,943000000.0,,,451000000.0,549000000.0,,,,4327000000.0,515000000.0,11896000000.0,6012000000.0,5403000000.0,2830000000.0,6012000000.0,6042000000.0,5854000000.0,11896000000.0,2471000000.0,3024000000.0,-569000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3,,2012-06-30,2012-08-06 07:43:21+00:00,1189000000.0,1350000000.0,-73000000.0,828000000.0,,2310000000.0,1891000000.0,136000000.0,2345000000.0,2672000000.0,3992000000.0,34000000.0,473000000.0,155000000.0,913000000.0,,,437000000.0,517000000.0,,,,4155000000.0,119000000.0,11461000000.0,5871000000.0,5005000000.0,2221000000.0,5871000000.0,5905000000.0,5556000000.0,11461000000.0,2464000000.0,3335000000.0,-521000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2,,2012-03-31,2012-05-07 07:49:31+00:00,1191000000.0,1253000000.0,-40000000.0,723000000.0,,2305000000.0,1892000000.0,143000000.0,2136000000.0,2622000000.0,3943000000.0,29000000.0,433000000.0,152000000.0,895000000.0,,,442000000.0,496000000.0,,,,4094000000.0,84000000.0,11170000000.0,5906000000.0,4750000000.0,2170000000.0,5906000000.0,5935000000.0,5235000000.0,11170000000.0,2477000000.0,3065000000.0,-453000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q1,,2011-12-31,2012-02-03 07:43:16+00:00,1358000000.0,1281000000.0,-75000000.0,857000000.0,,2298000000.0,1891000000.0,145000000.0,2131000000.0,2598000000.0,3888000000.0,28000000.0,420000000.0,122000000.0,932000000.0,,,445000000.0,493000000.0,,,,3943000000.0,84000000.0,11227000000.0,5781000000.0,4858000000.0,2374000000.0,5781000000.0,5809000000.0,5418000000.0,11227000000.0,2481000000.0,3044000000.0,-385000000.0
Tyson Foods Inc,TSN,,100493,2013.0,FY,,2013-09-28,2014-11-17 07:40:03+00:00,1359000000.0,1497000000.0,-108000000.0,1145000000.0,0.0,2331000000.0,1902000000.0,138000000.0,1895000000.0,2817000000.0,4053000000.0,32000000.0,479000000.0,145000000.0,1138000000.0,0.0,0.0,480000000.0,560000000.0,,,,4999000000.0,513000000.0,12177000000.0,6201000000.0,5604000000.0,3010000000.0,6201000000.0,6233000000.0,5944000000.0,12177000000.0,2520000000.0,2934000000.0,-1021000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3,,2013-06-29,2013-08-05 07:49:32+00:00,1309000000.0,1454000000.0,-122000000.0,943000000.0,0.0,2327000000.0,1903000000.0,143000000.0,1899000000.0,2901000000.0,4042000000.0,34000000.0,467000000.0,229000000.0,1121000000.0,,,487000000.0,551000000.0,,,,4754000000.0,508000000.0,12102000000.0,6213000000.0,5527000000.0,2938000000.0,6213000000.0,6247000000.0,5855000000.0,12102000000.0,2533000000.0,2917000000.0,-746000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2,,2013-03-30,2013-05-06 07:46:23+00:00,1265000000.0,1428000000.0,-93000000.0,762000000.0,0.0,2314000000.0,1892000000.0,115000000.0,1904000000.0,2921000000.0,4002000000.0,38000000.0,498000000.0,188000000.0,955000000.0,,,481000000.0,541000000.0,,,,4522000000.0,512000000.0,11789000000.0,6076000000.0,5299000000.0,2732000000.0,6076000000.0,6114000000.0,5675000000.0,11789000000.0,2488000000.0,2943000000.0,-667000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q1,,2012-12-29,2013-02-01 07:38:38+00:00,1435000000.0,1365000000.0,-74000000.0,951000000.0,0.0,2320000000.0,1891000000.0,126000000.0,1907000000.0,2932000000.0,4043000000.0,24000000.0,536000000.0,139000000.0,892000000.0,,,427000000.0,527000000.0,,,,4444000000.0,519000000.0,11874000000.0,6034000000.0,5387000000.0,2846000000.0,6034000000.0,6058000000.0,5816000000.0,11874000000.0,2444000000.0,2970000000.0,-656000000.0
