company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tyson Foods Inc,TSN,,100493,2011.0,Q4,2011-07-03,2011-10-01,,0.44,0.44,0.05,0.26,,29000000.0,95000000.0,100000000.0,-5000000.0,97000000.0,-2000000.0,7783000000.0,8170000000.0,5000000.0,211000000.0,7783000000.0,387000000.0,55000000.0,3000000.0,211000000.0,176000000.0,-47000000.0,129000000.0,8170000000.0,367600000.0,367600000.0,380000000.0
Tyson Foods Inc,TSN,,100493,2011.0,FY,2010-10-03,2011-10-01,2013-11-18 08:05:19+00:00,2.04,2.04,0.16,1.97,,340000000.0,733000000.0,738000000.0,-5000000.0,750000000.0,-17000000.0,29837000000.0,32032000000.0,20000000.0,906000000.0,29837000000.0,2195000000.0,242000000.0,11000000.0,906000000.0,1289000000.0,-211000000.0,1078000000.0,32032000000.0,367600000.0,367600000.0,380000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3YTD,2010-10-03,2011-07-02,,1.6,1.6,0.11,1.71,,311000000.0,638000000.0,638000000.0,,653000000.0,-15000000.0,22054000000.0,23862000000.0,15000000.0,695000000.0,22054000000.0,1808000000.0,187000000.0,8000000.0,695000000.0,1113000000.0,-164000000.0,949000000.0,23862000000.0,408300000.0,408300000.0,383000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3TTM,2010-07-04,2011-07-02,,2.34,2.34,0.14,2.28,29000000.0,426000000.0,846000000.0,846000000.0,,866000000.0,-20000000.0,28826000000.0,31303000000.0,9000000.0,944000000.0,28826000000.0,2477000000.0,252000000.0,11000000.0,973000000.0,1504000000.0,-232000000.0,1272000000.0,31303000000.0,408300000.0,408300000.0,383000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3,2011-04-03,2011-07-02,2012-08-06 07:43:21+00:00,0.48,0.48,0.036000000000000004,0.51,,75000000.0,188000000.0,188000000.0,,196000000.0,-8000000.0,7716000000.0,8247000000.0,7000000.0,219000000.0,7716000000.0,531000000.0,58000000.0,2000000.0,219000000.0,312000000.0,-49000000.0,263000000.0,8247000000.0,408300000.0,408300000.0,383000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2YTD,2010-10-03,2011-04-02,,1.12,1.12,0.07,1.2,,236000000.0,450000000.0,450000000.0,,457000000.0,-7000000.0,14338000000.0,15615000000.0,8000000.0,476000000.0,14338000000.0,1277000000.0,129000000.0,6000000.0,476000000.0,801000000.0,-115000000.0,686000000.0,15615000000.0,407700000.0,407700000.0,383000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2TTM,2010-04-04,2011-04-02,,2.47,2.47,0.14,2.42,29000000.0,504000000.0,900000000.0,900000000.0,,918000000.0,-18000000.0,27796000000.0,30494000000.0,-12000000.0,970000000.0,27796000000.0,2698000000.0,296000000.0,13000000.0,999000000.0,1699000000.0,-295000000.0,1404000000.0,30494000000.0,407700000.0,407700000.0,383000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2,2011-01-02,2011-04-02,2012-05-07 07:49:31+00:00,0.39,0.39,0.036000000000000004,0.42,,85000000.0,156000000.0,156000000.0,,159000000.0,-3000000.0,7467000000.0,8000000000.0,-2000000.0,230000000.0,7467000000.0,533000000.0,63000000.0,3000000.0,230000000.0,303000000.0,-62000000.0,241000000.0,8000000000.0,407700000.0,407700000.0,383000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q1TTM,2010-01-03,2011-01-01,,2.47,2.47,0.14,2.42,29000000.0,512000000.0,900000000.0,900000000.0,,918000000.0,-18000000.0,26681000000.0,29410000000.0,-9000000.0,960000000.0,26681000000.0,2729000000.0,333000000.0,14000000.0,989000000.0,1740000000.0,-328000000.0,1412000000.0,29410000000.0,408200000.0,408200000.0,379000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q1,2010-10-03,2011-01-01,2012-02-03 07:43:16+00:00,0.73,0.73,0.036000000000000004,0.78,,151000000.0,294000000.0,294000000.0,,298000000.0,-4000000.0,6871000000.0,7615000000.0,10000000.0,246000000.0,6871000000.0,744000000.0,66000000.0,3000000.0,246000000.0,498000000.0,-53000000.0,445000000.0,7615000000.0,408200000.0,408200000.0,379000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q4,2012-07-01,2012-09-29,,0.41,0.41,0.04,0.51,,120000000.0,181000000.0,213000000.0,-32000000.0,185000000.0,-4000000.0,7601000000.0,8197000000.0,6000000.0,232000000.0,7601000000.0,596000000.0,40000000.0,3000000.0,232000000.0,364000000.0,-31000000.0,333000000.0,8197000000.0,393900000.0,393900000.0,370000000.0
Tyson Foods Inc,TSN,,100493,2012.0,FY,2011-10-02,2012-09-29,2014-11-17 07:40:03+00:00,1.48,1.48,0.14400000000000002,1.58,,351000000.0,576000000.0,614000000.0,-38000000.0,583000000.0,-7000000.0,30865000000.0,33055000000.0,23000000.0,904000000.0,30865000000.0,2190000000.0,356000000.0,12000000.0,904000000.0,1286000000.0,-321000000.0,965000000.0,33055000000.0,393900000.0,393900000.0,370000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3YTD,2011-10-02,2012-06-30,,1.07,1.07,0.11,1.07,,231000000.0,395000000.0,401000000.0,-6000000.0,398000000.0,-3000000.0,23264000000.0,24858000000.0,17000000.0,672000000.0,23264000000.0,1594000000.0,316000000.0,9000000.0,672000000.0,922000000.0,-290000000.0,632000000.0,24858000000.0,361900000.0,361900000.0,369000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3TTM,2011-07-03,2012-06-30,,1.51,1.51,0.16,1.33,,260000000.0,490000000.0,501000000.0,-11000000.0,495000000.0,-5000000.0,31047000000.0,33028000000.0,22000000.0,883000000.0,31047000000.0,1981000000.0,371000000.0,12000000.0,883000000.0,1098000000.0,-337000000.0,761000000.0,33028000000.0,361900000.0,361900000.0,369000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3,2012-04-01,2012-06-30,2013-08-05 07:49:32+00:00,0.21,0.21,0.036000000000000004,0.21,,53000000.0,73000000.0,79000000.0,-6000000.0,76000000.0,-3000000.0,7695000000.0,8261000000.0,3000000.0,224000000.0,7695000000.0,566000000.0,215000000.0,2000000.0,224000000.0,342000000.0,-210000000.0,132000000.0,8261000000.0,361900000.0,361900000.0,369000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2YTD,2011-10-02,2012-03-31,,0.86,0.86,0.07,0.86,,178000000.0,322000000.0,322000000.0,,322000000.0,,15569000000.0,16597000000.0,14000000.0,448000000.0,15569000000.0,1028000000.0,101000000.0,7000000.0,448000000.0,580000000.0,-80000000.0,500000000.0,16597000000.0,353200000.0,353200000.0,373000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2TTM,2011-04-03,2012-03-31,,1.78,1.78,0.16,1.63,,282000000.0,605000000.0,610000000.0,-5000000.0,615000000.0,-10000000.0,31068000000.0,33014000000.0,26000000.0,878000000.0,31068000000.0,1946000000.0,214000000.0,12000000.0,878000000.0,1068000000.0,-176000000.0,892000000.0,33014000000.0,353200000.0,353200000.0,373000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2,2012-01-01,2012-03-31,2013-05-06 07:46:23+00:00,0.47,0.47,0.036000000000000004,0.44,,91000000.0,166000000.0,166000000.0,,166000000.0,0.0,7733000000.0,8268000000.0,2000000.0,233000000.0,7733000000.0,535000000.0,52000000.0,5000000.0,233000000.0,302000000.0,-45000000.0,257000000.0,8268000000.0,353200000.0,353200000.0,373000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q1TTM,2011-01-02,2011-12-31,,1.7,1.7,0.16,1.61,,276000000.0,595000000.0,600000000.0,-5000000.0,608000000.0,-13000000.0,30802000000.0,32746000000.0,22000000.0,875000000.0,30802000000.0,1944000000.0,225000000.0,10000000.0,875000000.0,1069000000.0,-193000000.0,876000000.0,32746000000.0,400000000.0,400000000.0,376000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q1,2011-10-02,2011-12-31,2013-02-01 07:38:38+00:00,0.39,0.39,0.036000000000000004,0.42,,87000000.0,156000000.0,156000000.0,,156000000.0,0.0,7836000000.0,8329000000.0,12000000.0,215000000.0,7836000000.0,493000000.0,49000000.0,2000000.0,215000000.0,278000000.0,-35000000.0,243000000.0,8329000000.0,400000000.0,400000000.0,376000000.0
Tyson Foods Inc,TSN,,100493,2013.0,FY,2012-09-30,2013-09-28,2015-11-23 07:40:41+00:00,2.04,2.04,0.27,2.12,,409000000.0,778000000.0,848000000.0,-70000000.0,778000000.0,0.0,32016000000.0,34374000000.0,20000000.0,983000000.0,32016000000.0,2358000000.0,145000000.0,7000000.0,983000000.0,1375000000.0,-118000000.0,1257000000.0,34374000000.0,381400000.0,381400000.0,367000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q4,2013-06-30,2013-09-28,,0.63,0.63,0.03,0.7,,124000000.0,259000000.0,259000000.0,,261000000.0,-2000000.0,8225000000.0,8894000000.0,1000000.0,253000000.0,8225000000.0,669000000.0,36000000.0,2000000.0,253000000.0,416000000.0,-33000000.0,383000000.0,8894000000.0,381400000.0,381400000.0,367000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3YTD,2012-09-30,2013-06-29,,1.41,1.41,0.24,1.42,,285000000.0,519000000.0,589000000.0,-70000000.0,517000000.0,2000000.0,23791000000.0,25480000000.0,19000000.0,730000000.0,23791000000.0,1689000000.0,109000000.0,5000000.0,730000000.0,959000000.0,-85000000.0,874000000.0,25480000000.0,389100000.0,389100000.0,369000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3TTM,2012-07-01,2013-06-29,,1.82,1.82,0.28,1.93,,405000000.0,700000000.0,802000000.0,-102000000.0,702000000.0,-2000000.0,31392000000.0,33677000000.0,25000000.0,962000000.0,31392000000.0,2285000000.0,149000000.0,8000000.0,962000000.0,1323000000.0,-116000000.0,1207000000.0,33677000000.0,389100000.0,389100000.0,369000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3,2013-03-31,2013-06-29,2014-08-07 07:58:16+00:00,0.64,0.64,0.05,0.68,,136000000.0,245000000.0,249000000.0,-4000000.0,249000000.0,-4000000.0,8049000000.0,8731000000.0,0.0,263000000.0,8049000000.0,682000000.0,36000000.0,2000000.0,263000000.0,419000000.0,-34000000.0,385000000.0,8731000000.0,389100000.0,389100000.0,369000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2YTD,2012-09-30,2013-03-30,,0.77,0.77,0.19,0.74,,149000000.0,274000000.0,340000000.0,-66000000.0,268000000.0,6000000.0,15742000000.0,16749000000.0,19000000.0,467000000.0,15742000000.0,1007000000.0,73000000.0,3000000.0,467000000.0,540000000.0,-51000000.0,489000000.0,16749000000.0,351900000.0,351900000.0,366000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2TTM,2012-04-01,2013-03-30,,1.39,1.39,0.26,1.46,,322000000.0,528000000.0,632000000.0,-104000000.0,529000000.0,-1000000.0,31038000000.0,33207000000.0,28000000.0,923000000.0,31038000000.0,2169000000.0,328000000.0,8000000.0,923000000.0,1246000000.0,-292000000.0,954000000.0,33207000000.0,351900000.0,351900000.0,366000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2,2012-12-30,2013-03-30,2014-05-05 07:39:19+00:00,0.27,0.27,0.045,0.26,,53000000.0,106000000.0,168000000.0,-62000000.0,95000000.0,11000000.0,7915000000.0,8383000000.0,19000000.0,232000000.0,7915000000.0,468000000.0,36000000.0,2000000.0,232000000.0,236000000.0,-15000000.0,221000000.0,8383000000.0,351900000.0,351900000.0,366000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q1TTM,2012-01-01,2012-12-29,,1.59,1.59,0.25,1.64,,360000000.0,588000000.0,630000000.0,-42000000.0,600000000.0,-12000000.0,30856000000.0,33092000000.0,11000000.0,924000000.0,30856000000.0,2236000000.0,344000000.0,11000000.0,924000000.0,1312000000.0,-322000000.0,990000000.0,33092000000.0,346000000.0,346000000.0,362000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q1,2012-09-30,2012-12-29,2014-01-31 07:39:21+00:00,0.5,0.5,0.14400000000000002,0.48,,96000000.0,168000000.0,172000000.0,-4000000.0,173000000.0,-5000000.0,7827000000.0,8366000000.0,0.0,235000000.0,7827000000.0,539000000.0,37000000.0,1000000.0,235000000.0,304000000.0,-36000000.0,268000000.0,8366000000.0,346000000.0,346000000.0,362000000.0
Tyson Foods Inc,TSN,,100493,2014.0,FY,2013-09-29,2014-09-27,2016-11-21 07:37:25+00:00,2.26,2.26,0.27,2.37,,396000000.0,856000000.0,856000000.0,,864000000.0,-8000000.0,34895000000.0,37580000000.0,-53000000.0,1255000000.0,34895000000.0,2685000000.0,132000000.0,7000000.0,1255000000.0,1430000000.0,-178000000.0,1252000000.0,37580000000.0,382300000.0,382300000.0,364000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q4,2014-06-29,2014-09-27,,0.32,0.32,0.04,0.32,,82000000.0,136000000.0,136000000.0,,137000000.0,-1000000.0,9393000000.0,10105000000.0,-35000000.0,406000000.0,9393000000.0,712000000.0,54000000.0,1000000.0,406000000.0,306000000.0,-88000000.0,218000000.0,10105000000.0,382300000.0,382300000.0,364000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q3YTD,2013-09-29,2014-06-28,,1.94,1.94,0.23,2.05,,314000000.0,720000000.0,720000000.0,,727000000.0,-7000000.0,25502000000.0,27475000000.0,-18000000.0,849000000.0,25502000000.0,1973000000.0,78000000.0,6000000.0,849000000.0,1124000000.0,-90000000.0,1034000000.0,27475000000.0,382400000.0,382400000.0,356000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q3TTM,2013-06-30,2014-06-28,,2.57,2.57,0.26,2.75,,438000000.0,979000000.0,979000000.0,,988000000.0,-9000000.0,33727000000.0,36369000000.0,-17000000.0,1102000000.0,33727000000.0,2642000000.0,114000000.0,8000000.0,1102000000.0,1540000000.0,-123000000.0,1417000000.0,36369000000.0,382400000.0,382400000.0,356000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q3,2014-03-30,2014-06-28,2015-08-03 07:40:13+00:00,0.68,0.68,0.068,0.73,,52000000.0,258000000.0,258000000.0,,260000000.0,-2000000.0,9045000000.0,9682000000.0,-17000000.0,286000000.0,9045000000.0,637000000.0,25000000.0,1000000.0,286000000.0,351000000.0,-41000000.0,310000000.0,9682000000.0,382400000.0,382400000.0,356000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q2,2013-12-29,2014-03-29,2015-05-04 07:39:15+00:00,0.58,0.58,0.068,0.6,,131000000.0,210000000.0,210000000.0,,213000000.0,-3000000.0,8381000000.0,9032000000.0,2000000.0,290000000.0,8381000000.0,651000000.0,25000000.0,3000000.0,290000000.0,361000000.0,-20000000.0,341000000.0,9032000000.0,367200000.0,367200000.0,356000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q2YTD,2013-09-29,2014-03-29,,1.26,1.26,0.16,1.32,,262000000.0,462000000.0,462000000.0,,467000000.0,-5000000.0,16457000000.0,17793000000.0,-1000000.0,563000000.0,16457000000.0,1336000000.0,53000000.0,5000000.0,563000000.0,773000000.0,-49000000.0,724000000.0,17793000000.0,367200000.0,367200000.0,356000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q2TTM,2013-03-31,2014-03-29,,2.53,2.53,0.24,2.7,,522000000.0,966000000.0,970000000.0,-4000000.0,977000000.0,-11000000.0,32731000000.0,35418000000.0,,1079000000.0,32731000000.0,2687000000.0,125000000.0,9000000.0,1079000000.0,1608000000.0,-116000000.0,1492000000.0,35418000000.0,367200000.0,367200000.0,356000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q1,2013-09-29,2013-12-28,2015-01-30 07:36:59+00:00,0.68,0.68,0.09,0.72,,131000000.0,252000000.0,252000000.0,,254000000.0,-2000000.0,8076000000.0,8761000000.0,-3000000.0,273000000.0,8076000000.0,685000000.0,28000000.0,2000000.0,273000000.0,412000000.0,-29000000.0,383000000.0,8761000000.0,373500000.0,373500000.0,354000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q1TTM,2012-12-30,2013-12-28,,2.22,2.22,0.22,2.36,,444000000.0,862000000.0,928000000.0,-66000000.0,859000000.0,3000000.0,32265000000.0,34769000000.0,17000000.0,1021000000.0,32265000000.0,2504000000.0,136000000.0,8000000.0,1021000000.0,1483000000.0,-111000000.0,1372000000.0,34769000000.0,373500000.0,373500000.0,354000000.0
Tyson Foods Inc,TSN,,100493,2015.0,FY,2014-09-28,2015-10-03,2017-11-13 07:41:02+00:00,2.79,2.79,0.36,2.95,,697000000.0,1224000000.0,1224000000.0,,1220000000.0,4000000.0,37456000000.0,41373000000.0,36000000.0,1748000000.0,37456000000.0,3917000000.0,293000000.0,9000000.0,1748000000.0,2169000000.0,-248000000.0,1921000000.0,41373000000.0,437300000.0,437300000.0,413000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q4,2015-06-28,2015-10-03,,0.59,0.59,0.07,0.63,,226000000.0,259000000.0,259000000.0,,258000000.0,1000000.0,9520000000.0,10506000000.0,4000000.0,436000000.0,9520000000.0,986000000.0,72000000.0,3000000.0,436000000.0,550000000.0,-65000000.0,485000000.0,10506000000.0,437300000.0,437300000.0,413000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q3,2015-03-29,2015-06-27,2016-08-08 07:37:53+00:00,0.78,0.78,0.09,0.83,,174000000.0,344000000.0,344000000.0,,343000000.0,1000000.0,9085000000.0,10071000000.0,25000000.0,423000000.0,9085000000.0,986000000.0,73000000.0,3000000.0,423000000.0,563000000.0,-45000000.0,518000000.0,10071000000.0,439700000.0,439700000.0,414000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q3YTD,2014-09-28,2015-06-27,,2.2,2.2,0.29,2.32,,471000000.0,965000000.0,965000000.0,,962000000.0,3000000.0,27936000000.0,30867000000.0,32000000.0,1312000000.0,27936000000.0,2931000000.0,221000000.0,6000000.0,1312000000.0,1619000000.0,-183000000.0,1436000000.0,30867000000.0,439700000.0,439700000.0,414000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q3TTM,2014-06-29,2015-06-27,,2.52,2.52,0.34,2.64,,553000000.0,1101000000.0,1101000000.0,,1099000000.0,2000000.0,37329000000.0,40972000000.0,-3000000.0,1718000000.0,37329000000.0,3643000000.0,275000000.0,7000000.0,1718000000.0,1925000000.0,-271000000.0,1654000000.0,40972000000.0,439700000.0,439700000.0,414000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q2,2014-12-28,2015-03-28,2016-05-09 07:36:12+00:00,0.71,0.71,0.09,0.75,,172000000.0,311000000.0,311000000.0,,310000000.0,1000000.0,8990000000.0,9979000000.0,6000000.0,442000000.0,8990000000.0,989000000.0,71000000.0,1000000.0,442000000.0,547000000.0,-64000000.0,483000000.0,9979000000.0,436600000.0,436600000.0,415000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q2YTD,2014-09-28,2015-03-28,,1.42,1.42,0.2,1.49,,297000000.0,621000000.0,621000000.0,,619000000.0,2000000.0,18851000000.0,20796000000.0,7000000.0,889000000.0,18851000000.0,1945000000.0,148000000.0,3000000.0,889000000.0,1056000000.0,-138000000.0,918000000.0,20796000000.0,436600000.0,436600000.0,415000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q2TTM,2014-03-30,2015-03-28,,2.42,2.42,0.32,2.54,,431000000.0,1015000000.0,1015000000.0,,1016000000.0,-1000000.0,37289000000.0,40583000000.0,-45000000.0,1581000000.0,37289000000.0,3294000000.0,227000000.0,5000000.0,1581000000.0,1713000000.0,-267000000.0,1446000000.0,40583000000.0,436600000.0,436600000.0,415000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q1,2014-09-28,2014-12-27,2016-02-05 07:39:45+00:00,0.71,0.71,0.113,0.74,,125000000.0,310000000.0,310000000.0,,309000000.0,1000000.0,9861000000.0,10817000000.0,1000000.0,447000000.0,9861000000.0,956000000.0,77000000.0,2000000.0,447000000.0,509000000.0,-74000000.0,435000000.0,10817000000.0,435200000.0,435200000.0,416000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q1TTM,2013-12-29,2014-12-27,,2.29,2.29,0.29,2.39,,390000000.0,914000000.0,914000000.0,,919000000.0,-5000000.0,36680000000.0,39636000000.0,-49000000.0,1429000000.0,36680000000.0,2956000000.0,181000000.0,7000000.0,1429000000.0,1527000000.0,-223000000.0,1304000000.0,39636000000.0,435200000.0,435200000.0,416000000.0
Tyson Foods Inc,TSN,,100493,2016.0,FY,2015-10-04,2016-10-01,2018-11-13 07:40:04+00:00,4.24,4.24,0.54,4.53,,826000000.0,1772000000.0,1772000000.0,,1768000000.0,4000000.0,32184000000.0,36881000000.0,8000000.0,1864000000.0,32184000000.0,4697000000.0,249000000.0,6000000.0,1864000000.0,2833000000.0,-235000000.0,2598000000.0,36881000000.0,417000000.0,417000000.0,390000000.0
Tyson Foods Inc,TSN,,100493,2016.0,Q4,2016-07-03,2016-10-01,,0.96,0.96,0.09,1.03,,139000000.0,392000000.0,392000000.0,,391000000.0,1000000.0,8067000000.0,9156000000.0,2000000.0,503000000.0,8067000000.0,1089000000.0,58000000.0,1000000.0,503000000.0,586000000.0,-55000000.0,531000000.0,9156000000.0,417000000.0,417000000.0,390000000.0
Tyson Foods Inc,TSN,,100493,2016.0,Q3,2016-04-03,2016-07-02,2017-08-07 07:39:21+00:00,1.17,1.17,0.135,1.25,,226000000.0,485000000.0,485000000.0,,484000000.0,1000000.0,8179000000.0,9403000000.0,2000000.0,457000000.0,8179000000.0,1224000000.0,60000000.0,2000000.0,457000000.0,767000000.0,-56000000.0,711000000.0,9403000000.0,413700000.0,413700000.0,388000000.0
Tyson Foods Inc,TSN,,100493,2016.0,Q3YTD,2015-10-04,2016-07-02,,3.28,3.28,0.45,3.5,,687000000.0,1380000000.0,1380000000.0,,1377000000.0,3000000.0,24117000000.0,27725000000.0,6000000.0,1361000000.0,24117000000.0,3608000000.0,191000000.0,5000000.0,1361000000.0,2247000000.0,-180000000.0,2067000000.0,27725000000.0,413700000.0,413700000.0,388000000.0
Tyson Foods Inc,TSN,,100493,2016.0,Q3TTM,2015-06-28,2016-07-02,,3.87,3.87,0.52,4.13,,913000000.0,1639000000.0,1639000000.0,,1635000000.0,4000000.0,33637000000.0,38231000000.0,10000000.0,1797000000.0,33637000000.0,4594000000.0,263000000.0,8000000.0,1797000000.0,2797000000.0,-245000000.0,2552000000.0,38231000000.0,413700000.0,413700000.0,388000000.0
