company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Tyson Foods Inc,TSN,,100493,2011.0,Q4,2011-07-03,2011-10-01,,,73000000.0,49000000.0,,-11000000.0,110000000.0,,-12000000.0,-441000000.0,-173000000.0,360000000.0,-441000000.0,-173000000.0,360000000.0,-265000000.0,95000000.0,95000000.0,33000000.0,51000000.0,2000000.0,-14000000.0,-25000000.0,-174000000.0,-303000000.0,-163000000.0,24000000.0
Tyson Foods Inc,TSN,,100493,2011.0,FY,2010-10-03,2011-10-01,2013-11-18 08:05:19+00:00,0.0,73000000.0,433000000.0,,-6000000.0,-260000000.0,,123000000.0,-658000000.0,-644000000.0,1046000000.0,-658000000.0,-644000000.0,1046000000.0,-262000000.0,733000000.0,733000000.0,67000000.0,51000000.0,28000000.0,-59000000.0,-146000000.0,-643000000.0,-500000000.0,-273000000.0,117000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3TTM,2010-07-04,2011-07-02,,,81000000.0,428000000.0,,5000000.0,-379000000.0,,128000000.0,-286000000.0,-607000000.0,1035000000.0,-286000000.0,-607000000.0,1035000000.0,147000000.0,846000000.0,846000000.0,59000000.0,,35000000.0,-60000000.0,-135000000.0,-615000000.0,-238000000.0,-116000000.0,108000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3,2011-04-03,2011-07-02,,,,128000000.0,,-2000000.0,173000000.0,,90000000.0,-146000000.0,-148000000.0,483000000.0,-146000000.0,-148000000.0,483000000.0,187000000.0,188000000.0,188000000.0,-6000000.0,,1000000.0,-15000000.0,-14000000.0,-150000000.0,-132000000.0,-89000000.0,15000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q3YTD,2010-10-03,2011-07-02,2012-08-06 07:43:21+00:00,,,384000000.0,,5000000.0,-370000000.0,,135000000.0,-217000000.0,-471000000.0,686000000.0,-217000000.0,-471000000.0,686000000.0,3000000.0,638000000.0,638000000.0,34000000.0,,26000000.0,-45000000.0,-121000000.0,-469000000.0,-197000000.0,-110000000.0,93000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2TTM,2010-04-04,2011-04-02,,,81000000.0,425000000.0,,13000000.0,-391000000.0,,57000000.0,-584000000.0,-596000000.0,1149000000.0,-584000000.0,-596000000.0,1149000000.0,-18000000.0,900000000.0,900000000.0,134000000.0,,38000000.0,-59000000.0,-134000000.0,-605000000.0,-544000000.0,-38000000.0,105000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2,2011-01-02,2011-04-02,,,,128000000.0,,7000000.0,-472000000.0,,-9000000.0,-58000000.0,-109000000.0,-168000000.0,-58000000.0,-109000000.0,-168000000.0,-328000000.0,156000000.0,156000000.0,20000000.0,,2000000.0,-15000000.0,-15000000.0,-161000000.0,-20000000.0,-14000000.0,65000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q2YTD,2010-10-03,2011-04-02,2012-05-07 07:49:31+00:00,,,256000000.0,,7000000.0,-543000000.0,,45000000.0,-71000000.0,-323000000.0,203000000.0,-71000000.0,-323000000.0,203000000.0,-184000000.0,450000000.0,450000000.0,40000000.0,,25000000.0,-30000000.0,-107000000.0,-319000000.0,-65000000.0,-21000000.0,78000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q1TTM,2010-01-03,2011-01-01,,,81000000.0,421000000.0,,-4000000.0,-302000000.0,,224000000.0,-876000000.0,-618000000.0,1256000000.0,-876000000.0,-618000000.0,1256000000.0,-242000000.0,900000000.0,900000000.0,156000000.0,,59000000.0,-59000000.0,-135000000.0,-595000000.0,-1003000000.0,-38000000.0,53000000.0
Tyson Foods Inc,TSN,,100493,2011.0,Q1,2010-10-03,2011-01-01,2012-02-03 07:43:16+00:00,,,128000000.0,,0.0,-71000000.0,,54000000.0,-13000000.0,-214000000.0,371000000.0,-13000000.0,-214000000.0,371000000.0,144000000.0,294000000.0,294000000.0,20000000.0,,23000000.0,-15000000.0,-92000000.0,-158000000.0,-45000000.0,-7000000.0,13000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q4,2012-07-01,2012-09-29,,,56000000.0,74000000.0,,2000000.0,104000000.0,,34000000.0,-87000000.0,-140000000.0,468000000.0,-87000000.0,-140000000.0,468000000.0,243000000.0,181000000.0,181000000.0,53000000.0,2000000.0,22000000.0,-13000000.0,-13000000.0,-160000000.0,-55000000.0,-55000000.0,11000000.0
Tyson Foods Inc,TSN,,100493,2012.0,FY,2011-10-02,2012-09-29,2014-11-17 07:40:03+00:00,0.0,56000000.0,443000000.0,,-1000000.0,-107000000.0,0.0,1116000000.0,-171000000.0,-660000000.0,1187000000.0,-171000000.0,-660000000.0,1187000000.0,355000000.0,576000000.0,576000000.0,219000000.0,34000000.0,41000000.0,-57000000.0,-58000000.0,-690000000.0,-1000000000.0,-264000000.0,47000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3TTM,2011-07-03,2012-06-30,,,73000000.0,418000000.0,,-14000000.0,-101000000.0,,1070000000.0,-525000000.0,-693000000.0,1079000000.0,-525000000.0,-693000000.0,1079000000.0,-153000000.0,490000000.0,490000000.0,199000000.0,83000000.0,21000000.0,-58000000.0,-70000000.0,-704000000.0,-1248000000.0,-372000000.0,60000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3,2012-04-01,2012-06-30,,,,124000000.0,,-8000000.0,-57000000.0,,997000000.0,29000000.0,-181000000.0,265000000.0,29000000.0,-181000000.0,265000000.0,105000000.0,73000000.0,73000000.0,125000000.0,32000000.0,2000000.0,-15000000.0,-20000000.0,-186000000.0,-904000000.0,-81000000.0,23000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q3YTD,2011-10-02,2012-06-30,2013-08-05 07:49:32+00:00,0.0,,369000000.0,,-3000000.0,-211000000.0,,1082000000.0,-84000000.0,-520000000.0,719000000.0,-84000000.0,-520000000.0,719000000.0,112000000.0,395000000.0,395000000.0,166000000.0,32000000.0,19000000.0,-44000000.0,-45000000.0,-530000000.0,-945000000.0,-209000000.0,36000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2TTM,2011-04-03,2012-03-31,,,73000000.0,422000000.0,,-8000000.0,129000000.0,,163000000.0,-700000000.0,-660000000.0,1297000000.0,-700000000.0,-660000000.0,1297000000.0,-71000000.0,605000000.0,605000000.0,68000000.0,51000000.0,20000000.0,-58000000.0,-64000000.0,-668000000.0,-476000000.0,-380000000.0,52000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2,2012-01-01,2012-03-31,,,,123000000.0,,3000000.0,-187000000.0,,18000000.0,-90000000.0,-163000000.0,116000000.0,-90000000.0,-163000000.0,116000000.0,-134000000.0,166000000.0,166000000.0,14000000.0,,14000000.0,-14000000.0,-17000000.0,-162000000.0,-16000000.0,-78000000.0,2000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q2YTD,2011-10-02,2012-03-31,2013-05-06 07:46:23+00:00,,,245000000.0,,5000000.0,-154000000.0,,85000000.0,-113000000.0,-339000000.0,454000000.0,-113000000.0,-339000000.0,454000000.0,7000000.0,322000000.0,322000000.0,41000000.0,,17000000.0,-29000000.0,-25000000.0,-344000000.0,-41000000.0,-128000000.0,13000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q1TTM,2011-01-02,2011-12-31,,,73000000.0,427000000.0,,-4000000.0,-156000000.0,,136000000.0,-668000000.0,-606000000.0,1013000000.0,-668000000.0,-606000000.0,1013000000.0,-265000000.0,595000000.0,595000000.0,74000000.0,51000000.0,8000000.0,-59000000.0,-62000000.0,-667000000.0,-480000000.0,-316000000.0,115000000.0
Tyson Foods Inc,TSN,,100493,2012.0,Q1,2011-10-02,2011-12-31,2013-02-01 07:38:38+00:00,,,122000000.0,,2000000.0,33000000.0,,67000000.0,-23000000.0,-176000000.0,338000000.0,-23000000.0,-176000000.0,338000000.0,141000000.0,156000000.0,156000000.0,27000000.0,,3000000.0,-15000000.0,-8000000.0,-182000000.0,-25000000.0,-50000000.0,11000000.0
Tyson Foods Inc,TSN,,100493,2013.0,FY,2012-09-30,2013-09-28,2015-11-23 07:40:41+00:00,-106000000.0,45000000.0,474000000.0,0.0,3000000.0,-83000000.0,0.0,86000000.0,-600000000.0,-643000000.0,1314000000.0,-600000000.0,-643000000.0,1314000000.0,74000000.0,778000000.0,778000000.0,100000000.0,123000000.0,39000000.0,-104000000.0,-135000000.0,-558000000.0,-91000000.0,-614000000.0,117000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q4,2013-06-30,2013-09-28,,,45000000.0,87000000.0,,7000000.0,131000000.0,,25000000.0,-300000000.0,-47000000.0,542000000.0,-300000000.0,-47000000.0,542000000.0,202000000.0,259000000.0,259000000.0,20000000.0,30000000.0,3000000.0,-17000000.0,-12000000.0,-133000000.0,-22000000.0,-316000000.0,95000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3TTM,2012-07-01,2013-06-29,,-106000000.0,56000000.0,461000000.0,,-2000000.0,-110000000.0,,95000000.0,-387000000.0,-736000000.0,1240000000.0,-387000000.0,-736000000.0,1240000000.0,115000000.0,700000000.0,700000000.0,133000000.0,95000000.0,58000000.0,-100000000.0,-136000000.0,-585000000.0,-124000000.0,-353000000.0,33000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3,2013-03-31,2013-06-29,,-96000000.0,,128000000.0,,-3000000.0,146000000.0,,22000000.0,-95000000.0,-263000000.0,542000000.0,-95000000.0,-263000000.0,542000000.0,181000000.0,245000000.0,245000000.0,23000000.0,24000000.0,6000000.0,-17000000.0,-44000000.0,-135000000.0,-14000000.0,-110000000.0,6000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q3YTD,2012-09-30,2013-06-29,2014-08-07 07:58:16+00:00,-106000000.0,,387000000.0,,-4000000.0,-214000000.0,,61000000.0,-300000000.0,-596000000.0,772000000.0,-300000000.0,-596000000.0,772000000.0,-128000000.0,519000000.0,519000000.0,80000000.0,93000000.0,36000000.0,-87000000.0,-123000000.0,-425000000.0,-69000000.0,-298000000.0,22000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2TTM,2012-04-01,2013-03-30,,-10000000.0,56000000.0,457000000.0,,-7000000.0,-313000000.0,,1070000000.0,-263000000.0,-654000000.0,963000000.0,-263000000.0,-654000000.0,963000000.0,39000000.0,528000000.0,528000000.0,235000000.0,103000000.0,54000000.0,-98000000.0,-112000000.0,-636000000.0,-1014000000.0,-324000000.0,50000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2,2012-12-30,2013-03-30,,-10000000.0,,129000000.0,,-1000000.0,-229000000.0,,13000000.0,-47000000.0,-181000000.0,40000000.0,-47000000.0,-181000000.0,40000000.0,-189000000.0,106000000.0,106000000.0,34000000.0,50000000.0,26000000.0,-17000000.0,-72000000.0,-133000000.0,-20000000.0,-73000000.0,8000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q2YTD,2012-09-30,2013-03-30,2014-05-05 07:39:19+00:00,-10000000.0,,259000000.0,,-1000000.0,-360000000.0,,39000000.0,-205000000.0,-333000000.0,230000000.0,-205000000.0,-333000000.0,230000000.0,-309000000.0,274000000.0,274000000.0,57000000.0,69000000.0,30000000.0,-70000000.0,-79000000.0,-290000000.0,-55000000.0,-188000000.0,16000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q1TTM,2012-01-01,2012-12-29,,,56000000.0,451000000.0,,-3000000.0,-271000000.0,,1075000000.0,-306000000.0,-636000000.0,1039000000.0,-306000000.0,-636000000.0,1039000000.0,94000000.0,588000000.0,588000000.0,215000000.0,53000000.0,42000000.0,-95000000.0,-57000000.0,-665000000.0,-1010000000.0,-329000000.0,44000000.0
Tyson Foods Inc,TSN,,100493,2013.0,Q1,2012-09-30,2012-12-29,2014-01-31 07:39:21+00:00,,,130000000.0,,0.0,-131000000.0,,26000000.0,-158000000.0,-152000000.0,190000000.0,-158000000.0,-152000000.0,190000000.0,-120000000.0,168000000.0,168000000.0,23000000.0,19000000.0,4000000.0,-53000000.0,-7000000.0,-157000000.0,-35000000.0,-115000000.0,8000000.0
Tyson Foods Inc,TSN,,100493,2014.0,FY,2013-09-29,2014-09-27,2016-11-21 07:37:25+00:00,-8193000000.0,36000000.0,494000000.0,0.0,0.0,-254000000.0,2128000000.0,5781000000.0,6915000000.0,-8800000000.0,1178000000.0,6915000000.0,-8800000000.0,1178000000.0,-707000000.0,856000000.0,856000000.0,46000000.0,67000000.0,10000000.0,-104000000.0,-18000000.0,-632000000.0,-662000000.0,-295000000.0,33000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q4,2014-06-29,2014-09-27,,-8137000000.0,36000000.0,112000000.0,,-3000000.0,289000000.0,2128000000.0,5727000000.0,7569000000.0,-8350000000.0,635000000.0,7569000000.0,-8350000000.0,635000000.0,-149000000.0,136000000.0,136000000.0,62000000.0,6000000.0,-34000000.0,-28000000.0,7000000.0,-195000000.0,-255000000.0,-9000000.0,9000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q3TTM,2013-06-30,2014-06-28,,-56000000.0,45000000.0,469000000.0,,10000000.0,-412000000.0,,79000000.0,-954000000.0,-497000000.0,1085000000.0,-954000000.0,-497000000.0,1085000000.0,-356000000.0,979000000.0,979000000.0,4000000.0,91000000.0,47000000.0,-93000000.0,-37000000.0,-570000000.0,-429000000.0,-602000000.0,119000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q3,2014-03-30,2014-06-28,,,,128000000.0,,-2000000.0,-152000000.0,,21000000.0,-21000000.0,-106000000.0,278000000.0,-21000000.0,-106000000.0,278000000.0,149000000.0,258000000.0,258000000.0,44000000.0,12000000.0,36000000.0,-26000000.0,-4000000.0,-144000000.0,-17000000.0,-11000000.0,6000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q3YTD,2013-09-29,2014-06-28,2015-08-03 07:40:13+00:00,-56000000.0,,382000000.0,0.0,3000000.0,-543000000.0,,54000000.0,-654000000.0,-450000000.0,543000000.0,-654000000.0,-450000000.0,543000000.0,-558000000.0,720000000.0,720000000.0,-16000000.0,61000000.0,44000000.0,-76000000.0,-25000000.0,-437000000.0,-407000000.0,-286000000.0,24000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q2TTM,2013-03-31,2014-03-29,,-152000000.0,45000000.0,469000000.0,,9000000.0,-114000000.0,,80000000.0,-1028000000.0,-654000000.0,1349000000.0,-1028000000.0,-654000000.0,1349000000.0,-324000000.0,966000000.0,966000000.0,-17000000.0,103000000.0,17000000.0,-84000000.0,-77000000.0,-561000000.0,-426000000.0,-701000000.0,119000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q2,2013-12-29,2014-03-29,,-56000000.0,,127000000.0,,2000000.0,-443000000.0,,22000000.0,-93000000.0,-200000000.0,-96000000.0,-93000000.0,-200000000.0,-96000000.0,-387000000.0,210000000.0,210000000.0,10000000.0,37000000.0,11000000.0,-25000000.0,-11000000.0,-153000000.0,-11000000.0,-116000000.0,9000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q2YTD,2013-09-29,2014-03-29,2015-05-04 07:39:15+00:00,-56000000.0,,254000000.0,0.0,5000000.0,-391000000.0,,33000000.0,-633000000.0,-344000000.0,265000000.0,-633000000.0,-344000000.0,265000000.0,-707000000.0,462000000.0,462000000.0,-60000000.0,49000000.0,8000000.0,-50000000.0,-21000000.0,-293000000.0,-390000000.0,-275000000.0,18000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q1TTM,2012-12-30,2013-12-28,,-106000000.0,45000000.0,471000000.0,,6000000.0,100000000.0,,71000000.0,-982000000.0,-635000000.0,1485000000.0,-982000000.0,-635000000.0,1485000000.0,-126000000.0,862000000.0,862000000.0,7000000.0,116000000.0,32000000.0,-76000000.0,-138000000.0,-541000000.0,-435000000.0,-658000000.0,118000000.0
Tyson Foods Inc,TSN,,100493,2014.0,Q1,2013-09-29,2013-12-28,2015-01-30 07:36:59+00:00,,,127000000.0,0.0,3000000.0,52000000.0,,11000000.0,-540000000.0,-144000000.0,361000000.0,-540000000.0,-144000000.0,361000000.0,-320000000.0,252000000.0,252000000.0,-70000000.0,12000000.0,-3000000.0,-25000000.0,-10000000.0,-140000000.0,-379000000.0,-159000000.0,9000000.0
Tyson Foods Inc,TSN,,100493,2015.0,FY,2014-09-28,2015-10-03,2017-11-13 07:41:02+00:00,0.0,102000000.0,609000000.0,539000000.0,-15000000.0,387000000.0,,1863000000.0,-2035000000.0,-270000000.0,2570000000.0,-2035000000.0,-270000000.0,2570000000.0,250000000.0,1224000000.0,1224000000.0,248000000.0,84000000.0,31000000.0,-147000000.0,-38000000.0,-854000000.0,-3340000000.0,-495000000.0,52000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q4,2015-06-28,2015-10-03,,,102000000.0,85000000.0,374000000.0,-5000000.0,261000000.0,,,-832000000.0,156000000.0,898000000.0,-832000000.0,156000000.0,898000000.0,217000000.0,259000000.0,259000000.0,191000000.0,13000000.0,5000000.0,-37000000.0,-14000000.0,-218000000.0,-510000000.0,-298000000.0,9000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q3YTD,2014-09-28,2015-06-27,2016-08-08 07:37:53+00:00,,,524000000.0,165000000.0,-10000000.0,126000000.0,,1863000000.0,-1203000000.0,-426000000.0,1672000000.0,-1203000000.0,-426000000.0,1672000000.0,33000000.0,965000000.0,965000000.0,57000000.0,71000000.0,26000000.0,-110000000.0,-24000000.0,-636000000.0,-2830000000.0,-197000000.0,43000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q3TTM,2014-06-29,2015-06-27,,-8137000000.0,36000000.0,636000000.0,165000000.0,-13000000.0,415000000.0,2128000000.0,7590000000.0,6366000000.0,-8776000000.0,2307000000.0,6366000000.0,-8776000000.0,2307000000.0,-116000000.0,1101000000.0,1101000000.0,119000000.0,77000000.0,-8000000.0,-138000000.0,-17000000.0,-831000000.0,-3085000000.0,-206000000.0,52000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q3,2015-03-29,2015-06-27,,,,177000000.0,23000000.0,1000000.0,322000000.0,,773000000.0,-482000000.0,-135000000.0,864000000.0,-482000000.0,-135000000.0,864000000.0,248000000.0,344000000.0,344000000.0,21000000.0,37000000.0,22000000.0,-35000000.0,-7000000.0,-201000000.0,-1210000000.0,-47000000.0,28000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q2YTD,2014-09-28,2015-03-28,2016-05-09 07:36:12+00:00,,,347000000.0,142000000.0,-11000000.0,-196000000.0,,1090000000.0,-721000000.0,-291000000.0,808000000.0,-721000000.0,-291000000.0,808000000.0,-215000000.0,621000000.0,621000000.0,36000000.0,34000000.0,4000000.0,-75000000.0,-17000000.0,-435000000.0,-1620000000.0,-150000000.0,15000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q2TTM,2014-03-30,2015-03-28,,-8137000000.0,36000000.0,587000000.0,142000000.0,-16000000.0,-59000000.0,2128000000.0,6838000000.0,6827000000.0,-8747000000.0,1721000000.0,6827000000.0,-8747000000.0,1721000000.0,-215000000.0,1015000000.0,1015000000.0,142000000.0,52000000.0,6000000.0,-129000000.0,-14000000.0,-774000000.0,-1892000000.0,-170000000.0,30000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q2,2014-12-28,2015-03-28,,,,172000000.0,,-6000000.0,-517000000.0,,1085000000.0,54000000.0,-202000000.0,-4000000.0,54000000.0,-202000000.0,-4000000.0,-158000000.0,311000000.0,311000000.0,30000000.0,18000000.0,1000000.0,-38000000.0,-7000000.0,-204000000.0,-952000000.0,-59000000.0,8000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q1,2014-09-28,2014-12-27,2016-02-05 07:39:45+00:00,,,175000000.0,142000000.0,-5000000.0,321000000.0,,5000000.0,-775000000.0,-89000000.0,812000000.0,-775000000.0,-89000000.0,812000000.0,-57000000.0,310000000.0,310000000.0,6000000.0,16000000.0,3000000.0,-37000000.0,-10000000.0,-231000000.0,-668000000.0,-91000000.0,7000000.0
Tyson Foods Inc,TSN,,100493,2015.0,Q1TTM,2013-12-29,2014-12-27,,-8193000000.0,36000000.0,542000000.0,142000000.0,-8000000.0,15000000.0,2128000000.0,5775000000.0,6680000000.0,-8745000000.0,1629000000.0,6680000000.0,-8745000000.0,1629000000.0,-444000000.0,914000000.0,914000000.0,122000000.0,71000000.0,16000000.0,-116000000.0,-18000000.0,-723000000.0,-951000000.0,-227000000.0,31000000.0
Tyson Foods Inc,TSN,,100493,2016.0,FY,2015-10-04,2016-10-01,2018-11-13 07:40:04+00:00,0.0,88000000.0,617000000.0,0.0,6000000.0,147000000.0,,1134000000.0,-2377000000.0,-684000000.0,2716000000.0,-2377000000.0,-684000000.0,2716000000.0,-339000000.0,1772000000.0,1772000000.0,92000000.0,128000000.0,20000000.0,-216000000.0,-46000000.0,-695000000.0,-1479000000.0,-1944000000.0,37000000.0
Tyson Foods Inc,TSN,,100493,2016.0,Q4,2016-07-03,2016-10-01,,,88000000.0,91000000.0,,1000000.0,225000000.0,,416000000.0,-510000000.0,-182000000.0,843000000.0,-510000000.0,-182000000.0,843000000.0,152000000.0,392000000.0,392000000.0,47000000.0,39000000.0,5000000.0,-54000000.0,-16000000.0,-180000000.0,-260000000.0,-651000000.0,9000000.0
Tyson Foods Inc,TSN,,100493,2016.0,Q3YTD,2015-10-04,2016-07-02,2017-08-07 07:39:21+00:00,0.0,,526000000.0,,5000000.0,-78000000.0,,718000000.0,-1867000000.0,-502000000.0,1873000000.0,-1867000000.0,-502000000.0,1873000000.0,-491000000.0,1380000000.0,1380000000.0,45000000.0,89000000.0,15000000.0,-162000000.0,-30000000.0,-515000000.0,-1219000000.0,-1293000000.0,28000000.0
