company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Cooper Industries plc,CBE,,1141982,2008.0,FY,,2008-12-31,2010-02-19 15:33:58+00:00,492500000.0,1011400000.0,618700000.0,-329700000.0,258800000.0,1700000.0,2567300000.0,,932500000.0,,641800000.0,728200000.0,,246500000.0,17500000.0,50400000.0,496700000.0,398100000.0,174800000.0,764700000.0,2935400000.0,300600000.0,21900000.0,6164900000.0,2607400000.0,2197900000.0,1462200000.0,2607400000.0,2607400000.0,3557500000.0,6164900000.0,3238800000.0,2095300000.0,0.0
Cooper Industries plc,CBE,,1141982,2009.0,FY,,2009-12-31,2011-02-22 17:10:07+00:00,347500000.0,697700000.0,460600000.0,-280000000.0,381600000.0,1700000.0,2338300000.0,306800000.0,922700000.0,0.0,423900000.0,639000000.0,,210100000.0,12700000.0,43400000.0,218800000.0,494100000.0,755500000.0,741100000.0,3254100000.0,11700000.0,,5984400000.0,2963300000.0,1726000000.0,863200000.0,2963300000.0,2963300000.0,3021100000.0,5984400000.0,3619400000.0,2157900000.0,-12500000.0
Cooper Industries plc,CBE,,1141982,2009.0,Q3,,2009-09-30,2009-11-05 16:25:13+00:00,428000000.0,875800000.0,541700000.0,-265600000.0,658400000.0,1700000.0,2635800000.0,,922600000.0,,502700000.0,709600000.0,68700000.0,223900000.0,13400000.0,49800000.0,456800000.0,330100000.0,166600000.0,747200000.0,3135700000.0,286700000.0,3600000.0,6246600000.0,2871800000.0,2277800000.0,1306200000.0,2871800000.0,2871800000.0,3374800000.0,6246600000.0,3259200000.0,2068600000.0,
Cooper Industries plc,CBE,,1141982,2009.0,Q2,,2009-06-30,2009-08-06 12:21:12+00:00,409800000.0,901500000.0,537800000.0,-274300000.0,450200000.0,1700000.0,2645900000.0,,924700000.0,,547200000.0,728900000.0,69600000.0,196300000.0,13400000.0,50200000.0,468100000.0,326900000.0,166600000.0,754800000.0,3042700000.0,286800000.0,12600000.0,6130700000.0,2770100000.0,2121200000.0,1284600000.0,2770100000.0,2770100000.0,3360600000.0,6130700000.0,3280600000.0,2076000000.0,
Cooper Industries plc,CBE,,1141982,2010.0,FY,,2010-12-31,2012-02-21 17:20:59+00:00,462600000.0,795900000.0,510100000.0,-165700000.0,1035300000.0,1700000.0,2356500000.0,333600000.0,1420400000.0,511300000.0,438900000.0,608300000.0,,207500000.0,13000000.0,45400000.0,217700000.0,314000000.0,150600000.0,701700000.0,3658700000.0,8300000.0,,6668600000.0,3206100000.0,2490600000.0,1026400000.0,3206100000.0,3206100000.0,3462500000.0,6668600000.0,3569700000.0,2436100000.0,-288600000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q3,,2010-09-30,2010-11-08 13:29:00+00:00,417800000.0,833200000.0,484200000.0,-178900000.0,296000000.0,1700000.0,2323400000.0,311800000.0,923100000.0,498500000.0,477800000.0,589800000.0,,182000000.0,14200000.0,41700000.0,246700000.0,336300000.0,185500000.0,718100000.0,3493800000.0,9600000.0,,5958900000.0,3028100000.0,1803200000.0,953300000.0,3028100000.0,3028100000.0,2930800000.0,5958900000.0,3565900000.0,1977500000.0,-288500000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q2,,2010-06-30,2010-08-06 10:49:48+00:00,417000000.0,777200000.0,460400000.0,-245800000.0,432000000.0,1700000.0,2285500000.0,314400000.0,923000000.0,,448700000.0,584600000.0,,204200000.0,14200000.0,42200000.0,851500000.0,447400000.0,151600000.0,727600000.0,3382000000.0,12300000.0,,6063900000.0,3034000000.0,1876300000.0,931900000.0,3034000000.0,3034000000.0,3029900000.0,6063900000.0,3603000000.0,2098000000.0,-103900000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q1,,2010-03-31,2010-04-30 15:19:51+00:00,432600000.0,829800000.0,470000000.0,-313600000.0,389400000.0,1700000.0,2604700000.0,301400000.0,922800000.0,,502900000.0,691900000.0,,238300000.0,12700000.0,42700000.0,260600000.0,382800000.0,166600000.0,735400000.0,3351800000.0,11700000.0,,5998300000.0,3000300000.0,1973100000.0,957000000.0,3000300000.0,3000300000.0,2998000000.0,5998300000.0,3333300000.0,2041000000.0,-39600000.0
Cooper Industries plc,CBE,,1141982,2011.0,FY,,2011-12-31,2012-11-05 15:11:45+00:00,502600000.0,878800000.0,615300000.0,-215900000.0,676600000.0,1700000.0,2513500000.0,380400000.0,1096200000.0,521900000.0,466300000.0,625400000.0,,265900000.0,3800000.0,9300000.0,109900000.0,316300000.0,5100000.0,40500000.0,4421800000.0,331400000.0,,6447600000.0,3536000000.0,2291400000.0,1458600000.0,3536000000.0,3536000000.0,2911600000.0,6447600000.0,3530800000.0,1453000000.0,-671600000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q3,,2011-09-30,2011-11-03 17:19:53+00:00,465400000.0,942300000.0,527700000.0,-166000000.0,430600000.0,1700000.0,2513600000.0,372600000.0,1420900000.0,531200000.0,506300000.0,615700000.0,,225800000.0,3800000.0,9400000.0,175000000.0,398200000.0,5100000.0,40500000.0,4288900000.0,6900000.0,,6322000000.0,3453000000.0,2108800000.0,1009400000.0,3453000000.0,3453000000.0,2869000000.0,6322000000.0,3597500000.0,1859600000.0,-671600000.0
