company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Cooper Industries plc,CBE,,1141982,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 15:33:58+00:00,-336100000.0,118200000.0,400000.0,10600000.0,547300000.0,-152800000.0,-833600000.0,795300000.0,,-152800000.0,-833600000.0,795300000.0,-190700000.0,692300000.0,692300000.0,0.0,-25800000.0,104100000.0,-290100000.0,-154300000.0,-93700000.0,-115500000.0,-306000000.0,-343900000.0,,1800000.0
Cooper Industries plc,CBE,,1141982,2008.0,Q4,2008-10-01,2008-12-31,,-26200000.0,36300000.0,-21900000.0,136000000.0,,-251900000.0,-55700000.0,326600000.0,,-250900000.0,-55700000.0,326600000.0,-1900000.0,111100000.0,111100000.0,,43200000.0,700000.0,,-43400000.0,,-40600000.0,-17200000.0,-192000000.0,9300000.0,1800000.0
Cooper Industries plc,CBE,,1141982,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 17:10:07+00:00,-297000000.0,143100000.0,-34100000.0,95500000.0,297600000.0,-760900000.0,-76400000.0,896400000.0,,-759900000.0,-76400000.0,896400000.0,26000000.0,632200000.0,615600000.0,16600000.0,42200000.0,26800000.0,290100000.0,-170300000.0,,-137000000.0,-397800000.0,-517200000.0,65700000.0,1800000.0
Cooper Industries plc,CBE,,1141982,2008.0,Q3,2008-07-01,2008-09-30,,-1200000.0,36500000.0,-16900000.0,84000000.0,,-156000000.0,-25600000.0,304500000.0,,-156000000.0,-25600000.0,304500000.0,106000000.0,205800000.0,189200000.0,16600000.0,-5200000.0,11400000.0,,-44100000.0,,-38500000.0,-81000000.0,-42300000.0,15100000.0,-1000000.0
Cooper Industries plc,CBE,,1141982,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:25:13+00:00,-270800000.0,106800000.0,-12200000.0,-40500000.0,297600000.0,-509000000.0,-20700000.0,569800000.0,,-509000000.0,-20700000.0,569800000.0,27900000.0,521100000.0,504500000.0,16600000.0,-1000000.0,26100000.0,290100000.0,-126900000.0,,-96400000.0,-380600000.0,-325200000.0,56400000.0,
Cooper Industries plc,CBE,,1141982,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 12:21:12+00:00,-269600000.0,70300000.0,4700000.0,-124500000.0,297600000.0,-353000000.0,4900000.0,265300000.0,,-353000000.0,4900000.0,265300000.0,-78100000.0,315300000.0,315300000.0,0.0,4200000.0,14700000.0,290100000.0,-82800000.0,,-57900000.0,-299600000.0,-282900000.0,41300000.0,1000000.0
Cooper Industries plc,CBE,,1141982,2009.0,Q4,2009-10-01,2009-12-31,,-39600000.0,37500000.0,4800000.0,-76700000.0,,-309400000.0,-85700000.0,89500000.0,24000000.0,-309400000.0,-85700000.0,113500000.0,-276800000.0,128800000.0,128800000.0,,-100000.0,19900000.0,,-41700000.0,,-55900000.0,-275100000.0,-12500000.0,3800000.0,6000000.0
Cooper Industries plc,CBE,,1141982,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 17:20:59+00:00,-61400000.0,145600000.0,13200000.0,141500000.0,,-484500000.0,-157800000.0,727900000.0,24000000.0,-484500000.0,-157800000.0,751900000.0,122800000.0,439100000.0,413600000.0,25500000.0,27200000.0,22800000.0,,-167400000.0,,-126700000.0,-301400000.0,-38500000.0,22900000.0,7400000.0
Cooper Industries plc,CBE,,1141982,2009.0,Q3TTM,2008-10-01,2009-09-30,,-48000000.0,144400000.0,-13500000.0,354200000.0,,-427000000.0,-127800000.0,965000000.0,,-426000000.0,-127800000.0,965000000.0,397700000.0,421400000.0,395900000.0,25500000.0,70500000.0,3600000.0,,-169100000.0,,-111400000.0,-43500000.0,-218000000.0,28400000.0,3200000.0
Cooper Industries plc,CBE,,1141982,2009.0,Q3,2009-07-01,2009-09-30,,400000.0,36900000.0,-5100000.0,105100000.0,,-44600000.0,-4400000.0,262300000.0,,-44600000.0,-4400000.0,262300000.0,208200000.0,120900000.0,114300000.0,6600000.0,6000000.0,1500000.0,,-41700000.0,,-14900000.0,-4400000.0,,9800000.0,300000.0
