company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2009.0,FY,,2009-12-31,2010-10-25 14:10:56+00:00,1249000000.0,1353000000.0,765000000.0,,-3563000000.0,4607000000.0,0.0,13827000000.0,,107000000.0,525000000.0,1037000000.0,9787000000.0,4829000000.0,15665000000.0,,327000000.0,20433000000.0,,,1667000000.0,11745000000.0,,4688000000.0,749000000.0,4420000000.0,,853000000.0,423000000.0,-9845000000.0,1533000000.0,71000000.0,43539000000.0,245000000.0,7741000000.0,9797000000.0,245000000.0,245000000.0,43294000000.0,43539000000.0,15365000000.0,33497000000.0,-174000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,FY,,2010-12-31,2012-02-10 17:28:19+00:00,1713000000.0,1456000000.0,654000000.0,,-3578000000.0,2892000000.0,0.0,13926000000.0,,355000000.0,579000000.0,1370000000.0,9794000000.0,4749000000.0,13179000000.0,,318000000.0,20307000000.0,,,1924000000.0,11493000000.0,,4996000000.0,1031000000.0,4310000000.0,,1159000000.0,409000000.0,-9252000000.0,2073000000.0,718000000.0,43188000000.0,897000000.0,7307000000.0,11385000000.0,897000000.0,897000000.0,42291000000.0,43188000000.0,15574000000.0,30906000000.0,-199000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q3,,2010-09-30,2010-10-25 14:10:56+00:00,1661000000.0,1512000000.0,608000000.0,,-3716000000.0,3436000000.0,0.0,13900000000.0,,167000000.0,592000000.0,1280000000.0,9794000000.0,4766000000.0,13063000000.0,,278000000.0,20184000000.0,,,1734000000.0,11383000000.0,,5377000000.0,1088000000.0,4438000000.0,,1071000000.0,418000000.0,-9271000000.0,2302000000.0,439000000.0,43153000000.0,715000000.0,7321000000.0,11820000000.0,715000000.0,715000000.0,42438000000.0,43153000000.0,15648000000.0,30618000000.0,-198000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q2,,2010-06-30,2010-07-30 18:49:34+00:00,1630000000.0,1645000000.0,699000000.0,,-3853000000.0,4434000000.0,0.0,13884000000.0,,236000000.0,721000000.0,1111000000.0,9794000000.0,4786000000.0,14228000000.0,,285000000.0,20396000000.0,,,1803000000.0,11320000000.0,,6176000000.0,965000000.0,4367000000.0,,859000000.0,409000000.0,-9634000000.0,1555000000.0,0.0,43809000000.0,199000000.0,7868000000.0,11892000000.0,199000000.0,199000000.0,43610000000.0,43809000000.0,15545000000.0,31718000000.0,-198000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2011.0,FY,,2011-12-31,2013-02-12 20:16:22+00:00,1600000000.0,1563000000.0,1549000000.0,,-6766000000.0,2657000000.0,0.0,13999000000.0,,461000000.0,594000000.0,1367000000.0,9794000000.0,4751000000.0,11847000000.0,,535000000.0,20223000000.0,,,2028000000.0,14200000000.0,,5329000000.0,1002000000.0,4119000000.0,,1250000000.0,305000000.0,-8398000000.0,2262000000.0,958000000.0,43499000000.0,-1396000000.0,7729000000.0,12701000000.0,-1396000000.0,-1396000000.0,44895000000.0,43499000000.0,15547000000.0,32194000000.0,-231000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2011.0,Q3,,2011-09-30,2011-10-25 16:57:11+00:00,1641000000.0,1816000000.0,861000000.0,,-3724000000.0,2307000000.0,0.0,13983000000.0,,396000000.0,597000000.0,1203000000.0,9794000000.0,4697000000.0,12557000000.0,,380000000.0,20256000000.0,,,1967000000.0,11250000000.0,,5773000000.0,960000000.0,4028000000.0,,1067000000.0,405000000.0,-8823000000.0,1937000000.0,958000000.0,43036000000.0,1222000000.0,7329000000.0,12012000000.0,1222000000.0,1222000000.0,41814000000.0,43036000000.0,15451000000.0,29802000000.0,-214000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2011.0,Q2,,2011-06-30,2011-07-27 16:24:50+00:00,1900000000.0,1885000000.0,727000000.0,,-3593000000.0,2855000000.0,,13964000000.0,,342000000.0,766000000.0,1086000000.0,9794000000.0,4714000000.0,13026000000.0,,403000000.0,20315000000.0,,,1913000000.0,11307000000.0,,6688000000.0,992000000.0,4045000000.0,,1179000000.0,432000000.0,-9372000000.0,1635000000.0,967000000.0,43878000000.0,785000000.0,8063000000.0,12802000000.0,785000000.0,785000000.0,43093000000.0,43878000000.0,15500000000.0,30291000000.0,-214000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2011.0,Q1,,2011-03-31,2011-05-05 10:15:21+00:00,1907000000.0,1848000000.0,613000000.0,,-3403000000.0,2881000000.0,0.0,13945000000.0,,281000000.0,759000000.0,996000000.0,9794000000.0,4731000000.0,13446000000.0,,349000000.0,20333000000.0,,,1851000000.0,11487000000.0,,6262000000.0,1030000000.0,4079000000.0,,1286000000.0,390000000.0,-9570000000.0,1723000000.0,958000000.0,43881000000.0,758000000.0,7993000000.0,12260000000.0,758000000.0,758000000.0,43123000000.0,43881000000.0,15555000000.0,30863000000.0,-214000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2012.0,FY,,2012-12-31,2014-02-21 20:54:29+00:00,2293000000.0,1693000000.0,1128000000.0,,-8577000000.0,2416000000.0,0.0,14069000000.0,,463000000.0,585000000.0,1680000000.0,9794000000.0,4679000000.0,11082000000.0,,1023000000.0,20713000000.0,,,2047000000.0,16005000000.0,,5502000000.0,1092000000.0,4277000000.0,,1344000000.0,375000000.0,-7389000000.0,2082000000.0,958000000.0,44550000000.0,-2131000000.0,8272000000.0,13270000000.0,-2131000000.0,-2131000000.0,46681000000.0,44550000000.0,15565000000.0,33411000000.0,-234000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2012.0,Q3,,2012-09-30,2012-10-26 15:38:18+00:00,2325000000.0,1785000000.0,985000000.0,,-6464000000.0,2274000000.0,0.0,14045000000.0,,465000000.0,638000000.0,1491000000.0,9794000000.0,4697000000.0,11111000000.0,,403000000.0,20599000000.0,,,2049000000.0,13688000000.0,,5848000000.0,1099000000.0,4328000000.0,,1876000000.0,401000000.0,-7395000000.0,1937000000.0,959000000.0,44352000000.0,-48000000.0,8163000000.0,13224000000.0,-48000000.0,-48000000.0,44400000000.0,44352000000.0,15590000000.0,31176000000.0,-234000000.0
