company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2008.0,FY,2008-01-01,2008-12-31,2011-03-04 10:31:20+00:00,-19.08,-19.08,,1266000000.0,-19.08,7296000000.0,-119000000.0,1030000000.0,-8922000000.0,-8922000000.0,-8922000000.0,18144000000.0,20269000000.0,-114000000.0,1062000000.0,2428000000.0,,1131000000.0,1082000000.0,18144000000.0,4553000000.0,705000000.0,92000000.0,12867000000.0,-8314000000.0,-727000000.0,-9041000000.0,22697000000.0,467600000.0,467600000.0,467600000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 17:28:19+00:00,-1.5,-1.5,,1536000000.0,-1.5,,-344000000.0,1405000000.0,-1237000000.0,-1237000000.0,-1237000000.0,21886000000.0,24595000000.0,77000000.0,0.0,3468000000.0,,407000000.0,3153000000.0,21886000000.0,6177000000.0,1334000000.0,,6501000000.0,-324000000.0,-1257000000.0,-1581000000.0,28063000000.0,827000000.0,827000000.0,827000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2009.0,Q3,2009-07-01,2009-09-30,2010-10-25 14:10:56+00:00,-0.19,-0.19,,385000000.0,-0.19,,-18000000.0,384000000.0,-161000000.0,-161000000.0,-161000000.0,5682000000.0,6701000000.0,15000000.0,390000000.0,873000000.0,,129000000.0,400000000.0,5682000000.0,1892000000.0,402000000.0,4000000.0,1688000000.0,204000000.0,-383000000.0,-179000000.0,7574000000.0,847400000.0,847400000.0,847400000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 18:49:34+00:00,-0.31,-0.31,,383000000.0,-0.31,,4000000.0,329000000.0,-257000000.0,-257000000.0,-257000000.0,5487000000.0,6076000000.0,61000000.0,354000000.0,924000000.0,,58000000.0,388000000.0,5487000000.0,1513000000.0,324000000.0,9000000.0,1512000000.0,1000000.0,-254000000.0,-253000000.0,7000000000.0,829000000.0,829000000.0,829000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q4,2010-10-01,2010-12-31,,0.03,0.03,,372000000.0,0.03,,1000000.0,364000000.0,19000000.0,19000000.0,19000000.0,5786000000.0,6904000000.0,22000000.0,-720000000.0,885000000.0,,108000000.0,1585000000.0,5786000000.0,2003000000.0,296000000.0,,1709000000.0,294000000.0,-274000000.0,20000000.0,7789000000.0,834000000.0,834000000.0,834000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 20:16:22+00:00,0.71,0.71,,1511000000.0,0.7,,15000000.0,1509000000.0,593000000.0,593000000.0,593000000.0,22560000000.0,28108000000.0,-33000000.0,313000000.0,3647000000.0,,450000000.0,3195000000.0,22560000000.0,9195000000.0,1576000000.0,,6978000000.0,2217000000.0,-1609000000.0,608000000.0,31755000000.0,834000000.0,834000000.0,834000000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q3,2010-07-01,2010-09-30,2011-10-25 16:57:11+00:00,0.43,0.43,,375000000.0,0.43,,3000000.0,404000000.0,363000000.0,363000000.0,363000000.0,5946000000.0,8002000000.0,25000000.0,185000000.0,948000000.0,,206000000.0,831000000.0,5946000000.0,3004000000.0,662000000.0,,2001000000.0,1003000000.0,-637000000.0,366000000.0,8950000000.0,844200000.0,844200000.0,844200000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.68,0.68,,1139000000.0,0.67,,14000000.0,1145000000.0,574000000.0,574000000.0,574000000.0,16774000000.0,21204000000.0,-55000000.0,1033000000.0,2762000000.0,,342000000.0,1610000000.0,16774000000.0,7192000000.0,1280000000.0,,5269000000.0,1923000000.0,-1335000000.0,588000000.0,23966000000.0,844200000.0,844200000.0,844200000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 16:24:50+00:00,0.56,0.56,,379000000.0,0.55,,1000000.0,377000000.0,467000000.0,467000000.0,467000000.0,5619000000.0,7220000000.0,-72000000.0,456000000.0,948000000.0,,82000000.0,403000000.0,5619000000.0,2549000000.0,312000000.0,,1697000000.0,852000000.0,-384000000.0,468000000.0,8168000000.0,833900000.0,833900000.0,849100000.0
Delta Air Lines Inc,DAL,Q2CCMS6R0AS67HJMBN42,27904,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.25,0.25,,764000000.0,0.24,,11000000.0,741000000.0,211000000.0,211000000.0,211000000.0,10828000000.0,13202000000.0,-80000000.0,848000000.0,1814000000.0,,136000000.0,779000000.0,10828000000.0,4188000000.0,618000000.0,,3268000000.0,920000000.0,-698000000.0,222000000.0,15016000000.0,833900000.0,833900000.0,849100000.0
