company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Transocean Ltd,RIG,,1451505,2008.0,FY,,2008-12-31,2010-02-24 16:37:48+00:00,914000000.0,2864000000.0,4975000000.0,-420000000.0,963000000.0,,11757000000.0,63000000.0,317000000.0,8128000000.0,25836000000.0,,12893000000.0,432000000.0,20861000000.0,3000000.0,,666000000.0,,230000000.0,806000000.0,464000000.0,844000000.0,1755000000.0,,,5827000000.0,664000000.0,333000000.0,35182000000.0,17164000000.0,5349000000.0,2701000000.0,17164000000.0,17167000000.0,18015000000.0,35182000000.0,8972000000.0,15314000000.0,
Transocean Ltd,RIG,,1451505,2009.0,FY,,2009-12-31,2011-02-28 12:10:27+00:00,780000000.0,2385000000.0,6333000000.0,-335000000.0,1130000000.0,,11879000000.0,104000000.0,240000000.0,8134000000.0,29351000000.0,,,462000000.0,23018000000.0,7000000.0,,726000000.0,,209000000.0,2598000000.0,186000000.0,808000000.0,11533000000.0,0.0,,9008000000.0,,,36436000000.0,20552000000.0,4476000000.0,3618000000.0,20552000000.0,20559000000.0,15877000000.0,36436000000.0,8942000000.0,12259000000.0,0.0
Transocean Ltd,RIG,,1451505,2009.0,Q3,,2009-09-30,2009-11-04 11:09:29+00:00,827000000.0,2614000000.0,5983000000.0,-442000000.0,886000000.0,,11864000000.0,87000000.0,136000000.0,8134000000.0,28513000000.0,,11220000000.0,457000000.0,22530000000.0,-1000000.0,,772000000.0,,193000000.0,919000000.0,186000000.0,751000000.0,1736000000.0,,,8285000000.0,702000000.0,180000000.0,36018000000.0,19707000000.0,4603000000.0,2584000000.0,19707000000.0,19706000000.0,16312000000.0,36018000000.0,8885000000.0,13728000000.0,
Transocean Ltd,RIG,,1451505,2009.0,Q2,,2009-06-30,2009-08-14 17:25:21+00:00,829000000.0,2674000000.0,5624000000.0,-449000000.0,907000000.0,0.0,11856000000.0,46000000.0,235000000.0,8134000000.0,27275000000.0,,10890000000.0,451000000.0,21651000000.0,13000000.0,,699000000.0,,192000000.0,732000000.0,186000000.0,842000000.0,1714000000.0,,,7575000000.0,1163000000.0,174000000.0,35257000000.0,18982000000.0,4630000000.0,2959000000.0,18982000000.0,18995000000.0,16262000000.0,35257000000.0,8976000000.0,13303000000.0,
Transocean Ltd,RIG,,1451505,2010.0,FY,,2010-12-31,2013-03-01 16:35:41+00:00,832000000.0,1843000000.0,5244000000.0,-332000000.0,3354000000.0,,11986000000.0,115000000.0,109000000.0,8132000000.0,24363000000.0,,,425000000.0,19119000000.0,-8000000.0,,585000000.0,,472000000.0,3055000000.0,,3354000000.0,10852000000.0,41000000.0,,9934000000.0,,,36814000000.0,21348000000.0,6209000000.0,3996000000.0,21348000000.0,21340000000.0,15433000000.0,36814000000.0,11486000000.0,11437000000.0,-240000000.0
Transocean Ltd,RIG,,1451505,2010.0,Q3,,2010-09-30,2010-11-03 16:55:37+00:00,791000000.0,2299000000.0,7423000000.0,-327000000.0,4636000000.0,,10835000000.0,100000000.0,226000000.0,8132000000.0,29836000000.0,,,501000000.0,22413000000.0,3000000.0,,652000000.0,,234000000.0,3747000000.0,0.0,1015000000.0,12875000000.0,,,10768000000.0,,,39330000000.0,21036000000.0,7770000000.0,4764000000.0,21036000000.0,21039000000.0,18291000000.0,39330000000.0,9147000000.0,13527000000.0,-240000000.0
Transocean Ltd,RIG,,1451505,2010.0,Q2,,2010-06-30,2010-08-04 17:32:04+00:00,968000000.0,2254000000.0,7034000000.0,-336000000.0,2888000000.0,,10900000000.0,121000000.0,154000000.0,8132000000.0,29556000000.0,,,467000000.0,22522000000.0,3000000.0,,710000000.0,,184000000.0,3546000000.0,0.0,984000000.0,11447000000.0,,,10400000000.0,,,37552000000.0,20724000000.0,5914000000.0,4668000000.0,20724000000.0,20727000000.0,16825000000.0,37552000000.0,9116000000.0,12157000000.0,-240000000.0
Transocean Ltd,RIG,,1451505,2010.0,Q1,,2010-03-31,2010-05-05 17:12:47+00:00,746000000.0,2285000000.0,6728000000.0,-338000000.0,1586000000.0,,11911000000.0,113000000.0,240000000.0,8132000000.0,29753000000.0,,,464000000.0,23025000000.0,8000000.0,,713000000.0,,263000000.0,2316000000.0,0.0,970000000.0,11617000000.0,,,9685000000.0,,,36838000000.0,21198000000.0,4711000000.0,3302000000.0,21198000000.0,21206000000.0,15632000000.0,36838000000.0,9102000000.0,12330000000.0,-60000000.0
Transocean Ltd,RIG,,1451505,2011.0,FY,,2011-12-31,2013-03-01 16:35:41+00:00,880000000.0,2176000000.0,6297000000.0,-496000000.0,4017000000.0,0.0,12193000000.0,142000000.0,86000000.0,3217000000.0,27085000000.0,,,529000000.0,20788000000.0,-10000000.0,,487000000.0,,646000000.0,4562000000.0,26000000.0,3491000000.0,13274000000.0,116000000.0,,4180000000.0,,,35032000000.0,15637000000.0,7536000000.0,5528000000.0,15637000000.0,15627000000.0,19289000000.0,35032000000.0,6708000000.0,13761000000.0,-240000000.0
Transocean Ltd,RIG,,1451505,2011.0,Q3,,2011-09-30,2011-11-02 18:11:11+00:00,755000000.0,2046000000.0,8413000000.0,-338000000.0,3286000000.0,,11038000000.0,120000000.0,23000000.0,8132000000.0,29134000000.0,,,578000000.0,20721000000.0,-11000000.0,,588000000.0,,421000000.0,3492000000.0,118000000.0,1223000000.0,10904000000.0,71000000.0,,10363000000.0,,,36645000000.0,20823000000.0,6569000000.0,4270000000.0,20823000000.0,20812000000.0,15762000000.0,36645000000.0,9355000000.0,11492000000.0,-240000000.0
