company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 14:43:15+00:00,1.42,1.42,,1.42,,14000000.0,263000000.0,263000000.0,263000000.0,,1812000000.0,2849000000.0,1000000.0,,63000000.0,31000000.0,667000000.0,1812000000.0,1037000000.0,,761000000.0,276000000.0,1000000.0,277000000.0,2849000000.0,185200000.0,184600000.0,184600000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 17:26:08+00:00,1.78,1.78,,1.78,,59000000.0,329000000.0,329000000.0,329000000.0,,1988000000.0,3202000000.0,0.0,0.0,74000000.0,15000000.0,737000000.0,1988000000.0,1214000000.0,0.0,826000000.0,388000000.0,,388000000.0,3202000000.0,184800000.0,184570000.0,184570000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2010.0,Q3,2010-07-01,2010-09-30,2011-11-21 16:13:42+00:00,,,,,,19000000.0,91000000.0,91000000.0,91000000.0,,497000000.0,806000000.0,3000000.0,,18000000.0,1000000.0,183000000.0,497000000.0,309000000.0,,202000000.0,107000000.0,3000000.0,110000000.0,806000000.0,,,
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q4,2011-10-01,2011-12-31,,0.28,0.28,0.1,0.27,,33000000.0,52000000.0,52000000.0,52000000.0,,623000000.0,1003000000.0,,20000000.0,27000000.0,,233000000.0,623000000.0,380000000.0,15000000.0,280000000.0,100000000.0,-15000000.0,85000000.0,1003000000.0,184800000.0,185059000.0,185324000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 11:58:31+00:00,1.51,1.51,0.1012,1.5,,104000000.0,279000000.0,279000000.0,279000000.0,,2342000000.0,3803000000.0,5000000.0,87000000.0,100000000.0,2000000.0,877000000.0,2342000000.0,1461000000.0,17000000.0,1066000000.0,395000000.0,-12000000.0,383000000.0,3803000000.0,184800000.0,185059000.0,185324000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.23,1.23,,1.23,,71000000.0,227000000.0,227000000.0,227000000.0,,1719000000.0,2800000000.0,5000000.0,67000000.0,73000000.0,2000000.0,644000000.0,1719000000.0,1081000000.0,2000000.0,786000000.0,295000000.0,3000000.0,298000000.0,2800000000.0,183300000.0,184570000.0,184570000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 18:27:03+00:00,0.42,0.42,0.0,0.42,,5000000.0,77000000.0,77000000.0,77000000.0,,574000000.0,939000000.0,4000000.0,46000000.0,23000000.0,2000000.0,215000000.0,574000000.0,365000000.0,1000000.0,286000000.0,79000000.0,3000000.0,82000000.0,939000000.0,183300000.0,184570000.0,184570000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.81,0.81,,0.81,,66000000.0,150000000.0,150000000.0,150000000.0,,1145000000.0,1861000000.0,1000000.0,21000000.0,50000000.0,,429000000.0,1145000000.0,716000000.0,1000000.0,500000000.0,216000000.0,,216000000.0,1861000000.0,184600000.0,184600000.0,184600000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 10:22:37+00:00,0.39,0.39,,0.39,,43000000.0,72000000.0,72000000.0,72000000.0,,592000000.0,971000000.0,,18000000.0,26000000.0,,219000000.0,592000000.0,379000000.0,1000000.0,263000000.0,116000000.0,-1000000.0,115000000.0,971000000.0,184600000.0,184600000.0,184600000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 08:45:55+00:00,0.42,0.42,,0.42,,23000000.0,78000000.0,78000000.0,78000000.0,,553000000.0,890000000.0,1000000.0,3000000.0,24000000.0,,210000000.0,553000000.0,337000000.0,,237000000.0,100000000.0,1000000.0,101000000.0,890000000.0,185700000.0,184600000.0,184600000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2012.0,Q4,2012-10-01,2012-12-31,,0.39,0.39,-0.3,0.39,,16000000.0,73000000.0,73000000.0,73000000.0,,587000000.0,969000000.0,-1000000.0,7000000.0,26000000.0,13000000.0,232000000.0,587000000.0,382000000.0,14000000.0,278000000.0,104000000.0,-15000000.0,89000000.0,969000000.0,185600000.0,185784000.0,186230000.0
