company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2010.0,FY,,2010-12-31,2012-02-28 14:43:15+00:00,309000000.0,690000000.0,340000000.0,37000000.0,131000000.0,0.0,0.0,47000000.0,1437000000.0,416000000.0,4000000.0,389000000.0,454000000.0,,99000000.0,163000000.0,,2682000000.0,92000000.0,101000000.0,79000000.0,0.0,0.0,3735000000.0,2719000000.0,1336000000.0,649000000.0,2719000000.0,2719000000.0,1016000000.0,3735000000.0,1945000000.0,367000000.0,
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,FY,,2011-12-31,2013-02-25 17:26:08+00:00,322000000.0,756000000.0,490000000.0,122000000.0,318000000.0,0.0,1665000000.0,45000000.0,1610000000.0,505000000.0,1201000000.0,433000000.0,463000000.0,,168000000.0,316000000.0,,,173000000.0,67000000.0,97000000.0,44000000.0,5000000.0,4400000000.0,1831000000.0,1649000000.0,817000000.0,1831000000.0,1831000000.0,2569000000.0,4400000000.0,2288000000.0,1752000000.0,0.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2011.0,Q3,,2011-09-30,2011-11-21 16:13:42+00:00,283000000.0,753000000.0,381000000.0,302000000.0,184000000.0,,,,1633000000.0,519000000.0,1202000000.0,437000000.0,442000000.0,,77000000.0,163000000.0,56000000.0,1649000000.0,77000000.0,89000000.0,50000000.0,,5000000.0,4151000000.0,1951000000.0,1480000000.0,669000000.0,1951000000.0,1951000000.0,2200000000.0,4151000000.0,2229000000.0,1531000000.0,
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2012.0,FY,,2012-12-31,2014-02-27 11:58:31+00:00,332000000.0,776000000.0,443000000.0,115000000.0,504000000.0,0.0,1708000000.0,41000000.0,1647000000.0,484000000.0,1199000000.0,443000000.0,487000000.0,,173000000.0,400000000.0,,,187000000.0,52000000.0,110000000.0,264000000.0,6000000.0,4679000000.0,2074000000.0,1874000000.0,781000000.0,2074000000.0,2074000000.0,2605000000.0,4679000000.0,2318000000.0,1824000000.0,-13000000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2012.0,Q3,,2012-09-30,2012-11-05 18:27:03+00:00,316000000.0,801000000.0,456000000.0,153000000.0,424000000.0,0.0,1701000000.0,36000000.0,1621000000.0,485000000.0,1199000000.0,467000000.0,464000000.0,,170000000.0,319000000.0,,,192000000.0,69000000.0,106000000.0,206000000.0,13000000.0,4596000000.0,2054000000.0,1834000000.0,785000000.0,2054000000.0,2054000000.0,2542000000.0,4596000000.0,2298000000.0,1757000000.0,-6000000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2012.0,Q2,,2012-06-30,2012-08-02 10:22:37+00:00,327000000.0,770000000.0,445000000.0,106000000.0,358000000.0,0.0,1692000000.0,47000000.0,1601000000.0,485000000.0,1199000000.0,467000000.0,459000000.0,,176000000.0,313000000.0,,,188000000.0,67000000.0,107000000.0,153000000.0,7000000.0,4482000000.0,1954000000.0,1749000000.0,779000000.0,1954000000.0,1948000000.0,2534000000.0,4482000000.0,2274000000.0,1755000000.0,3000000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2012.0,Q1,,2012-03-31,2012-05-03 08:45:55+00:00,329000000.0,761000000.0,486000000.0,177000000.0,347000000.0,0.0,1689000000.0,45000000.0,1631000000.0,502000000.0,1202000000.0,465000000.0,468000000.0,,155000000.0,320000000.0,,,177000000.0,68000000.0,117000000.0,84000000.0,4000000.0,4513000000.0,1951000000.0,1735000000.0,819000000.0,1951000000.0,1949000000.0,2564000000.0,4513000000.0,2310000000.0,1745000000.0,1000000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2013.0,FY,,2013-12-31,2015-02-26 11:33:26+00:00,332000000.0,817000000.0,479000000.0,167000000.0,533000000.0,0.0,1755000000.0,41000000.0,1718000000.0,488000000.0,1199000000.0,475000000.0,488000000.0,,191000000.0,348000000.0,,,193000000.0,64000000.0,143000000.0,405000000.0,42000000.0,4896000000.0,2241000000.0,2009000000.0,853000000.0,2241000000.0,2241000000.0,2655000000.0,4896000000.0,2399000000.0,1802000000.0,-86000000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2013.0,Q3,,2013-09-30,2013-10-29 11:53:49+00:00,324000000.0,845000000.0,475000000.0,129000000.0,394000000.0,0.0,1731000000.0,44000000.0,1704000000.0,497000000.0,1199000000.0,496000000.0,478000000.0,,173000000.0,400000000.0,,,206000000.0,52000000.0,120000000.0,359000000.0,3000000.0,4784000000.0,2158000000.0,1899000000.0,802000000.0,2158000000.0,2158000000.0,2626000000.0,4784000000.0,2407000000.0,1824000000.0,-61000000.0
Xylem Inc,XYL,549300DF5MV96DRYLQ48,1524472,2013.0,Q2,,2013-06-30,2013-07-30 14:21:12+00:00,311000000.0,792000000.0,420000000.0,55000000.0,360000000.0,0.0,1720000000.0,43000000.0,1674000000.0,498000000.0,1199000000.0,471000000.0,470000000.0,,179000000.0,393000000.0,,,190000000.0,52000000.0,113000000.0,308000000.0,5000000.0,4611000000.0,2052000000.0,1779000000.0,736000000.0,2052000000.0,2052000000.0,2559000000.0,4611000000.0,2362000000.0,1823000000.0,-31000000.0
