company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,FY,,2009-12-31,2011-02-24 16:54:55+00:00,332450000.0,222158000.0,10078000.0,447143000.0,,349313000.0,20432000.0,15633000.0,838078000.0,794891000.0,597347000.0,12815000.0,216870000.0,455636000.0,189000.0,201256000.0,38599000.0,21662000.0,88761000.0,112440000.0,,1275117000.0,218949000.0,,3118446000.0,1601583000.0,928265000.0,567032000.0,1601583000.0,1601772000.0,1516674000.0,3118446000.0,1734545000.0,949642000.0,0.0,-32925000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,FY,,2010-12-31,2012-02-24 13:07:49+00:00,355300000.0,231100000.0,16300000.0,189200000.0,0.0,377200000.0,16300000.0,1800000.0,857400000.0,872500000.0,249700000.0,9200000.0,195400000.0,468300000.0,200000.0,254300000.0,38000000.0,17500000.0,88300000.0,85200000.0,,1501800000.0,90000000.0,,2945200000.0,1870700000.0,649500000.0,447100000.0,1870700000.0,1870900000.0,1074300000.0,2945200000.0,1827400000.0,627200000.0,0.0,-24600000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q3,,2010-10-01,2010-11-09 12:54:55+00:00,359953000.0,250623000.0,6130000.0,453515000.0,,372108000.0,19869000.0,1843000.0,851141000.0,838949000.0,512217000.0,10200000.0,215395000.0,455711000.0,189000.0,239899000.0,39754000.0,25244000.0,79359000.0,81999000.0,,1466912000.0,145827000.0,,3200006000.0,1818325000.0,964646000.0,507623000.0,1818325000.0,1818514000.0,1381492000.0,3200006000.0,1779649000.0,873869000.0,0.0,-26825000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q2,,2010-07-02,2010-08-09 12:40:32+00:00,304260000.0,242074000.0,-7120000.0,364265000.0,,368410000.0,19549000.0,1098000.0,855917000.0,828057000.0,540594000.0,12648000.0,230616000.0,451352000.0,191000.0,208382000.0,38526000.0,18880000.0,87524000.0,114556000.0,,1409523000.0,160277000.0,,3110882000.0,1742998000.0,875384000.0,465635000.0,1742998000.0,1743189000.0,1367693000.0,3110882000.0,1784146000.0,902058000.0,0.0,-27815000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,FY,,2011-12-31,2013-02-22 14:07:00+00:00,379300000.0,264600000.0,2900000.0,251400000.0,0.0,418100000.0,6000000.0,1700000.0,868400000.0,904100000.0,249700000.0,12000000.0,200700000.0,506000000.0,200000.0,292300000.0,45000000.0,32500000.0,71900000.0,106200000.0,,1714000000.0,2600000.0,,3117600000.0,2040600000.0,755200000.0,383600000.0,2040600000.0,2040800000.0,1076800000.0,3117600000.0,1856400000.0,693200000.0,0.0,-94400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q3,,2011-09-30,2011-11-04 12:01:53+00:00,376700000.0,262000000.0,16900000.0,275000000.0,0.0,410600000.0,15000000.0,13000000.0,868400000.0,908600000.0,249700000.0,9700000.0,225400000.0,476800000.0,200000.0,291000000.0,35100000.0,21400000.0,81400000.0,88800000.0,,1674500000.0,3900000.0,,3143700000.0,2085300000.0,798800000.0,393600000.0,2085300000.0,2085500000.0,1058200000.0,3143700000.0,1868100000.0,664600000.0,0.0,-16700000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q2,,2011-07-01,2011-08-05 10:17:36+00:00,368300000.0,272800000.0,31200000.0,163400000.0,0.0,404900000.0,15700000.0,2700000.0,868300000.0,917100000.0,249700000.0,9800000.0,215800000.0,473700000.0,200000.0,274200000.0,37000000.0,34900000.0,83900000.0,85600000.0,,1619400000.0,0.0,,3055400000.0,2037700000.0,702600000.0,371000000.0,2037700000.0,2037900000.0,1017500000.0,3055400000.0,1879100000.0,646500000.0,0.0,-17800000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q1,,2011-04-01,2011-05-06 16:31:04+00:00,338600000.0,248500000.0,26000000.0,159100000.0,,385200000.0,16100000.0,21900000.0,857300000.0,868700000.0,249700000.0,9700000.0,213100000.0,468200000.0,200000.0,267700000.0,37100000.0,26400000.0,85400000.0,86500000.0,,1561100000.0,0.0,,2952500000.0,1950800000.0,663200000.0,360500000.0,1950800000.0,1951000000.0,1001500000.0,2952500000.0,1821100000.0,641000000.0,0.0,-21500000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,FY,,2012-12-31,2014-02-21 12:42:51+00:00,432000000.0,303100000.0,2500000.0,343000000.0,0.0,465200000.0,17600000.0,39800000.0,1213800000.0,1254900000.0,649400000.0,23000000.0,242200000.0,586000000.0,200000.0,470000000.0,50900000.0,27900000.0,86600000.0,141100000.0,,1929300000.0,253800000.0,,4098100000.0,2060900000.0,933800000.0,725600000.0,2060900000.0,2061100000.0,2037000000.0,4098100000.0,2578300000.0,1311400000.0,0.0,-336100000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q3,,2012-09-30,2012-11-05 14:47:15+00:00,387000000.0,278300000.0,6700000.0,241200000.0,0.0,457300000.0,6000000.0,11000000.0,868400000.0,886600000.0,649400000.0,20300000.0,225100000.0,542400000.0,200000.0,302800000.0,44400000.0,35300000.0,86200000.0,132600000.0,650000000.0,1882000000.0,254400000.0,,3839800000.0,2058000000.0,1435900000.0,652400000.0,2058000000.0,2058200000.0,1781600000.0,3839800000.0,1861500000.0,1129200000.0,0.0,-288000000.0
