company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:54:55+00:00,2.88,2.88,0.34,2.78,113078000.0,294130000.0,195182000.0,195182000.0,195174000.0,8000.0,1450680000.0,2422398000.0,-3208000.0,0.0,337256000.0,1450680000.0,971718000.0,46945000.0,18081000.0,631386000.0,340332000.0,-32072000.0,308260000.0,2422398000.0,67800000.0,67870000.0,71116000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:07:49+00:00,1.73,1.73,0.23,1.7,148700000.0,353600000.0,243500000.0,243500000.0,243500000.0,0.0,1419900000.0,2520900000.0,1500000.0,-20000000.0,354500000.0,1419900000.0,1101000000.0,35600000.0,13400000.0,688100000.0,412900000.0,-20700000.0,392200000.0,2520900000.0,140800000.0,140800000.0,143000000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,Q3,2009-06-27,2009-09-25,2010-11-09 12:54:55+00:00,0.99,0.99,0.14,0.98,42643000.0,100225000.0,70024000.0,70024000.0,70028000.0,-4000.0,361272000.0,646157000.0,382000.0,-20000000.0,86759000.0,361272000.0,284885000.0,8609000.0,2993000.0,166984000.0,117901000.0,-5234000.0,112667000.0,646157000.0,70700000.0,70419000.0,71624000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,Q2,2009-03-28,2009-06-26,2010-08-09 12:40:32+00:00,0.83,0.83,0.09,0.81,36828000.0,93704000.0,58157000.0,58157000.0,58156000.0,1000.0,341568000.0,623119000.0,807000.0,,88845000.0,341568000.0,281551000.0,9231000.0,4407000.0,182549000.0,99002000.0,-4017000.0,94985000.0,623119000.0,70100000.0,70342000.0,71428000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 14:07:00+00:00,1.91,1.91,0.31,1.87,147600000.0,338000000.0,270700000.0,270700000.0,270700000.0,,1431400000.0,2589200000.0,-4500000.0,,374800000.0,1431400000.0,1157800000.0,27800000.0,5600000.0,712800000.0,445000000.0,-26700000.0,418300000.0,2589200000.0,141700000.0,142000000.0,144400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q4,2010-10-02,2010-12-31,,0.33,0.33,0.09,0.33,23700000.0,96100000.0,46900000.0,46900000.0,46900000.0,,364400000.0,656800000.0,-4600000.0,,116300000.0,364400000.0,292400000.0,6300000.0,1500000.0,212400000.0,80000000.0,-9400000.0,70600000.0,656800000.0,141700000.0,142000000.0,144400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q3YTD,2010-01-01,2010-10-01,,1.57,1.57,0.22,1.57,123900000.0,241900000.0,223800000.0,223800000.0,223800000.0,,1067000000.0,1932400000.0,100000.0,,258500000.0,1067000000.0,865400000.0,21500000.0,4100000.0,500400000.0,365000000.0,-17300000.0,347700000.0,1932400000.0,141800000.0,142200000.0,144400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q3,2010-07-03,2010-10-01,2011-11-04 12:01:53+00:00,0.49,0.49,0.09,0.48,36400000.0,90200000.0,69500000.0,69500000.0,69500000.0,0.0,367900000.0,656900000.0,-100000.0,,85800000.0,367900000.0,289000000.0,8000000.0,1000000.0,176000000.0,113000000.0,-7100000.0,105900000.0,656900000.0,141800000.0,142200000.0,144400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q2YTD,2010-01-01,2010-07-02,,1.09,1.09,0.14,1.09,87500000.0,151700000.0,154300000.0,154300000.0,154300000.0,,699100000.0,1275500000.0,200000.0,,172700000.0,699100000.0,576400000.0,13500000.0,3100000.0,324400000.0,252000000.0,-10200000.0,241800000.0,1275500000.0,142900000.0,142000000.0,144400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q2,2010-04-03,2010-07-02,2011-08-05 10:17:36+00:00,0.52,0.52,0.07,0.51,42100000.0,82800000.0,74300000.0,74300000.0,74300000.0,0.0,350000000.0,640900000.0,0.0,,88100000.0,350000000.0,290900000.0,5300000.0,1700000.0,170900000.0,120000000.0,-3600000.0,116400000.0,640900000.0,142900000.0,142000000.0,144400000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q1,2010-01-01,2010-04-02,2011-05-06 16:31:04+00:00,1.13,1.13,0.14,1.11,45400000.0,68900000.0,80000000.0,80000000.0,80000000.0,0.0,349100000.0,634600000.0,200000.0,,84600000.0,349100000.0,285500000.0,8200000.0,1400000.0,153500000.0,132000000.0,-6600000.0,125400000.0,634600000.0,70800000.0,70800000.0,72000000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 12:42:51+00:00,2.16,2.16,0.68,2.12,185000000.0,354100000.0,309600000.0,309600000.0,309600000.0,,1534800000.0,2749300000.0,-1200000.0,,367800000.0,1534800000.0,1214500000.0,8700000.0,11900000.0,721900000.0,492600000.0,2000000.0,494600000.0,2749300000.0,143300000.0,143200000.0,145800000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q4,2011-10-01,2011-12-31,,0.45,0.45,0.17,0.45,54200000.0,105600000.0,63800000.0,63800000.0,63800000.0,,414600000.0,731100000.0,-400000.0,,93500000.0,414600000.0,316500000.0,1200000.0,2200000.0,199100000.0,117400000.0,600000.0,118000000.0,731100000.0,143300000.0,143200000.0,145800000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.71,1.71,0.51,1.71,130800000.0,248500000.0,245800000.0,245800000.0,245800000.0,,1120200000.0,2018200000.0,-800000.0,,274300000.0,1120200000.0,898000000.0,7500000.0,9700000.0,522800000.0,375200000.0,1400000.0,376600000.0,2018200000.0,144700000.0,143700000.0,146300000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q3TTM,2010-10-02,2011-09-30,,2.04,2.04,0.59,2.04,154500000.0,344600000.0,292700000.0,292700000.0,292700000.0,,1484600000.0,2675000000.0,-5400000.0,,390600000.0,1484600000.0,1190400000.0,13800000.0,11200000.0,735200000.0,455200000.0,-8000000.0,447200000.0,2675000000.0,144700000.0,143700000.0,146300000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q3,2011-07-02,2011-09-30,2012-11-05 14:47:15+00:00,0.55,0.55,0.17,0.54,46400000.0,91800000.0,79600000.0,79600000.0,79600000.0,0.0,391100000.0,701000000.0,-1600000.0,,91800000.0,391100000.0,309900000.0,2200000.0,3500000.0,183600000.0,126300000.0,-300000.0,126000000.0,701000000.0,144700000.0,143700000.0,146300000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q2YTD,2011-01-01,2011-07-01,,1.16,1.16,0.34,1.16,84400000.0,156700000.0,166200000.0,166200000.0,166200000.0,,729100000.0,1317200000.0,800000.0,,182500000.0,729100000.0,588100000.0,5300000.0,6200000.0,339200000.0,248900000.0,1700000.0,250600000.0,1317200000.0,142400000.0,143300000.0,145900000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q2TTM,2010-07-03,2011-07-01,,1.97,1.97,0.51,1.97,144500000.0,343000000.0,282600000.0,282600000.0,282600000.0,,1461400000.0,2630900000.0,-3900000.0,,384600000.0,1461400000.0,1169500000.0,19600000.0,8700000.0,727600000.0,441900000.0,-14800000.0,427100000.0,2630900000.0,142400000.0,143300000.0,145900000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q2,2011-04-02,2011-07-01,2012-08-07 14:50:39+00:00,0.58,0.58,0.17,0.57,36400000.0,87500000.0,82600000.0,82600000.0,82600000.0,0.0,374900000.0,674900000.0,300000.0,,94700000.0,374900000.0,300000000.0,2600000.0,3500000.0,182200000.0,117800000.0,1200000.0,119000000.0,674900000.0,142400000.0,143300000.0,145900000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q1TTM,2010-04-03,2011-04-01,,1.92,1.92,0.41,1.92,150200000.0,338300000.0,274300000.0,274300000.0,274300000.0,,1436500000.0,2596900000.0,-4200000.0,,378000000.0,1436500000.0,1160400000.0,22300000.0,6900000.0,716300000.0,444100000.0,-19600000.0,424500000.0,2596900000.0,141700000.0,142800000.0,145300000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2011.0,Q1,2011-01-01,2011-04-01,2012-05-08 14:22:36+00:00,0.59,0.59,0.17,0.58,48000000.0,69200000.0,83600000.0,83600000.0,83600000.0,0.0,354200000.0,642300000.0,500000.0,,87800000.0,354200000.0,288100000.0,2700000.0,2700000.0,157000000.0,131100000.0,500000.0,131600000.0,642300000.0,141700000.0,142800000.0,145300000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q4,2012-10-01,2012-12-31,,0.58,0.58,0.24,0.58,49400000.0,108700000.0,80800000.0,80800000.0,80800000.0,,451300000.0,809700000.0,-300000.0,,115100000.0,451300000.0,358400000.0,6300000.0,2200000.0,223800000.0,134600000.0,-4400000.0,130200000.0,809700000.0,139900000.0,140100000.0,142700000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 11:29:47+00:00,2.5,2.5,0.96,2.45,192700000.0,357300000.0,349800000.0,349800000.0,349800000.0,,1630500000.0,2921900000.0,800000.0,,389000000.0,1630500000.0,1291400000.0,14000000.0,10600000.0,746300000.0,545100000.0,-2600000.0,542500000.0,2921900000.0,139900000.0,140100000.0,142700000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.93,1.93,0.72,1.93,143300000.0,248600000.0,269000000.0,269000000.0,269000000.0,,1179200000.0,2112200000.0,1100000.0,,273900000.0,1179200000.0,933000000.0,7700000.0,8400000.0,522500000.0,410500000.0,1800000.0,412300000.0,2112200000.0,140100000.0,139500000.0,142200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.39,2.39,0.9,2.39,197500000.0,354200000.0,332800000.0,332800000.0,332800000.0,,1593800000.0,2843300000.0,700000.0,,367400000.0,1593800000.0,1249500000.0,8900000.0,10600000.0,721600000.0,527900000.0,2400000.0,530300000.0,2843300000.0,140100000.0,139500000.0,142200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 12:32:01+00:00,0.67,0.67,0.24,0.66,52100000.0,92200000.0,93900000.0,93900000.0,93900000.0,,397700000.0,725200000.0,400000.0,,89900000.0,397700000.0,327500000.0,2600000.0,2800000.0,182100000.0,145400000.0,600000.0,146000000.0,725200000.0,140100000.0,139500000.0,142200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.26,1.26,0.48,1.26,91200000.0,156400000.0,175100000.0,175100000.0,175100000.0,,781500000.0,1387000000.0,700000.0,,184000000.0,781500000.0,605500000.0,5100000.0,5600000.0,340400000.0,265100000.0,1200000.0,266300000.0,1387000000.0,139100000.0,139500000.0,142200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q2TTM,2011-07-02,2012-06-30,,2.28,2.28,0.83,2.28,191800000.0,353800000.0,318500000.0,318500000.0,318500000.0,,1587200000.0,2819100000.0,-1300000.0,,369300000.0,1587200000.0,1231900000.0,8500000.0,11300000.0,723100000.0,508800000.0,1500000.0,510300000.0,2819100000.0,139100000.0,139500000.0,142200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q2,2012-04-01,2012-06-30,2013-08-02 12:33:59+00:00,0.57,0.57,0.24,0.56,43800000.0,88400000.0,79300000.0,79300000.0,79300000.0,,393400000.0,696400000.0,500000.0,,92200000.0,393400000.0,303000000.0,2400000.0,2600000.0,180600000.0,122400000.0,700000.0,123100000.0,696400000.0,139100000.0,139500000.0,142200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q1TTM,2011-04-02,2012-03-31,,2.26,2.26,0.75,2.26,184400000.0,352900000.0,321800000.0,321800000.0,321800000.0,,1568700000.0,2797600000.0,-1500000.0,,371800000.0,1568700000.0,1228900000.0,8700000.0,12200000.0,724700000.0,504200000.0,2000000.0,506200000.0,2797600000.0,143000000.0,142300000.0,144900000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 14:53:59+00:00,0.67,0.67,0.24,0.66,47400000.0,68000000.0,95800000.0,95800000.0,95800000.0,,388100000.0,690600000.0,200000.0,,91800000.0,388100000.0,302500000.0,2700000.0,3000000.0,159800000.0,142700000.0,500000.0,143200000.0,690600000.0,143000000.0,142300000.0,144900000.0
