company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:54:55+00:00,-384381000.0,25804000.0,89024000.0,43325000.0,45600000.0,-9038000.0,50077000.0,,250000000.0,87222000.0,-466161000.0,336167000.0,87222000.0,-466161000.0,336167000.0,-51810000.0,195182000.0,195182000.0,19504000.0,19023000.0,-340000.0,-23114000.0,,-98319000.0,-158284000.0,-403000.0,1263000.0,15616000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,Q4,2009-09-26,2009-12-31,,-121000.0,7082000.0,33880000.0,11554000.0,13427000.0,5284000.0,10466000.0,,1358000.0,-21240000.0,-48257000.0,92070000.0,-21240000.0,-48257000.0,92070000.0,27857000.0,52743000.0,52743000.0,8352000.0,7799000.0,132000.0,-9824000.0,,-48219000.0,-20562000.0,-11000.0,-24000.0,-25000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:07:49+00:00,-700000.0,28500000.0,106100000.0,29900000.0,56900000.0,10600000.0,54800000.0,,30900000.0,-58300000.0,-104100000.0,400900000.0,-58300000.0,-104100000.0,400900000.0,249100000.0,243500000.0,243500000.0,17200000.0,15000000.0,600000.0,-32300000.0,,-135400000.0,-71500000.0,-400000.0,1300000.0,30100000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,Q3,2009-06-27,2009-09-25,,-169000.0,7124000.0,29439000.0,3549000.0,14161000.0,608000.0,18543000.0,,2353000.0,-22947000.0,-29462000.0,114044000.0,-22947000.0,-29462000.0,114044000.0,62243000.0,70024000.0,70024000.0,4192000.0,1913000.0,612000.0,-9845000.0,,-29420000.0,-16979000.0,-389000.0,,-485000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,Q3YTD,2009-01-01,2009-09-25,2010-11-09 12:54:55+00:00,-579000.0,21418000.0,72220000.0,18346000.0,43473000.0,5316000.0,44334000.0,,29542000.0,-37060000.0,-55843000.0,308830000.0,-37060000.0,-55843000.0,308830000.0,221243000.0,190757000.0,190757000.0,8848000.0,7201000.0,468000.0,-22476000.0,,-87181000.0,-50938000.0,-389000.0,1324000.0,30125000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2009.0,Q2YTD,2009-01-01,2009-06-26,2010-08-09 12:40:32+00:00,-410000.0,14294000.0,42781000.0,14797000.0,29312000.0,4708000.0,25791000.0,,27189000.0,-14113000.0,-26381000.0,194786000.0,-14113000.0,-26381000.0,194786000.0,159000000.0,120733000.0,120733000.0,4656000.0,5288000.0,-144000.0,-12631000.0,,-57761000.0,-33959000.0,0.0,1324000.0,30610000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q4,2010-10-02,2010-12-31,,-45500000.0,7000000.0,3200000.0,13600000.0,10200000.0,-500000.0,68400000.0,,304800000.0,-331400000.0,-72200000.0,139800000.0,-331400000.0,-72200000.0,139800000.0,-264300000.0,47000000.0,47000000.0,7200000.0,5200000.0,-400000.0,-12100000.0,,-26400000.0,-629300000.0,,100000.0,
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 14:07:00+00:00,-126000000.0,27500000.0,120900000.0,29300000.0,44100000.0,-2300000.0,70400000.0,,304800000.0,-503700000.0,-180400000.0,428500000.0,-503700000.0,-180400000.0,428500000.0,-257900000.0,270700000.0,270700000.0,15800000.0,23200000.0,-600000.0,-44000000.0,,-63800000.0,-787600000.0,-100000.0,1800000.0,8200000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q3TTM,2009-09-26,2010-10-01,,-80621000.0,27582000.0,151580000.0,27254000.0,47327000.0,3484000.0,12466000.0,,1358000.0,-193540000.0,-156457000.0,380770000.0,-193540000.0,-156457000.0,380770000.0,34257000.0,276443000.0,276443000.0,16952000.0,25799000.0,-68000.0,-41724000.0,,-85619000.0,-178862000.0,-111000.0,1676000.0,8175000.0
Church & Dwight Co Inc,CHD,POOXSI30AWAQGYJZC921,313927,2010.0,Q3,2010-07-03,2010-10-01,,-10100000.0,6700000.0,31000000.0,5500000.0,11300000.0,3100000.0,71000000.0,,,-51400000.0,-27400000.0,164900000.0,-51400000.0,-27400000.0,164900000.0,89200000.0,69400000.0,69400000.0,6500000.0,3700000.0,-500000.0,-12100000.0,,-16900000.0,-43000000.0,,100000.0,
