company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,nonoperatingincome,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2011.0,FY,2011-01-01,2011-12-31,2014-03-21 17:20:35+00:00,,,2971000.0,,10355000.0,,13450000.0,13450000.0,13450000.0,,350000.0,,,248279000.0,29372000.0,,,251250000.0,274705000.0,23805000.0,274705000.0,245333000.0,,,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2012.0,FY,2012-01-01,2012-12-31,2015-03-09 16:12:21+00:00,,,2981000.0,,21507000.0,4000.0,27934000.0,27934000.0,27934000.0,-4000.0,437000.0,,,333727000.0,34309000.0,,4000.0,336708000.0,385716000.0,49441000.0,385712000.0,351407000.0,,,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2012.0,Q3,2012-07-01,2012-09-30,2013-11-22 16:00:27+00:00,,,732000.0,,4931000.0,,6405000.0,6405000.0,6405000.0,,,,,79201000.0,8608000.0,,,79933000.0,91228000.0,11336000.0,91228000.0,82620000.0,,,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,FY,2013-01-01,2013-12-31,2016-03-15 06:09:58+00:00,0.24,0.24,3043000.0,0.24,13735000.0,105000.0,8206000.0,8206000.0,8206000.0,-105000.0,760000.0,,,380298000.0,42692000.0,31268000.0,105000.0,414609000.0,435895000.0,21941000.0,435790000.0,393203000.0,34200000.0,38787000.0,38815000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q3,2013-07-01,2013-09-30,2014-11-10 10:02:19+00:00,,,747000.0,,5597000.0,,7275000.0,7275000.0,7275000.0,,247000.0,,,98581000.0,10196000.0,,,99328000.0,111953000.0,12872000.0,111953000.0,101757000.0,,,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q2,2013-04-01,2013-06-30,2014-08-13 18:48:16+00:00,,,754000.0,,6167000.0,,8009000.0,8016000.0,8009000.0,,,7000.0,,90548000.0,9706000.0,,,91302000.0,105471000.0,14176000.0,105471000.0,95765000.0,,,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,FY,2014-01-01,2014-12-31,2017-03-16 06:23:09+00:00,1.27,1.27,3206000.0,1.27,33452000.0,1651000.0,49531000.0,49531000.0,49531000.0,-1651000.0,,,,484376000.0,47237000.0,,1651000.0,487582000.0,572188000.0,82983000.0,570537000.0,524951000.0,39000000.0,38851000.0,38978000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q4,2014-10-01,2014-12-31,,0.42,0.42,807000.0,0.42,10285000.0,449000.0,16430000.0,16430000.0,16430000.0,-449000.0,-269000.0,,,144232000.0,15739000.0,,449000.0,145039000.0,172444000.0,26715000.0,171995000.0,156705000.0,39000000.0,38851000.0,38978000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.85,0.85,2399000.0,0.85,23167000.0,1202000.0,33101000.0,33101000.0,33101000.0,-1202000.0,269000.0,,,340144000.0,31498000.0,,1202000.0,342543000.0,399744000.0,56268000.0,398542000.0,368246000.0,38600000.0,38847000.0,39011000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 17:38:40+00:00,0.35,0.35,813000.0,0.35,9493000.0,397000.0,13523000.0,13523000.0,13523000.0,-397000.0,,,,126663000.0,10669000.0,,397000.0,127476000.0,150889000.0,23016000.0,150492000.0,140220000.0,38600000.0,38847000.0,39011000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.5,0.5,1586000.0,0.5,13674000.0,805000.0,19578000.0,19578000.0,19578000.0,-805000.0,269000.0,,,213481000.0,20829000.0,,805000.0,215067000.0,248855000.0,33252000.0,248050000.0,228026000.0,38800000.0,38847000.0,38926000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 17:34:36+00:00,0.33,0.33,811000.0,0.33,8859000.0,401000.0,12796000.0,12796000.0,12796000.0,-401000.0,330000.0,,,111728000.0,10987000.0,,401000.0,112539000.0,134265000.0,21655000.0,133864000.0,123278000.0,38800000.0,38847000.0,38926000.0
