company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2011.0,FY,2011-01-01,2011-12-31,2014-03-21 17:20:35+00:00,,,12000.0,2971000.0,,-561000.0,,56000.0,-16919000.0,-2671000.0,17816000.0,-16919000.0,-2671000.0,17816000.0,-1774000.0,13450000.0,13450000.0,1645000.0,,-16526000.0,311000.0,-310000.0,-3083000.0,-318000.0,-131000.0,550000.0,172000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2012.0,Q4,2012-10-01,2012-12-31,,,17880000.0,1000.0,754000.0,,-869000.0,,,-15045000.0,-1527000.0,14830000.0,-15045000.0,-1527000.0,14830000.0,-1742000.0,13038000.0,13038000.0,1984000.0,,-15102000.0,-77000.0,-81000.0,-1642000.0,57000.0,,47000.0,149000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2012.0,FY,2012-01-01,2012-12-31,2015-03-09 16:12:21+00:00,,17880000.0,4000.0,2981000.0,,114000.0,,86000.0,-30768000.0,-4637000.0,35354000.0,-30768000.0,-4637000.0,35354000.0,-51000.0,27934000.0,27934000.0,4228000.0,,-30756000.0,97000.0,-706000.0,-4563000.0,-98000.0,,458000.0,174000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-22 16:00:27+00:00,,,3000.0,2227000.0,,983000.0,,86000.0,-15723000.0,-3110000.0,20524000.0,-15723000.0,-3110000.0,20524000.0,1691000.0,14896000.0,14896000.0,2244000.0,,-15654000.0,174000.0,-625000.0,-2921000.0,-155000.0,,411000.0,25000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,FY,2013-01-01,2013-12-31,2016-03-15 06:09:58+00:00,,29702000.0,1000.0,3043000.0,,60981000.0,42506000.0,158000.0,4925000.0,-4024000.0,96944000.0,4925000.0,-4024000.0,96944000.0,97845000.0,8206000.0,8206000.0,24507000.0,,-37681000.0,207000.0,-434000.0,-4795000.0,-58000.0,,1173000.0,32000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q4,2013-10-01,2013-12-31,,,10008000.0,,782000.0,,20775000.0,42506000.0,,38554000.0,-1133000.0,34852000.0,38554000.0,-1133000.0,34852000.0,72273000.0,-8716000.0,-8716000.0,21775000.0,2574000.0,-6500000.0,236000.0,-89000.0,-1098000.0,-26000.0,,54000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q3TTM,2012-10-01,2013-09-30,,,37574000.0,2000.0,3015000.0,,39337000.0,,158000.0,-48674000.0,-4418000.0,76922000.0,-48674000.0,-4418000.0,76922000.0,23830000.0,29960000.0,29960000.0,4716000.0,-2574000.0,-46283000.0,-106000.0,-426000.0,-5339000.0,25000.0,,1166000.0,181000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q3,2013-07-01,2013-09-30,,,8054000.0,1000.0,747000.0,,8432000.0,,49000.0,-7180000.0,-1293000.0,17790000.0,-7180000.0,-1293000.0,17790000.0,9317000.0,7275000.0,7275000.0,1365000.0,-755000.0,-6463000.0,-29000.0,-39000.0,-1277000.0,-11000.0,,23000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-10 10:02:19+00:00,,19694000.0,1000.0,2261000.0,,40206000.0,,158000.0,-33629000.0,-2891000.0,62092000.0,-33629000.0,-2891000.0,62092000.0,25572000.0,16922000.0,16922000.0,2732000.0,-2574000.0,-31181000.0,-29000.0,-345000.0,-3697000.0,-32000.0,,1119000.0,32000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q2,2013-04-01,2013-06-30,,,,,754000.0,,-1081000.0,,64000.0,-26486000.0,-380000.0,8796000.0,-26486000.0,-380000.0,8796000.0,-18070000.0,8009000.0,8009000.0,1151000.0,-1819000.0,-24718000.0,-37000.0,-169000.0,-1157000.0,-13000.0,,946000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-13 18:48:16+00:00,,11640000.0,,1514000.0,,31774000.0,,109000.0,-26449000.0,-1598000.0,44302000.0,-26449000.0,-1598000.0,44302000.0,16255000.0,9647000.0,9647000.0,1367000.0,-1819000.0,-24718000.0,,-306000.0,-2420000.0,-21000.0,,1096000.0,32000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2013.0,Q1,2013-01-01,2013-03-31,2014-05-14 20:46:54+00:00,,11640000.0,,760000.0,,32855000.0,,45000.0,37000.0,-1218000.0,35506000.0,37000.0,-1218000.0,35506000.0,34325000.0,1638000.0,1638000.0,216000.0,,,37000.0,-137000.0,-1263000.0,-8000.0,,150000.0,32000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,FY,2014-01-01,2014-12-31,2017-03-16 06:23:09+00:00,,35596000.0,635000.0,3206000.0,,14343000.0,410000.0,6000.0,-6005000.0,-17225000.0,71437000.0,-6005000.0,-17225000.0,71437000.0,48207000.0,49531000.0,49531000.0,4328000.0,-5142000.0,-412000.0,29000.0,-14786000.0,-2566000.0,-867000.0,,126000.0,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q4,2014-10-01,2014-12-31,,,13167000.0,16000.0,807000.0,,19932000.0,410000.0,,-5984000.0,-15396000.0,36529000.0,-5984000.0,-15396000.0,36529000.0,15149000.0,16430000.0,16430000.0,-583000.0,-5982000.0,-412000.0,-57000.0,-14718000.0,-736000.0,,,58000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q3TTM,2013-10-01,2014-09-30,,,32437000.0,619000.0,3181000.0,,15186000.0,42506000.0,6000.0,38533000.0,-2962000.0,69760000.0,38533000.0,-2962000.0,69760000.0,105331000.0,24385000.0,24385000.0,26686000.0,3414000.0,-6500000.0,322000.0,-157000.0,-2928000.0,-893000.0,,122000.0,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q3,2014-07-01,2014-09-30,,,9634000.0,,813000.0,,13230000.0,,6000.0,846000.0,-509000.0,29060000.0,846000.0,-509000.0,29060000.0,29397000.0,13523000.0,13523000.0,1450000.0,840000.0,,44000.0,-8000.0,-513000.0,,,12000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 17:38:40+00:00,,22429000.0,619000.0,2399000.0,,-5589000.0,,6000.0,-21000.0,-1829000.0,34908000.0,-21000.0,-1829000.0,34908000.0,33058000.0,33101000.0,33101000.0,4911000.0,840000.0,,86000.0,-68000.0,-1830000.0,-867000.0,,68000.0,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q2TTM,2013-07-01,2014-06-30,,,30857000.0,620000.0,3115000.0,,10388000.0,42506000.0,49000.0,30507000.0,-3746000.0,58490000.0,30507000.0,-3746000.0,58490000.0,85251000.0,18137000.0,18137000.0,26601000.0,1819000.0,-12963000.0,249000.0,-188000.0,-3692000.0,-904000.0,,133000.0,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q2,2014-04-01,2014-06-30,,,6101000.0,618000.0,811000.0,,7935000.0,,,-856000.0,-753000.0,22924000.0,-856000.0,-753000.0,22924000.0,21315000.0,12796000.0,12796000.0,1351000.0,,,31000.0,-12000.0,-742000.0,-856000.0,,,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-07 17:34:36+00:00,,12795000.0,619000.0,1586000.0,,-18819000.0,,,-867000.0,-1320000.0,5848000.0,-867000.0,-1320000.0,5848000.0,3661000.0,19578000.0,19578000.0,3461000.0,,,42000.0,-60000.0,-1317000.0,-867000.0,,56000.0,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q1TTM,2013-04-01,2014-03-31,,,24756000.0,2000.0,3058000.0,,1372000.0,42506000.0,113000.0,4877000.0,-3373000.0,44362000.0,4877000.0,-3373000.0,44362000.0,45866000.0,13350000.0,13350000.0,26401000.0,,-37681000.0,181000.0,-345000.0,-4107000.0,-61000.0,,1079000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 19:31:04+00:00,,6694000.0,1000.0,775000.0,,-26754000.0,,,-11000.0,-567000.0,-17076000.0,-11000.0,-567000.0,-17076000.0,-17654000.0,6782000.0,6782000.0,2110000.0,,,11000.0,-48000.0,-575000.0,-11000.0,,56000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,FY,2015-01-01,2015-12-31,2018-03-16 06:13:13+00:00,,43120000.0,868000.0,3305000.0,,-6847000.0,976000.0,,1835000.0,-126929000.0,72120000.0,1835000.0,-126929000.0,72120000.0,-52974000.0,66350000.0,66350000.0,9031000.0,1753000.0,,281000.0,-146297000.0,-6796000.0,-894000.0,,26164000.0,0.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q4,2015-10-01,2015-12-31,,,16750000.0,15000.0,916000.0,,8245000.0,474000.0,,-1861000.0,-3124000.0,33538000.0,-1861000.0,-3124000.0,33538000.0,28553000.0,19949000.0,19949000.0,4274000.0,-2335000.0,,154000.0,-15622000.0,-3043000.0,,,15541000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-07 12:27:06+00:00,,26370000.0,853000.0,2389000.0,,-15092000.0,502000.0,,3696000.0,-123805000.0,38582000.0,3696000.0,-123805000.0,38582000.0,-81527000.0,46401000.0,46401000.0,4757000.0,4088000.0,,127000.0,-130675000.0,-3753000.0,-894000.0,,10623000.0,0.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q3TTM,2014-10-01,2015-09-30,,,39537000.0,869000.0,3196000.0,,4840000.0,912000.0,,-2288000.0,-139201000.0,75111000.0,-2288000.0,-139201000.0,75111000.0,-66378000.0,62831000.0,62831000.0,4174000.0,-1894000.0,-412000.0,70000.0,-145393000.0,-4489000.0,-894000.0,,10681000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q3,2015-07-01,2015-09-30,,,17907000.0,50000.0,802000.0,,2654000.0,,,-15000.0,-33266000.0,16715000.0,-15000.0,-33266000.0,16715000.0,-16566000.0,15176000.0,15176000.0,-1965000.0,-15000.0,,48000.0,-32314000.0,-1552000.0,,,600000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-08 10:01:36+00:00,,8463000.0,803000.0,1587000.0,,-17746000.0,502000.0,,3711000.0,-90539000.0,21867000.0,3711000.0,-90539000.0,21867000.0,-64961000.0,31225000.0,31225000.0,6722000.0,4103000.0,,79000.0,-98361000.0,-2201000.0,-894000.0,,10023000.0,0.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q2TTM,2014-07-01,2015-06-30,,,31264000.0,819000.0,3207000.0,,15416000.0,912000.0,6000.0,-1427000.0,-106444000.0,87456000.0,-1427000.0,-106444000.0,87456000.0,-20415000.0,61178000.0,61178000.0,7589000.0,-1039000.0,-412000.0,66000.0,-113087000.0,-3450000.0,-894000.0,,10093000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q2,2015-04-01,2015-06-30,,,1815000.0,788000.0,807000.0,,18068000.0,502000.0,,-312000.0,-79410000.0,39860000.0,-312000.0,-79410000.0,39860000.0,-39862000.0,17556000.0,17556000.0,3371000.0,80000.0,,58000.0,-84464000.0,-1247000.0,-894000.0,,6301000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 10:13:04+00:00,,6648000.0,15000.0,780000.0,,-35814000.0,,,4023000.0,-11129000.0,-17993000.0,4023000.0,-11129000.0,-17993000.0,-25099000.0,13669000.0,13669000.0,3351000.0,4023000.0,,21000.0,-13897000.0,-954000.0,,,3722000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2015.0,Q1TTM,2014-04-01,2015-03-31,,,35550000.0,649000.0,3211000.0,,5283000.0,410000.0,6000.0,-1971000.0,-27787000.0,70520000.0,-1971000.0,-27787000.0,70520000.0,40762000.0,56418000.0,56418000.0,5569000.0,-1119000.0,-412000.0,39000.0,-28635000.0,-2945000.0,-856000.0,,3792000.0,1000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,FY,2016-01-01,2016-12-31,2019-03-01 06:10:08+00:00,,37350000.0,628000.0,4387000.0,,-1694000.0,673000.0,,-3119000.0,19819000.0,74486000.0,-3119000.0,19819000.0,74486000.0,91186000.0,64657000.0,64657000.0,7089000.0,-2854000.0,,47000.0,-108353000.0,-9473000.0,-938000.0,,137605000.0,40000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q4,2016-10-01,2016-12-31,,,13318000.0,15000.0,1223000.0,,12383000.0,271000.0,,-1606000.0,34056000.0,32968000.0,-1606000.0,34056000.0,32968000.0,65418000.0,17174000.0,17174000.0,2156000.0,-1877000.0,,32000.0,-10661000.0,-2424000.0,,,47126000.0,15000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-09 06:10:36+00:00,,24032000.0,613000.0,3164000.0,,-14077000.0,402000.0,,-1513000.0,-14237000.0,41518000.0,-1513000.0,-14237000.0,41518000.0,25768000.0,47483000.0,47483000.0,4933000.0,-977000.0,,15000.0,-97692000.0,-7049000.0,-938000.0,,90479000.0,25000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q3TTM,2015-10-01,2016-09-30,,,40782000.0,628000.0,4080000.0,,-5832000.0,876000.0,,-3374000.0,-17361000.0,75056000.0,-3374000.0,-17361000.0,75056000.0,54321000.0,67432000.0,67432000.0,9207000.0,-3312000.0,,169000.0,-113314000.0,-10092000.0,-938000.0,,106020000.0,25000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q3,2016-07-01,2016-09-30,,,12792000.0,50000.0,1149000.0,,12620000.0,,,-39000.0,297000.0,29258000.0,-39000.0,297000.0,29258000.0,29516000.0,15144000.0,15144000.0,333000.0,-39000.0,,12000.0,-36546000.0,-2797000.0,,,39630000.0,10000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-09 06:13:01+00:00,,11240000.0,563000.0,2015000.0,,-26697000.0,402000.0,,-1474000.0,-14534000.0,12260000.0,-1474000.0,-14534000.0,12260000.0,-3748000.0,32339000.0,32339000.0,4600000.0,-938000.0,,3000.0,-61146000.0,-4252000.0,-938000.0,,50849000.0,15000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q2TTM,2015-07-01,2016-06-30,,,45897000.0,628000.0,3733000.0,,-15798000.0,876000.0,,-3350000.0,-50924000.0,62513000.0,-3350000.0,-50924000.0,62513000.0,8239000.0,67464000.0,67464000.0,6909000.0,-3288000.0,,205000.0,-109082000.0,-8847000.0,-938000.0,,66990000.0,15000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q2,2016-04-01,2016-06-30,,,3626000.0,548000.0,1009000.0,,11443000.0,402000.0,,-557000.0,-15223000.0,31283000.0,-557000.0,-15223000.0,31283000.0,15503000.0,17524000.0,17524000.0,1320000.0,-21000.0,,-13000.0,-47030000.0,-1920000.0,-938000.0,,33712000.0,15000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q1,2016-01-01,2016-03-31,2017-05-10 06:07:39+00:00,,7614000.0,15000.0,1006000.0,,-38140000.0,,,-917000.0,689000.0,-19023000.0,-917000.0,689000.0,-19023000.0,-19251000.0,14815000.0,14815000.0,3280000.0,-917000.0,,16000.0,-14116000.0,-2332000.0,,,17137000.0,0.0
