company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q1TTM,2015-04-01,2016-03-31,,,44086000.0,868000.0,3531000.0,,-9173000.0,976000.0,,-3105000.0,-115111000.0,71090000.0,-3105000.0,-115111000.0,71090000.0,-47126000.0,67496000.0,67496000.0,8960000.0,-3187000.0,,276000.0,-146516000.0,-8174000.0,-894000.0,,39579000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,FY,2017-01-01,2017-12-31,2020-03-02 10:02:27+00:00,0.0,35002000.0,1912000.0,5363000.0,,-11198000.0,653000.0,,-5784000.0,-27338000.0,66537000.0,-5784000.0,-27338000.0,66537000.0,33415000.0,51524000.0,51524000.0,20629000.0,-5451000.0,,219000.0,-65574000.0,-6554000.0,-986000.0,,44780000.0,10000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q4,2017-10-01,2017-12-31,,,11456000.0,16000.0,1388000.0,,18658000.0,261000.0,,-3748000.0,673000.0,41199000.0,-3748000.0,673000.0,41199000.0,38124000.0,8480000.0,8480000.0,12487000.0,-4009000.0,,186000.0,-27581000.0,-1567000.0,,,29821000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-09 06:03:45+00:00,,23546000.0,1896000.0,3975000.0,,-29856000.0,392000.0,,-2036000.0,-28011000.0,25338000.0,-2036000.0,-28011000.0,25338000.0,-4709000.0,43044000.0,43044000.0,8142000.0,-1442000.0,,33000.0,-37993000.0,-4987000.0,-986000.0,,14959000.0,10000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q3TTM,2016-10-01,2017-09-30,,,36864000.0,1911000.0,5198000.0,,-17473000.0,663000.0,,-3642000.0,6045000.0,58306000.0,-3642000.0,6045000.0,58306000.0,60709000.0,60218000.0,60218000.0,10298000.0,-3319000.0,,65000.0,-48654000.0,-7411000.0,-986000.0,,62085000.0,25000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q3,2017-07-01,2017-09-30,,,11228000.0,15000.0,1375000.0,,5519000.0,,,-40000.0,-6004000.0,24876000.0,-40000.0,-6004000.0,24876000.0,18832000.0,15475000.0,15475000.0,2420000.0,-40000.0,,87000.0,-12139000.0,-1603000.0,,,7738000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-09 06:05:16+00:00,,12318000.0,1881000.0,2600000.0,,-35375000.0,392000.0,,-1996000.0,-22007000.0,462000.0,-1996000.0,-22007000.0,462000.0,-23541000.0,27569000.0,27569000.0,5722000.0,-1402000.0,,-54000.0,-25854000.0,-3384000.0,-986000.0,,7221000.0,10000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q2TTM,2016-07-01,2017-06-30,,,38428000.0,1946000.0,4972000.0,,-10372000.0,663000.0,,-3641000.0,12346000.0,62688000.0,-3641000.0,12346000.0,62688000.0,71393000.0,59887000.0,59887000.0,8211000.0,-3318000.0,,-10000.0,-73061000.0,-8605000.0,-986000.0,,93977000.0,35000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q2,2017-04-01,2017-06-30,,,2500000.0,1866000.0,1303000.0,,18655000.0,392000.0,,-635000.0,-2115000.0,37548000.0,-635000.0,-2115000.0,37548000.0,34798000.0,15569000.0,15569000.0,2031000.0,-41000.0,,-10000.0,-2575000.0,-2017000.0,-986000.0,,2477000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q1,2017-01-01,2017-03-31,2018-05-10 06:10:08+00:00,,9818000.0,15000.0,1297000.0,,-54030000.0,,,-1361000.0,-19892000.0,-37086000.0,-1361000.0,-19892000.0,-37086000.0,-58339000.0,12000000.0,12000000.0,3691000.0,-1361000.0,,-44000.0,-23279000.0,-1367000.0,,,4744000.0,10000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q1TTM,2016-04-01,2017-03-31,,,39554000.0,628000.0,4678000.0,,-17584000.0,673000.0,,-3563000.0,-762000.0,56423000.0,-3563000.0,-762000.0,56423000.0,52098000.0,61842000.0,61842000.0,7500000.0,-3298000.0,,-13000.0,-117516000.0,-8508000.0,-938000.0,,125212000.0,50000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,FY,2018-01-01,2018-12-31,2020-03-02 10:02:27+00:00,0.0,24311000.0,2195000.0,6297000.0,,9551000.0,621000.0,,-5437000.0,-117980000.0,117314000.0,-5437000.0,-117980000.0,117314000.0,-6103000.0,87257000.0,87257000.0,13918000.0,-5023000.0,,291000.0,-223837000.0,-8072000.0,-1035000.0,,113929000.0,0.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q4,2018-10-01,2018-12-31,,,8074000.0,15000.0,1768000.0,,29867000.0,265000.0,,-2981000.0,-25657000.0,62301000.0,-2981000.0,-25657000.0,62301000.0,33663000.0,26225000.0,26225000.0,4202000.0,-3246000.0,,239000.0,-48049000.0,-3498000.0,,,25890000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-08 06:26:46+00:00,0.0,16237000.0,2180000.0,4529000.0,,-20316000.0,356000.0,,-2456000.0,-92323000.0,55013000.0,-2456000.0,-92323000.0,55013000.0,-39766000.0,61032000.0,61032000.0,9716000.0,-1777000.0,,52000.0,-175788000.0,-4574000.0,-1035000.0,,88039000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q3TTM,2017-10-01,2018-09-30,,,27693000.0,2196000.0,5917000.0,,-1658000.0,617000.0,,-6204000.0,-91650000.0,96212000.0,-6204000.0,-91650000.0,96212000.0,-1642000.0,69512000.0,69512000.0,22203000.0,-5786000.0,,238000.0,-203369000.0,-6141000.0,-1035000.0,,117860000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q3,2018-07-01,2018-09-30,,,4794000.0,175000.0,1651000.0,,7740000.0,,,-63000.0,-90903000.0,31967000.0,-63000.0,-90903000.0,31967000.0,-58999000.0,20854000.0,20854000.0,1641000.0,-63000.0,,81000.0,-112036000.0,-1931000.0,,,23064000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-09 06:26:43+00:00,0.0,11443000.0,2005000.0,2878000.0,,-28056000.0,356000.0,,-2393000.0,-1420000.0,23046000.0,-2393000.0,-1420000.0,23046000.0,19233000.0,40178000.0,40178000.0,8075000.0,-1714000.0,,-29000.0,-63752000.0,-2643000.0,-1035000.0,,64975000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q2TTM,2017-07-01,2018-06-30,,,34127000.0,2036000.0,5641000.0,,-3879000.0,617000.0,,-6181000.0,-6751000.0,89121000.0,-6181000.0,-6751000.0,89121000.0,76189000.0,64133000.0,64133000.0,22982000.0,-5763000.0,,244000.0,-103472000.0,-5813000.0,-1035000.0,,102534000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q2,2018-04-01,2018-06-30,,,11330000.0,452000.0,1503000.0,,8762000.0,356000.0,,-743000.0,5357000.0,36035000.0,-743000.0,5357000.0,36035000.0,40649000.0,22167000.0,22167000.0,3526000.0,-64000.0,,77000.0,-28267000.0,-1281000.0,-1035000.0,,34905000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q1,2018-01-01,2018-03-31,2019-05-10 06:09:14+00:00,,113000.0,1553000.0,1375000.0,,-36818000.0,,,-1650000.0,-6777000.0,-12989000.0,-1650000.0,-6777000.0,-12989000.0,-21416000.0,18011000.0,18011000.0,4549000.0,-1650000.0,,-106000.0,-35485000.0,-1362000.0,,,30070000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q1TTM,2017-04-01,2018-03-31,,,25297000.0,3450000.0,5441000.0,,6014000.0,653000.0,,-6073000.0,-14223000.0,90634000.0,-6073000.0,-14223000.0,90634000.0,70338000.0,57535000.0,57535000.0,21487000.0,-5740000.0,,157000.0,-77780000.0,-6549000.0,-986000.0,,70106000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q4,2019-10-01,2019-12-31,,5774000.0,10239000.0,15000.0,2343000.0,,4805000.0,319000.0,,-250000.0,-24501000.0,31340000.0,-250000.0,-24501000.0,31340000.0,6589000.0,20721000.0,20721000.0,-2342000.0,-569000.0,,39000.0,-58422000.0,-2169000.0,,,36069000.0,21000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,FY,2019-01-01,2019-12-31,2020-03-02 10:02:27+00:00,21207000.0,39841000.0,2107000.0,8017000.0,,-89908000.0,657000.0,,-3878000.0,-3422000.0,25287000.0,-3878000.0,-3422000.0,25287000.0,17987000.0,76930000.0,76930000.0,8927000.0,-3448000.0,,114000.0,-174366000.0,-8812000.0,-1087000.0,,179735000.0,21000.0
