company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2010.0,FY,,2010-01-31,2011-04-01 07:05:33+00:00,78041000.0,38405000.0,88595000.0,-9094000.0,159024000.0,,184637000.0,12277000.0,21913000.0,,,243445000.0,186130000.0,539961000.0,46474000.0,,,,150769000.0,67865000.0,1121232000.0,342512000.0,1636093000.0,1296775000.0,806213000.0,188549000.0,1296775000.0,1296775000.0,339318000.0,1636093000.0,289919000.0,150769000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2010.0,Q3,,2009-10-31,2010-12-09 19:36:36+00:00,93264000.0,37592000.0,88950000.0,-7956000.0,202316000.0,,179659000.0,,,,,233525000.0,234521000.0,534260000.0,35867000.0,,,,143673000.0,46987000.0,1043557000.0,216079000.0,1541147000.0,1215260000.0,737495000.0,182214000.0,1215260000.0,1215260000.0,325887000.0,1541147000.0,269392000.0,143673000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2010.0,Q2,,2009-07-31,2010-09-08 14:41:24+00:00,85336000.0,32039000.0,74764000.0,-8806000.0,152885000.0,,175856000.0,,,,,294519000.0,217050000.0,528295000.0,38553000.0,,,,136906000.0,46005000.0,981165000.0,135875000.0,1445221000.0,1148215000.0,583854000.0,160100000.0,1148215000.0,1148215000.0,297006000.0,1445221000.0,333072000.0,136906000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,FY,,2011-01-31,2012-04-02 16:13:44+00:00,82904000.0,36502000.0,107908000.0,-10262000.0,340257000.0,0.0,27620000.0,14351000.0,20212000.0,,,351988000.0,229561000.0,586346000.0,52010000.0,,,,171749000.0,66886000.0,1394190000.0,116420000.0,1794321000.0,1411548000.0,803977000.0,211024000.0,1411548000.0,1411548000.0,382773000.0,1794321000.0,403998000.0,171749000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q3,,2010-10-31,2011-12-12 16:14:33+00:00,114967000.0,47653000.0,123061000.0,-9235000.0,253546000.0,0.0,10182000.0,,,,,186202000.0,289256000.0,582786000.0,53377000.0,,,,164044000.0,59073000.0,1318952000.0,250078000.0,1721971000.0,1319899000.0,899606000.0,238028000.0,1319899000.0,1319899000.0,402072000.0,1721971000.0,239579000.0,164044000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q2,,2010-07-31,2011-09-06 16:29:36+00:00,92151000.0,42474000.0,106260000.0,-10989000.0,244954000.0,0.0,138430000.0,,,,,157607000.0,243203000.0,559945000.0,46902000.0,,,,155369000.0,85875000.0,1245846000.0,346107000.0,1727067000.0,1373287000.0,962613000.0,198411000.0,1373287000.0,1373287000.0,353780000.0,1727067000.0,204509000.0,155369000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q1,,2010-04-30,2011-06-08 17:01:59+00:00,100439000.0,35448000.0,96738000.0,-12762000.0,259348000.0,,198719000.0,,,,,189467000.0,221984000.0,548575000.0,49606000.0,,,,150855000.0,79840000.0,1174189000.0,323910000.0,1708178000.0,1360146000.0,920530000.0,197177000.0,1360146000.0,1360146000.0,348032000.0,1708178000.0,239073000.0,150855000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,FY,,2012-01-31,2013-04-01 16:37:27+00:00,95754000.0,36673000.0,122082000.0,-11512000.0,145273000.0,0.0,15000.0,5243000.0,15630000.0,,,126913000.0,250073000.0,684979000.0,74824000.0,,,,183974000.0,69876000.0,1077765000.0,89854000.0,1483708000.0,1066268000.0,596992000.0,233466000.0,1066268000.0,1066268000.0,417440000.0,1483708000.0,201737000.0,183974000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,Q3,,2011-10-31,2012-12-10 16:26:13+00:00,134480000.0,46830000.0,130590000.0,-8056000.0,83370000.0,0.0,15000.0,,,,,129146000.0,367407000.0,670752000.0,69877000.0,,,,179229000.0,64074000.0,1041847000.0,46649000.0,1478105000.0,1033806000.0,608330000.0,265070000.0,1033806000.0,1033806000.0,444299000.0,1478105000.0,199023000.0,179229000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,Q2,,2011-07-31,2012-09-10 16:34:31+00:00,110759000.0,52560000.0,117756000.0,-5660000.0,226381000.0,0.0,16000.0,,,,,322902000.0,303159000.0,626188000.0,57766000.0,,,,172589000.0,57121000.0,1309964000.0,59347000.0,1705424000.0,1304320000.0,698568000.0,228515000.0,1304320000.0,1304320000.0,401104000.0,1705424000.0,380668000.0,172589000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,Q1,,2011-04-30,2012-06-11 16:16:57+00:00,109444000.0,46539000.0,102562000.0,-4572000.0,243939000.0,0.0,16000.0,,,,,333946000.0,264278000.0,601249000.0,57774000.0,,,,169773000.0,77846000.0,1317036000.0,68688000.0,1694259000.0,1312480000.0,701290000.0,212006000.0,1312480000.0,1312480000.0,381779000.0,1694259000.0,391720000.0,169773000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2013.0,FY,,2013-01-31,2014-04-01 16:18:31+00:00,99059000.0,39519000.0,120041000.0,-8782000.0,245327000.0,0.0,48291000.0,14714000.0,31095000.0,,,149585000.0,282411000.0,733416000.0,41926000.0,,,,192428000.0,61827000.0,1315079000.0,228486000.0,1797211000.0,1354588000.0,872284000.0,250195000.0,1354588000.0,1354588000.0,442623000.0,1797211000.0,191511000.0,192428000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2013.0,Q3,,2012-10-31,2013-12-10 16:12:24+00:00,162542000.0,43913000.0,132547000.0,-6856000.0,216648000.0,0.0,44183000.0,,,,,93767000.0,395406000.0,734793000.0,60770000.0,,,,190648000.0,64233000.0,1232531000.0,146065000.0,1755595000.0,1269858000.0,866265000.0,295089000.0,1269858000.0,1269858000.0,485737000.0,1755595000.0,154537000.0,190648000.0,0.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2013.0,Q2,,2012-07-31,2013-09-09 16:45:24+00:00,105786000.0,48222000.0,125954000.0,-9415000.0,135481000.0,0.0,10596000.0,,,,,91664000.0,322823000.0,722058000.0,76832000.0,,,,188648000.0,61612000.0,1173013000.0,135890000.0,1594582000.0,1174194000.0,704028000.0,231740000.0,1174194000.0,1174194000.0,420388000.0,1594582000.0,168496000.0,188648000.0,0.0
