company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2009.0,FY,2008-02-01,2009-01-31,2011-04-01 07:05:33+00:00,1.2,1.2,1.17,,110126000.0,199364000.0,199364000.0,199364000.0,1121140000.0,1834618000.0,-1449000.0,414043000.0,1121140000.0,713478000.0,11504000.0,414043000.0,299435000.0,10055000.0,309490000.0,1834618000.0,166100000.0,166793062.0,170860605.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2010.0,FY,2009-02-01,2010-01-31,2012-04-02 16:13:44+00:00,1.31,1.31,1.28,,124513000.0,219893000.0,219893000.0,219893000.0,1151670000.0,1937815000.0,-868000.0,447161000.0,1151670000.0,786145000.0,6290000.0,447161000.0,338984000.0,5422000.0,344406000.0,1937815000.0,167900000.0,168053502.0,171230245.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2010.0,Q3,2009-08-01,2009-10-31,2010-12-09 19:36:36+00:00,,0.37,0.36,,35186000.0,62392000.0,62392000.0,62392000.0,295812000.0,505900000.0,1817000.0,114327000.0,295812000.0,210088000.0,,114327000.0,95761000.0,1817000.0,97578000.0,505900000.0,,168319514.0,171443902.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2010.0,Q2,2009-05-01,2009-07-31,2010-09-08 14:41:24+00:00,0.29,0.29,0.29,,30359000.0,49021000.0,49021000.0,49021000.0,271535000.0,458626000.0,939000.0,108650000.0,271535000.0,187091000.0,,108650000.0,78441000.0,939000.0,79380000.0,458626000.0,169000000.0,167919873.0,170719274.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q4,2010-11-01,2011-01-31,,0.47,0.47,0.44,,46175000.0,75238000.0,75238000.0,75238000.0,403330000.0,668390000.0,-3579000.0,144737000.0,403330000.0,265060000.0,4669000.0,144737000.0,120323000.0,1090000.0,121413000.0,668390000.0,166400000.0,166896322.0,170333550.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,FY,2010-02-01,2011-01-31,2013-04-01 16:37:27+00:00,1.64,1.64,1.6,,144250000.0,272958000.0,272958000.0,272958000.0,1337482000.0,2274102000.0,-1664000.0,522417000.0,1337482000.0,936620000.0,4669000.0,522417000.0,414203000.0,3005000.0,417208000.0,2274102000.0,166400000.0,166896322.0,170333550.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q3YTD,2010-02-01,2010-10-31,,1.17,1.17,1.16,,98075000.0,197720000.0,197720000.0,197720000.0,934152000.0,1605712000.0,1915000.0,377680000.0,934152000.0,671560000.0,,377680000.0,293880000.0,1915000.0,295795000.0,1605712000.0,166200000.0,165699540.0,168575637.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q3,2010-08-01,2010-10-31,2011-12-12 16:14:33+00:00,0.44,0.44,0.43,,32570000.0,73106000.0,73106000.0,73106000.0,337599000.0,573592000.0,876000.0,131193000.0,337599000.0,235993000.0,,131193000.0,104800000.0,876000.0,105676000.0,573592000.0,166200000.0,165699540.0,168575637.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q2YTD,2010-02-01,2010-07-31,,0.73,0.73,0.73,,65505000.0,124614000.0,124614000.0,124614000.0,596553000.0,1032120000.0,1039000.0,246487000.0,596553000.0,435567000.0,,246487000.0,189080000.0,1039000.0,190119000.0,1032120000.0,170600000.0,168908598.0,172325996.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q2,2010-05-01,2010-07-31,2011-09-06 16:29:36+00:00,0.42,0.42,0.42,,35828000.0,71657000.0,71657000.0,71657000.0,317378000.0,552159000.0,616000.0,127912000.0,317378000.0,234781000.0,,127912000.0,106869000.0,616000.0,107485000.0,552159000.0,170600000.0,168908598.0,172325996.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2011.0,Q1,2010-02-01,2010-04-30,2011-06-08 17:01:59+00:00,0.31,0.31,0.31,,29677000.0,52957000.0,52957000.0,52957000.0,279175000.0,479961000.0,423000.0,118575000.0,279175000.0,200786000.0,,118575000.0,82211000.0,423000.0,82634000.0,479961000.0,170800000.0,168852072.0,172819037.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,Q4,2011-11-01,2012-01-31,,0.26,0.26,0.28,,25066000.0,39255000.0,39255000.0,39255000.0,510670000.0,730648000.0,-5332000.0,155445000.0,510670000.0,219978000.0,5120000.0,155445000.0,64533000.0,-212000.0,64321000.0,730648000.0,154400000.0,154025589.0,156191289.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,FY,2011-02-01,2012-01-31,2014-04-01 16:18:31+00:00,1.2,1.2,1.19,,103580000.0,185251000.0,185251000.0,185251000.0,1613265000.0,2473801000.0,-1014000.0,575811000.0,1613265000.0,860536000.0,5120000.0,575811000.0,284725000.0,4106000.0,288831000.0,2473801000.0,154400000.0,154025589.0,156191289.0
Urban Outfitters Inc,URBN,549300N3DUFR5U6NRN38,912615,2012.0,Q3TTM,2010-11-01,2011-10-31,,1.41,1.41,1.35,,124689000.0,221234000.0,221234000.0,221234000.0,1505925000.0,2411543000.0,739000.0,565103000.0,1505925000.0,905618000.0,4669000.0,565103000.0,340515000.0,5408000.0,345923000.0,2411543000.0,149100000.0,151170175.0,153434811.0
