company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
LyondellBasell Industries NV,LYB,,1489393,2010.0,FY,,2010-12-31,2012-02-29 13:11:49+00:00,2761000000.0,3747000000.0,1705000000.0,,81000000.0,4222000000.0,0.0,9867000000.0,319000000.0,595000000.0,,1360000000.0,6036000000.0,1587000000.0,4824000000.0,7190000000.0,61000000.0,656000000.0,14000000.0,777000000.0,2183000000.0,975000000.0,,11000000.0,1587000000.0,46000000.0,,25302000000.0,11535000000.0,13779000000.0,4831000000.0,11535000000.0,11596000000.0,13706000000.0,25302000000.0,4333000000.0,8875000000.0,0.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,FY,,2011-12-31,2013-02-12 15:29:06+00:00,3414000000.0,3778000000.0,1242000000.0,,-427000000.0,1065000000.0,0.0,10303000000.0,310000000.0,585000000.0,,1177000000.0,3980000000.0,1559000000.0,5499000000.0,7333000000.0,54000000.0,917000000.0,,750000000.0,2277000000.0,1040000000.0,,53000000.0,841000000.0,52000000.0,,22839000000.0,10593000000.0,11435000000.0,5018000000.0,10593000000.0,10647000000.0,12192000000.0,22839000000.0,4071000000.0,7174000000.0,-124000000.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,Q3,,2011-09-30,2011-11-01 17:11:55+00:00,3307000000.0,4038000000.0,1505000000.0,,79000000.0,5609000000.0,0.0,10296000000.0,315000000.0,598000000.0,,1237000000.0,5782000000.0,1594000000.0,5682000000.0,7363000000.0,57000000.0,1204000000.0,4000000.0,753000000.0,2021000000.0,1097000000.0,,292000000.0,3778000000.0,51000000.0,,28267000000.0,14025000000.0,16718000000.0,5178000000.0,14025000000.0,14082000000.0,14185000000.0,28267000000.0,4186000000.0,9007000000.0,-128000000.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,Q2,,2011-06-30,2011-09-12 16:44:57+00:00,3999000000.0,4901000000.0,1613000000.0,,586000000.0,4687000000.0,0.0,10012000000.0,315000000.0,621000000.0,,1310000000.0,5813000000.0,1654000000.0,5577000000.0,7569000000.0,47000000.0,947000000.0,19000000.0,789000000.0,2110000000.0,1098000000.0,,250000000.0,2997000000.0,52000000.0,,28475000000.0,13579000000.0,16513000000.0,5979000000.0,13579000000.0,13626000000.0,14849000000.0,28475000000.0,4393000000.0,8870000000.0,-16000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,FY,,2012-12-31,2014-02-20 14:15:11+00:00,3285000000.0,3904000000.0,1157000000.0,,-411000000.0,2732000000.0,0.0,10382000000.0,558000000.0,591000000.0,,1038000000.0,4304000000.0,1583000000.0,5075000000.0,7696000000.0,40000000.0,1314000000.0,,1026000000.0,2327000000.0,570000000.0,,5000000.0,1274000000.0,96000000.0,,24220000000.0,11139000000.0,12286000000.0,5096000000.0,11139000000.0,11179000000.0,13041000000.0,24220000000.0,4238000000.0,7945000000.0,-106000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q3,,2012-09-30,2012-10-26 12:29:49+00:00,3297000000.0,4083000000.0,1177000000.0,,-401000000.0,3527000000.0,0.0,10359000000.0,304000000.0,585000000.0,,1073000000.0,4305000000.0,1581000000.0,5234000000.0,7412000000.0,49000000.0,1460000000.0,0.0,1058000000.0,2153000000.0,532000000.0,,19000000.0,2454000000.0,47000000.0,,25104000000.0,12312000000.0,13395000000.0,4825000000.0,12312000000.0,12361000000.0,12743000000.0,25104000000.0,4297000000.0,7918000000.0,-100000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q2,,2012-06-30,2012-07-27 12:16:13+00:00,3004000000.0,3888000000.0,915000000.0,,-589000000.0,1950000000.0,0.0,10354000000.0,277000000.0,576000000.0,,1103000000.0,4305000000.0,1521000000.0,5759000000.0,7237000000.0,51000000.0,1245000000.0,0.0,742000000.0,2208000000.0,755000000.0,,14000000.0,1838000000.0,48000000.0,,23545000000.0,11492000000.0,12366000000.0,4244000000.0,11492000000.0,11543000000.0,12002000000.0,23545000000.0,3942000000.0,7758000000.0,-111000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q1,,2012-03-31,2012-04-30 15:56:13+00:00,3545000000.0,4209000000.0,1049000000.0,,-218000000.0,1670000000.0,0.0,10350000000.0,310000000.0,595000000.0,,1149000000.0,3984000000.0,1605000000.0,5208000000.0,7426000000.0,53000000.0,1035000000.0,4000000.0,732000000.0,2281000000.0,1002000000.0,,9000000.0,1298000000.0,42000000.0,,23609000000.0,11310000000.0,12098000000.0,4946000000.0,11310000000.0,11363000000.0,12246000000.0,23609000000.0,4085000000.0,7300000000.0,-120000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,FY,,2013-12-31,2015-02-17 17:12:38+00:00,3572000000.0,4030000000.0,1299000000.0,,96000000.0,4450000000.0,0.0,10413000000.0,580000000.0,605000000.0,,904000000.0,5776000000.0,1629000000.0,5279000000.0,8457000000.0,36000000.0,1659000000.0,,1104000000.0,1839000000.0,830000000.0,,10000000.0,4004000000.0,59000000.0,0.0,27298000000.0,12478000000.0,14599000000.0,5510000000.0,12478000000.0,12514000000.0,14784000000.0,27298000000.0,4242000000.0,9274000000.0,-2035000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q3,,2013-09-30,2013-10-29 16:52:39+00:00,3241000000.0,4041000000.0,1528000000.0,,-299000000.0,4414000000.0,0.0,10411000000.0,494000000.0,598000000.0,,934000000.0,5774000000.0,1615000000.0,5382000000.0,8223000000.0,35000000.0,1472000000.0,,816000000.0,2278000000.0,784000000.0,,4000000.0,3160000000.0,115000000.0,,26811000000.0,11874000000.0,14625000000.0,5378000000.0,11874000000.0,11909000000.0,14902000000.0,26811000000.0,3963000000.0,9524000000.0,-1398000000.0
