company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
LyondellBasell Industries NV,LYB,,1489393,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 13:11:49+00:00,0.0,0.0,,0.0,-1411000000.0,-2871000000.0,-2871000000.0,0.0,-2865000000.0,-6000000.0,29516000000.0,30828000000.0,0.0,-2641000000.0,145000000.0,850000000.0,29516000000.0,1312000000.0,1795000000.0,-163000000.0,995000000.0,317000000.0,-4599000000.0,-4282000000.0,30828000000.0,,,
LyondellBasell Industries NV,LYB,,1489393,2011.0,Q4,2011-10-01,2011-12-31,,-4.71,-0.37,,-0.3,-98000000.0,-218000000.0,49000000.0,-267000000.0,-215000000.0,-3000000.0,9351000000.0,10109000000.0,,208000000.0,54000000.0,235000000.0,9351000000.0,758000000.0,549000000.0,-177000000.0,289000000.0,469000000.0,-518000000.0,-49000000.0,10109000000.0,-3701700000.0,568000000.0,568000000.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 14:15:11+00:00,-0.58,3.76,0.0,3.74,1059000000.0,2140000000.0,2472000000.0,-332000000.0,2147000000.0,-7000000.0,42732000000.0,48183000000.0,,201000000.0,196000000.0,918000000.0,42732000000.0,5451000000.0,1044000000.0,37000000.0,1114000000.0,4337000000.0,-806000000.0,3531000000.0,48183000000.0,-3701700000.0,568000000.0,568000000.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 12:29:49+00:00,1.56,1.56,,1.51,506000000.0,895000000.0,912000000.0,-17000000.0,895000000.0,0.0,10734000000.0,12516000000.0,,19000000.0,53000000.0,236000000.0,10734000000.0,1782000000.0,156000000.0,62000000.0,289000000.0,1493000000.0,-75000000.0,1418000000.0,12516000000.0,573700000.0,573700000.0,592700000.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,Q2,2011-04-01,2011-06-30,2012-07-27 12:16:13+00:00,1.41,1.41,,1.38,388000000.0,803000000.0,851000000.0,-48000000.0,804000000.0,-1000000.0,11704000000.0,13306000000.0,,19000000.0,56000000.0,236000000.0,11704000000.0,1602000000.0,176000000.0,86000000.0,292000000.0,1310000000.0,-71000000.0,1239000000.0,13306000000.0,570200000.0,570200000.0,582600000.0
LyondellBasell Industries NV,LYB,,1489393,2011.0,Q1,2011-01-01,2011-03-31,2012-04-30 15:56:13+00:00,1.16,1.16,0.0,1.15,263000000.0,660000000.0,660000000.0,,663000000.0,-3000000.0,10943000000.0,12252000000.0,,-45000000.0,33000000.0,211000000.0,10943000000.0,1309000000.0,163000000.0,66000000.0,244000000.0,1065000000.0,-142000000.0,923000000.0,12252000000.0,566000000.0,566000000.0,566000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q4,2012-10-01,2012-12-31,,-2.86,1.12,-0.25,1.09,285000000.0,623000000.0,645000000.0,-22000000.0,632000000.0,-9000000.0,9832000000.0,11097000000.0,,145000000.0,57000000.0,249000000.0,9832000000.0,1265000000.0,74000000.0,-100000000.0,306000000.0,959000000.0,-29000000.0,930000000.0,11097000000.0,-71200000000.0,573000000.0,573000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 17:12:38+00:00,-0.04,4.97,0.0,4.92,1327000000.0,2834000000.0,2858000000.0,-24000000.0,2848000000.0,-14000000.0,39595000000.0,45352000000.0,,149000000.0,172000000.0,909000000.0,39595000000.0,5757000000.0,655000000.0,15000000.0,1081000000.0,4676000000.0,-491000000.0,4185000000.0,45352000000.0,-71200000000.0,573000000.0,573000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.82,3.85,0.25,3.83,1042000000.0,2211000000.0,2213000000.0,-2000000.0,2216000000.0,-5000000.0,29763000000.0,34255000000.0,,4000000.0,115000000.0,660000000.0,29763000000.0,4492000000.0,581000000.0,115000000.0,775000000.0,3717000000.0,-462000000.0,3255000000.0,34255000000.0,575500000.0,575500000.0,579500000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q3TTM,2011-10-01,2012-09-30,,-1.89,3.48,0.25,3.53,944000000.0,1993000000.0,2262000000.0,-269000000.0,2001000000.0,-8000000.0,39114000000.0,44364000000.0,,212000000.0,169000000.0,895000000.0,39114000000.0,5250000000.0,1130000000.0,-62000000.0,1064000000.0,4186000000.0,-980000000.0,3206000000.0,44364000000.0,575500000.0,575500000.0,579500000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q3,2012-07-01,2012-09-30,2013-10-29 16:52:39+00:00,-0.01,1.47,0.0,1.46,435000000.0,844000000.0,851000000.0,-7000000.0,846000000.0,-2000000.0,9670000000.0,11273000000.0,,-7000000.0,39000000.0,236000000.0,9670000000.0,1603000000.0,71000000.0,36000000.0,275000000.0,1328000000.0,-42000000.0,1286000000.0,11273000000.0,-84600000000.0,573000000.0,573000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.35,2.38,0.25,2.37,607000000.0,1367000000.0,1362000000.0,5000000.0,1370000000.0,-3000000.0,20093000000.0,22982000000.0,,11000000.0,76000000.0,424000000.0,20093000000.0,2889000000.0,510000000.0,79000000.0,500000000.0,2389000000.0,-420000000.0,1969000000.0,22982000000.0,574600000.0,574600000.0,578900000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q2TTM,2011-07-01,2012-06-30,,-1.8,3.57,0.25,3.58,1015000000.0,2044000000.0,2323000000.0,-279000000.0,2050000000.0,-6000000.0,40178000000.0,45607000000.0,,238000000.0,183000000.0,895000000.0,40178000000.0,5429000000.0,1215000000.0,-36000000.0,1078000000.0,4351000000.0,-1013000000.0,3338000000.0,45607000000.0,574600000.0,574600000.0,578900000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q2,2012-04-01,2012-06-30,2013-07-26 12:15:25+00:00,0.0,1.34,0.0,1.33,306000000.0,768000000.0,768000000.0,0.0,770000000.0,-2000000.0,9561000000.0,11248000000.0,,7000000.0,37000000.0,201000000.0,9561000000.0,1687000000.0,411000000.0,29000000.0,238000000.0,1449000000.0,-375000000.0,1074000000.0,11248000000.0,,574600000.0,578900000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q1TTM,2011-04-01,2012-03-31,,-1.73,3.64,0.25,3.63,1097000000.0,2079000000.0,2406000000.0,-327000000.0,2084000000.0,-5000000.0,42321000000.0,47665000000.0,,250000000.0,202000000.0,930000000.0,42321000000.0,5344000000.0,980000000.0,21000000.0,1132000000.0,4212000000.0,-709000000.0,3503000000.0,47665000000.0,60000000000.0,572000000.0,572000000.0
LyondellBasell Industries NV,LYB,,1489393,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 12:21:59+00:00,0.01,1.04,0.25,1.04,301000000.0,599000000.0,594000000.0,5000000.0,600000000.0,-1000000.0,10532000000.0,11734000000.0,,4000000.0,39000000.0,223000000.0,10532000000.0,1202000000.0,99000000.0,50000000.0,262000000.0,940000000.0,-45000000.0,895000000.0,11734000000.0,60000000000.0,572000000.0,572000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q4,2013-10-01,2013-12-31,,,2.11,1.6,2.09,30000000.0,1175000000.0,1177000000.0,-2000000.0,1174000000.0,1000000.0,9601000000.0,11138000000.0,,27000000.0,44000000.0,229000000.0,9601000000.0,1537000000.0,87000000.0,3000000.0,273000000.0,1264000000.0,-57000000.0,1207000000.0,11138000000.0,-385700000000.0,566000000.0,566000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,FY,2013-01-01,2013-12-31,2015-02-17 17:12:38+00:00,-0.01,6.8,2.0,6.75,1136000000.0,3853000000.0,3860000000.0,-7000000.0,3857000000.0,-4000000.0,37940000000.0,44062000000.0,,188000000.0,150000000.0,870000000.0,37940000000.0,6122000000.0,309000000.0,15000000.0,1020000000.0,5102000000.0,-106000000.0,4996000000.0,44062000000.0,-385700000000.0,566000000.0,566000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q3YTD,2013-01-01,2013-09-30,,-0.01,4.69,0.4,4.66,1106000000.0,2678000000.0,2683000000.0,-5000000.0,2683000000.0,-5000000.0,28339000000.0,32924000000.0,,161000000.0,106000000.0,641000000.0,28339000000.0,4585000000.0,222000000.0,12000000.0,747000000.0,3838000000.0,-49000000.0,3789000000.0,32924000000.0,-85300000000.0,563000000.0,563000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q3TTM,2012-10-01,2013-09-30,,-2.87,5.81,0.15,5.75,1391000000.0,3301000000.0,3328000000.0,-27000000.0,3315000000.0,-14000000.0,38171000000.0,44021000000.0,,306000000.0,163000000.0,890000000.0,38171000000.0,5850000000.0,296000000.0,-88000000.0,1053000000.0,4797000000.0,-78000000.0,4719000000.0,44021000000.0,-85300000000.0,563000000.0,563000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 12:48:08+00:00,-0.01,1.51,0.0,1.5,339000000.0,851000000.0,854000000.0,-3000000.0,853000000.0,-2000000.0,9690000000.0,11152000000.0,,62000000.0,35000000.0,220000000.0,9690000000.0,1462000000.0,81000000.0,5000000.0,255000000.0,1207000000.0,-14000000.0,1193000000.0,11152000000.0,-85300000000.0,563000000.0,563000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q2YTD,2013-01-01,2013-06-30,,,3.18,0.4,3.16,767000000.0,1827000000.0,1829000000.0,-2000000.0,1830000000.0,-3000000.0,18649000000.0,21772000000.0,,99000000.0,71000000.0,421000000.0,18649000000.0,3123000000.0,141000000.0,7000000.0,492000000.0,2631000000.0,-35000000.0,2596000000.0,21772000000.0,92900000000.0,574000000.0,574000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q2TTM,2012-07-01,2013-06-30,,-1.39,5.77,0.15,5.71,1487000000.0,3294000000.0,3325000000.0,-31000000.0,3308000000.0,-14000000.0,38151000000.0,44142000000.0,,237000000.0,167000000.0,906000000.0,38151000000.0,5991000000.0,286000000.0,-57000000.0,1073000000.0,4918000000.0,-106000000.0,4812000000.0,44142000000.0,92900000000.0,574000000.0,574000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 12:27:57+00:00,0.01,1.62,0.0,1.61,410000000.0,927000000.0,923000000.0,4000000.0,929000000.0,-2000000.0,9496000000.0,11103000000.0,,34000000.0,35000000.0,208000000.0,9496000000.0,1607000000.0,70000000.0,5000000.0,243000000.0,1364000000.0,-31000000.0,1333000000.0,11103000000.0,92900000000.0,574000000.0,574000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q1TTM,2012-04-01,2013-03-31,,-0.06,5.49,0.15,5.43,1383000000.0,3135000000.0,3170000000.0,-35000000.0,3149000000.0,-14000000.0,38216000000.0,44287000000.0,,210000000.0,169000000.0,899000000.0,38216000000.0,6071000000.0,627000000.0,-33000000.0,1068000000.0,5003000000.0,-450000000.0,4553000000.0,44287000000.0,-90100000000.0,574000000.0,574000000.0
LyondellBasell Industries NV,LYB,,1489393,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 15:22:27+00:00,-0.01,1.56,0.4,1.55,357000000.0,900000000.0,906000000.0,-6000000.0,901000000.0,-1000000.0,9153000000.0,10669000000.0,,65000000.0,36000000.0,213000000.0,9153000000.0,1516000000.0,71000000.0,2000000.0,249000000.0,1267000000.0,-4000000.0,1263000000.0,10669000000.0,-90100000000.0,574000000.0,574000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 13:01:27+00:00,-0.01,8.03,2.7,7.99,1540000000.0,4168000000.0,4172000000.0,-4000000.0,4174000000.0,-6000000.0,38939000000.0,45608000000.0,,295000000.0,127000000.0,806000000.0,38939000000.0,6669000000.0,352000000.0,33000000.0,933000000.0,5736000000.0,-24000000.0,5712000000.0,45608000000.0,-417400000000.0,518000000.0,518000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,Q4,2014-10-01,2014-12-31,,-0.01,1.59,2.1,1.59,298000000.0,791000000.0,796000000.0,-5000000.0,793000000.0,-2000000.0,8989000000.0,10290000000.0,,82000000.0,30000000.0,194000000.0,8989000000.0,1301000000.0,72000000.0,7000000.0,224000000.0,1077000000.0,17000000.0,1094000000.0,10290000000.0,-417400000000.0,518000000.0,518000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 12:58:49+00:00,-0.01,2.46,0.0,2.45,434000000.0,1257000000.0,1260000000.0,-3000000.0,1258000000.0,-1000000.0,10118000000.0,12066000000.0,,67000000.0,31000000.0,211000000.0,10118000000.0,1948000000.0,92000000.0,13000000.0,242000000.0,1706000000.0,-12000000.0,1694000000.0,12066000000.0,-125800000000.0,509000000.0,509000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,Q3YTD,2014-01-01,2014-09-30,,,6.44,0.6,6.4,1242000000.0,3377000000.0,3376000000.0,1000000.0,3381000000.0,-4000000.0,29950000000.0,35318000000.0,,213000000.0,97000000.0,612000000.0,29950000000.0,5368000000.0,280000000.0,26000000.0,709000000.0,4659000000.0,-41000000.0,4618000000.0,35318000000.0,-125800000000.0,509000000.0,509000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,Q3TTM,2013-10-01,2014-09-30,,,8.55,2.2,8.49,1272000000.0,4552000000.0,4553000000.0,-1000000.0,4555000000.0,-3000000.0,39551000000.0,46456000000.0,,240000000.0,141000000.0,841000000.0,39551000000.0,6905000000.0,367000000.0,29000000.0,982000000.0,5923000000.0,-98000000.0,5825000000.0,46456000000.0,-125800000000.0,509000000.0,509000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.01,3.98,0.6,3.95,808000000.0,2120000000.0,2116000000.0,4000000.0,2123000000.0,-3000000.0,19832000000.0,23252000000.0,,146000000.0,66000000.0,401000000.0,19832000000.0,3420000000.0,188000000.0,13000000.0,467000000.0,2953000000.0,-29000000.0,2924000000.0,23252000000.0,117800000000.0,523000000.0,523000000.0
LyondellBasell Industries NV,LYB,,1489393,2014.0,Q2TTM,2013-07-01,2014-06-30,,,7.6,2.2,7.54,1177000000.0,4146000000.0,4147000000.0,-1000000.0,4150000000.0,-4000000.0,39123000000.0,45542000000.0,,235000000.0,145000000.0,850000000.0,39123000000.0,6419000000.0,356000000.0,21000000.0,995000000.0,5424000000.0,-100000000.0,5324000000.0,45542000000.0,117800000000.0,523000000.0,523000000.0
