company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2008.0,FY,2007-06-01,2008-05-31,2010-07-15 15:33:17+00:00,,1946000000.0,,19000000.0,-723000000.0,108000000.0,,-617000000.0,-2897000000.0,3465000000.0,-617000000.0,-2897000000.0,3465000000.0,-30000000.0,1125000000.0,1125000000.0,1117000000.0,38000000.0,,-124000000.0,-2947000000.0,-639000000.0,,50000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,Q4,2009-03-01,2009-05-31,,,496000000.0,,18000000.0,-265000000.0,31000000.0,,-500000000.0,-431000000.0,532000000.0,-500000000.0,-431000000.0,532000000.0,-381000000.0,-876000000.0,-876000000.0,1177000000.0,3000000.0,41000000.0,-34000000.0,-472000000.0,-500000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,FY,2008-06-01,2009-05-31,2011-07-12 17:20:39+00:00,,1975000000.0,,-17000000.0,-703000000.0,41000000.0,1000000000.0,400000000.0,-2383000000.0,2753000000.0,400000000.0,-2383000000.0,2753000000.0,753000000.0,98000000.0,98000000.0,1383000000.0,4000000.0,76000000.0,-137000000.0,-2459000000.0,-508000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,Q3,2008-12-01,2009-02-28,,,496000000.0,,,105000000.0,2000000.0,1000000000.0,960000000.0,-595000000.0,766000000.0,960000000.0,-595000000.0,766000000.0,1131000000.0,97000000.0,97000000.0,68000000.0,,5000000.0,-35000000.0,-600000000.0,-7000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,Q3YTD,2008-06-01,2009-02-28,2010-03-19 12:35:41+00:00,,1479000000.0,,-35000000.0,-438000000.0,10000000.0,1000000000.0,900000000.0,-1952000000.0,2221000000.0,900000000.0,-1952000000.0,2221000000.0,1134000000.0,974000000.0,974000000.0,206000000.0,1000000.0,35000000.0,-103000000.0,-1987000000.0,-8000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,Q2YTD,2008-06-01,2008-11-30,2009-12-18 12:33:17+00:00,,983000000.0,,-35000000.0,-543000000.0,8000000.0,,-60000000.0,-1357000000.0,1455000000.0,-60000000.0,-1357000000.0,1455000000.0,3000000.0,877000000.0,877000000.0,138000000.0,1000000.0,30000000.0,-68000000.0,-1387000000.0,-1000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q4,2010-03-01,2010-05-31,,,-1470000000.0,,-5000000.0,507000000.0,-36000000.0,,706000000.0,1950000000.0,-1908000000.0,706000000.0,1950000000.0,-1908000000.0,743000000.0,-765000000.0,-765000000.0,-180000000.0,-9000000.0,-31000000.0,103000000.0,1981000000.0,648000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q3TTM,2009-03-01,2010-02-28,,,1966000000.0,,23000000.0,-772000000.0,67000000.0,,-1206000000.0,-2381000000.0,2440000000.0,-1206000000.0,-2381000000.0,2440000000.0,-1124000000.0,-111000000.0,-111000000.0,1357000000.0,12000000.0,72000000.0,-137000000.0,-2453000000.0,-1148000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q3,2009-12-01,2010-02-28,,,488000000.0,,-8000000.0,-230000000.0,12000000.0,,-25000000.0,-434000000.0,551000000.0,-25000000.0,-434000000.0,551000000.0,84000000.0,239000000.0,239000000.0,54000000.0,4000000.0,-2000000.0,-34000000.0,-432000000.0,-7000000.0,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q3YTD,2009-06-01,2010-02-28,2011-03-18 12:37:13+00:00,,1470000000.0,,5000000.0,-507000000.0,36000000.0,,-706000000.0,-1950000000.0,1908000000.0,-706000000.0,-1950000000.0,1908000000.0,-743000000.0,765000000.0,765000000.0,180000000.0,9000000.0,31000000.0,-103000000.0,-1981000000.0,-648000000.0,,
