company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2008.0,FY,2007-06-01,2008-05-31,2010-07-15 15:33:17+00:00,3.64,3.64,0.3,1946000000.0,3.6,882000000.0,891000000.0,,1125000000.0,1125000000.0,1125000000.0,27754000000.0,37953000000.0,-5000000.0,,,5296000000.0,27754000000.0,10199000000.0,98000000.0,44000000.0,8124000000.0,2075000000.0,-59000000.0,2016000000.0,37953000000.0,309100000.0,309100000.0,312500000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,FY,2008-06-01,2009-05-31,2011-07-12 17:20:39+00:00,0.31,0.31,0.44,1975000000.0,0.31,,579000000.0,,98000000.0,98000000.0,98000000.0,26439000000.0,35497000000.0,-11000000.0,,1204000000.0,5132000000.0,26439000000.0,9058000000.0,85000000.0,26000000.0,8311000000.0,747000000.0,-70000000.0,677000000.0,35497000000.0,311000000.0,311000000.0,311000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,Q3,2008-12-01,2009-02-28,2010-03-19 12:35:41+00:00,0.31,0.31,0.11,496000000.0,0.31,,62000000.0,,97000000.0,97000000.0,97000000.0,6168000000.0,8137000000.0,-4000000.0,1291000000.0,,,6168000000.0,1969000000.0,,-19000000.0,1787000000.0,182000000.0,-23000000.0,159000000.0,8137000000.0,312900000.0,312900000.0,312900000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,Q2,2008-09-01,2008-11-30,2009-12-18 12:33:17+00:00,1.59,1.59,0.11,491000000.0,1.58,,281000000.0,,493000000.0,493000000.0,493000000.0,6923000000.0,9538000000.0,0.0,1340000000.0,,,6923000000.0,2615000000.0,,-10000000.0,1831000000.0,784000000.0,-10000000.0,774000000.0,9538000000.0,310100000.0,310100000.0,312000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q4,2010-03-01,2010-05-31,,-2.44,-2.44,-0.44,-1470000000.0,-2.44,,-457000000.0,,-765000000.0,-765000000.0,-765000000.0,-18978000000.0,-25306000000.0,28000000.0,,,-3556000000.0,-18978000000.0,-6328000000.0,-52000000.0,,-5026000000.0,-1302000000.0,80000000.0,-1222000000.0,-25306000000.0,,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q3YTD,2009-06-01,2010-02-28,,2.44,2.44,0.44,1470000000.0,2.44,,457000000.0,,765000000.0,765000000.0,765000000.0,18978000000.0,25306000000.0,-28000000.0,,,3556000000.0,18978000000.0,6328000000.0,52000000.0,,5026000000.0,1302000000.0,-80000000.0,1222000000.0,25306000000.0,312000000.0,312000000.0,312000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q3,2009-12-01,2010-02-28,2011-03-18 12:37:13+00:00,0.76,0.76,0.11,488000000.0,0.76,,142000000.0,,239000000.0,239000000.0,239000000.0,6576000000.0,8701000000.0,-16000000.0,,,1221000000.0,6576000000.0,2125000000.0,19000000.0,,1709000000.0,416000000.0,-35000000.0,381000000.0,8701000000.0,312000000.0,312000000.0,312000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q2YTD,2009-06-01,2009-11-30,,1.68,1.68,0.33,982000000.0,1.68,,315000000.0,,526000000.0,526000000.0,526000000.0,12402000000.0,16605000000.0,-12000000.0,,,2335000000.0,12402000000.0,4203000000.0,33000000.0,,3317000000.0,886000000.0,-45000000.0,841000000.0,16605000000.0,312000000.0,312000000.0,312000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q2,2009-09-01,2009-11-30,2010-12-17 12:54:55+00:00,1.1,1.1,0.11,487000000.0,1.1,,202000000.0,,345000000.0,345000000.0,345000000.0,6326000000.0,8596000000.0,-9000000.0,,,1212000000.0,6326000000.0,2270000000.0,15000000.0,,1699000000.0,571000000.0,-24000000.0,547000000.0,8596000000.0,312000000.0,312000000.0,312000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q1,2009-06-01,2009-08-31,2010-09-17 16:38:24+00:00,0.58,0.58,0.22,495000000.0,0.58,,113000000.0,,181000000.0,181000000.0,181000000.0,6076000000.0,8009000000.0,-3000000.0,,,1123000000.0,6076000000.0,1933000000.0,18000000.0,,1618000000.0,315000000.0,-21000000.0,294000000.0,8009000000.0,312000000.0,312000000.0,312000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q4,2011-03-01,2011-05-31,,4.61,4.61,0.48,1973000000.0,4.57,89000000.0,813000000.0,,1452000000.0,1452000000.0,1452000000.0,29542000000.0,39304000000.0,-36000000.0,,,5322000000.0,29542000000.0,9762000000.0,86000000.0,9000000.0,7384000000.0,2378000000.0,-113000000.0,2265000000.0,39304000000.0,315000000.0,315000000.0,315000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,FY,2010-06-01,2011-05-31,2013-07-15 17:29:55+00:00,4.61,4.61,0.48,1973000000.0,4.57,89000000.0,813000000.0,,1452000000.0,1452000000.0,1452000000.0,29542000000.0,39304000000.0,-36000000.0,,,5322000000.0,29542000000.0,9762000000.0,86000000.0,9000000.0,7384000000.0,2378000000.0,-113000000.0,2265000000.0,39304000000.0,315000000.0,315000000.0,315000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q3TTM,2010-03-01,2011-02-28,,-2.44,-2.44,-0.44,-1470000000.0,-2.44,,-457000000.0,,-765000000.0,-765000000.0,-765000000.0,-18978000000.0,-25306000000.0,28000000.0,,,-3556000000.0,-18978000000.0,-6328000000.0,-52000000.0,,-5026000000.0,-1302000000.0,80000000.0,-1222000000.0,-25306000000.0,,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q2TTM,2009-12-01,2010-11-30,,-1.68,-1.68,-0.33,-982000000.0,-1.68,,-315000000.0,,-526000000.0,-526000000.0,-526000000.0,-12402000000.0,-16605000000.0,12000000.0,,,-2335000000.0,-12402000000.0,-4203000000.0,-33000000.0,,-3317000000.0,-886000000.0,45000000.0,-841000000.0,-16605000000.0,,,
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q1TTM,2009-09-01,2010-08-31,,-0.58,-0.58,-0.22,-495000000.0,-0.58,,-113000000.0,,-181000000.0,-181000000.0,-181000000.0,-6076000000.0,-8009000000.0,3000000.0,,,-1123000000.0,-6076000000.0,-1933000000.0,-18000000.0,,-1618000000.0,-315000000.0,21000000.0,-294000000.0,-8009000000.0,,,
