company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2009.0,FY,,2009-05-31,2010-07-15 15:33:17+00:00,1372000000.0,3391000000.0,1638000000.0,15843000000.0,-1373000000.0,904000000.0,289000000.0,2292000000.0,,2084000000.0,511000000.0,861000000.0,311000000.0,2229000000.0,29260000000.0,,1930000000.0,367000000.0,13417000000.0,802000000.0,1071000000.0,934000000.0,,1171000000.0,164000000.0,555000000.0,12919000000.0,653000000.0,24244000000.0,13634000000.0,7116000000.0,4524000000.0,13626000000.0,13626000000.0,10618000000.0,24244000000.0,3711000000.0,6094000000.0,4000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,FY,,2010-05-31,2011-07-12 17:20:39+00:00,1522000000.0,4163000000.0,1715000000.0,16917000000.0,-2440000000.0,960000000.0,267000000.0,1952000000.0,,2292000000.0,529000000.0,1146000000.0,,2200000000.0,31302000000.0,,1668000000.0,389000000.0,14385000000.0,804000000.0,891000000.0,1705000000.0,,1033000000.0,151000000.0,251000000.0,13966000000.0,262000000.0,24902000000.0,13825000000.0,7284000000.0,4645000000.0,13811000000.0,13811000000.0,11091000000.0,24902000000.0,3233000000.0,6446000000.0,7000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q3,,2010-02-28,2010-03-19 12:35:41+00:00,1489000000.0,3937000000.0,1641000000.0,16672000000.0,-1362000000.0,949000000.0,,1549000000.0,,2199000000.0,517000000.0,959000000.0,833000000.0,2229000000.0,30675000000.0,1128000000.0,1668000000.0,380000000.0,14003000000.0,768000000.0,1384000000.0,931000000.0,,,424000000.0,300000000.0,13546000000.0,283000000.0,24876000000.0,14386000000.0,6683000000.0,4372000000.0,14380000000.0,14380000000.0,10496000000.0,24876000000.0,4190000000.0,6124000000.0,3000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2010.0,Q2,,2009-11-30,2009-12-18 12:33:17+00:00,1417000000.0,3771000000.0,1634000000.0,16297000000.0,-1334000000.0,916000000.0,,1465000000.0,,2163000000.0,515000000.0,1028000000.0,773000000.0,2237000000.0,30234000000.0,1213000000.0,1918000000.0,391000000.0,13937000000.0,890000000.0,1228000000.0,929000000.0,,,426000000.0,292000000.0,13342000000.0,40000000.0,24594000000.0,14174000000.0,6434000000.0,4119000000.0,14168000000.0,14168000000.0,10426000000.0,24594000000.0,4223000000.0,6307000000.0,3000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q3,,2011-02-28,2011-03-18 12:37:13+00:00,1590000000.0,4478000000.0,1823000000.0,17750000000.0,-2256000000.0,976000000.0,252000000.0,1359000000.0,,2439000000.0,540000000.0,1143000000.0,,2321000000.0,33078000000.0,,1667000000.0,413000000.0,15328000000.0,769000000.0,1328000000.0,1598000000.0,,1315000000.0,158000000.0,448000000.0,14709000000.0,18000000.0,26202000000.0,14904000000.0,7238000000.0,4574000000.0,14880000000.0,14880000000.0,11322000000.0,26202000000.0,3636000000.0,6748000000.0,12000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q2,,2010-11-30,2010-12-17 12:54:55+00:00,1561000000.0,4279000000.0,1820000000.0,17454000000.0,-2316000000.0,969000000.0,257000000.0,1877000000.0,,2374000000.0,540000000.0,1231000000.0,,2224000000.0,32720000000.0,,1667000000.0,400000000.0,15266000000.0,913000000.0,976000000.0,1731000000.0,,1205000000.0,156000000.0,302000000.0,14515000000.0,251000000.0,26093000000.0,14585000000.0,7398000000.0,4863000000.0,14561000000.0,14561000000.0,11532000000.0,26093000000.0,3429000000.0,6669000000.0,12000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2011.0,Q1,,2010-08-31,2010-09-17 16:38:24+00:00,1423000000.0,4135000000.0,1786000000.0,17094000000.0,-2386000000.0,960000000.0,263000000.0,1709000000.0,,2333000000.0,529000000.0,1081000000.0,,2211000000.0,31773000000.0,,1668000000.0,377000000.0,14679000000.0,828000000.0,902000000.0,1693000000.0,,1286000000.0,152000000.0,286000000.0,14270000000.0,251000000.0,25212000000.0,14229000000.0,7036000000.0,4541000000.0,14205000000.0,14205000000.0,11007000000.0,25212000000.0,3497000000.0,6466000000.0,12000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2012.0,FY,,2012-05-31,2013-07-15 17:29:55+00:00,1613000000.0,4704000000.0,1709000000.0,18916000000.0,-4953000000.0,963000000.0,251000000.0,2843000000.0,,2627000000.0,533000000.0,1635000000.0,,2387000000.0,36164000000.0,,1250000000.0,440000000.0,17248000000.0,784000000.0,836000000.0,5582000000.0,,1212000000.0,136000000.0,536000000.0,17134000000.0,417000000.0,29903000000.0,14727000000.0,9056000000.0,5374000000.0,14727000000.0,14727000000.0,15176000000.0,29903000000.0,3599000000.0,9802000000.0,-81000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2013.0,FY,,2013-05-31,2014-07-14 17:06:58+00:00,1879000000.0,5044000000.0,1932000000.0,19625000000.0,-3820000000.0,987000000.0,227000000.0,4917000000.0,0.0,2700000000.0,533000000.0,1688000000.0,,2755000000.0,38109000000.0,,2739000000.0,457000000.0,18484000000.0,778000000.0,1652000000.0,3916000000.0,,1054000000.0,120000000.0,323000000.0,18519000000.0,251000000.0,33567000000.0,17400000000.0,11274000000.0,5750000000.0,17398000000.0,17398000000.0,16169000000.0,33567000000.0,3809000000.0,10419000000.0,1000000.0
FedEx Corp,FDX,549300E707U7WNPZN687,1048911,2013.0,Q3,,2013-02-28,2013-03-21 16:50:08+00:00,1730000000.0,4950000000.0,1723000000.0,19786000000.0,-4710000000.0,989000000.0,234000000.0,3372000000.0,0.0,2655000000.0,510000000.0,1395000000.0,,2765000000.0,38114000000.0,,1991000000.0,460000000.0,18328000000.0,766000000.0,1139000000.0,5361000000.0,,992000000.0,139000000.0,453000000.0,18216000000.0,251000000.0,31830000000.0,16112000000.0,9745000000.0,5099000000.0,16112000000.0,16112000000.0,15718000000.0,31830000000.0,3757000000.0,10619000000.0,-49000000.0
