company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Graham Holdings Co,GHC,,104889,2010.0,Q3,,2010-10-03,2010-11-10 15:18:55+00:00,623171000.0,402060000.0,113531000.0,577875000.0,,267853000.0,452953000.0,10779000.0,7886000.0,21002000.0,407194000.0,1371920000.0,593717000.0,396547000.0,44994000.0,5638000.0,1184615000.0,0.0,,401293000.0,286968000.0,63905000.0,,,,60042000.0,120172000.0,,,,18293000.0,,4439577000.0,3000000.0,399468000.0,5122207000.0,2790922000.0,1459725000.0,1108012000.0,2790922000.0,2790922000.0,2312992000.0,5122207000.0,2477867000.0,1204980000.0,,-2030039000.0
Graham Holdings Co,GHC,,104889,2010.0,Q2,,2010-07-04,2010-08-11 16:54:49+00:00,552321000.0,374901000.0,91185000.0,659027000.0,,263987000.0,375534000.0,15376000.0,24214000.0,20930000.0,412838000.0,1368605000.0,601952000.0,396443000.0,42308000.0,9064000.0,1175493000.0,515000.0,,404382000.0,285265000.0,65622000.0,,27723000.0,50681000.0,57430000.0,123696000.0,27201000.0,14174000.0,,18369000.0,,4399356000.0,3037000.0,392515000.0,5230055000.0,2960494000.0,1544228000.0,1026717000.0,2960494000.0,2961009000.0,2250677000.0,5230055000.0,2510334000.0,1223960000.0,,-1794034000.0
Graham Holdings Co,GHC,,104889,2011.0,Q3,,2011-10-02,2011-11-09 16:54:13+00:00,575416000.0,382418000.0,163514000.0,311159000.0,,269948000.0,396597000.0,58722000.0,0.0,18392000.0,544366000.0,1415180000.0,587145000.0,450071000.0,25450000.0,7252000.0,1149054000.0,0.0,,538508000.0,265478000.0,73366000.0,,6862000.0,4506000.0,63022000.0,111714000.0,20029000.0,200000.0,,18017000.0,21213000.0,4500249000.0,3107000.0,320914000.0,4986152000.0,2604146000.0,1181906000.0,998018000.0,2604146000.0,2604146000.0,2363989000.0,4986152000.0,2655192000.0,1365971000.0,0.0,-2329565000.0
Graham Holdings Co,GHC,,104889,2011.0,Q2,,2011-07-03,2011-08-11 17:16:22+00:00,642957000.0,388106000.0,198719000.0,299362000.0,,267118000.0,379487000.0,42617000.0,,18866000.0,541974000.0,1463191000.0,595826000.0,402328000.0,32687000.0,8142000.0,1168596000.0,0.0,,522029000.0,280286000.0,80429000.0,,,,72257000.0,114764000.0,12715000.0,1715000.0,,18002000.0,20452000.0,4524621000.0,3219000.0,366140000.0,5092494000.0,2708841000.0,1205248000.0,1044529000.0,2708841000.0,2708841000.0,2365651000.0,5092494000.0,2718650000.0,1321122000.0,,-2281617000.0
Graham Holdings Co,GHC,,104889,2011.0,Q1,,2011-04-03,2011-05-11 11:47:44+00:00,580228000.0,356361000.0,207439000.0,329170000.0,,264466000.0,393731000.0,40844000.0,,18923000.0,539484000.0,1390282000.0,592061000.0,396760000.0,29223000.0,4380000.0,1178907000.0,0.0,,514273000.0,269698000.0,78531000.0,,,,57569000.0,112235000.0,,,,18273000.0,26231000.0,4497633000.0,3024000.0,382088000.0,5005131000.0,2697986000.0,1217605000.0,995906000.0,2697986000.0,2697986000.0,2288872000.0,5005131000.0,2608619000.0,1292966000.0,,-2271552000.0
Graham Holdings Co,GHC,,104889,2012.0,Q3,,2012-09-30,2012-11-07 10:43:35+00:00,493040000.0,391003000.0,190550000.0,305654000.0,,268937000.0,390650000.0,54095000.0,,18299000.0,528438000.0,1406930000.0,572627000.0,453471000.0,25219000.0,4424000.0,1100885000.0,,,536515000.0,295374000.0,77181000.0,,,,54232000.0,115421000.0,,,,17846000.0,21485000.0,4665007000.0,3043000.0,424277000.0,4966450000.0,2642791000.0,1278119000.0,905032000.0,2642791000.0,2642791000.0,2305813000.0,4966450000.0,2587446000.0,1400781000.0,0.0,-2481703000.0
Graham Holdings Co,GHC,,104889,2012.0,Q2,,2012-06-30,2012-08-07 17:08:24+00:00,492244000.0,355753000.0,188813000.0,264119000.0,,265393000.0,360492000.0,15555000.0,,18461000.0,537467000.0,1398503000.0,581289000.0,452569000.0,21721000.0,6673000.0,1117421000.0,,,542241000.0,293526000.0,78716000.0,,,,56443000.0,112108000.0,,,,17917000.0,19997000.0,4589287000.0,3173000.0,423945000.0,4877602000.0,2584871000.0,1164758000.0,874370000.0,2584871000.0,2584871000.0,2274814000.0,4877602000.0,2595423000.0,1400444000.0,0.0,-2458622000.0
Graham Holdings Co,GHC,,104889,2012.0,Q1,,2012-03-31,2012-05-09 11:47:11+00:00,492880000.0,359099000.0,193758000.0,294991000.0,,270469000.0,380811000.0,5958000.0,,18883000.0,536521000.0,1404783000.0,583490000.0,453128000.0,19329000.0,4555000.0,1129131000.0,,,525503000.0,291165000.0,75578000.0,,7171000.0,16348000.0,59004000.0,112655000.0,34006000.0,470000.0,,17906000.0,23401000.0,4555716000.0,3250000.0,402806000.0,4939823000.0,2626824000.0,1173559000.0,912172000.0,2626824000.0,2626824000.0,2295093000.0,4939823000.0,2637133000.0,1382921000.0,0.0,-2393119000.0
Graham Holdings Co,GHC,,104889,2013.0,Q3,,2013-09-30,2013-11-05 19:00:22+00:00,478827000.0,375223000.0,300271000.0,440810000.0,,281751000.0,402074000.0,0.0,52010000.0,206000.0,529165000.0,1293482000.0,585020000.0,448067000.0,32997000.0,2484000.0,910636000.0,293000.0,,521489000.0,251950000.0,76936000.0,,70360000.0,57823000.0,49161000.0,86021000.0,184740000.0,45732000.0,,16647000.0,47205000.0,4626311000.0,3022000.0,497662000.0,5095881000.0,2731720000.0,1510680000.0,993962000.0,2731720000.0,2732013000.0,2347221000.0,5095881000.0,2674565000.0,1353259000.0,0.0,-2476613000.0
Graham Holdings Co,GHC,,104889,2013.0,Q2,,2013-06-30,2013-08-07 14:36:37+00:00,447538000.0,364963000.0,293087000.0,386567000.0,,272767000.0,369631000.0,0.0,43005000.0,213000.0,579303000.0,1288419000.0,578263000.0,446904000.0,27386000.0,4541000.0,1031754000.0,338000.0,,531384000.0,277591000.0,84227000.0,,,,53027000.0,102837000.0,,,,16677000.0,30351000.0,4596167000.0,3129000.0,495219000.0,4924020000.0,2684773000.0,1365868000.0,863516000.0,2684773000.0,2685111000.0,2222232000.0,4924020000.0,2526398000.0,1358716000.0,0.0,-2477248000.0
Graham Holdings Co,GHC,,104889,2013.0,Q1,,2013-03-31,2013-05-07 16:08:01+00:00,444972000.0,372466000.0,276842000.0,300652000.0,,264176000.0,403098000.0,0.0,18589000.0,222000.0,589230000.0,1309663000.0,581781000.0,453726000.0,22068000.0,3929000.0,1045670000.0,278000.0,,530667000.0,275549000.0,91454000.0,,,,52113000.0,107210000.0,,,,23760000.0,37457000.0,4551493000.0,3169000.0,470023000.0,4876506000.0,2615266000.0,1275981000.0,870050000.0,2615266000.0,2615544000.0,2237202000.0,4876506000.0,2554855000.0,1367152000.0,0.0,-2477245000.0
Graham Holdings Co,GHC,,104889,2014.0,FY,,2014-12-31,2015-11-05 16:50:54+00:00,464342000.0,571357000.0,453480000.0,772751000.0,,323789000.0,410146000.0,934000.0,128895000.0,0.0,1152488000.0,1348710000.0,613700000.0,399545000.0,19811000.0,11309000.0,860829000.0,476000.0,,754960000.0,282044000.0,82702000.0,1034000.0,,,66078000.0,91789000.0,,,,32414000.0,24898000.0,6008506000.0,46375000.0,226752000.0,5752319000.0,3140299000.0,1690703000.0,1050792000.0,3140299000.0,3140775000.0,2579130000.0,5752319000.0,3200787000.0,1528338000.0,0.0,-3645476000.0
Graham Holdings Co,GHC,,104889,2014.0,Q3,,2014-09-30,2014-11-05 17:20:54+00:00,462860000.0,460600000.0,547885000.0,443259000.0,,316108000.0,434764000.0,25774000.0,50176000.0,14983000.0,1267415000.0,1353089000.0,650440000.0,398298000.0,21976000.0,10774000.0,870182000.0,9937000.0,,795005000.0,257827000.0,78277000.0,,,1306000.0,53066000.0,88840000.0,8151000.0,,,33923000.0,38595000.0,5674096000.0,50460000.0,206838000.0,5488436000.0,2890057000.0,1264117000.0,1014549000.0,2890057000.0,2899994000.0,2554519000.0,5488436000.0,3354137000.0,1539970000.0,0.0,-3648032000.0
Graham Holdings Co,GHC,,104889,2014.0,Q2,,2014-06-30,2014-08-06 13:39:48+00:00,429560000.0,404989000.0,556199000.0,325023000.0,,311464000.0,364892000.0,31689000.0,52591000.0,14983000.0,1261294000.0,1348708000.0,597110000.0,398202000.0,21006000.0,8922000.0,847970000.0,326000.0,,795339000.0,245851000.0,79928000.0,,,,47742000.0,86893000.0,30290000.0,,,15456000.0,36083000.0,5612518000.0,53740000.0,248952000.0,5289706000.0,2831873000.0,1135586000.0,915766000.0,2831873000.0,2832199000.0,2442051000.0,5289706000.0,3306150000.0,1526285000.0,0.0,-3648308000.0
