company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,sgaexpense,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Graham Holdings Co,GHC,,104889,2008.0,FY,2007-12-31,2008-12-28,2011-03-02 15:13:02+00:00,22525000.0,6.89,6.89,,263554000.0,6.87,135439000.0,106600000.0,65796000.0,96308000.0,-30512000.0,64776000.0,74000.0,4087621000.0,,,-2189000.0,1864533000.0,124094000.0,946000.0,1693744000.0,4211715000.0,24658000.0,-2165000.0,3979795000.0,231920000.0,-29012000.0,202908000.0,4211715000.0,9400000.0,9408000.0,9430000.0
Graham Holdings Co,GHC,,104889,2009.0,FY,2008-12-29,2010-01-03,2012-02-29 15:09:49+00:00,25610000.0,9.78,9.78,8.6,290609000.0,9.78,8492000.0,89000000.0,91200000.0,156207000.0,-65007000.0,91846000.0,,4200168000.0,-646000.0,646000.0,13197000.0,1879214000.0,125872000.0,,1831716000.0,4326040000.0,31565000.0,-26824000.0,4035641000.0,290399000.0,-45192000.0,245207000.0,4326040000.0,9400000.0,9332000.0,9392000.0
Graham Holdings Co,GHC,,104889,2009.0,Q3,2009-06-29,2009-09-27,2010-11-10 15:18:55+00:00,6767000.0,1.81,1.81,,68897000.0,1.81,25387000.0,14600000.0,17066000.0,25960000.0,-8894000.0,17050000.0,,1076093000.0,,-16000.0,103000.0,461867000.0,32701000.0,,471249000.0,1108794000.0,7533000.0,-26637000.0,1034167000.0,74627000.0,-34067000.0,40560000.0,1108794000.0,9400000.0,9340000.0,9401000.0
Graham Holdings Co,GHC,,104889,2009.0,Q2,2009-03-30,2009-06-28,2010-08-11 16:54:49+00:00,7191000.0,1.3,1.3,,82914000.0,1.3,,11400000.0,11368000.0,20340000.0,-8972000.0,12249000.0,-1106000.0,1050851000.0,,,19719000.0,478420000.0,32328000.0,225000.0,495201000.0,1083179000.0,7701000.0,269000.0,1063726000.0,19453000.0,12287000.0,31740000.0,1083179000.0,9400000.0,9340000.0,9400000.0
Graham Holdings Co,GHC,,104889,2010.0,Q4,2010-10-04,2011-01-02,,1248000.0,9.3,9.3,9.0,59474000.0,9.29,-27477000.0,72600000.0,78989000.0,113953000.0,-34964000.0,78987000.0,96000.0,1090616000.0,828000.0,0.0,2157000.0,422086000.0,-6079000.0,-922000.0,437977000.0,1084537000.0,7693000.0,860000.0,893308000.0,191229000.0,-4676000.0,186553000.0,1084537000.0,8900000.0,8869000.0,8931000.0
Graham Holdings Co,GHC,,104889,2010.0,FY,2010-01-04,2011-01-02,2013-02-28 11:01:10+00:00,21552000.0,31.06,31.06,9.0,242405000.0,31.04,0.0,222400000.0,278020000.0,355919000.0,-77899000.0,277192000.0,,4495735000.0,,-828000.0,7515000.0,1850402000.0,90682000.0,,1869194000.0,4586417000.0,30503000.0,-1557000.0,3983553000.0,602864000.0,-24545000.0,578319000.0,4586417000.0,8900000.0,8869000.0,8931000.0
Graham Holdings Co,GHC,,104889,2010.0,Q3,2010-07-05,2010-10-03,2011-11-09 16:54:13+00:00,6409000.0,6.85,6.85,,60752000.0,6.84,27477000.0,59400000.0,61076000.0,85667000.0,-24591000.0,60922000.0,-76000.0,1151040000.0,,,12486000.0,479526000.0,32495000.0,230000.0,471897000.0,1183535000.0,7633000.0,2740000.0,1046061000.0,137474000.0,7593000.0,145067000.0,1183535000.0,8900000.0,8839000.0,8904000.0
Graham Holdings Co,GHC,,104889,2010.0,Q3YTD,2010-01-04,2010-10-03,,20304000.0,21.76,21.76,,182931000.0,21.75,27477000.0,149800000.0,199031000.0,241966000.0,-42935000.0,198205000.0,-96000.0,3405119000.0,,,5358000.0,1428316000.0,96761000.0,922000.0,1431217000.0,3501880000.0,22810000.0,-2417000.0,3090245000.0,411635000.0,-19869000.0,391766000.0,3501880000.0,8900000.0,8839000.0,8904000.0
Graham Holdings Co,GHC,,104889,2010.0,Q2,2010-04-05,2010-07-04,2011-11-09 16:54:13+00:00,7492000.0,10.0,10.0,,60872000.0,10.0,0.0,56700000.0,92127000.0,102115000.0,-9988000.0,91904000.0,-8000.0,1162365000.0,,,-3807000.0,477248000.0,31253000.0,231000.0,480412000.0,1193618000.0,7598000.0,2626000.0,1026024000.0,167594000.0,-8779000.0,158815000.0,1193618000.0,9200000.0,0.0,0.0
Graham Holdings Co,GHC,,104889,2010.0,Q2YTD,2010-01-04,2010-07-04,,13895000.0,14.91,14.91,,122179000.0,14.91,,90400000.0,137955000.0,156299000.0,-18344000.0,137283000.0,-20000.0,2254079000.0,,,-7128000.0,948790000.0,64266000.0,692000.0,959320000.0,2318345000.0,15177000.0,-5157000.0,2044184000.0,274161000.0,-27462000.0,246699000.0,2318345000.0,9200000.0,0.0,0.0
Graham Holdings Co,GHC,,104889,2010.0,Q1,2010-01-04,2010-04-04,2011-11-09 16:54:13+00:00,6403000.0,4.91,4.91,,61307000.0,4.91,0.0,33700000.0,45828000.0,54184000.0,-8356000.0,45379000.0,-12000.0,1091714000.0,,,-3321000.0,471542000.0,33013000.0,461000.0,478908000.0,1124727000.0,7579000.0,-7783000.0,1018160000.0,106567000.0,-18683000.0,87884000.0,1124727000.0,9200000.0,0.0,0.0
Graham Holdings Co,GHC,,104889,2011.0,Q4,2011-10-03,2011-12-31,,4908000.0,7.91,7.91,7.05,37270000.0,7.91,,44500000.0,61731000.0,67200000.0,-5469000.0,61714000.0,10000.0,434330000.0,-230000.0,-7000.0,1073000.0,124120000.0,943000.0,230000.0,151452000.0,435273000.0,8638000.0,1742000.0,317750000.0,117523000.0,-5823000.0,111700000.0,435273000.0,7900000.0,7826000.0,7905000.0
Graham Holdings Co,GHC,,104889,2011.0,FY,2011-01-03,2011-12-31,2014-02-28 17:01:43+00:00,22201000.0,14.7,14.7,9.4,223403000.0,14.7,0.0,104400000.0,117157000.0,151388000.0,-34231000.0,116233000.0,,3442589000.0,,-7000.0,-55200000.0,1562615000.0,83408000.0,917000.0,1383660000.0,3525997000.0,33226000.0,10096000.0,3191879000.0,334118000.0,-78330000.0,255788000.0,3525997000.0,7900000.0,7826000.0,7905000.0
Graham Holdings Co,GHC,,104889,2011.0,Q3YTD,2011-01-03,2011-10-02,,17293000.0,6.79,6.79,2.35,186133000.0,6.79,,59900000.0,55426000.0,84188000.0,-28762000.0,54519000.0,-10000.0,3008259000.0,230000.0,,-56273000.0,1438495000.0,82465000.0,687000.0,1232208000.0,3090724000.0,24588000.0,8354000.0,2874129000.0,216595000.0,-72507000.0,144088000.0,3090724000.0,7600000.0,7802000.0,7883000.0
Graham Holdings Co,GHC,,104889,2011.0,Q3,2011-07-04,2011-10-02,2012-11-07 10:43:35+00:00,6320000.0,-0.82,-0.82,2.35,61589000.0,-0.82,,18600000.0,-5966000.0,12822000.0,-18788000.0,-6208000.0,16000.0,984308000.0,,,-29650000.0,486615000.0,28190000.0,226000.0,387735000.0,1012498000.0,8667000.0,-500000.0,942259000.0,70239000.0,-38817000.0,31422000.0,1012498000.0,7600000.0,7802000.0,7883000.0
Graham Holdings Co,GHC,,104889,2011.0,Q2YTD,2011-01-03,2011-07-03,,10973000.0,7.61,7.61,,124544000.0,7.61,,41300000.0,61392000.0,71366000.0,-9974000.0,60727000.0,-26000.0,2023951000.0,230000.0,,-26623000.0,951880000.0,54275000.0,461000.0,844473000.0,2078226000.0,15921000.0,8854000.0,1931870000.0,146356000.0,-33690000.0,112666000.0,2078226000.0,7900000.0,7900000.0,7900000.0
Graham Holdings Co,GHC,,104889,2011.0,Q2TTM,2010-07-05,2011-07-03,,18630000.0,23.76,23.76,9.0,244770000.0,23.74,,173300000.0,201457000.0,270986000.0,-69529000.0,200636000.0,-6000.0,4265607000.0,230000.0,-828000.0,-11980000.0,1853492000.0,80691000.0,-231000.0,1754347000.0,4346298000.0,31247000.0,12454000.0,3871239000.0,475059000.0,-30773000.0,444286000.0,4346298000.0,7900000.0,7900000.0,7900000.0
Graham Holdings Co,GHC,,104889,2011.0,Q2,2011-04-04,2011-07-03,2012-11-07 10:43:35+00:00,5797000.0,5.74,5.74,,62615000.0,5.74,,29200000.0,45763000.0,50971000.0,-5208000.0,45573000.0,-40000.0,1020329000.0,230000.0,,-2591000.0,488577000.0,28976000.0,,405729000.0,1049305000.0,7960000.0,4135000.0,962718000.0,86587000.0,-6416000.0,80171000.0,1049305000.0,7900000.0,7900000.0,7900000.0
Graham Holdings Co,GHC,,104889,2011.0,Q1TTM,2010-04-05,2011-04-03,,20325000.0,28.02,28.02,9.0,243027000.0,28.0,,200800000.0,247821000.0,322130000.0,-74309000.0,246967000.0,26000.0,4407643000.0,,-828000.0,-13196000.0,1842163000.0,82968000.0,,1829030000.0,4490611000.0,30885000.0,10945000.0,3934545000.0,556066000.0,-33136000.0,522930000.0,4490611000.0,8100000.0,8100000.0,8100000.0
Graham Holdings Co,GHC,,104889,2011.0,Q1,2011-01-03,2011-04-03,2012-11-07 10:43:35+00:00,5176000.0,1.87,1.87,,61929000.0,1.87,,12100000.0,15629000.0,20395000.0,-4766000.0,15154000.0,14000.0,1003622000.0,,,-24032000.0,463303000.0,25299000.0,461000.0,438744000.0,1028921000.0,7961000.0,4719000.0,969152000.0,59769000.0,-27274000.0,32495000.0,1028921000.0,8100000.0,8100000.0,8100000.0
Graham Holdings Co,GHC,,104889,2012.0,Q4,2012-10-01,2012-12-31,,6174000.0,-6.16,-6.16,7.35,69792000.0,-6.16,111593000.0,-4700000.0,-45375000.0,-71742000.0,26367000.0,-45439000.0,-10000.0,775277000.0,,-74000.0,-17572000.0,358600000.0,37630000.0,,320240000.0,812907000.0,9064000.0,3686000.0,866399000.0,-53492000.0,-22950000.0,-76442000.0,812907000.0,7500000.0,7360000.0,7404000.0
Graham Holdings Co,GHC,,104889,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 17:23:49+00:00,19510000.0,17.39,17.39,9.8,240139000.0,17.39,111593000.0,73400000.0,132187000.0,51292000.0,80895000.0,131218000.0,,3254523000.0,,-74000.0,-5456000.0,1535237000.0,118063000.0,895000.0,1317494000.0,3372586000.0,35944000.0,17479000.0,3223973000.0,148613000.0,-23921000.0,124692000.0,3372586000.0,7500000.0,7360000.0,7404000.0
Graham Holdings Co,GHC,,104889,2012.0,Q3YTD,2012-01-01,2012-09-30,,13336000.0,23.55,23.55,2.45,170347000.0,23.55,,78100000.0,177562000.0,123034000.0,54528000.0,176657000.0,10000.0,2479246000.0,,,12116000.0,1176637000.0,80433000.0,895000.0,997254000.0,2559679000.0,26880000.0,13793000.0,2357574000.0,202105000.0,-971000.0,201134000.0,2559679000.0,7400000.0,7272000.0,7376000.0
Graham Holdings Co,GHC,,104889,2012.0,Q3TTM,2011-10-03,2012-09-30,,18244000.0,31.46,31.46,9.5,207617000.0,31.46,,122600000.0,239293000.0,190234000.0,49059000.0,238371000.0,20000.0,2913576000.0,-230000.0,-7000.0,13189000.0,1300757000.0,81376000.0,1125000.0,1148706000.0,2994952000.0,35518000.0,15535000.0,2675324000.0,319628000.0,-6794000.0,312834000.0,2994952000.0,7400000.0,7272000.0,7376000.0
Graham Holdings Co,GHC,,104889,2012.0,Q3,2012-07-01,2012-09-30,2013-11-05 19:00:22+00:00,5090000.0,12.64,12.64,2.45,57588000.0,12.64,,37000000.0,93947000.0,56408000.0,37539000.0,93796000.0,-71000.0,842877000.0,,,4163000.0,407364000.0,34760000.0,222000.0,314359000.0,877637000.0,8738000.0,4747000.0,784401000.0,93236000.0,172000.0,93408000.0,877637000.0,7400000.0,7272000.0,7376000.0
Graham Holdings Co,GHC,,104889,2012.0,Q2YTD,2012-01-01,2012-06-30,,8246000.0,10.91,10.91,,112759000.0,10.91,,41100000.0,83615000.0,66626000.0,16989000.0,82861000.0,81000.0,1636369000.0,,,7953000.0,769273000.0,45673000.0,673000.0,682895000.0,1682042000.0,18142000.0,9046000.0,1573173000.0,108869000.0,-1143000.0,107726000.0,1682042000.0,7600000.0,7600000.0,7600000.0
Graham Holdings Co,GHC,,104889,2012.0,Q2TTM,2011-07-04,2012-06-30,,19474000.0,18.0,18.0,9.4,211618000.0,18.0,,104200000.0,139380000.0,146648000.0,-7268000.0,138367000.0,107000.0,3055007000.0,-230000.0,-7000.0,-20624000.0,1380008000.0,74806000.0,1129000.0,1222082000.0,3129813000.0,35447000.0,10288000.0,2833182000.0,296631000.0,-45783000.0,250848000.0,3129813000.0,7600000.0,7600000.0,7600000.0
Graham Holdings Co,GHC,,104889,2012.0,Q2,2012-04-01,2012-06-30,2013-11-05 19:00:22+00:00,4407000.0,6.84,6.84,,56594000.0,6.84,0.0,23900000.0,52047000.0,41783000.0,10264000.0,51814000.0,11000.0,829062000.0,,,-635000.0,387167000.0,25368000.0,222000.0,335054000.0,854430000.0,8979000.0,4089000.0,783222000.0,71208000.0,-5525000.0,65683000.0,854430000.0,7600000.0,7600000.0,7600000.0
Graham Holdings Co,GHC,,104889,2012.0,Q1TTM,2011-04-04,2012-03-31,,20864000.0,16.9,16.9,9.4,217639000.0,16.9,,109500000.0,133096000.0,155836000.0,-22740000.0,132126000.0,56000.0,3246274000.0,,-7000.0,-22580000.0,1481418000.0,78414000.0,907000.0,1292757000.0,3324688000.0,34428000.0,10334000.0,3012678000.0,312010000.0,-46674000.0,265336000.0,3324688000.0,7600000.0,7600000.0,7600000.0
Graham Holdings Co,GHC,,104889,2012.0,Q1,2012-01-01,2012-03-31,2013-11-05 19:00:22+00:00,3839000.0,4.07,4.07,,56165000.0,4.07,0.0,17200000.0,31568000.0,24843000.0,6725000.0,31047000.0,70000.0,807307000.0,,,8588000.0,382106000.0,20305000.0,451000.0,347841000.0,827612000.0,9163000.0,4957000.0,789951000.0,37661000.0,4382000.0,42043000.0,827612000.0,7600000.0,7600000.0,7600000.0
Graham Holdings Co,GHC,,104889,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 15:23:00+00:00,11919000.0,32.1,32.1,,101171000.0,32.05,3250000.0,40500000.0,237345000.0,64731000.0,172614000.0,236010000.0,,2438758000.0,,,-23751000.0,1210863000.0,161844000.0,855000.0,1123965000.0,2600602000.0,35931000.0,15479000.0,2451168000.0,149434000.0,-44203000.0,105231000.0,2600602000.0,7400000.0,7238000.0,7333000.0
Graham Holdings Co,GHC,,104889,2013.0,Q2YTD,2013-01-01,2013-06-30,,7030000.0,6.66,6.66,,115838000.0,6.66,,47500000.0,50393000.0,69317000.0,-18924000.0,49393000.0,350000.0,1604128000.0,,,-16941000.0,771386000.0,86968000.0,650000.0,653394000.0,1691096000.0,18008000.0,8318000.0,1547648000.0,143448000.0,-26631000.0,116817000.0,1691096000.0,7400000.0,7229000.0,7283000.0
Graham Holdings Co,GHC,,104889,2013.0,Q2TTM,2012-07-01,2013-06-30,,18294000.0,13.14,13.14,9.8,243218000.0,13.14,111593000.0,79800000.0,98965000.0,53983000.0,44982000.0,97750000.0,269000.0,3222282000.0,,-74000.0,-30350000.0,1537350000.0,159358000.0,872000.0,1287993000.0,3381640000.0,35810000.0,16751000.0,3198448000.0,183192000.0,-49409000.0,133783000.0,3381640000.0,7400000.0,7229000.0,7283000.0
Graham Holdings Co,GHC,,104889,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 13:39:48+00:00,3313000.0,6.02,6.02,,56879000.0,6.02,0.0,31700000.0,45134000.0,47085000.0,-1951000.0,44675000.0,253000.0,820401000.0,,,-12858000.0,394841000.0,50103000.0,206000.0,319170000.0,870504000.0,9048000.0,4390000.0,774203000.0,96301000.0,-17516000.0,78785000.0,870504000.0,7400000.0,7229000.0,7283000.0
Graham Holdings Co,GHC,,104889,2013.0,Q1TTM,2012-04-01,2013-03-31,,19388000.0,13.96,13.96,9.8,242933000.0,13.96,111593000.0,72000000.0,105878000.0,48681000.0,57197000.0,104889000.0,27000.0,3230943000.0,,-74000.0,-18127000.0,1529676000.0,134623000.0,888000.0,1303877000.0,3365566000.0,35741000.0,16450000.0,3207467000.0,158099000.0,-37418000.0,120681000.0,3365566000.0,7400000.0,7227000.0,14494000.0
Graham Holdings Co,GHC,,104889,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 20:40:14+00:00,3717000.0,0.64,0.64,,58959000.0,0.64,,15800000.0,5259000.0,22232000.0,-16973000.0,4718000.0,97000.0,783727000.0,,,-4083000.0,376545000.0,36865000.0,444000.0,334224000.0,820592000.0,8960000.0,3928000.0,773445000.0,47147000.0,-9115000.0,38032000.0,820592000.0,7400000.0,7227000.0,14494000.0
Graham Holdings Co,GHC,,104889,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 14:37:09+00:00,18187000.0,195.81,195.81,10.2,74913000.0,195.03,17302000.0,312300000.0,1293260000.0,765403000.0,527857000.0,1292996000.0,-583000.0,2468631000.0,,,778010000.0,1261753000.0,268401000.0,847000.0,1132157000.0,2737032000.0,35533000.0,102506000.0,2504312000.0,232720000.0,844983000.0,1077703000.0,2737032000.0,6600000.0,6470000.0,6559000.0
Graham Holdings Co,GHC,,104889,2014.0,Q4,2014-10-01,2014-12-31,,5215000.0,63.98,63.98,7.65,18618000.0,63.64,17302000.0,172000000.0,334666000.0,306017000.0,28649000.0,334410000.0,256000.0,642942000.0,,212000.0,387346000.0,317688000.0,84683000.0,421000.0,269778000.0,727625000.0,8922000.0,569000.0,628601000.0,99024000.0,378993000.0,478017000.0,727625000.0,6600000.0,6470000.0,6559000.0
Graham Holdings Co,GHC,,104889,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:50:54+00:00,7354000.0,13.18,13.18,2.55,18664000.0,13.12,0.0,16100000.0,76439000.0,10230000.0,66209000.0,76351000.0,-121000.0,616869000.0,,,-10723000.0,326395000.0,86336000.0,,309583000.0,703205000.0,9298000.0,5142000.0,661996000.0,41209000.0,-14879000.0,26330000.0,703205000.0,5800000.0,5671000.0,5757000.0
Graham Holdings Co,GHC,,104889,2014.0,Q3YTD,2014-01-01,2014-09-30,,12972000.0,131.83,131.83,2.55,56295000.0,131.39,,140300000.0,958594000.0,459386000.0,499208000.0,958586000.0,-839000.0,1825689000.0,,-212000.0,390664000.0,944065000.0,183718000.0,426000.0,862379000.0,2009407000.0,26611000.0,101937000.0,1875711000.0,133696000.0,465990000.0,599686000.0,2009407000.0,5800000.0,5671000.0,5757000.0
Graham Holdings Co,GHC,,104889,2014.0,Q2,2014-04-01,2014-06-30,2015-11-05 16:50:54+00:00,2936000.0,100.8,100.8,,18201000.0,100.48,,61900000.0,749850000.0,344613000.0,405237000.0,750137000.0,-499000.0,616551000.0,,-212000.0,268114000.0,321163000.0,57031000.0,,276502000.0,673582000.0,8525000.0,92144000.0,618802000.0,54780000.0,351733000.0,406513000.0,673582000.0,7400000.0,7400000.0,7500000.0
Graham Holdings Co,GHC,,104889,2014.0,Q2YTD,2014-01-01,2014-06-30,,5618000.0,118.65,118.65,,37631000.0,118.27,,124200000.0,882155000.0,449156000.0,432999000.0,882235000.0,-718000.0,1208820000.0,,-212000.0,401387000.0,617670000.0,97382000.0,426000.0,552796000.0,1306202000.0,17313000.0,96795000.0,1213715000.0,92487000.0,480869000.0,573356000.0,1306202000.0,7400000.0,7400000.0,7500000.0
Graham Holdings Co,GHC,,104889,2014.0,Q2TTM,2013-07-01,2014-06-30,,10507000.0,144.09,144.09,,22964000.0,143.66,3250000.0,117200000.0,1069107000.0,444570000.0,624537000.0,1068852000.0,-1068000.0,2043450000.0,,-212000.0,394577000.0,1057147000.0,172258000.0,631000.0,1023367000.0,2215708000.0,35236000.0,103956000.0,2117235000.0,98473000.0,463297000.0,561770000.0,2215708000.0,7400000.0,7400000.0,7500000.0
Graham Holdings Co,GHC,,104889,2014.0,Q1,2014-01-01,2014-03-31,2015-11-05 16:50:54+00:00,2682000.0,17.85,17.85,,19430000.0,17.79,,62300000.0,132305000.0,104543000.0,27762000.0,132098000.0,-219000.0,592269000.0,,,133273000.0,296507000.0,40351000.0,426000.0,276294000.0,632620000.0,8788000.0,4651000.0,594913000.0,37707000.0,129136000.0,166843000.0,632620000.0,7400000.0,7400000.0,7400000.0
Graham Holdings Co,GHC,,104889,2014.0,Q1TTM,2013-04-01,2014-03-31,,10884000.0,49.31,49.31,,61642000.0,49.2,3250000.0,87000000.0,364391000.0,147042000.0,217349000.0,363390000.0,-316000.0,2247300000.0,,,113605000.0,1130825000.0,165330000.0,837000.0,1066035000.0,2412630000.0,35759000.0,16202000.0,2272636000.0,139994000.0,94048000.0,234042000.0,2412630000.0,7400000.0,7400000.0,7400000.0
Graham Holdings Co,GHC,,104889,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:59:48+00:00,19017000.0,-17.87,-17.87,9.1,77906000.0,-17.87,259700000.0,20500000.0,-99220000.0,-141390000.0,42170000.0,-101286000.0,1435000.0,2226481000.0,,,-8623000.0,1206153000.0,359633000.0,631000.0,1104163000.0,2586114000.0,32654000.0,1212000.0,2666939000.0,-80825000.0,-40065000.0,-120890000.0,2586114000.0,5700000.0,5727000.0,5727000.0
Graham Holdings Co,GHC,,104889,2015.0,Q4,2015-10-01,2015-12-31,,5120000.0,8.95,8.95,,15640000.0,9.03,4233000.0,30500000.0,51109000.0,51109000.0,,51169000.0,714000.0,515078000.0,-1194000.0,,21262000.0,283780000.0,101289000.0,631000.0,239783000.0,616367000.0,7975000.0,511000.0,548556000.0,67811000.0,13798000.0,81609000.0,616367000.0,5700000.0,5727000.0,5727000.0
