company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,longtermdebt,otherassets,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit
Globe Life Inc,GL,,320335,2008.0,FY,,2008-12-31,2010-02-26 15:47:11+00:00,176068000.0,-1170417000.0,46400000.0,236313000.0,,531940000.0,3395211000.0,8475020000.0,423519000.0,499049000.0,824013000.0,759132000.0,89709000.0,2928950000.0,758023000.0,758023000.0,403707000.0,13529050000.0,2222907000.0,2222907000.0,2222907000.0,11306143000.0,13529050000.0,0.0,7905816000.0,-67566000.0,85190000.0
Globe Life Inc,GL,,320335,2009.0,FY,,2009-12-31,2011-02-28 15:32:30+00:00,168246000.0,-319183000.0,231071000.0,211083000.0,,525236000.0,3319505000.0,8629349000.0,396891000.0,796050000.0,2734781000.0,2583926000.0,90076000.0,3228904000.0,,,233307000.0,16023759000.0,3398891000.0,3398891000.0,3398891000.0,12624868000.0,16023759000.0,0.0,9173265000.0,-36066000.0,81077000.0
Globe Life Inc,GL,,320335,2009.0,Q3,,2009-09-30,2009-11-06 13:03:13+00:00,177698000.0,-297532000.0,171520000.0,221010000.0,,535273000.0,3417898000.0,8992853000.0,423519000.0,795846000.0,1745531000.0,1328658000.0,90079000.0,3185308000.0,788155000.0,788155000.0,233410000.0,15849970000.0,3315259000.0,3315259000.0,3315259000.0,12534711000.0,15849970000.0,0.0,9125649000.0,-107790000.0,84700000.0
Globe Life Inc,GL,,320335,2009.0,Q2,,2009-06-30,2009-08-07 10:34:36+00:00,172356000.0,-896344000.0,339608000.0,218449000.0,,532658000.0,3435841000.0,8816625000.0,423519000.0,795644000.0,1456270000.0,1002376000.0,89815000.0,3096187000.0,738198000.0,738198000.0,337035000.0,14707725000.0,2622982000.0,2622982000.0,2622982000.0,12084743000.0,14707725000.0,0.0,8141933000.0,-109519000.0,86601000.0
Globe Life Inc,GL,,320335,2010.0,FY,,2010-12-31,2012-02-28 15:43:56+00:00,183861000.0,22958000.0,365679000.0,221598000.0,,552420000.0,3406335000.0,9150031000.0,396891000.0,789643000.0,1203823000.0,1617916000.0,91293000.0,3473482000.0,,,198875000.0,16159762000.0,4016241000.0,4016241000.0,4016241000.0,12143521000.0,16159762000.0,0.0,10603173000.0,-32619000.0,74165000.0
Globe Life Inc,GL,,320335,2010.0,Q3,,2010-09-30,2010-11-08 14:44:17+00:00,191037000.0,356836000.0,30264000.0,218279000.0,,531171000.0,3355958000.0,9031866000.0,396891000.0,789424000.0,2716984000.0,3050691000.0,90633000.0,3554063000.0,,,188865000.0,17716467000.0,4267694000.0,4267694000.0,4267694000.0,13448773000.0,17716467000.0,0.0,11025333000.0,-174376000.0,79015000.0
Globe Life Inc,GL,,320335,2010.0,Q2,,2010-06-30,2010-08-06 15:18:47+00:00,191427000.0,72708000.0,27292000.0,226836000.0,,527667000.0,3460764000.0,9369669000.0,423519000.0,789208000.0,1149735000.0,1532094000.0,90297000.0,3452243000.0,713351000.0,713351000.0,200452000.0,16950209000.0,3945216000.0,3945216000.0,3945216000.0,13004993000.0,16950209000.0,0.0,10984121000.0,-107402000.0,83086000.0
Globe Life Inc,GL,,320335,2011.0,FY,,2011-12-31,2013-02-28 16:22:20+00:00,192325000.0,549916000.0,84113000.0,222254000.0,,537643000.0,2916732000.0,9572257000.0,396891000.0,790571000.0,1066783000.0,1756691000.0,92487000.0,3264711000.0,,,224842000.0,16588272000.0,3859631000.0,3859631000.0,3859631000.0,12728641000.0,16588272000.0,0.0,11931428000.0,-492639000.0,69539000.0
Globe Life Inc,GL,,320335,2011.0,Q3,,2011-09-30,2011-11-08 11:40:31+00:00,193790000.0,545602000.0,175960000.0,227165000.0,,565050000.0,3447875000.0,9470005000.0,396891000.0,790335000.0,1056928000.0,1909524000.0,92424000.0,3813959000.0,,,225672000.0,16971380000.0,4183053000.0,4183053000.0,4183053000.0,12788327000.0,16971380000.0,0.0,11699936000.0,-741558000.0,73202000.0
Globe Life Inc,GL,,320335,2011.0,Q2,,2011-06-30,2011-08-08 10:52:11+00:00,188742000.0,153264000.0,90230000.0,211130000.0,,558847000.0,3454658000.0,9375248000.0,396891000.0,790101000.0,1018689000.0,1693124000.0,92052000.0,3693313000.0,,,199855000.0,16218212000.0,3780099000.0,3780099000.0,3780099000.0,12438113000.0,16218212000.0,0.0,11069002000.0,-625325000.0,76603000.0
Globe Life Inc,GL,,320335,2011.0,Q1,,2011-03-31,2011-05-09 11:17:53+00:00,193098000.0,55757000.0,283673000.0,229067000.0,,520937000.0,3429819000.0,9263983000.0,396891000.0,789871000.0,1283772000.0,1711909000.0,91877000.0,3599304000.0,,,200435000.0,16325247000.0,3959165000.0,3959165000.0,3959165000.0,12366082000.0,16325247000.0,0.0,10737994000.0,-216833000.0,78940000.0
Globe Life Inc,GL,,320335,2012.0,FY,,2012-12-31,2014-02-28 15:01:35+00:00,195497000.0,925275000.0,61710000.0,228470000.0,,545594000.0,3198431000.0,10706219000.0,441591000.0,989686000.0,1304382000.0,2002330000.0,93288000.0,3403338000.0,,,319043000.0,18776910000.0,4361786000.0,4361786000.0,4361786000.0,14415124000.0,18776910000.0,0.0,13575299000.0,-512421000.0,76088000.0
Globe Life Inc,GL,,320335,2012.0,Q3,,2012-09-30,2012-11-08 14:36:50+00:00,196190000.0,960890000.0,298831000.0,236185000.0,,565649000.0,2994744000.0,9958274000.0,396891000.0,965295000.0,1507910000.0,1988214000.0,93148000.0,3568655000.0,,,319710000.0,17939864000.0,4308893000.0,4308893000.0,4308893000.0,13630971000.0,17939864000.0,0.0,12545298000.0,-786301000.0,70145000.0
