company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationofdeferredpolicyacquisitioncosts,basicdilutedeps,basiceps,cashdividendspershare,currentandfuturebenefits,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,premiumsearned,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Globe Life Inc,GL,,320335,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:47:11+00:00,391011000.0,5.59,5.59,0.52,1902428000.0,5.5,269270000.0,67564000.0,527535000.0,527535000.0,,527535000.0,-67564000.0,662787000.0,-11227000.0,173406000.0,7906000.0,,2827231000.0,155483000.0,67564000.0,2622328000.0,3486697000.0,796805000.0,3419133000.0,94400000.0,94400000.0,95900000.0
Globe Life Inc,GL,,320335,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:32:30+00:00,378388000.0,5.14,5.14,0.56,1802540000.0,5.11,198700000.0,63229000.0,452259000.0,429700000.0,22559000.0,452259000.0,-63229000.0,626780000.0,-107115000.0,182093000.0,4671000.0,,2671900000.0,141586000.0,63229000.0,2504607000.0,3196236000.0,628400000.0,3133007000.0,88000000.0,88000000.0,88500000.0
Globe Life Inc,GL,,320335,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 13:03:13+00:00,101429000.0,0.73,0.73,0.14,451236000.0,0.72,42480000.0,15507000.0,63151000.0,63151000.0,,63151000.0,-15507000.0,166988000.0,-93175000.0,45035000.0,942000.0,,678597000.0,34514000.0,15507000.0,632214000.0,753352000.0,105631000.0,737845000.0,86500000.0,86500000.0,87700000.0
Globe Life Inc,GL,,320335,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 10:34:36+00:00,97634000.0,1.49,1.49,0.14,481398000.0,1.47,50880000.0,14818000.0,133726000.0,133726000.0,,133726000.0,-14818000.0,168633000.0,-8505000.0,43967000.0,960000.0,,699404000.0,38069000.0,14818000.0,661068000.0,860492000.0,184606000.0,845674000.0,89700000.0,89700000.0,91000000.0
Globe Life Inc,GL,,320335,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:43:56+00:00,415986000.0,3.25,3.25,0.38,1753329000.0,3.25,191024000.0,69932000.0,404953000.0,386052000.0,18901000.0,404953000.0,-69932000.0,667185000.0,-164137000.0,170130000.0,1920000.0,,2610105000.0,128620000.0,69932000.0,2468065000.0,3115073000.0,577076000.0,3045141000.0,124550384.0,124550384.0,124550384.0
Globe Life Inc,GL,,320335,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 14:44:17+00:00,101986000.0,,1.22,0.14,420786000.0,1.22,45202000.0,20343000.0,100800000.0,98558000.0,2242000.0,100800000.0,-20343000.0,187076000.0,-63745000.0,41665000.0,451000.0,,638539000.0,33781000.0,20343000.0,598218000.0,762321000.0,143760000.0,741978000.0,,82600000.0,82600000.0
Globe Life Inc,GL,,320335,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 15:18:47+00:00,104205000.0,1.38,1.38,0.14,464335000.0,1.38,46289000.0,14916000.0,114118000.0,114118000.0,,114118000.0,-14916000.0,172390000.0,-34665000.0,45236000.0,468000.0,,681541000.0,30635000.0,14916000.0,644411000.0,819734000.0,160407000.0,804818000.0,82700000.0,82700000.0,82700000.0
Globe Life Inc,GL,,320335,2010.0,Q4,2010-10-01,2010-12-31,,43892000.0,1.12,1.12,0.11,436419000.0,1.12,56726000.0,18990000.0,136610000.0,130757000.0,5853000.0,136610000.0,-18990000.0,196478000.0,-3138000.0,45152000.0,413000.0,209827000.0,653418000.0,-94592000.0,18990000.0,640698000.0,847171000.0,187483000.0,828181000.0,122009228.0,122009228.0,122009228.0
Globe Life Inc,GL,,320335,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:22:20+00:00,362390000.0,4.09,4.09,0.41,1793044000.0,4.05,246475000.0,75529000.0,498866000.0,504095000.0,-5229000.0,498866000.0,-75529000.0,718554000.0,-4850000.0,176272000.0,2170000.0,209827000.0,2651758000.0,,75529000.0,2541533000.0,3367632000.0,750570000.0,3292103000.0,122009228.0,122009228.0,122009228.0
Globe Life Inc,GL,,320335,2010.0,Q3YTD,2010-01-01,2010-09-30,,318498000.0,2.99,2.99,0.31,1356625000.0,2.99,189749000.0,56539000.0,362256000.0,373338000.0,-11082000.0,362256000.0,-56539000.0,522076000.0,-1712000.0,131120000.0,1757000.0,,1998340000.0,94592000.0,56539000.0,1900835000.0,2520461000.0,563087000.0,2463922000.0,121163567.0,121163567.0,121163567.0
Globe Life Inc,GL,,320335,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 11:40:31+00:00,104045000.0,0.95,0.95,0.11,433514000.0,0.94,70216000.0,18790000.0,114531000.0,138097000.0,-23566000.0,114531000.0,-18790000.0,180382000.0,0.0,43154000.0,679000.0,,657827000.0,31072000.0,18790000.0,611785000.0,838888000.0,208313000.0,820098000.0,121163567.0,121163567.0,121163567.0
Globe Life Inc,GL,,320335,2010.0,Q2YTD,2010-01-01,2010-06-30,,214453000.0,2.01,2.01,0.2,923111000.0,2.01,119533000.0,37749000.0,247725000.0,235241000.0,12484000.0,247725000.0,-37749000.0,341694000.0,-1712000.0,87966000.0,1078000.0,,1340513000.0,63520000.0,37749000.0,1289050000.0,1681573000.0,354774000.0,1643824000.0,123025733.0,123025733.0,123025733.0
Globe Life Inc,GL,,320335,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 10:52:11+00:00,104851000.0,1.02,1.02,0.1,454177000.0,1.02,60872000.0,18812000.0,126049000.0,119848000.0,6201000.0,126049000.0,-18812000.0,165610000.0,0.0,45294000.0,716000.0,,669569000.0,32041000.0,18812000.0,636363000.0,835895000.0,180720000.0,817083000.0,123025733.0,123025733.0,123025733.0
Globe Life Inc,GL,,320335,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 11:17:53+00:00,109602000.0,1.47,1.47,0.15,468934000.0,1.46,58661000.0,18937000.0,121676000.0,115393000.0,6283000.0,121676000.0,-18937000.0,176084000.0,-1712000.0,42672000.0,362000.0,,670944000.0,31479000.0,18937000.0,652687000.0,845678000.0,174054000.0,826741000.0,82800000.0,82800000.0,83300000.0
Globe Life Inc,GL,,320335,2011.0,Q4,2011-10-01,2011-12-31,,90557000.0,1.13,1.13,0.11,435681000.0,1.13,54251000.0,19527000.0,122839000.0,122839000.0,,122839000.0,-19527000.0,179561000.0,-20000.0,59667000.0,471000.0,51032000.0,653542000.0,,19527000.0,636937000.0,833554000.0,177090000.0,814027000.0,108278113.0,108278113.0,108278113.0
Globe Life Inc,GL,,320335,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 15:01:35+00:00,364583000.0,4.59,4.59,0.46,1793276000.0,4.53,226166000.0,77908000.0,497161000.0,497616000.0,-455000.0,497161000.0,-77908000.0,718952000.0,-20000.0,201636000.0,2151000.0,216216000.0,2656318000.0,,77908000.0,2575711000.0,3377401000.0,723782000.0,3299493000.0,108278113.0,108278113.0,108278113.0
Globe Life Inc,GL,,320335,2011.0,Q3YTD,2011-01-01,2011-09-30,,274026000.0,3.57,3.57,0.35,1357595000.0,3.57,171915000.0,58381000.0,374322000.0,374777000.0,-455000.0,374322000.0,-58381000.0,539391000.0,,141969000.0,1680000.0,165184000.0,2002776000.0,,58381000.0,1938774000.0,2543847000.0,546692000.0,2485466000.0,104779422.0,104779422.0,104779422.0
