company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q2TTM,2010-07-01,2011-06-30,,,,14000000.0,405000000.0,557000000.0,,140000000.0,27000000.0,1579000000.0,313000000.0,-984000000.0,1044000000.0,313000000.0,-984000000.0,1044000000.0,458000000.0,407000000.0,407000000.0,-60000000.0,-37000000.0,-188000000.0,85000000.0,-195000000.0,,-796000000.0,-822000000.0,-239000000.0,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q2,2011-04-01,2011-06-30,,,,,,122000000.0,,127000000.0,22000000.0,383000000.0,61000000.0,-243000000.0,376000000.0,61000000.0,-243000000.0,375000000.0,193000000.0,101000000.0,101000000.0,26000000.0,1000000.0,-35000000.0,,-54000000.0,,-208000000.0,-291000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 11:34:37+00:00,,,,,162000000.0,,471000000.0,,13000000.0,-61000000.0,-228000000.0,840000000.0,-61000000.0,-228000000.0,841000000.0,554000000.0,135000000.0,135000000.0,72000000.0,0.0,-37000000.0,2000000.0,-53000000.0,,-191000000.0,-21000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q1TTM,2010-04-01,2011-03-31,,,,14000000.0,405000000.0,566000000.0,,-188000000.0,10000000.0,1237000000.0,-80000000.0,-1019000000.0,1142000000.0,-80000000.0,-1019000000.0,1143000000.0,46000000.0,390000000.0,390000000.0,374000000.0,-38000000.0,-197000000.0,2000000.0,-181000000.0,,-822000000.0,-869000000.0,-239000000.0,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,FY,2012-01-01,2012-12-31,2014-02-06 09:01:23+00:00,,,82000000.0,601000000.0,1190000000.0,,207000000.0,30000000.0,3010000000.0,-113000000.0,-2629000000.0,2594000000.0,-113000000.0,-2629000000.0,2594000000.0,-148000000.0,1262000000.0,1262000000.0,-65000000.0,150000000.0,-180000000.0,,-647000000.0,,-2449000000.0,-2656000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q4,2012-10-01,2012-12-31,,,,82000000.0,601000000.0,750000000.0,,175000000.0,3000000.0,1685000000.0,-84000000.0,-1691000000.0,1660000000.0,-84000000.0,-1691000000.0,1660000000.0,-115000000.0,945000000.0,945000000.0,-210000000.0,150000000.0,-103000000.0,,-459000000.0,,-1588000000.0,-1463000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-24 15:10:36+00:00,,,,,440000000.0,,32000000.0,27000000.0,1325000000.0,-29000000.0,-938000000.0,934000000.0,-29000000.0,-938000000.0,934000000.0,-33000000.0,317000000.0,317000000.0,145000000.0,0.0,-77000000.0,,-188000000.0,,-861000000.0,-1193000000.0,0.0,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q3,2012-07-01,2012-09-30,,,,,,138000000.0,,-349000000.0,4000000.0,535000000.0,278000000.0,-328000000.0,-9000000.0,278000000.0,-328000000.0,-9000000.0,-59000000.0,149000000.0,149000000.0,53000000.0,-1000000.0,-42000000.0,,-62000000.0,,-286000000.0,-198000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q2TTM,2011-07-01,2012-06-30,,,,27000000.0,650000000.0,564000000.0,,44000000.0,30000000.0,867000000.0,-506000000.0,-1197000000.0,896000000.0,-506000000.0,-1197000000.0,896000000.0,-807000000.0,349000000.0,349000000.0,-61000000.0,,-139000000.0,,-230000000.0,,-1058000000.0,-1173000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q2,2012-04-01,2012-06-30,,,,,,130000000.0,,67000000.0,22000000.0,385000000.0,-182000000.0,-297000000.0,308000000.0,-182000000.0,-297000000.0,308000000.0,-171000000.0,101000000.0,101000000.0,10000000.0,11000000.0,-16000000.0,,-64000000.0,,-281000000.0,-536000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q1TTM,2011-04-01,2012-03-31,,,,27000000.0,650000000.0,556000000.0,,104000000.0,30000000.0,865000000.0,-263000000.0,-1143000000.0,964000000.0,-263000000.0,-1143000000.0,963000000.0,-443000000.0,349000000.0,349000000.0,-45000000.0,-10000000.0,-158000000.0,,-220000000.0,,-985000000.0,-928000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 09:30:53+00:00,,,34000000.0,618000000.0,628000000.0,,266000000.0,36000000.0,1210000000.0,190000000.0,-1532000000.0,1421000000.0,190000000.0,-1532000000.0,1421000000.0,79000000.0,454000000.0,454000000.0,73000000.0,,-207000000.0,,-273000000.0,,-1325000000.0,-783000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q4,2013-10-01,2013-12-31,,,,34000000.0,618000000.0,165000000.0,,102000000.0,4000000.0,137000000.0,137000000.0,-528000000.0,303000000.0,137000000.0,-528000000.0,303000000.0,-88000000.0,102000000.0,102000000.0,-66000000.0,,-156000000.0,,-68000000.0,53000000.0,-425000000.0,64000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q3TTM,2012-10-01,2013-09-30,,,,82000000.0,601000000.0,1213000000.0,,339000000.0,35000000.0,2758000000.0,-31000000.0,-2695000000.0,2778000000.0,-31000000.0,-2695000000.0,2778000000.0,52000000.0,1297000000.0,1297000000.0,-71000000.0,150000000.0,-154000000.0,,-664000000.0,-53000000.0,-2488000000.0,-2310000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q3,2013-07-01,2013-09-30,,,,,,145000000.0,,-280000000.0,4000000.0,398000000.0,88000000.0,-388000000.0,23000000.0,88000000.0,-388000000.0,23000000.0,-277000000.0,127000000.0,127000000.0,31000000.0,,-15000000.0,,-70000000.0,-53000000.0,-320000000.0,-244000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-23 09:39:04+00:00,,,,,463000000.0,,164000000.0,32000000.0,1073000000.0,53000000.0,-1004000000.0,1118000000.0,53000000.0,-1004000000.0,1118000000.0,167000000.0,352000000.0,352000000.0,139000000.0,,-51000000.0,,-205000000.0,-53000000.0,-900000000.0,-847000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q2TTM,2012-07-01,2013-06-30,,,,82000000.0,601000000.0,1206000000.0,,270000000.0,35000000.0,2895000000.0,159000000.0,-2635000000.0,2746000000.0,159000000.0,-2635000000.0,2746000000.0,270000000.0,1319000000.0,1319000000.0,-49000000.0,149000000.0,-181000000.0,,-656000000.0,,-2454000000.0,-2264000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q2,2013-04-01,2013-06-30,,,,,,137000000.0,,115000000.0,4000000.0,425000000.0,-96000000.0,-323000000.0,370000000.0,-96000000.0,-323000000.0,370000000.0,-49000000.0,81000000.0,81000000.0,37000000.0,,-17000000.0,,-68000000.0,,-306000000.0,-457000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-24 09:51:22+00:00,,,,,318000000.0,,444000000.0,28000000.0,675000000.0,-35000000.0,-616000000.0,1095000000.0,-35000000.0,-616000000.0,1095000000.0,444000000.0,225000000.0,225000000.0,108000000.0,,-36000000.0,,-135000000.0,,-580000000.0,-603000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 10:16:01+00:00,,,,,181000000.0,,329000000.0,24000000.0,250000000.0,61000000.0,-293000000.0,725000000.0,61000000.0,-293000000.0,725000000.0,493000000.0,144000000.0,144000000.0,71000000.0,0.0,-19000000.0,,-67000000.0,,-274000000.0,-146000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q1TTM,2012-04-01,2013-03-31,,,,82000000.0,601000000.0,1199000000.0,,222000000.0,53000000.0,2855000000.0,73000000.0,-2609000000.0,2684000000.0,73000000.0,-2609000000.0,2684000000.0,148000000.0,1339000000.0,1339000000.0,-76000000.0,160000000.0,-180000000.0,,-652000000.0,,-2429000000.0,-2343000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,FY,2014-01-01,2014-12-31,2017-02-07 10:08:29+00:00,,,22000000.0,613000000.0,685000000.0,,211000000.0,43000000.0,1661000000.0,462000000.0,-1898000000.0,1481000000.0,462000000.0,-1898000000.0,1481000000.0,45000000.0,479000000.0,479000000.0,106000000.0,,-321000000.0,,-295000000.0,,-1577000000.0,-947000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q4,2014-10-01,2014-12-31,,,,22000000.0,613000000.0,182000000.0,,210000000.0,3000000.0,86000000.0,-244000000.0,-551000000.0,519000000.0,-244000000.0,-551000000.0,519000000.0,-276000000.0,97000000.0,97000000.0,30000000.0,,-99000000.0,,-75000000.0,,-452000000.0,-258000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-29 10:05:32+00:00,,,,,503000000.0,,1000000.0,40000000.0,1575000000.0,706000000.0,-1347000000.0,962000000.0,706000000.0,-1347000000.0,962000000.0,321000000.0,382000000.0,382000000.0,76000000.0,,-222000000.0,,-220000000.0,,-1125000000.0,-689000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q3TTM,2013-10-01,2014-09-30,,,,34000000.0,618000000.0,668000000.0,,103000000.0,44000000.0,1712000000.0,843000000.0,-1875000000.0,1265000000.0,843000000.0,-1875000000.0,1265000000.0,233000000.0,484000000.0,484000000.0,10000000.0,,-378000000.0,,-288000000.0,53000000.0,-1550000000.0,-625000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q3,2014-07-01,2014-09-30,,,,,,153000000.0,,-253000000.0,3000000.0,947000000.0,674000000.0,-564000000.0,25000000.0,674000000.0,-564000000.0,25000000.0,135000000.0,94000000.0,94000000.0,31000000.0,,-188000000.0,,-74000000.0,86000000.0,-462000000.0,-202000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-23 09:24:59+00:00,,,,,350000000.0,,254000000.0,37000000.0,628000000.0,32000000.0,-783000000.0,937000000.0,32000000.0,-783000000.0,937000000.0,186000000.0,288000000.0,288000000.0,45000000.0,,-34000000.0,,-146000000.0,-86000000.0,-663000000.0,-487000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q2TTM,2013-07-01,2014-06-30,,,,34000000.0,618000000.0,660000000.0,,76000000.0,45000000.0,1163000000.0,257000000.0,-1699000000.0,1263000000.0,257000000.0,-1699000000.0,1263000000.0,-179000000.0,517000000.0,517000000.0,10000000.0,,-205000000.0,,-284000000.0,-86000000.0,-1408000000.0,-667000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q1,2014-01-01,2014-03-31,2015-04-23 09:37:27+00:00,,,,,199000000.0,,185000000.0,33000000.0,566000000.0,321000000.0,-346000000.0,611000000.0,321000000.0,-346000000.0,611000000.0,586000000.0,204000000.0,204000000.0,23000000.0,,-13000000.0,,-72000000.0,-29000000.0,-304000000.0,-206000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q1TTM,2013-04-01,2014-03-31,,,,34000000.0,618000000.0,646000000.0,,122000000.0,45000000.0,1526000000.0,450000000.0,-1585000000.0,1307000000.0,450000000.0,-1585000000.0,1307000000.0,172000000.0,514000000.0,514000000.0,25000000.0,,-201000000.0,,-278000000.0,-29000000.0,-1355000000.0,-843000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,FY,2015-01-01,2015-12-31,2018-02-14 10:22:00+00:00,-154000000.0,,10000000.0,631000000.0,750000000.0,,469000000.0,43000000.0,1002000000.0,463000000.0,-2064000000.0,1640000000.0,463000000.0,-2064000000.0,1640000000.0,39000000.0,525000000.0,525000000.0,-104000000.0,,-394000000.0,,-322000000.0,,-1564000000.0,-260000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q4,2015-10-01,2015-12-31,,-154000000.0,,10000000.0,631000000.0,186000000.0,,155000000.0,3000000.0,759000000.0,600000000.0,-724000000.0,220000000.0,600000000.0,-724000000.0,220000000.0,96000000.0,107000000.0,107000000.0,-228000000.0,,-108000000.0,,-81000000.0,,-462000000.0,-81000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-27 09:56:42+00:00,,,,,564000000.0,,314000000.0,40000000.0,243000000.0,-137000000.0,-1340000000.0,1420000000.0,-137000000.0,-1340000000.0,1420000000.0,-57000000.0,418000000.0,418000000.0,124000000.0,,-286000000.0,,-241000000.0,,-1102000000.0,-179000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q3TTM,2014-10-01,2015-09-30,,,,22000000.0,613000000.0,746000000.0,,524000000.0,43000000.0,329000000.0,-381000000.0,-1891000000.0,1939000000.0,-381000000.0,-1891000000.0,1939000000.0,-333000000.0,515000000.0,515000000.0,154000000.0,,-385000000.0,,-316000000.0,,-1554000000.0,-437000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q3,2015-07-01,2015-09-30,,,,,,173000000.0,,-203000000.0,13000000.0,104000000.0,73000000.0,-558000000.0,158000000.0,73000000.0,-558000000.0,158000000.0,-327000000.0,148000000.0,148000000.0,40000000.0,,-131000000.0,,-80000000.0,,-427000000.0,36000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-28 10:59:20+00:00,,,,,391000000.0,,517000000.0,27000000.0,139000000.0,-210000000.0,-782000000.0,1262000000.0,-210000000.0,-782000000.0,1262000000.0,270000000.0,270000000.0,270000000.0,84000000.0,,-155000000.0,,-161000000.0,,-675000000.0,-215000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q2TTM,2014-07-01,2015-06-30,,,,22000000.0,613000000.0,726000000.0,,474000000.0,33000000.0,1172000000.0,220000000.0,-1897000000.0,1806000000.0,220000000.0,-1897000000.0,1806000000.0,129000000.0,461000000.0,461000000.0,145000000.0,,-442000000.0,,-310000000.0,86000000.0,-1589000000.0,-675000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q2,2015-04-01,2015-06-30,,,,,,169000000.0,,223000000.0,23000000.0,-1000000.0,-187000000.0,-360000000.0,502000000.0,-187000000.0,-360000000.0,502000000.0,-45000000.0,68000000.0,68000000.0,42000000.0,,-81000000.0,,-81000000.0,,-327000000.0,-128000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 09:32:46+00:00,,,,,222000000.0,,294000000.0,4000000.0,140000000.0,-23000000.0,-422000000.0,760000000.0,-23000000.0,-422000000.0,760000000.0,315000000.0,202000000.0,202000000.0,42000000.0,,-74000000.0,,-80000000.0,,-348000000.0,-87000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q1TTM,2014-04-01,2015-03-31,,,,22000000.0,613000000.0,708000000.0,,320000000.0,14000000.0,1235000000.0,118000000.0,-1974000000.0,1630000000.0,118000000.0,-1974000000.0,1630000000.0,-226000000.0,477000000.0,477000000.0,125000000.0,,-382000000.0,,-303000000.0,29000000.0,-1621000000.0,-828000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,FY,2016-01-01,2016-12-31,2019-02-05 07:05:06+00:00,,,32000000.0,427000000.0,811000000.0,,271000000.0,72000000.0,1198000000.0,255000000.0,-1915000000.0,1629000000.0,255000000.0,-1915000000.0,1629000000.0,-31000000.0,553000000.0,553000000.0,-6000000.0,100000000.0,-243000000.0,,-347000000.0,,-1672000000.0,-768000000.0,,0.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q4,2016-10-01,2016-12-31,,,,32000000.0,427000000.0,214000000.0,,156000000.0,3000000.0,359000000.0,18000000.0,-517000000.0,388000000.0,18000000.0,-517000000.0,388000000.0,-111000000.0,78000000.0,78000000.0,-60000000.0,100000000.0,-69000000.0,,-87000000.0,,-448000000.0,-357000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-26 09:28:28+00:00,,,,,597000000.0,,115000000.0,69000000.0,839000000.0,237000000.0,-1398000000.0,1241000000.0,237000000.0,-1398000000.0,1241000000.0,80000000.0,475000000.0,475000000.0,54000000.0,,-174000000.0,,-260000000.0,,-1224000000.0,-411000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q3TTM,2015-10-01,2016-09-30,,-154000000.0,,10000000.0,631000000.0,783000000.0,,270000000.0,72000000.0,1598000000.0,837000000.0,-2122000000.0,1461000000.0,837000000.0,-2122000000.0,1461000000.0,176000000.0,582000000.0,582000000.0,-174000000.0,,-282000000.0,,-341000000.0,,-1686000000.0,-492000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q1,2016-01-01,2016-03-31,2017-05-01 09:00:25+00:00,,,,,238000000.0,,209000000.0,63000000.0,44000000.0,-270000000.0,-444000000.0,632000000.0,-270000000.0,-444000000.0,632000000.0,-82000000.0,164000000.0,164000000.0,21000000.0,,-37000000.0,,-86000000.0,,-407000000.0,-291000000.0,,,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q1TTM,2015-04-01,2016-03-31,,-154000000.0,,10000000.0,631000000.0,766000000.0,,384000000.0,102000000.0,906000000.0,216000000.0,-2086000000.0,1512000000.0,216000000.0,-2086000000.0,1512000000.0,-358000000.0,487000000.0,487000000.0,-125000000.0,,-357000000.0,,-328000000.0,,-1623000000.0,-464000000.0,,,48000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,FY,2017-01-01,2017-12-31,2020-02-06 08:59:52+00:00,,,5000000.0,418000000.0,9000000.0,,557000000.0,83000000.0,1633000000.0,110000000.0,-1868000000.0,1705000000.0,110000000.0,-1868000000.0,1705000000.0,-53000000.0,1094000000.0,1094000000.0,45000000.0,47000000.0,-253000000.0,,-377000000.0,,-1665000000.0,-1276000000.0,,0.0,50000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,Q4,2017-10-01,2017-12-31,,,,5000000.0,418000000.0,-643000000.0,,552000000.0,3000000.0,525000000.0,39000000.0,-514000000.0,506000000.0,39000000.0,-514000000.0,506000000.0,31000000.0,630000000.0,630000000.0,-33000000.0,7000000.0,-88000000.0,,-95000000.0,,-457000000.0,-401000000.0,,,31000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-25 09:47:32+00:00,,,,,652000000.0,,5000000.0,80000000.0,1108000000.0,71000000.0,-1354000000.0,1199000000.0,71000000.0,-1354000000.0,1199000000.0,-84000000.0,464000000.0,464000000.0,78000000.0,40000000.0,-165000000.0,,-282000000.0,,-1208000000.0,-875000000.0,,0.0,19000000.0
