company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 17:21:57+00:00,1.25,1.25,0.36,588000000.0,1.2,139000000.0,302000000.0,301000000.0,1000000.0,284000000.0,7000000.0,4212000000.0,6807000000.0,,,,,11000000.0,203000000.0,-9000000.0,11000000.0,1019000000.0,4212000000.0,2595000000.0,400000000.0,35000000.0,1801000000.0,794000000.0,-354000000.0,440000000.0,6807000000.0,227200000.0,227200000.0,236700000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 10:03:21+00:00,0.96,0.96,0.5,570000000.0,0.91,115000000.0,240000000.0,220000000.0,20000000.0,218000000.0,11000000.0,3570000000.0,6205000000.0,,,,,50000000.0,217000000.0,-13000000.0,11000000.0,1163000000.0,3570000000.0,2635000000.0,435000000.0,22000000.0,1937000000.0,698000000.0,-363000000.0,335000000.0,6205000000.0,227200000.0,227200000.0,239600000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 12:46:29+00:00,1.4,1.4,0.66,576000000.0,1.28,224000000.0,343000000.0,366000000.0,-23000000.0,324000000.0,3000000.0,3518000000.0,6432000000.0,,,,,8000000.0,210000000.0,-56000000.0,16000000.0,1206000000.0,3518000000.0,2914000000.0,431000000.0,35000000.0,1936000000.0,978000000.0,-388000000.0,590000000.0,6432000000.0,231400000.0,231400000.0,253100000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2010.0,Q4,2010-10-01,2010-12-31,,0.1,0.1,0.21,10000000.0,0.09,-36000000.0,25000000.0,31000000.0,-6000000.0,18000000.0,,350000000.0,406000000.0,,8000000.0,,88000000.0,-17000000.0,14000000.0,,-1000000.0,81000000.0,350000000.0,56000000.0,30000000.0,3000000.0,105000000.0,-49000000.0,-44000000.0,-93000000.0,406000000.0,231400000.0,231400000.0,253100000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2010.0,Q3,2010-07-01,2010-09-30,2010-10-28 13:47:21+00:00,0.58,0.58,0.15,133000000.0,0.53,87000000.0,146000000.0,146000000.0,0.0,134000000.0,1000000.0,671000000.0,1443000000.0,,,,,7000000.0,49000000.0,-2000000.0,11000000.0,273000000.0,671000000.0,772000000.0,102000000.0,9000000.0,453000000.0,319000000.0,-86000000.0,233000000.0,1443000000.0,231000000.0,231000000.0,252800000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.3,1.3,0.45,566000000.0,1.19,260000000.0,318000000.0,335000000.0,-17000000.0,306000000.0,3000000.0,3168000000.0,6026000000.0,,-8000000.0,,-88000000.0,25000000.0,196000000.0,-56000000.0,17000000.0,1125000000.0,3168000000.0,2858000000.0,401000000.0,32000000.0,1831000000.0,1027000000.0,-344000000.0,683000000.0,6026000000.0,231000000.0,231000000.0,252800000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.72,0.72,0.3,433000000.0,0.66,173000000.0,172000000.0,189000000.0,-17000000.0,172000000.0,2000000.0,2497000000.0,4583000000.0,,-8000000.0,,-88000000.0,18000000.0,147000000.0,-54000000.0,6000000.0,852000000.0,2497000000.0,2086000000.0,299000000.0,23000000.0,1378000000.0,708000000.0,-258000000.0,450000000.0,4583000000.0,248600000.0,248600000.0,271900000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 10:59:10+00:00,0.37,0.37,0.15,172000000.0,0.34,61000000.0,88000000.0,89000000.0,-1000000.0,85000000.0,,1215000000.0,1967000000.0,,,,,6000000.0,66000000.0,,3000000.0,275000000.0,1215000000.0,752000000.0,104000000.0,9000000.0,513000000.0,239000000.0,-89000000.0,150000000.0,1967000000.0,229700000.0,229700000.0,250000000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,FY,2011-01-01,2011-12-31,2013-02-21 12:46:29+00:00,1.66,1.66,0.84,546000000.0,1.58,191000000.0,417000000.0,415000000.0,2000000.0,830000000.0,2000000.0,3512000000.0,6503000000.0,,-417000000.0,,,0.0,205000000.0,0.0,2000000.0,1237000000.0,3512000000.0,2991000000.0,411000000.0,14000000.0,1988000000.0,1003000000.0,-397000000.0,606000000.0,6503000000.0,500000000.0,500000000.0,525300000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q4,2011-10-01,2011-12-31,,0.17,0.17,0.21,21000000.0,0.15,-31000000.0,41000000.0,41000000.0,2000000.0,326000000.0,,228000000.0,4427000000.0,-2000000.0,-285000000.0,,92000000.0,-4115000000.0,5000000.0,,,96000000.0,228000000.0,4199000000.0,31000000.0,-13000000.0,122000000.0,4077000000.0,-4159000000.0,-82000000.0,4427000000.0,500000000.0,500000000.0,525300000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 12:11:08+00:00,0.55,0.55,0.21,120000000.0,0.53,81000000.0,140000000.0,140000000.0,0.0,278000000.0,1000000.0,694000000.0,1464000000.0,,-140000000.0,,,0.0,33000000.0,0.0,1000000.0,301000000.0,694000000.0,770000000.0,105000000.0,10000000.0,454000000.0,316000000.0,-95000000.0,221000000.0,1464000000.0,505500000.0,505500000.0,524500000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.49,1.49,0.63,525000000.0,1.43,222000000.0,376000000.0,374000000.0,,504000000.0,2000000.0,3284000000.0,2076000000.0,2000000.0,-132000000.0,,-92000000.0,4115000000.0,200000000.0,,2000000.0,1141000000.0,3284000000.0,-1208000000.0,380000000.0,27000000.0,1866000000.0,-3074000000.0,3762000000.0,688000000.0,2076000000.0,505500000.0,505500000.0,524500000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.59,1.59,0.84,535000000.0,1.52,186000000.0,401000000.0,405000000.0,-6000000.0,522000000.0,2000000.0,3634000000.0,2482000000.0,2000000.0,-124000000.0,,-4000000.0,4098000000.0,214000000.0,,1000000.0,1222000000.0,3634000000.0,-1152000000.0,410000000.0,30000000.0,1971000000.0,-3123000000.0,3718000000.0,595000000.0,2482000000.0,505500000.0,505500000.0,524500000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.94,0.94,0.42,405000000.0,0.9,141000000.0,236000000.0,234000000.0,,226000000.0,1000000.0,2590000000.0,612000000.0,2000000.0,8000000.0,,-92000000.0,4115000000.0,167000000.0,,1000000.0,840000000.0,2590000000.0,-1978000000.0,275000000.0,17000000.0,1412000000.0,-3390000000.0,3857000000.0,467000000.0,612000000.0,227500000.0,227500000.0,239500000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.62,1.62,0.78,548000000.0,1.52,192000000.0,407000000.0,411000000.0,-6000000.0,378000000.0,2000000.0,3611000000.0,2461000000.0,2000000.0,16000000.0,,-4000000.0,4105000000.0,230000000.0,-2000000.0,11000000.0,1194000000.0,3611000000.0,-1150000000.0,407000000.0,29000000.0,1970000000.0,-3120000000.0,3727000000.0,607000000.0,2461000000.0,227500000.0,227500000.0,239500000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.57,1.57,0.72,566000000.0,1.46,240000000.0,390000000.0,410000000.0,-22000000.0,374000000.0,3000000.0,3544000000.0,2410000000.0,2000000.0,,,,4113000000.0,211000000.0,-56000000.0,13000000.0,1210000000.0,3544000000.0,-1134000000.0,431000000.0,33000000.0,1931000000.0,-3065000000.0,3715000000.0,650000000.0,2410000000.0,250000000.0,250000000.0,259600000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,FY,2012-01-01,2012-12-31,2014-02-06 09:01:23+00:00,1.46,1.46,0.96,598000000.0,1.42,245000000.0,384000000.0,377000000.0,7000000.0,382000000.0,2000000.0,3199000000.0,6253000000.0,,,,,-22000000.0,229000000.0,,,1224000000.0,3199000000.0,3054000000.0,389000000.0,30000000.0,2051000000.0,1003000000.0,-381000000.0,622000000.0,6253000000.0,260700000.0,260700000.0,260700000.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q4,2012-10-01,2012-12-31,,0.26,0.26,0.24,30000000.0,0.25,-38000000.0,67000000.0,67000000.0,,46000000.0,,692000000.0,388000000.0,,22000000.0,,121000000.0,-15000000.0,-373000000.0,1000000.0,-1000000.0,86000000.0,692000000.0,-304000000.0,34000000.0,5000000.0,-256000000.0,-48000000.0,-44000000.0,-92000000.0,388000000.0,260700000.0,260700000.0,260700000.0
