company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q2,,2012-06-30,2012-07-26 10:31:05+00:00,536000000.0,680000000.0,37000000.0,4973000000.0,-45000000.0,2194000000.0,157000000.0,187000000.0,0.0,4667000000.0,0.0,227000000.0,,96000000.0,14959000000.0,6221000000.0,54000000.0,1052000000.0,9986000000.0,44000000.0,1134000000.0,1289000000.0,461000000.0,40000000.0,219000000.0,258000000.0,,,3586000000.0,336000000.0,,,28000000.0,-1511000000.0,653000000.0,16293000000.0,3111000000.0,2206000000.0,1807000000.0,3111000000.0,3155000000.0,13138000000.0,16293000000.0,4101000000.0,11331000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2012.0,Q1,,2012-03-31,2012-04-26 11:34:37+00:00,417000000.0,760000000.0,34000000.0,5008000000.0,-47000000.0,2176000000.0,162000000.0,358000000.0,0.0,4644000000.0,3000000.0,206000000.0,,66000000.0,15763000000.0,6193000000.0,53000000.0,888000000.0,9856000000.0,44000000.0,1101000000.0,1288000000.0,454000000.0,25000000.0,205000000.0,259000000.0,,,3529000000.0,328000000.0,,,29000000.0,-1548000000.0,837000000.0,16160000000.0,3049000000.0,2268000000.0,1819000000.0,3049000000.0,3093000000.0,13067000000.0,16160000000.0,4036000000.0,11248000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,FY,,2013-12-31,2015-02-05 08:41:56+00:00,595000000.0,924000000.0,12000000.0,5087000000.0,-22000000.0,2540000000.0,138000000.0,172000000.0,0.0,4718000000.0,126000000.0,297000000.0,,96000000.0,17333000000.0,7101000000.0,59000000.0,881000000.0,12246000000.0,37000000.0,1656000000.0,239000000.0,646000000.0,63000000.0,328000000.0,213000000.0,,,1939000000.0,306000000.0,,,32000000.0,-1242000000.0,732000000.0,17416000000.0,3454000000.0,2526000000.0,1945000000.0,3454000000.0,3491000000.0,13925000000.0,17416000000.0,2644000000.0,11980000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q3,,2013-09-30,2013-10-24 15:10:36+00:00,526000000.0,688000000.0,0.0,5355000000.0,-39000000.0,2408000000.0,140000000.0,260000000.0,0.0,4711000000.0,,154000000.0,,65000000.0,16566000000.0,7089000000.0,63000000.0,1089000000.0,11211000000.0,37000000.0,1396000000.0,740000000.0,556000000.0,84000000.0,248000000.0,187000000.0,,,2755000000.0,316000000.0,,,32000000.0,-1276000000.0,532000000.0,16986000000.0,3396000000.0,2401000000.0,1464000000.0,3396000000.0,3433000000.0,13553000000.0,16986000000.0,3374000000.0,12089000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q2,,2013-06-30,2013-07-25 09:39:58+00:00,521000000.0,738000000.0,0.0,5278000000.0,-56000000.0,2562000000.0,144000000.0,537000000.0,0.0,4713000000.0,,283000000.0,,93000000.0,16086000000.0,6695000000.0,63000000.0,830000000.0,10808000000.0,37000000.0,1157000000.0,1393000000.0,504000000.0,76000000.0,275000000.0,147000000.0,,,3569000000.0,316000000.0,,,29000000.0,-1334000000.0,758000000.0,17429000000.0,3323000000.0,2485000000.0,1802000000.0,3323000000.0,3360000000.0,14069000000.0,17429000000.0,4136000000.0,12267000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2013.0,Q1,,2013-03-31,2013-04-25 10:38:44+00:00,436000000.0,924000000.0,1000000.0,5200000000.0,-54000000.0,2535000000.0,149000000.0,586000000.0,0.0,4706000000.0,,260000000.0,,68000000.0,15732000000.0,6741000000.0,60000000.0,637000000.0,10532000000.0,44000000.0,1140000000.0,1398000000.0,508000000.0,73000000.0,279000000.0,148000000.0,,,3641000000.0,311000000.0,,,29000000.0,-1346000000.0,732000000.0,17269000000.0,3306000000.0,2528000000.0,1645000000.0,3306000000.0,3350000000.0,13919000000.0,17269000000.0,4209000000.0,12274000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,FY,,2014-12-31,2015-07-23 09:24:59+00:00,688000000.0,892000000.0,6000000.0,5415000000.0,-49000000.0,2435000000.0,123000000.0,207000000.0,0.0,4777000000.0,,382000000.0,,108000000.0,18827000000.0,8016000000.0,61000000.0,945000000.0,13412000000.0,37000000.0,1719000000.0,872000000.0,807000000.0,98000000.0,377000000.0,230000000.0,41000000.0,,2308000000.0,299000000.0,,,37000000.0,-1058000000.0,600000000.0,19185000000.0,3670000000.0,2597000000.0,2014000000.0,3670000000.0,3707000000.0,15478000000.0,19185000000.0,3176000000.0,13464000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q3,,2014-09-30,2014-10-23 09:39:04+00:00,613000000.0,694000000.0,,5321000000.0,-20000000.0,2519000000.0,129000000.0,493000000.0,0.0,4770000000.0,48000000.0,89000000.0,,65000000.0,17155000000.0,8042000000.0,61000000.0,1152000000.0,13045000000.0,37000000.0,1787000000.0,242000000.0,759000000.0,96000000.0,214000000.0,191000000.0,,,1782000000.0,307000000.0,,,37000000.0,-1080000000.0,690000000.0,18381000000.0,3670000000.0,2734000000.0,1648000000.0,3670000000.0,3707000000.0,14674000000.0,18381000000.0,2602000000.0,13026000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q2,,2014-06-30,2014-07-24 09:51:22+00:00,597000000.0,765000000.0,,5242000000.0,-20000000.0,2549000000.0,131000000.0,358000000.0,0.0,4764000000.0,29000000.0,225000000.0,,103000000.0,16583000000.0,7535000000.0,62000000.0,775000000.0,12680000000.0,37000000.0,1715000000.0,241000000.0,687000000.0,88000000.0,419000000.0,199000000.0,,,1825000000.0,303000000.0,,,31000000.0,-1099000000.0,439000000.0,17719000000.0,3645000000.0,2465000000.0,1563000000.0,3645000000.0,3682000000.0,14037000000.0,17719000000.0,2574000000.0,12474000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2014.0,Q1,,2014-03-31,2014-04-24 10:16:01+00:00,642000000.0,1042000000.0,0.0,5168000000.0,-21000000.0,2564000000.0,135000000.0,758000000.0,0.0,4749000000.0,42000000.0,225000000.0,,67000000.0,16322000000.0,7536000000.0,61000000.0,537000000.0,11154000000.0,37000000.0,1686000000.0,240000000.0,646000000.0,69000000.0,490000000.0,201000000.0,,,3094000000.0,307000000.0,,,31000000.0,-1110000000.0,666000000.0,17924000000.0,3618000000.0,2969000000.0,1801000000.0,3618000000.0,3655000000.0,14269000000.0,17924000000.0,3801000000.0,12468000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,FY,,2015-12-31,2017-02-07 10:08:29+00:00,642000000.0,785000000.0,26000000.0,5747000000.0,-47000000.0,2527000000.0,,266000000.0,0.0,4840000000.0,,349000000.0,,106000000.0,20452000000.0,8400000000.0,64000000.0,778000000.0,14705000000.0,37000000.0,2073000000.0,591000000.0,1027000000.0,128000000.0,328000000.0,224000000.0,16000000.0,,2183000000.0,313000000.0,,118000000.0,19000000.0,-855000000.0,955000000.0,20299000000.0,3938000000.0,2320000000.0,2302000000.0,3938000000.0,3975000000.0,16324000000.0,20299000000.0,3274000000.0,14022000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q3,,2015-09-30,2015-10-29 10:05:32+00:00,594000000.0,652000000.0,20000000.0,5697000000.0,-49000000.0,2529000000.0,111000000.0,150000000.0,0.0,4832000000.0,12000000.0,90000000.0,,64000000.0,19857000000.0,7903000000.0,61000000.0,873000000.0,14160000000.0,37000000.0,2036000000.0,847000000.0,950000000.0,119000000.0,248000000.0,211000000.0,17000000.0,,2158000000.0,299000000.0,,,52000000.0,-881000000.0,809000000.0,19452000000.0,3902000000.0,2123000000.0,1788000000.0,3902000000.0,3939000000.0,15513000000.0,19452000000.0,3169000000.0,13725000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q2,,2015-06-30,2015-07-23 09:24:59+00:00,564000000.0,681000000.0,27000000.0,5633000000.0,-48000000.0,2484000000.0,113000000.0,477000000.0,0.0,4815000000.0,17000000.0,235000000.0,,103000000.0,19408000000.0,8040000000.0,61000000.0,683000000.0,13775000000.0,37000000.0,1956000000.0,846000000.0,884000000.0,114000000.0,279000000.0,192000000.0,,,2227000000.0,304000000.0,,,40000000.0,-949000000.0,519000000.0,19238000000.0,3818000000.0,2291000000.0,1640000000.0,3818000000.0,3855000000.0,15383000000.0,19238000000.0,3172000000.0,13743000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2015.0,Q1,,2015-03-31,2015-04-23 09:37:27+00:00,521000000.0,919000000.0,23000000.0,5545000000.0,-48000000.0,2483000000.0,117000000.0,522000000.0,0.0,4786000000.0,,260000000.0,,67000000.0,19071000000.0,8143000000.0,62000000.0,540000000.0,13526000000.0,37000000.0,1869000000.0,844000000.0,823000000.0,103000000.0,319000000.0,185000000.0,49000000.0,,2286000000.0,304000000.0,,,49000000.0,-936000000.0,543000000.0,19198000000.0,3802000000.0,2501000000.0,1599000000.0,3802000000.0,3839000000.0,15359000000.0,19198000000.0,3171000000.0,13760000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,FY,,2016-12-31,2018-02-14 10:22:00+00:00,610000000.0,833000000.0,21000000.0,6056000000.0,-50000000.0,2488000000.0,110000000.0,235000000.0,0.0,4919000000.0,,348000000.0,,98000000.0,21771000000.0,8640000000.0,65000000.0,626000000.0,15715000000.0,37000000.0,2360000000.0,789000000.0,1118000000.0,180000000.0,348000000.0,294000000.0,39000000.0,,2444000000.0,290000000.0,,,19000000.0,-616000000.0,1284000000.0,21622000000.0,4253000000.0,2280000000.0,2655000000.0,4253000000.0,4290000000.0,17332000000.0,21622000000.0,3627000000.0,14677000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q3,,2016-09-30,2016-10-27 09:56:42+00:00,548000000.0,646000000.0,33000000.0,5953000000.0,-45000000.0,2498000000.0,110000000.0,339000000.0,0.0,4911000000.0,,93000000.0,,76000000.0,21396000000.0,8722000000.0,68000000.0,736000000.0,15443000000.0,37000000.0,2304000000.0,560000000.0,1110000000.0,146000000.0,262000000.0,239000000.0,41000000.0,,2023000000.0,283000000.0,,,28000000.0,-607000000.0,1080000000.0,20842000000.0,4259000000.0,2198000000.0,2069000000.0,4259000000.0,4296000000.0,16546000000.0,20842000000.0,3201000000.0,14477000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q2,,2016-06-30,2016-07-28 10:59:20+00:00,568000000.0,615000000.0,41000000.0,5922000000.0,-47000000.0,2512000000.0,110000000.0,385000000.0,0.0,4909000000.0,,252000000.0,,107000000.0,21109000000.0,8486000000.0,66000000.0,573000000.0,15187000000.0,37000000.0,2200000000.0,570000000.0,1098000000.0,142000000.0,283000000.0,205000000.0,15000000.0,,2081000000.0,301000000.0,,,18000000.0,-706000000.0,918000000.0,20463000000.0,4156000000.0,2031000000.0,2091000000.0,4156000000.0,4193000000.0,16270000000.0,20463000000.0,3245000000.0,14179000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2016.0,Q1,,2016-03-31,2016-04-28 09:32:46+00:00,543000000.0,741000000.0,34000000.0,5878000000.0,-47000000.0,2532000000.0,114000000.0,177000000.0,0.0,4900000000.0,,254000000.0,,72000000.0,20785000000.0,8170000000.0,64000000.0,498000000.0,14907000000.0,37000000.0,2133000000.0,581000000.0,1034000000.0,135000000.0,295000000.0,194000000.0,16000000.0,,2142000000.0,314000000.0,,,28000000.0,-744000000.0,950000000.0,20037000000.0,4109000000.0,1890000000.0,2047000000.0,4109000000.0,4146000000.0,15891000000.0,20037000000.0,3240000000.0,13844000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,FY,,2017-12-31,2019-02-05 07:05:06+00:00,740000000.0,1044000000.0,33000000.0,6510000000.0,-50000000.0,4145000000.0,91000000.0,182000000.0,0.0,5022000000.0,,360000000.0,,103000000.0,23271000000.0,9123000000.0,64000000.0,672000000.0,16761000000.0,37000000.0,1356000000.0,766000000.0,1187000000.0,198000000.0,360000000.0,275000000.0,2000000.0,,2563000000.0,307000000.0,,,17000000.0,-531000000.0,1273000000.0,23050000000.0,4441000000.0,2475000000.0,2784000000.0,4441000000.0,4478000000.0,18572000000.0,23050000000.0,3814000000.0,15788000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,Q3,,2017-09-30,2017-10-26 09:28:28+00:00,632000000.0,643000000.0,35000000.0,6403000000.0,-47000000.0,2509000000.0,97000000.0,142000000.0,0.0,5016000000.0,,90000000.0,,79000000.0,22847000000.0,9024000000.0,71000000.0,787000000.0,16444000000.0,37000000.0,2589000000.0,760000000.0,1177000000.0,197000000.0,294000000.0,215000000.0,31000000.0,,2307000000.0,308000000.0,,,27000000.0,-434000000.0,1210000000.0,22120000000.0,4535000000.0,2121000000.0,2261000000.0,4535000000.0,4572000000.0,17548000000.0,22120000000.0,3555000000.0,15287000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,Q2,,2017-06-30,2017-07-28 09:40:27+00:00,9000000.0,12000000.0,77000000.0,6311000000.0,,2506000000.0,99000000.0,,0.0,,,256000000.0,,104000000.0,22430000000.0,,68000000.0,582000000.0,16119000000.0,37000000.0,89000000.0,770000000.0,1125000000.0,193000000.0,188000000.0,85000000.0,18000000.0,,2344000000.0,,,,17000000.0,,840000000.0,20666000000.0,,1010000000.0,1371000000.0,,37000000.0,4835000000.0,4872000000.0,3537000000.0,3464000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2017.0,Q1,,2017-03-31,2017-05-01 09:00:25+00:00,9000000.0,12000000.0,73000000.0,6206000000.0,,2519000000.0,104000000.0,,0.0,,,260000000.0,,73000000.0,22063000000.0,,66000000.0,425000000.0,15857000000.0,37000000.0,72000000.0,781000000.0,1092000000.0,186000000.0,215000000.0,220000000.0,19000000.0,,2393000000.0,,,,30000000.0,,812000000.0,20295000000.0,,887000000.0,1447000000.0,,37000000.0,4923000000.0,4960000000.0,3551000000.0,3476000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2018.0,Q3,,2018-09-30,2018-10-25 09:47:32+00:00,689000000.0,725000000.0,14000000.0,6909000000.0,-59000000.0,4166000000.0,75000000.0,323000000.0,0.0,5086000000.0,,107000000.0,,83000000.0,24699000000.0,8869000000.0,72000000.0,741000000.0,17790000000.0,37000000.0,1483000000.0,797000000.0,1393000000.0,237000000.0,280000000.0,299000000.0,26000000.0,,2284000000.0,295000000.0,,,42000000.0,-278000000.0,2250000000.0,23913000000.0,4749000000.0,2374000000.0,3442000000.0,4749000000.0,4786000000.0,19127000000.0,23913000000.0,3749000000.0,15685000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2018.0,Q2,,2018-06-30,2018-07-26 09:57:25+00:00,629000000.0,722000000.0,45000000.0,6808000000.0,-61000000.0,4177000000.0,81000000.0,477000000.0,0.0,5079000000.0,,267000000.0,,102000000.0,24045000000.0,9272000000.0,74000000.0,570000000.0,17237000000.0,37000000.0,1446000000.0,787000000.0,1246000000.0,206000000.0,294000000.0,276000000.0,0.0,,2469000000.0,305000000.0,,,17000000.0,-346000000.0,1216000000.0,23312000000.0,4672000000.0,2286000000.0,2535000000.0,4672000000.0,4709000000.0,18603000000.0,23312000000.0,3789000000.0,16068000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2018.0,Q1,,2018-03-31,2018-04-26 09:45:31+00:00,540000000.0,1015000000.0,46000000.0,6682000000.0,-61000000.0,4174000000.0,86000000.0,195000000.0,0.0,5040000000.0,,265000000.0,,77000000.0,23586000000.0,8996000000.0,67000000.0,445000000.0,16904000000.0,37000000.0,1412000000.0,778000000.0,1183000000.0,201000000.0,323000000.0,268000000.0,2000000.0,,2507000000.0,307000000.0,,,26000000.0,-383000000.0,1286000000.0,22868000000.0,4596000000.0,2207000000.0,2482000000.0,4596000000.0,4633000000.0,18235000000.0,22868000000.0,3757000000.0,15753000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2019.0,FY,,2019-12-31,2020-04-27 10:24:52+00:00,635000000.0,903000000.0,35000000.0,-3938000000.0,-73000000.0,4219000000.0,,140000000.0,0.0,5116000000.0,,437000000.0,,104000000.0,26286000000.0,11951000000.0,71000000.0,605000000.0,18926000000.0,37000000.0,1775000000.0,674000000.0,2205000000.0,223000000.0,424000000.0,273000000.0,19000000.0,,3228000000.0,383000000.0,,,17000000.0,-25000000.0,1220000000.0,26837000000.0,5018000000.0,2331000000.0,2704000000.0,5018000000.0,5055000000.0,21706000000.0,26837000000.0,5504000000.0,19002000000.0,
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2019.0,Q3,,2019-09-30,2019-10-24 09:40:42+00:00,607000000.0,657000000.0,18000000.0,7264000000.0,-67000000.0,4205000000.0,,403000000.0,0.0,5107000000.0,,125000000.0,,99000000.0,25788000000.0,12040000000.0,68000000.0,699000000.0,18524000000.0,37000000.0,1704000000.0,447000000.0,2172000000.0,234000000.0,283000000.0,242000000.0,,,2859000000.0,373000000.0,,,29000000.0,-83000000.0,1074000000.0,26009000000.0,4957000000.0,2305000000.0,2165000000.0,4957000000.0,4994000000.0,20934000000.0,26009000000.0,5099000000.0,18769000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2019.0,Q2,,2019-06-30,2019-07-25 10:12:53+00:00,636000000.0,764000000.0,34000000.0,7130000000.0,-67000000.0,4224000000.0,,312000000.0,0.0,5100000000.0,,295000000.0,,95000000.0,25236000000.0,11236000000.0,64000000.0,552000000.0,18106000000.0,37000000.0,1665000000.0,443000000.0,1919000000.0,249000000.0,315000000.0,249000000.0,40000000.0,,2863000000.0,364000000.0,,,22000000.0,-182000000.0,1077000000.0,25292000000.0,4851000000.0,2254000000.0,2386000000.0,4851000000.0,4888000000.0,20318000000.0,25292000000.0,4846000000.0,17932000000.0,0.0
CMS Energy Corp,CMS,549300IA9XFBAGNIBW29,811156,2020.0,Q1,,2020-03-31,2020-04-27 10:24:52+00:00,497000000.0,909000000.0,42000000.0,-3754000000.0,-76000000.0,4292000000.0,,834000000.0,0.0,5210000000.0,,330000000.0,,100000000.0,26707000000.0,12545000000.0,72000000.0,434000000.0,19144000000.0,37000000.0,1841000000.0,141000000.0,2155000000.0,241000000.0,372000000.0,250000000.0,0.0,,3188000000.0,395000000.0,,,27000000.0,51000000.0,1721000000.0,27447000000.0,5185000000.0,2817000000.0,2940000000.0,5185000000.0,5222000000.0,22154000000.0,27447000000.0,5415000000.0,19214000000.0,
