company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 17:17:42+00:00,2.17,2.17,28368000.0,1.13,40563000.0,89052000.0,89052000.0,73263000.0,97706000.0,354073000.0,933000.0,,15789000.0,81954000.0,97706000.0,256367000.0,17363000.0,,110322000.0,146045000.0,-16430000.0,129615000.0,354073000.0,33800000.0,33802000.0,78854.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 17:06:43+00:00,3.0,3.0,33745000.0,1.34,43384000.0,107896000.0,107896000.0,106408000.0,118737000.0,433841000.0,1319000.0,,1488000.0,110866000.0,118737000.0,315104000.0,20532000.0,,144611000.0,170493000.0,-19213000.0,151280000.0,433841000.0,35500000.0,35434000.0,80751000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2010.0,Q3,2010-07-01,2010-09-30,2011-11-14 16:06:52+00:00,0.85,0.85,8925000.0,0.41,10803000.0,33398000.0,33398000.0,28869000.0,31475000.0,111655000.0,696000.0,,4529000.0,22193000.0,31475000.0,80180000.0,5557000.0,,31118000.0,49062000.0,-4861000.0,44201000.0,111655000.0,34000000.0,34076000.0,80880.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2010.0,Q2,2010-04-01,2010-06-30,2011-08-15 07:11:33+00:00,0.74,0.74,8259000.0,0.37,15501000.0,29640000.0,29640000.0,25224000.0,31572000.0,111437000.0,115000.0,,4416000.0,21049000.0,31572000.0,79865000.0,5531000.0,,29308000.0,50557000.0,-5416000.0,45141000.0,111437000.0,34100000.0,33988000.0,80701.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q4,2011-10-01,2011-12-31,,0.47,0.47,9924000.0,0.45,13009000.0,37771000.0,37771000.0,37771000.0,40625000.0,140160000.0,-19000.0,,,35379000.0,40625000.0,99535000.0,3433000.0,,45303000.0,54232000.0,-3452000.0,50780000.0,140160000.0,80500000.0,80610000.0,83654000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 16:55:06+00:00,1.83,1.83,36171000.0,1.76,63542000.0,147335000.0,147335000.0,147335000.0,135715000.0,519591000.0,589000.0,,,121371000.0,135715000.0,383876000.0,16046000.0,,157542000.0,226334000.0,-15457000.0,210877000.0,519591000.0,80500000.0,80610000.0,83654000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 16:57:56+00:00,0.5,0.5,9052000.0,0.48,18597000.0,40514000.0,40514000.0,40514000.0,34225000.0,134213000.0,518000.0,,,29213000.0,34225000.0,99988000.0,3130000.0,,38265000.0,61723000.0,-2612000.0,59111000.0,134213000.0,81000000.0,80819000.0,83649000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.36,1.36,26247000.0,1.31,50533000.0,109564000.0,109564000.0,109564000.0,95090000.0,379431000.0,608000.0,,,85992000.0,95090000.0,284341000.0,12613000.0,,112239000.0,172102000.0,-12005000.0,160097000.0,379431000.0,81000000.0,80819000.0,83649000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.86,0.86,17195000.0,0.83,31936000.0,69050000.0,69050000.0,69050000.0,60865000.0,245218000.0,90000.0,,,56779000.0,60865000.0,184353000.0,9483000.0,,73974000.0,110379000.0,-9393000.0,100986000.0,245218000.0,79800000.0,80151000.0,83548000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q2,2011-04-01,2011-06-30,2012-08-09 16:17:13+00:00,0.46,0.46,8588000.0,0.44,17113000.0,36715000.0,36715000.0,36715000.0,34656000.0,134213000.0,56000.0,,,31077000.0,34656000.0,99557000.0,6120000.0,,39665000.0,59892000.0,-6064000.0,53828000.0,134213000.0,79800000.0,80151000.0,83548000.0
