company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2010.0,FY,,2010-12-31,2012-02-29 17:17:42+00:00,177644000.0,404163000.0,49176000.0,56195000.0,-8101000.0,114804000.0,0.0,422103000.0,4484000.0,78685000.0,601666000.0,83013000.0,193861000.0,313796000.0,,26818000.0,83255000.0,,42790000.0,,33191000.0,62341000.0,387163000.0,155617000.0,1484118000.0,625945000.0,618983000.0,461122000.0,625945000.0,625945000.0,858173000.0,1484118000.0,838317000.0,397051000.0,0.0,-175220000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,FY,,2011-12-31,2013-03-01 17:06:43+00:00,478882000.0,761791000.0,41565000.0,60656000.0,-13716000.0,285159000.0,0.0,466317000.0,6140000.0,180269000.0,760736000.0,93380000.0,385607000.0,278429000.0,,32724000.0,132752000.0,,45834000.0,,15416000.0,55762000.0,534498000.0,425836000.0,2349169000.0,811436000.0,1124268000.0,1126552000.0,811436000.0,811436000.0,1537733000.0,2349169000.0,1192177000.0,411181000.0,0.0,-175663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q3,,2011-09-30,2011-11-14 16:06:52+00:00,241423000.0,569530000.0,29192000.0,60069000.0,-8646000.0,137284000.0,0.0,449407000.0,4594000.0,168259000.0,642799000.0,90435000.0,234135000.0,281481000.0,,30366000.0,92121000.0,,45310000.0,,18126000.0,57399000.0,496726000.0,165243000.0,1739543000.0,761824000.0,786933000.0,604117000.0,761824000.0,761824000.0,977719000.0,1739543000.0,922244000.0,373602000.0,,-175663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2011.0,Q2,,2011-06-30,2011-08-15 07:11:33+00:00,234873000.0,549800000.0,51641000.0,62971000.0,-3761000.0,101200000.0,0.0,436242000.0,4414000.0,78231000.0,602802000.0,90770000.0,185593000.0,285291000.0,,27799000.0,78600000.0,,47443000.0,,36850000.0,63008000.0,456212000.0,177243000.0,1618909000.0,713030000.0,755272000.0,541988000.0,713030000.0,713030000.0,905879000.0,1618909000.0,835838000.0,363891000.0,,-175663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2012.0,FY,,2012-12-31,2014-03-03 16:55:06+00:00,418609000.0,823441000.0,75812000.0,48706000.0,-3346000.0,283649000.0,0.0,542134000.0,6464000.0,187627000.0,926609000.0,93902000.0,463864000.0,485217000.0,,45196000.0,180609000.0,20299000.0,90847000.0,0.0,28126000.0,53674000.0,750697000.0,439875000.0,2721870000.0,913822000.0,1195354000.0,1142222000.0,913822000.0,913822000.0,1808048000.0,2721870000.0,1481320000.0,665826000.0,0.0,-375663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2012.0,Q3,,2012-09-30,2012-11-09 16:57:56+00:00,533113000.0,933818000.0,60697000.0,70466000.0,-5067000.0,300061000.0,0.0,525172000.0,6296000.0,177952000.0,923715000.0,117008000.0,465785000.0,278863000.0,,46542000.0,172789000.0,,88110000.0,,25608000.0,52186000.0,690626000.0,583639000.0,2842121000.0,1035068000.0,1317969000.0,1355401000.0,1035068000.0,1035068000.0,1807053000.0,2842121000.0,1477610000.0,451652000.0,,-175663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2012.0,Q2,,2012-06-30,2012-08-09 16:17:13+00:00,474837000.0,870796000.0,34857000.0,66198000.0,-13841000.0,255579000.0,0.0,500446000.0,4310000.0,170640000.0,775749000.0,101875000.0,408731000.0,285950000.0,,35677000.0,141612000.0,,86215000.0,,17505000.0,50127000.0,630978000.0,454873000.0,2504689000.0,941920000.0,1198317000.0,1135207000.0,941920000.0,941920000.0,1562769000.0,2504689000.0,1270695000.0,427562000.0,,-175663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2012.0,Q1,,2012-03-31,2012-05-10 17:22:14+00:00,534111000.0,940810000.0,40237000.0,65252000.0,-4644000.0,287119000.0,0.0,486771000.0,4337000.0,174975000.0,763487000.0,99479000.0,373412000.0,274883000.0,,34227000.0,133310000.0,,83010000.0,,17305000.0,57209000.0,576577000.0,520359000.0,2560916000.0,883041000.0,1306780000.0,1269682000.0,883041000.0,883041000.0,1677875000.0,2560916000.0,1219909000.0,408193000.0,,-175663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2013.0,FY,,2013-12-31,2015-03-02 17:06:32+00:00,467202000.0,922351000.0,114870000.0,57144000.0,-47426000.0,338105000.0,0.0,631784000.0,4750000.0,182541000.0,1552725000.0,111100000.0,871263000.0,474939000.0,,53956000.0,249504000.0,132846000.0,100779000.0,55001000.0,40062000.0,48244000.0,1035198000.0,1011439000.0,3932235000.0,1243893000.0,1353512000.0,1908898000.0,1243893000.0,1243893000.0,2688342000.0,3932235000.0,2524767000.0,779444000.0,0.0,-375663000.0
Fleetcor Technologies Inc,FLT,549300DG6RR0NQSFLN74,1175454,2013.0,Q3,,2013-09-30,2013-11-08 16:08:52+00:00,567420000.0,1055901000.0,69054000.0,59491000.0,-19207000.0,345689000.0,0.0,601694000.0,5938000.0,177511000.0,1241969000.0,108288000.0,643938000.0,479082000.0,,48797000.0,225161000.0,128085000.0,49877000.0,,32988000.0,50008000.0,967078000.0,654890000.0,3475105000.0,1173902000.0,1490524000.0,1596960000.0,1173902000.0,1173902000.0,2301203000.0,3475105000.0,1935784000.0,704243000.0,,-375663000.0
