company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,investmentbankingincome,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,restructuringcharge,salariesandemployeebenefitsexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2007.0,FY,2007-01-01,2007-12-31,2010-03-10 17:25:57+00:00,238000000.0,7.53,7.53,2.68,7.37,463000000.0,4037000000.0,1357000000.0,1357000000.0,993000000.0,364000000.0,526000000.0,,1546000000.0,808000000.0,0.0,1767000000.0,3551000000.0,4845000000.0,1820000000.0,4845000000.0,131900000.0,128488561.0,131378061.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:20:47+00:00,276000000.0,5.86,5.86,3.12,5.78,387000000.0,4257000000.0,629000000.0,629000000.0,784000000.0,-155000000.0,-577000000.0,,1342000000.0,807000000.0,38000000.0,1815000000.0,3471000000.0,5064000000.0,1016000000.0,5064000000.0,133800000.0,129543443.0,131376517.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:59:01+00:00,71000000.0,1.62,1.62,0.78,1.59,117000000.0,1084000000.0,196000000.0,196000000.0,217000000.0,-21000000.0,-141000000.0,,320000000.0,229000000.0,0.0,468000000.0,859000000.0,1313000000.0,313000000.0,1313000000.0,134000000.0,129793939.0,132270351.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 15:13:33+00:00,70000000.0,2.04,2.04,0.78,2.0,147000000.0,1161000000.0,254000000.0,254000000.0,274000000.0,-20000000.0,-4000000.0,,360000000.0,226000000.0,0.0,552000000.0,982000000.0,1387000000.0,401000000.0,1387000000.0,134300000.0,129569325.0,132032538.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2009.0,Q4,2009-10-01,2009-12-31,,63000000.0,1.68,1.68,0.78,1.63,150000000.0,1254000000.0,257000000.0,257000000.0,256000000.0,1000000.0,18000000.0,,-2000000.0,-187000000.0,,617000000.0,678000000.0,1067000000.0,407000000.0,1067000000.0,140200000.0,136669164.0,139481449.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:27:56+00:00,247000000.0,6.24,6.24,3.12,6.11,375000000.0,3826000000.0,897000000.0,897000000.0,875000000.0,22000000.0,-6000000.0,,874000000.0,397000000.0,22000000.0,1802000000.0,2945000000.0,4223000000.0,1272000000.0,4223000000.0,140200000.0,136669164.0,139481449.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2009.0,Q3YTD,2009-01-01,2009-09-30,,184000000.0,4.56,4.56,2.34,4.48,225000000.0,2572000000.0,640000000.0,640000000.0,619000000.0,21000000.0,-24000000.0,,876000000.0,584000000.0,22000000.0,1185000000.0,2267000000.0,3156000000.0,865000000.0,3156000000.0,137200000.0,133266379.0,135902241.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 06:11:27+00:00,59000000.0,2.31,2.31,0.78,2.27,101000000.0,915000000.0,334000000.0,334000000.0,317000000.0,17000000.0,78000000.0,,280000000.0,225000000.0,,444000000.0,783000000.0,1140000000.0,435000000.0,1140000000.0,137200000.0,133266379.0,135902241.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2009.0,Q2YTD,2009-01-01,2009-06-30,,125000000.0,2.25,2.25,1.56,2.21,124000000.0,1657000000.0,306000000.0,306000000.0,302000000.0,4000000.0,-102000000.0,,596000000.0,359000000.0,22000000.0,741000000.0,1484000000.0,2016000000.0,430000000.0,2016000000.0,134600000.0,130928926.0,133364611.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 15:01:07+00:00,62000000.0,1.62,1.62,0.78,1.59,94000000.0,857000000.0,244000000.0,244000000.0,218000000.0,26000000.0,77000000.0,,316000000.0,172000000.0,,390000000.0,768000000.0,1029000000.0,338000000.0,1029000000.0,134600000.0,130928926.0,133364611.0
