company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2012.0,Q2,,2012-06-30,2012-08-08 15:00:59+00:00,-126000000.0,3639000000.0,0.0,19225000000.0,71000000.0,12888000000.0,17441000000.0,1508000000.0,29769000000.0,1508000000.0,571000000.0,178000000.0,2796000000.0,,6257000000.0,1890000000.0,38000000.0,5627000000.0,119542000000.0,119542000000.0,100000000.0,182480000000.0,24602000000.0,24672000000.0,24884000000.0,157558000000.0,182480000000.0,0.0,24024000000.0,-124000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2012.0,Q1,,2012-03-31,2012-05-09 15:32:45+00:00,-90000000.0,2647000000.0,0.0,20107000000.0,139000000.0,12899000000.0,17480000000.0,1554000000.0,28579000000.0,1554000000.0,545000000.0,185000000.0,2794000000.0,36000000.0,6234000000.0,1835000000.0,79000000.0,5390000000.0,123167000000.0,123167000000.0,100000000.0,185518000000.0,25339000000.0,25303000000.0,25524000000.0,159915000000.0,185518000000.0,0.0,24293000000.0,-104000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2013.0,FY,,2013-12-31,2015-02-27 16:34:29+00:00,-35000000.0,4551000000.0,0.0,19475000000.0,,12980000000.0,17501000000.0,2325000000.0,7308000000.0,2325000000.0,525000000.0,135000000.0,2939000000.0,,6163000000.0,2831000000.0,54000000.0,8208000000.0,155113000000.0,176901000000.0,,219873000000.0,26438000000.0,26460000000.0,26616000000.0,193203000000.0,219873000000.0,,23939000000.0,-1210000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2013.0,Q3,,2013-09-30,2013-11-08 14:22:06+00:00,-79000000.0,4080000000.0,0.0,19393000000.0,,12938000000.0,17513000000.0,2107000000.0,7006000000.0,2107000000.0,523000000.0,127000000.0,5070000000.0,,6273000000.0,4644000000.0,41000000.0,7653000000.0,146646000000.0,168608000000.0,,212717000000.0,25974000000.0,25999000000.0,26145000000.0,186531000000.0,212717000000.0,0.0,23840000000.0,-993000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2013.0,Q2,,2013-06-30,2013-08-08 16:20:02+00:00,-198000000.0,3793000000.0,0.0,19304000000.0,,12899000000.0,17322000000.0,2160000000.0,26509000000.0,2160000000.0,524000000.0,142000000.0,3002000000.0,,6346000000.0,2219000000.0,70000000.0,7210000000.0,132846000000.0,132846000000.0,,193745000000.0,25566000000.0,25589000000.0,25755000000.0,167920000000.0,193745000000.0,0.0,21199000000.0,-750000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2013.0,Q1,,2013-03-31,2013-05-09 14:06:08+00:00,-166000000.0,4232000000.0,0.0,19212000000.0,,12904000000.0,17362000000.0,2514000000.0,28958000000.0,2514000000.0,529000000.0,286000000.0,3245000000.0,,6552000000.0,2259000000.0,36000000.0,6767000000.0,137302000000.0,137302000000.0,,200738000000.0,25290000000.0,25345000000.0,25631000000.0,175071000000.0,200738000000.0,0.0,22650000000.0,-523000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2014.0,Q3,,2014-09-30,2014-11-07 15:06:37+00:00,-169000000.0,6324000000.0,0.0,19272000000.0,,12966000000.0,17378000000.0,2883000000.0,8826000000.0,2883000000.0,468000000.0,114000000.0,3397000000.0,,6194000000.0,3063000000.0,49000000.0,9673000000.0,156479000000.0,177445000000.0,,222812000000.0,27119000000.0,27106000000.0,27235000000.0,195528000000.0,222812000000.0,0.0,22917000000.0,-1657000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2014.0,Q2,,2014-06-30,2014-08-08 10:57:27+00:00,1000000.0,5497000000.0,0.0,19183000000.0,,12971000000.0,17418000000.0,2533000000.0,8635000000.0,2533000000.0,496000000.0,120000000.0,5130000000.0,,6269000000.0,4170000000.0,47000000.0,9080000000.0,161499000000.0,185553000000.0,,231693000000.0,26848000000.0,26881000000.0,27019000000.0,204627000000.0,231693000000.0,0.0,26149000000.0,-1416000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2014.0,Q1,,2014-03-31,2014-05-09 14:55:06+00:00,-35000000.0,4585000000.0,0.0,19089000000.0,,12975000000.0,17459000000.0,2183000000.0,8180000000.0,2183000000.0,508000000.0,117000000.0,3636000000.0,,6274000000.0,2283000000.0,88000000.0,8598000000.0,155097000000.0,172859000000.0,,216297000000.0,26472000000.0,26478000000.0,26613000000.0,189596000000.0,216297000000.0,0.0,19854000000.0,-1180000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2015.0,Q3,,2015-09-30,2015-11-06 12:35:27+00:00,-408000000.0,5825000000.0,0.0,19329000000.0,,12965000000.0,17360000000.0,,4950000000.0,,543000000.0,87000000.0,3621000000.0,,6325000000.0,2904000000.0,258000000.0,11533000000.0,148969000000.0,179753000000.0,,222216000000.0,28136000000.0,28136000000.0,28223000000.0,193735000000.0,222216000000.0,0.0,33988000000.0,-2318000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2015.0,Q2,,2015-06-30,2015-08-07 16:43:13+00:00,-339000000.0,4971000000.0,0.0,19254000000.0,,12970000000.0,17394000000.0,,4947000000.0,,545000000.0,96000000.0,3443000000.0,,6162000000.0,2421000000.0,258000000.0,11052000000.0,162911000000.0,195348000000.0,,237008000000.0,27776000000.0,27776000000.0,27872000000.0,208878000000.0,237008000000.0,0.0,34774000000.0,-2191000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2015.0,Q1,,2015-03-31,2015-05-08 13:17:37+00:00,-439000000.0,4572000000.0,0.0,19128000000.0,,12975000000.0,17429000000.0,3895000000.0,8902000000.0,3895000000.0,537000000.0,89000000.0,3689000000.0,,6345000000.0,2398000000.0,180000000.0,10597000000.0,162046000000.0,197413000000.0,,242714000000.0,27359000000.0,27375000000.0,27476000000.0,215058000000.0,242714000000.0,0.0,37571000000.0,-1927000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2016.0,FY,,2016-12-31,2018-02-28 14:38:00+00:00,-716000000.0,6175000000.0,0.0,19339000000.0,,13118000000.0,17363000000.0,,4915000000.0,,559000000.0,52000000.0,3478000000.0,,6277000000.0,2760000000.0,194000000.0,13660000000.0,149089000000.0,176881000000.0,,220177000000.0,29098000000.0,29098000000.0,29150000000.0,190833000000.0,220177000000.0,,30395000000.0,-3185000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2017.0,FY,,2017-12-31,2019-02-28 16:25:04+00:00,-432000000.0,7038000000.0,0.0,19258000000.0,,13220000000.0,17389000000.0,,5014000000.0,,592000000.0,50000000.0,4401000000.0,,5522000000.0,3314000000.0,416000000.0,16939000000.0,149937000000.0,174127000000.0,,220241000000.0,31798000000.0,31798000000.0,31848000000.0,187977000000.0,220241000000.0,,27664000000.0,-3967000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2017.0,Q3,,2017-09-30,2017-11-08 11:58:31+00:00,-473000000.0,6247000000.0,0.0,19147000000.0,,13226000000.0,17400000000.0,,5000000000.0,,571000000.0,55000000.0,4540000000.0,,6515000000.0,3266000000.0,320000000.0,15065000000.0,147938000000.0,175369000000.0,,220567000000.0,30042000000.0,30042000000.0,30097000000.0,190150000000.0,220567000000.0,0.0,30645000000.0,-3697000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2017.0,Q2,,2017-06-30,2017-08-08 13:38:45+00:00,-575000000.0,5582000000.0,0.0,19040000000.0,,13199000000.0,17423000000.0,,4970000000.0,,549000000.0,61000000.0,4442000000.0,,6814000000.0,2660000000.0,271000000.0,14523000000.0,146888000000.0,173157000000.0,,217488000000.0,29555000000.0,29555000000.0,29616000000.0,187601000000.0,217488000000.0,0.0,29405000000.0,-3433000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2017.0,Q1,,2017-03-31,2017-05-09 11:54:54+00:00,-677000000.0,5703000000.0,0.0,18931000000.0,,13113000000.0,17338000000.0,,5619000000.0,,546000000.0,50000000.0,4465000000.0,,6293000000.0,2769000000.0,309000000.0,14073000000.0,156352000000.0,186390000000.0,,230586000000.0,29156000000.0,29156000000.0,29206000000.0,201071000000.0,230586000000.0,0.0,34089000000.0,-3171000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2018.0,FY,,2018-12-31,2020-02-28 16:30:05+00:00,-691000000.0,6488000000.0,0.0,19170000000.0,,13526000000.0,17839000000.0,,4979000000.0,,643000000.0,59000000.0,5661000000.0,,6834000000.0,3280000000.0,1107000000.0,19282000000.0,90285000000.0,110940000000.0,,159573000000.0,32374000000.0,32374000000.0,32433000000.0,126033000000.0,159573000000.0,0.0,25131000000.0,-5387000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2018.0,Q3,,2018-09-30,2018-11-09 14:42:13+00:00,-616000000.0,6580000000.0,0.0,19050000000.0,,13526000000.0,17854000000.0,,5035000000.0,,588000000.0,55000000.0,4780000000.0,,6183000000.0,3014000000.0,603000000.0,18852000000.0,107982000000.0,127557000000.0,,174862000000.0,32415000000.0,32415000000.0,32470000000.0,141789000000.0,174862000000.0,0.0,23552000000.0,-4871000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2018.0,Q2,,2018-06-30,2018-08-08 13:07:19+00:00,-575000000.0,6724000000.0,0.0,18955000000.0,,13215000000.0,17367000000.0,,4994000000.0,,581000000.0,54000000.0,4473000000.0,,5791000000.0,2401000000.0,686000000.0,18138000000.0,126533000000.0,149493000000.0,,195549000000.0,32130000000.0,32130000000.0,32184000000.0,162679000000.0,195549000000.0,0.0,26656000000.0,-4388000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2018.0,Q1,,2018-03-31,2018-05-09 15:09:58+00:00,-301000000.0,6081000000.0,0.0,18858000000.0,,13217000000.0,17378000000.0,,5036000000.0,,589000000.0,44000000.0,4947000000.0,,6071000000.0,2209000000.0,561000000.0,17529000000.0,142871000000.0,170118000000.0,,216017000000.0,31978000000.0,31978000000.0,32022000000.0,183434000000.0,216017000000.0,0.0,30934000000.0,-4108000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2019.0,FY,,2019-12-31,2020-05-08 12:02:08+00:00,-571000000.0,4829000000.0,0.0,19188000000.0,,14562000000.0,18369000000.0,,4955000000.0,,715000000.0,66000000.0,6348000000.0,,7204000000.0,3224000000.0,1316000000.0,21662000000.0,102844000000.0,118310000000.0,,168622000000.0,33547000000.0,33547000000.0,33613000000.0,133693000000.0,168622000000.0,0.0,20955000000.0,-6732000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2019.0,Q3,,2019-09-30,2019-11-08 14:07:20+00:00,-784000000.0,4607000000.0,0.0,19060000000.0,,14552000000.0,18407000000.0,,6118000000.0,,669000000.0,60000000.0,6422000000.0,,7198000000.0,2752000000.0,1137000000.0,20873000000.0,95501000000.0,114200000000.0,,163872000000.0,32407000000.0,32407000000.0,32467000000.0,130268000000.0,163872000000.0,0.0,23714000000.0,-6742000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2019.0,Q2,,2019-06-30,2019-08-08 14:46:55+00:00,-664000000.0,4023000000.0,0.0,18949000000.0,,14511000000.0,18477000000.0,,6106000000.0,,659000000.0,57000000.0,6004000000.0,,6973000000.0,2355000000.0,710000000.0,20267000000.0,96807000000.0,115253000000.0,,163347000000.0,31893000000.0,31893000000.0,31950000000.0,130687000000.0,163347000000.0,0.0,22820000000.0,-6659000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2019.0,Q1,,2019-03-31,2019-05-09 13:35:40+00:00,-623000000.0,4061000000.0,0.0,18829000000.0,,13524000000.0,17824000000.0,,5100000000.0,,656000000.0,53000000.0,6285000000.0,,6798000000.0,1955000000.0,1009000000.0,19779000000.0,97993000000.0,118784000000.0,,165008000000.0,31309000000.0,31309000000.0,31362000000.0,132637000000.0,165008000000.0,0.0,25309000000.0,-6676000000.0
BlackRock Inc,BLK,549300LRIF3NWCU26A80,1364742,2020.0,Q1,,2020-03-31,2020-05-08 12:02:08+00:00,-810000000.0,4406000000.0,0.0,18887000000.0,,14559000000.0,18344000000.0,,5933000000.0,,714000000.0,57000000.0,7718000000.0,,8698000000.0,1840000000.0,1440000000.0,21872000000.0,83262000000.0,98039000000.0,,149020000000.0,33013000000.0,33013000000.0,33070000000.0,114510000000.0,149020000000.0,0.0,20017000000.0,-6936000000.0
