company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Alaska Air Group Inc,ALK,,766421,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 16:36:05+00:00,-3.74,-3.74,,204600000.0,-3.74,-77300000.0,-135900000.0,-135900000.0,-135900000.0,3010000000.0,3501700000.0,,-1800000.0,,160900000.0,0.0,84100000.0,536100000.0,3010000000.0,652600000.0,81600000.0,42400000.0,824800000.0,-172200000.0,-41000000.0,-213200000.0,3662600000.0,36300000.0,36343000.0,36343000.0
Alaska Air Group Inc,ALK,,766421,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 15:14:32+00:00,3.39,3.39,,219200000.0,3.36,81300000.0,121600000.0,121600000.0,121600000.0,2372300000.0,3203300000.0,,-400000.0,,196500000.0,,44600000.0,496300000.0,2372300000.0,1027500000.0,96700000.0,32600000.0,760100000.0,267400000.0,-64500000.0,202900000.0,3399800000.0,35900000.0,35815000.0,36154000.0
Alaska Air Group Inc,ALK,,766421,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:03:16+00:00,2.48,2.48,,55600000.0,2.46,55200000.0,87600000.0,87600000.0,87600000.0,627700000.0,912500000.0,,-800000.0,-1200000.0,54900000.0,0.0,0.0,125500000.0,627700000.0,339700000.0,24500000.0,8300000.0,179900000.0,159800000.0,-17000000.0,142800000.0,967400000.0,35300000.0,35275000.0,35681000.0
Alaska Air Group Inc,ALK,,766421,2009.0,Q2,2009-03-31,2009-06-30,2010-08-05 11:44:01+00:00,0.8,0.8,,53900000.0,0.79,18600000.0,29100000.0,29100000.0,29100000.0,559900000.0,782400000.0,,-3500000.0,5200000.0,61500000.0,35800000.0,0.0,122400000.0,559900000.0,284000000.0,23300000.0,7800000.0,217300000.0,66700000.0,-19000000.0,47700000.0,843900000.0,36400000.0,36354000.0,36591000.0
Alaska Air Group Inc,ALK,,766421,2010.0,FY,2010-01-01,2010-12-31,2013-02-14 12:59:42+00:00,3.5,3.5,,230000000.0,3.41,155000000.0,251000000.0,251000000.0,251000000.0,2600000000.0,3372000000.0,,8000000.0,,460000000.0,,13000000.0,518000000.0,2600000000.0,1232000000.0,102000000.0,29000000.0,761000000.0,471000000.0,-65000000.0,406000000.0,3832000000.0,71700000.0,71644000.0,73571000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q4,2010-10-01,2010-12-31,,0.9,0.9,,58000000.0,0.9,38900000.0,64700000.0,64700000.0,64700000.0,647000000.0,676000000.0,,4000000.0,-3400000.0,282200000.0,,3200000.0,134700000.0,647000000.0,311200000.0,25300000.0,6200000.0,192500000.0,118700000.0,-15100000.0,103600000.0,958200000.0,71700000.0,71644000.0,73571000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q3YTD,2010-01-01,2010-09-30,,5.19,5.19,,172000000.0,5.19,116100000.0,186300000.0,186300000.0,186300000.0,1953000000.0,2696000000.0,,4000000.0,3400000.0,177800000.0,,9800000.0,383300000.0,1953000000.0,920800000.0,76700000.0,22800000.0,568500000.0,352300000.0,-49900000.0,302400000.0,2873800000.0,35900000.0,35898000.0,36830000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 20:00:52+00:00,3.41,3.41,,57800000.0,3.32,75800000.0,122400000.0,122400000.0,122400000.0,648700000.0,1006700000.0,,1800000.0,,61300000.0,,9800000.0,134800000.0,648700000.0,419300000.0,28100000.0,7600000.0,202400000.0,216900000.0,-18700000.0,198200000.0,1068000000.0,35900000.0,35898000.0,36830000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.79,1.79,,114200000.0,1.79,40300000.0,63900000.0,63900000.0,63900000.0,1304300000.0,1689300000.0,,2200000.0,3400000.0,116500000.0,,,248500000.0,1304300000.0,501500000.0,48600000.0,15200000.0,366100000.0,135400000.0,-31200000.0,104200000.0,1805800000.0,35700000.0,35698000.0,36697000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q2,2010-03-31,2010-06-30,2011-08-03 19:15:45+00:00,1.64,1.64,,58000000.0,1.6,35400000.0,58600000.0,58600000.0,58600000.0,677600000.0,913900000.0,,1300000.0,3400000.0,62300000.0,,,127500000.0,677600000.0,298600000.0,24700000.0,7700000.0,188900000.0,109700000.0,-15700000.0,94000000.0,976200000.0,35700000.0,35698000.0,36697000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 17:28:17+00:00,0.15,0.15,,56200000.0,0.15,4900000.0,5300000.0,5300000.0,5300000.0,626700000.0,775400000.0,,900000.0,0.0,54200000.0,,,121000000.0,626700000.0,202900000.0,23900000.0,7500000.0,177200000.0,25700000.0,-15500000.0,10200000.0,829600000.0,35300000.0,35667000.0,36393000.0
Alaska Air Group Inc,ALK,,766421,2011.0,Q4,2011-10-01,2011-12-31,,0.9,0.9,,62800000.0,0.9,36500000.0,64500000.0,64500000.0,64500000.0,715100000.0,869300000.0,,-5400000.0,,175200000.0,,100000.0,152300000.0,715100000.0,329400000.0,11400000.0,3600000.0,215200000.0,114200000.0,-13200000.0,101000000.0,1044500000.0,71800000.0,71755000.0,73421000.0
