company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Alaska Air Group Inc,ALK,,766421,2009.0,FY,,2009-12-31,2011-02-23 16:36:05+00:00,63300000.0,111800000.0,528500000.0,1339000000.0,-240000000.0,164200000.0,,802800000.0,366300000.0,120300000.0,155400000.0,,4506900000.0,,1699200000.0,45800000.0,3167900000.0,435100000.0,151100000.0,421000000.0,66200000.0,,194000000.0,148200000.0,98100000.0,315000000.0,156000000.0,1027900000.0,4996200000.0,872100000.0,1634300000.0,1269500000.0,872100000.0,872100000.0,4124100000.0,4996200000.0,194000000.0,2854600000.0,0.0,-5700000.0
Alaska Air Group Inc,ALK,,766421,2010.0,FY,,2010-12-31,2012-02-21 15:14:32+00:00,60200000.0,120100000.0,501200000.0,1509500000.0,-267200000.0,89500000.0,0.0,852500000.0,422400000.0,120500000.0,176600000.0,,4657900000.0,,1313000000.0,45100000.0,3148400000.0,403500000.0,279900000.0,367100000.0,,,206200000.0,123000000.0,106700000.0,566100000.0,264300000.0,1180100000.0,5016600000.0,1105400000.0,1662000000.0,1424700000.0,1105400000.0,1105400000.0,3911200000.0,5016600000.0,206200000.0,2486500000.0,0.0,-46000000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q3,,2010-09-30,2010-11-05 16:03:16+00:00,50800000.0,139600000.0,573200000.0,1456100000.0,-237900000.0,129200000.0,,842500000.0,462000000.0,129800000.0,152200000.0,,4603100000.0,,1390100000.0,41600000.0,3147000000.0,396800000.0,251700000.0,403400000.0,39900000.0,,204800000.0,132600000.0,99700000.0,501300000.0,233800000.0,1188500000.0,5120100000.0,1073500000.0,1768300000.0,1472000000.0,1073500000.0,1073500000.0,4046600000.0,5120100000.0,204800000.0,2574600000.0,0.0,-32400000.0
Alaska Air Group Inc,ALK,,766421,2010.0,Q2,,2010-06-30,2010-08-05 11:44:01+00:00,58000000.0,145200000.0,561600000.0,1422900000.0,-239700000.0,108100000.0,,828500000.0,529000000.0,137400000.0,137800000.0,,4586800000.0,,1570000000.0,48500000.0,3163900000.0,407100000.0,207800000.0,409700000.0,31700000.0,,203900000.0,131800000.0,103700000.0,378900000.0,154300000.0,1164600000.0,5107000000.0,939900000.0,1739200000.0,1440700000.0,939900000.0,939900000.0,4167100000.0,5107000000.0,203900000.0,2726400000.0,0.0,-27800000.0
Alaska Air Group Inc,ALK,,766421,2011.0,FY,,2011-12-31,2013-02-14 12:59:42+00:00,104000000.0,136000000.0,513000000.0,1665000000.0,-390000000.0,102000000.0,0.0,878000000.0,489000000.0,134000000.0,164000000.0,,5038000000.0,,1099000000.0,44000000.0,3373000000.0,410000000.0,363000000.0,463000000.0,,,198000000.0,148000000.0,94000000.0,811000000.0,240000000.0,1086000000.0,5167000000.0,1174000000.0,1596000000.0,1510000000.0,1174000000.0,1174000000.0,3993000000.0,5167000000.0,198000000.0,2483000000.0,0.0,-125000000.0
Alaska Air Group Inc,ALK,,766421,2011.0,Q3,,2011-09-30,2011-11-02 20:00:52+00:00,88000000.0,148300000.0,491000000.0,1646100000.0,-256000000.0,67500000.0,0.0,881100000.0,541100000.0,130200000.0,147900000.0,,4996200000.0,,1178800000.0,44300000.0,3350100000.0,394000000.0,398200000.0,336300000.0,,,183800000.0,170300000.0,106700000.0,746600000.0,250300000.0,1229300000.0,5260200000.0,1264300000.0,1726300000.0,1518300000.0,1264300000.0,1264300000.0,3995900000.0,5260200000.0,183800000.0,2477600000.0,0.0,-107400000.0
Alaska Air Group Inc,ALK,,766421,2011.0,Q2,,2011-06-30,2011-08-03 19:15:45+00:00,71300000.0,167800000.0,572100000.0,1603100000.0,-260000000.0,67000000.0,0.0,876600000.0,594500000.0,126400000.0,136200000.0,,4853000000.0,,1154900000.0,52600000.0,3249900000.0,386700000.0,347900000.0,361200000.0,71400000.0,,308200000.0,148600000.0,104000000.0,669100000.0,253900000.0,1086500000.0,5233800000.0,1206500000.0,1675700000.0,1628000000.0,1206500000.0,1206500000.0,4027300000.0,5233800000.0,308200000.0,2399300000.0,0.0,-79200000.0
Alaska Air Group Inc,ALK,,766421,2011.0,Q1,,2011-03-31,2011-05-04 17:28:17+00:00,59200000.0,161200000.0,554000000.0,1561600000.0,-263700000.0,60200000.0,,865700000.0,585400000.0,116300000.0,116000000.0,,4763800000.0,,1275200000.0,45700000.0,3202200000.0,387700000.0,321300000.0,364100000.0,118900000.0,,313200000.0,108600000.0,111400000.0,640300000.0,169800000.0,982300000.0,5111400000.0,1170100000.0,1596000000.0,1484400000.0,1170100000.0,1170100000.0,3941300000.0,5111400000.0,313200000.0,2456900000.0,0.0,-72200000.0
Alaska Air Group Inc,ALK,,766421,2012.0,FY,,2012-12-31,2014-02-13 08:30:35+00:00,65000000.0,130000000.0,539000000.0,1863000000.0,-436000000.0,122000000.0,0.0,730000000.0,534000000.0,148000000.0,184000000.0,,5472000000.0,,871000000.0,58000000.0,3609000000.0,443000000.0,446000000.0,489000000.0,,,159000000.0,334000000.0,123000000.0,1127000000.0,179000000.0,1156000000.0,5505000000.0,1421000000.0,1737000000.0,1501000000.0,1421000000.0,1421000000.0,4084000000.0,5505000000.0,159000000.0,2583000000.0,0.0,0.0
Alaska Air Group Inc,ALK,,766421,2012.0,Q3,,2012-09-30,2012-11-07 07:01:29+00:00,70200000.0,185400000.0,537000000.0,1805300000.0,-373600000.0,27500000.0,,730500000.0,583600000.0,141500000.0,163000000.0,,5352800000.0,,898900000.0,52500000.0,3547500000.0,423400000.0,484900000.0,447900000.0,,,172100000.0,213000000.0,116100000.0,1082300000.0,175000000.0,1193500000.0,5436100000.0,1439200000.0,1716500000.0,1528800000.0,1439200000.0,1439200000.0,3996900000.0,5436100000.0,172100000.0,2468100000.0,0.0,0.0
