company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kraft Heinz Foods Co,HNZ,,46640,2008.0,FY,2007-05-03,2008-04-30,2010-06-17 09:13:21+00:00,2.65,2.65,1.52,2.61,372587000.0,856478000.0,858176000.0,-1698000.0,844925000.0,11553000.0,6233420000.0,9885556000.0,,-16283000.0,,2081801000.0,6233420000.0,3652136000.0,364808000.0,41519000.0,2081801000.0,1570335000.0,-339572000.0,1230763000.0,9885556000.0,318800000.0,317019000.0,321717000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q4,2009-01-29,2009-04-29,,0.55,0.55,0.41,0.54,85064000.0,177442000.0,183271000.0,610000.0,175135000.0,2307000.0,1575649000.0,2441468000.0,-6439000.0,-4204000.0,,524325000.0,1575649000.0,865819000.0,85121000.0,16166000.0,524325000.0,341494000.0,-73159000.0,268335000.0,2441468000.0,315000000.0,313747000.0,318063000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,FY,2008-05-01,2009-04-29,2010-06-17 09:13:21+00:00,2.93,2.93,1.66,2.89,375483000.0,937961000.0,944400000.0,,923072000.0,14889000.0,6442075000.0,10011331000.0,-6439000.0,92922000.0,,2066810000.0,6442075000.0,3569256000.0,339635000.0,64150000.0,2066810000.0,1502446000.0,-182563000.0,1319883000.0,10011331000.0,315000000.0,313747000.0,318063000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q3YTD,2008-05-01,2009-01-28,,2.38,2.38,1.24,2.35,290419000.0,760519000.0,761129000.0,-610000.0,747937000.0,12582000.0,4866426000.0,7569863000.0,,97126000.0,,1542485000.0,4866426000.0,2703437000.0,254514000.0,47984000.0,1542485000.0,1160952000.0,-109404000.0,1051548000.0,7569863000.0,314600000.0,314538000.0,318733000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q3,2008-10-30,2009-01-28,2010-02-25 15:26:19+00:00,0.77,0.77,0.415,0.76,85659000.0,243776000.0,245063000.0,-1287000.0,242263000.0,1513000.0,1528997000.0,2379711000.0,,17498000.0,,467272000.0,1528997000.0,850714000.0,95931000.0,25713000.0,467272000.0,383442000.0,-52720000.0,330722000.0,2379711000.0,314600000.0,314538000.0,318733000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q2YTD,2008-05-01,2008-10-29,,1.61,1.61,0.83,1.59,204760000.0,516743000.0,516066000.0,677000.0,505674000.0,11069000.0,3337429000.0,5190152000.0,,79628000.0,,1075213000.0,3337429000.0,1852723000.0,158583000.0,22271000.0,1075213000.0,777510000.0,-56684000.0,720826000.0,5190152000.0,314400000.0,313670000.0,318437000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q2,2008-07-31,2008-10-29,2009-11-24 16:44:23+00:00,0.88,0.88,0.415,0.87,112661000.0,282459000.0,281782000.0,677000.0,276710000.0,5749000.0,1688357000.0,2606944000.0,,82332000.0,,533341000.0,1688357000.0,918587000.0,83978000.0,10843000.0,533341000.0,385246000.0,9197000.0,394443000.0,2606944000.0,314400000.0,313670000.0,318437000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q1,2008-05-01,2008-07-30,2009-08-20 17:08:55+00:00,0.73,0.73,0.415,0.72,92099000.0,234284000.0,234284000.0,,228964000.0,5320000.0,1649072000.0,2583208000.0,,-2704000.0,,541872000.0,1649072000.0,934136000.0,74605000.0,11428000.0,541872000.0,392264000.0,-65881000.0,326383000.0,2583208000.0,313600000.0,312022000.0,316801000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,Q4,2010-01-28,2010-04-28,,0.61,0.61,0.42,0.59,86191000.0,194775000.0,197242000.0,47130000.0,192366000.0,2409000.0,1715703000.0,2673206000.0,-49597000.0,-721000.0,,609025000.0,1715703000.0,957503000.0,69119000.0,4795000.0,609025000.0,348478000.0,-65045000.0,283433000.0,2673206000.0,316800000.0,315948000.0,318113000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,FY,2009-04-30,2010-04-28,2012-06-15 11:47:53+00:00,2.73,2.73,1.68,2.71,358514000.0,882343000.0,931940000.0,,864892000.0,17451000.0,6700677000.0,10494983000.0,-49597000.0,-18200000.0,,2235078000.0,6700677000.0,3794306000.0,295711000.0,45137000.0,2235078000.0,1559228000.0,-268774000.0,1290454000.0,10494983000.0,316800000.0,315948000.0,318113000.0
